Date,Guggenheim Invest China Real EstateEtf_Open_average,Guggenheim Invest China Real EstateEtf_Open_max,Guggenheim Invest China Real EstateEtf_Open_min,Guggenheim Invest China Real EstateEtf_Open_volatility,Guggenheim Invest China Real EstateEtf_Open_change,Guggenheim Invest China Real EstateEtf_High_average,Guggenheim Invest China Real EstateEtf_High_max,Guggenheim Invest China Real EstateEtf_High_min,Guggenheim Invest China Real EstateEtf_High_volatility,Guggenheim Invest China Real EstateEtf_High_change,Guggenheim Invest China Real EstateEtf_Low_average,Guggenheim Invest China Real EstateEtf_Low_max,Guggenheim Invest China Real EstateEtf_Low_min,Guggenheim Invest China Real EstateEtf_Low_volatility,Guggenheim Invest China Real EstateEtf_Low_change,Guggenheim Invest China Real EstateEtf_Close_average,Guggenheim Invest China Real EstateEtf_Close_max,Guggenheim Invest China Real EstateEtf_Close_min,Guggenheim Invest China Real EstateEtf_Close_volatility,Guggenheim Invest China Real EstateEtf_Close_change
2019-03-24,29.99,29.99,29.99,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.93,29.93,29.93,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-03-31,30.7,30.7,30.7,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2019-04-07,30.57,30.57,30.57,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2019-04-14,29.65,29.65,29.65,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2019-04-21,29.21,29.21,29.21,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2019-04-28,29.56,29.56,29.56,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-05-05,28.05,28.05,28.05,0.0,0.0,28.41,28.41,28.41,0.0,0.0,27.91,27.91,27.91,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-05-12,27.68,27.68,27.68,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2019-05-19,26.97,26.97,26.97,0.0,0.0,27.21,27.21,27.21,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2019-05-26,26.67,26.67,26.67,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2019-06-02,27.3,27.3,27.3,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2019-06-09,27.41,27.41,27.41,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2019-06-16,28.4,28.4,28.4,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2019-06-23,28.66,28.66,28.66,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2019-06-30,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-07-07,28.66,28.66,28.66,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2019-07-14,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2019-07-21,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-07-28,25.91,25.91,25.91,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-08-04,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2019-08-11,24.72,24.72,24.72,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2019-08-18,24.87,24.87,24.87,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2019-08-25,24.27,24.27,24.27,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2019-09-01,25.3,25.3,25.3,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-09-08,25.96,25.96,25.96,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-09-15,25.21,25.21,25.21,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2019-09-22,24.61,24.61,24.61,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2019-09-29,24.9,24.9,24.9,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.81,24.81,24.81,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-10-06,25.51,25.51,25.51,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-10-13,25.9,25.9,25.9,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2019-10-20,25.9,25.9,25.9,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.86,25.86,25.86,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-10-27,26.47,26.47,26.47,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-11-03,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-11-10,25.35,25.35,25.35,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2019-11-17,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-11-24,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-12-01,26.54,26.54,26.54,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-12-08,27.55,27.55,27.55,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-12-15,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2019-12-22,27.21,27.21,27.21,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2019-12-29,27.68,27.68,27.68,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.68,27.68,27.68,0.0,0.0
