Date,PowerShares DWA Financial Momentum PortfolioEtf_Open_average,PowerShares DWA Financial Momentum PortfolioEtf_Open_max,PowerShares DWA Financial Momentum PortfolioEtf_Open_min,PowerShares DWA Financial Momentum PortfolioEtf_Open_volatility,PowerShares DWA Financial Momentum PortfolioEtf_Open_change,PowerShares DWA Financial Momentum PortfolioEtf_High_average,PowerShares DWA Financial Momentum PortfolioEtf_High_max,PowerShares DWA Financial Momentum PortfolioEtf_High_min,PowerShares DWA Financial Momentum PortfolioEtf_High_volatility,PowerShares DWA Financial Momentum PortfolioEtf_High_change,PowerShares DWA Financial Momentum PortfolioEtf_Low_average,PowerShares DWA Financial Momentum PortfolioEtf_Low_max,PowerShares DWA Financial Momentum PortfolioEtf_Low_min,PowerShares DWA Financial Momentum PortfolioEtf_Low_volatility,PowerShares DWA Financial Momentum PortfolioEtf_Low_change,PowerShares DWA Financial Momentum PortfolioEtf_Close_average,PowerShares DWA Financial Momentum PortfolioEtf_Close_max,PowerShares DWA Financial Momentum PortfolioEtf_Close_min,PowerShares DWA Financial Momentum PortfolioEtf_Close_volatility,PowerShares DWA Financial Momentum PortfolioEtf_Close_change
2018-07-15,35.58,35.58,35.58,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2018-07-22,35.48,35.48,35.48,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2018-07-29,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.15,35.15,35.15,0.0,0.0
2018-08-05,35.1,35.1,35.1,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2018-08-12,35.58,35.58,35.58,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2018-08-19,35.43,35.43,35.43,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2018-08-26,35.31,35.31,35.31,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2018-09-02,35.43,35.43,35.43,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2018-09-09,35.25,35.25,35.25,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2018-09-16,35.38,35.38,35.38,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2018-09-23,34.05,34.05,34.05,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2018-09-30,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2018-10-07,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2018-10-14,32.46,32.46,32.46,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2018-10-21,31.16,31.16,31.16,0.0,0.0,31.16,31.16,31.16,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2018-10-28,31.72,31.72,31.72,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-11-04,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-11-11,31.88,31.88,31.88,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.88,31.88,31.88,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2018-11-18,31.33,31.33,31.33,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2018-11-25,32.27,32.27,32.27,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2018-12-02,30.62,30.62,30.62,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-12-09,29.63,29.63,29.63,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2018-12-16,28.51,28.51,28.51,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2018-12-23,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2018-12-30,28.74,28.74,28.74,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2019-01-06,29.7,29.7,29.7,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2019-01-13,30.5,30.5,30.5,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-01-20,30.78,30.78,30.78,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2019-01-27,31.53,31.53,31.53,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2019-02-03,31.75,31.75,31.75,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2019-02-10,32.37,32.37,32.37,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-02-17,32.72,32.72,32.72,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2019-02-24,32.9,32.9,32.9,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2019-03-03,32.07,32.07,32.07,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2019-03-10,33.19,33.19,33.19,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2019-03-17,33.08,33.08,33.08,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2019-03-24,33.46,33.46,33.46,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2019-03-31,34.06,34.06,34.06,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2019-04-07,34.49,34.49,34.49,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2019-04-14,34.42,34.42,34.42,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2019-04-21,34.66,34.66,34.66,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2019-04-28,35.39,35.39,35.39,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2019-05-05,35.1,35.1,35.1,0.0,0.0,35.35,35.35,35.35,0.0,0.0,34.79,34.79,34.79,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2019-05-12,35.59,35.59,35.59,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2019-05-19,35.62,35.62,35.62,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2019-05-26,34.97,34.97,34.97,0.0,0.0,35.32,35.32,35.32,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2019-06-02,36.58,36.58,36.58,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2019-06-09,36.89,36.89,36.89,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.83,36.83,36.83,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2019-06-16,37.77,37.77,37.77,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2019-06-23,37.14,37.14,37.14,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2019-06-30,38.31,38.31,38.31,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2019-07-07,38.62,38.62,38.62,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2019-07-14,38.67,38.67,38.67,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.08,38.08,38.08,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2019-07-21,37.73,37.73,37.73,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2019-07-28,37.1,37.1,37.1,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2019-08-04,37.72,37.72,37.72,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2019-08-11,37.5,37.5,37.5,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2019-08-18,38.01,38.01,38.01,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2019-08-25,38.23,38.23,38.23,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.85,37.85,37.85,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2019-09-01,38.75,38.75,38.75,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2019-09-08,37.81,37.81,37.81,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2019-09-15,38.18,38.18,38.18,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2019-09-22,37.91,37.91,37.91,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2019-09-29,36.82,36.82,36.82,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.82,36.82,36.82,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2019-10-06,37.43,37.43,37.43,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2019-10-13,37.38,37.38,37.38,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-10-20,37.84,37.84,37.84,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2019-10-27,38.05,38.05,38.05,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2019-11-03,37.27,37.27,37.27,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2019-11-10,37.86,37.86,37.86,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2019-11-17,37.88,37.88,37.88,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2019-11-24,38.23,38.23,38.23,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2019-12-01,38.51,38.51,38.51,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-12-08,37.97,37.97,37.97,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.86,37.86,37.86,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-12-15,38.78,38.78,38.78,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2019-12-22,38.66,38.66,38.66,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2019-12-29,38.48,38.48,38.48,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.81,38.81,38.81,0.0,0.0
