Date,ProShares Ultra SmallCap600_Open_average,ProShares Ultra SmallCap600_Open_max,ProShares Ultra SmallCap600_Open_min,ProShares Ultra SmallCap600_Open_volatility,ProShares Ultra SmallCap600_Open_change,ProShares Ultra SmallCap600_High_average,ProShares Ultra SmallCap600_High_max,ProShares Ultra SmallCap600_High_min,ProShares Ultra SmallCap600_High_volatility,ProShares Ultra SmallCap600_High_change,ProShares Ultra SmallCap600_Low_average,ProShares Ultra SmallCap600_Low_max,ProShares Ultra SmallCap600_Low_min,ProShares Ultra SmallCap600_Low_volatility,ProShares Ultra SmallCap600_Low_change,ProShares Ultra SmallCap600_Close_average,ProShares Ultra SmallCap600_Close_max,ProShares Ultra SmallCap600_Close_min,ProShares Ultra SmallCap600_Close_volatility,ProShares Ultra SmallCap600_Close_change
2018-04-08,103.96,103.96,103.96,0.0,0.0,104.2,104.2,104.2,0.0,0.0,103.94,103.94,103.94,0.0,0.0,104.17,104.17,104.17,0.0,0.0
2018-04-15,104.23,104.23,104.23,0.0,0.0,104.23,104.23,104.23,0.0,0.0,104.23,104.23,104.23,0.0,0.0,104.23,104.23,104.23,0.0,0.0
2018-04-22,101.56,101.56,101.56,0.0,0.0,101.56,101.56,101.56,0.0,0.0,101.56,101.56,101.56,0.0,0.0,101.56,101.56,101.56,0.0,0.0
2018-04-29,104.17,104.17,104.17,0.0,0.0,104.17,104.17,104.17,0.0,0.0,104.17,104.17,104.17,0.0,0.0,104.17,104.17,104.17,0.0,0.0
2018-05-06,109.75,109.75,109.75,0.0,0.0,109.75,109.75,109.75,0.0,0.0,109.75,109.75,109.75,0.0,0.0,109.75,109.75,109.75,0.0,0.0
2018-05-13,113.44,113.44,113.44,0.0,0.0,114.23,114.23,114.23,0.0,0.0,113.44,113.44,113.44,0.0,0.0,114.23,114.23,114.23,0.0,0.0
2018-05-20,113.41,113.41,113.41,0.0,0.0,113.41,113.41,113.41,0.0,0.0,113.35,113.35,113.35,0.0,0.0,113.36,113.36,113.36,0.0,0.0
2018-05-27,116.6,116.6,116.6,0.0,0.0,117.55,117.55,117.55,0.0,0.0,116.25,116.25,116.25,0.0,0.0,117.49,117.49,117.49,0.0,0.0
2018-06-03,122.5,122.5,122.5,0.0,0.0,122.5,122.5,122.5,0.0,0.0,120.88,120.88,120.88,0.0,0.0,122.06,122.06,122.06,0.0,0.0
2018-06-10,120.1,120.1,120.1,0.0,0.0,120.1,120.1,120.1,0.0,0.0,120.1,120.1,120.1,0.0,0.0,120.1,120.1,120.1,0.0,0.0
2018-06-17,118.14,118.14,118.14,0.0,0.0,118.14,118.14,118.14,0.0,0.0,117.27,117.27,117.27,0.0,0.0,117.44,117.44,117.44,0.0,0.0
2018-06-24,113.6,113.6,113.6,0.0,0.0,114.79,114.79,114.79,0.0,0.0,113.59,113.59,113.59,0.0,0.0,114.79,114.79,114.79,0.0,0.0
2018-07-01,123.99,123.99,123.99,0.0,0.0,124.72,124.72,124.72,0.0,0.0,123.99,123.99,123.99,0.0,0.0,124.54,124.54,124.54,0.0,0.0
2018-07-08,123.04,123.04,123.04,0.0,0.0,123.04,123.04,123.04,0.0,0.0,122.25,122.25,122.25,0.0,0.0,122.29,122.29,122.29,0.0,0.0
2018-07-15,123.32,123.32,123.32,0.0,0.0,124.54,124.54,124.54,0.0,0.0,123.31,123.31,123.31,0.0,0.0,123.31,123.31,123.31,0.0,0.0
2018-07-22,120.45,120.45,120.45,0.0,0.0,121.14,121.14,121.14,0.0,0.0,120.0,120.0,120.0,0.0,0.0,120.0,120.0,120.0,0.0,0.0
2018-07-29,124.41,124.41,124.41,0.0,0.0,125.22,125.22,125.22,0.0,0.0,124.41,124.41,124.41,0.0,0.0,125.22,125.22,125.22,0.0,0.0
2018-08-05,125.5,125.5,125.5,0.0,0.0,125.5,125.5,125.5,0.0,0.0,124.37,124.37,124.37,0.0,0.0,124.7,124.7,124.7,0.0,0.0
2018-08-12,128.64,128.64,128.64,0.0,0.0,129.38,129.38,129.38,0.0,0.0,128.5,128.5,128.5,0.0,0.0,129.33,129.33,129.33,0.0,0.0
2018-08-19,132.22,132.22,132.22,0.0,0.0,134.3,134.3,134.3,0.0,0.0,132.22,132.22,132.22,0.0,0.0,132.63,132.63,132.63,0.0,0.0
2018-08-26,132.3,132.3,132.3,0.0,0.0,134.04,134.04,134.04,0.0,0.0,130.48,130.48,130.48,0.0,0.0,134.04,134.04,134.04,0.0,0.0
2018-09-02,130.83,130.83,130.83,0.0,0.0,130.83,130.83,130.83,0.0,0.0,130.83,130.83,130.83,0.0,0.0,130.83,130.83,130.83,0.0,0.0
2018-09-09,132.32,132.32,132.32,0.0,0.0,132.32,132.32,132.32,0.0,0.0,128.59,128.59,128.59,0.0,0.0,128.59,128.59,128.59,0.0,0.0
2018-09-16,125.66,125.66,125.66,0.0,0.0,125.66,125.66,125.66,0.0,0.0,125.66,125.66,125.66,0.0,0.0,125.66,125.66,125.66,0.0,0.0
2018-09-23,128.09,128.09,128.09,0.0,0.0,128.09,128.09,128.09,0.0,0.0,121.73,121.73,121.73,0.0,0.0,121.73,121.73,121.73,0.0,0.0
2018-09-30,115.65,115.65,115.65,0.0,0.0,115.65,115.65,115.65,0.0,0.0,114.71,114.71,114.71,0.0,0.0,114.71,114.71,114.71,0.0,0.0
2018-10-07,103.23,103.23,103.23,0.0,0.0,103.23,103.23,103.23,0.0,0.0,103.23,103.23,103.23,0.0,0.0,103.23,103.23,103.23,0.0,0.0
2018-10-14,102.73,102.73,102.73,0.0,0.0,102.73,102.73,102.73,0.0,0.0,102.11,102.11,102.11,0.0,0.0,102.11,102.11,102.11,0.0,0.0
2018-10-21,99.64,99.64,99.64,0.0,0.0,99.64,99.64,99.64,0.0,0.0,99.64,99.64,99.64,0.0,0.0,99.64,99.64,99.64,0.0,0.0
2018-10-28,103.52,103.52,103.52,0.0,0.0,104.47,104.47,104.47,0.0,0.0,103.2,103.2,103.2,0.0,0.0,103.2,103.2,103.2,0.0,0.0
2018-11-04,102.48,102.48,102.48,0.0,0.0,102.48,102.48,102.48,0.0,0.0,101.09,101.09,101.09,0.0,0.0,101.6,101.6,101.6,0.0,0.0
2018-11-11,98.95,98.95,98.95,0.0,0.0,98.96,98.96,98.96,0.0,0.0,97.6,97.6,97.6,0.0,0.0,98.96,98.96,98.96,0.0,0.0
2018-11-18,99.09,99.09,99.09,0.0,0.0,99.09,99.09,99.09,0.0,0.0,97.63,97.63,97.63,0.0,0.0,98.73,98.73,98.73,0.0,0.0
2018-11-25,105.6,105.6,105.6,0.0,0.0,105.6,105.6,105.6,0.0,0.0,101.88,101.88,101.88,0.0,0.0,102.88,102.88,102.88,0.0,0.0
2018-12-02,86.65,86.65,86.65,0.0,0.0,88.69,88.69,88.69,0.0,0.0,86.65,86.65,86.65,0.0,0.0,88.69,88.69,88.69,0.0,0.0
2018-12-09,82.95,82.95,82.95,0.0,0.0,85.01,85.01,85.01,0.0,0.0,80.49,80.49,80.49,0.0,0.0,80.49,80.49,80.49,0.0,0.0
2018-12-16,70.07,70.07,70.07,0.0,0.0,71.41,71.41,71.41,0.0,0.0,69.1,69.1,69.1,0.0,0.0,69.1,69.1,69.1,0.0,0.0
2018-12-23,76.48,76.48,76.48,0.0,0.0,77.3,77.3,77.3,0.0,0.0,75.7,75.7,75.7,0.0,0.0,77.3,77.3,77.3,0.0,0.0
2018-12-30,81.5,81.5,81.5,0.0,0.0,83.44,83.44,83.44,0.0,0.0,81.0,81.0,81.0,0.0,0.0,83.06,83.06,83.06,0.0,0.0
2019-01-06,88.0,88.0,88.0,0.0,0.0,88.0,88.0,88.0,0.0,0.0,86.77,86.77,86.77,0.0,0.0,86.77,86.77,86.77,0.0,0.0
2019-01-13,91.8,91.8,91.8,0.0,0.0,93.25,93.25,93.25,0.0,0.0,91.35,91.35,91.35,0.0,0.0,92.69,92.69,92.69,0.0,0.0
2019-01-20,91.38,91.38,91.38,0.0,0.0,91.38,91.38,91.38,0.0,0.0,90.06,90.06,90.06,0.0,0.0,90.89,90.89,90.89,0.0,0.0
2019-01-27,95.0,95.0,95.0,0.0,0.0,96.32,96.32,96.32,0.0,0.0,95.0,95.0,95.0,0.0,0.0,96.32,96.32,96.32,0.0,0.0
2019-02-03,94.11,94.11,94.11,0.0,0.0,96.08,96.08,96.08,0.0,0.0,94.11,94.11,94.11,0.0,0.0,96.08,96.08,96.08,0.0,0.0
2019-02-10,102.39,102.39,102.39,0.0,0.0,102.57,102.57,102.57,0.0,0.0,102.38,102.38,102.38,0.0,0.0,102.57,102.57,102.57,0.0,0.0
2019-02-17,106.91,106.91,106.91,0.0,0.0,107.44,107.44,107.44,0.0,0.0,104.77,104.77,104.77,0.0,0.0,104.77,104.77,104.77,0.0,0.0
2019-02-24,104.68,104.68,104.68,0.0,0.0,104.68,104.68,104.68,0.0,0.0,100.5,100.5,100.5,0.0,0.0,101.43,101.43,101.43,0.0,0.0
2019-03-03,95.6,95.6,95.6,0.0,0.0,97.08,97.08,97.08,0.0,0.0,95.6,95.6,95.6,0.0,0.0,97.08,97.08,97.08,0.0,0.0
2019-03-10,96.69,96.69,96.69,0.0,0.0,98.4,98.4,98.4,0.0,0.0,96.42,96.42,96.42,0.0,0.0,98.4,98.4,98.4,0.0,0.0
2019-03-17,91.04,91.04,91.04,0.0,0.0,91.77,91.77,91.77,0.0,0.0,91.04,91.04,91.04,0.0,0.0,91.65,91.65,91.65,0.0,0.0
2019-03-24,96.21,96.21,96.21,0.0,0.0,97.65,97.65,97.65,0.0,0.0,96.21,96.21,96.21,0.0,0.0,97.42,97.42,97.42,0.0,0.0
2019-03-31,99.67,99.67,99.67,0.0,0.0,100.11,100.11,100.11,0.0,0.0,99.65,99.65,99.65,0.0,0.0,100.11,100.11,100.11,0.0,0.0
2019-04-07,100.8,100.8,100.8,0.0,0.0,100.8,100.8,100.8,0.0,0.0,100.33,100.33,100.33,0.0,0.0,100.33,100.33,100.33,0.0,0.0
2019-04-14,98.58,98.58,98.58,0.0,0.0,98.58,98.58,98.58,0.0,0.0,98.25,98.25,98.25,0.0,0.0,98.45,98.45,98.45,0.0,0.0
2019-04-21,102.22,102.22,102.22,0.0,0.0,103.17,103.17,103.17,0.0,0.0,102.22,102.22,102.22,0.0,0.0,102.55,102.55,102.55,0.0,0.0
2019-04-28,104.91,104.91,104.91,0.0,0.0,104.91,104.91,104.91,0.0,0.0,104.91,104.91,104.91,0.0,0.0,104.91,104.91,104.91,0.0,0.0
2019-05-05,96.4,96.4,96.4,0.0,0.0,96.4,96.4,96.4,0.0,0.0,93.23,93.23,93.23,0.0,0.0,93.58,93.58,93.58,0.0,0.0
2019-05-12,92.22,92.22,92.22,0.0,0.0,92.22,92.22,92.22,0.0,0.0,92.22,92.22,92.22,0.0,0.0,92.22,92.22,92.22,0.0,0.0
2019-05-19,89.0,89.0,89.0,0.0,0.0,90.03,90.03,90.03,0.0,0.0,89.0,89.0,89.0,0.0,0.0,90.03,90.03,90.03,0.0,0.0
2019-05-26,84.43,84.43,84.43,0.0,0.0,85.42,85.42,85.42,0.0,0.0,84.43,84.43,84.43,0.0,0.0,85.42,85.42,85.42,0.0,0.0
2019-06-02,91.56,91.56,91.56,0.0,0.0,91.56,91.56,91.56,0.0,0.0,91.56,91.56,91.56,0.0,0.0,91.56,91.56,91.56,0.0,0.0
2019-06-09,91.3,91.3,91.3,0.0,0.0,91.41,91.41,91.41,0.0,0.0,91.05,91.05,91.05,0.0,0.0,91.05,91.05,91.05,0.0,0.0
2019-06-16,93.04,93.04,93.04,0.0,0.0,93.04,93.04,93.04,0.0,0.0,91.64,91.64,91.64,0.0,0.0,91.64,91.64,91.64,0.0,0.0
2019-06-23,97.04,97.04,97.04,0.0,0.0,97.04,97.04,97.04,0.0,0.0,97.04,97.04,97.04,0.0,0.0,97.04,97.04,97.04,0.0,0.0
2019-06-30,97.38,97.38,97.38,0.0,0.0,97.38,97.38,97.38,0.0,0.0,95.69,95.69,95.69,0.0,0.0,95.69,95.69,95.69,0.0,0.0
2019-07-07,95.25,95.25,95.25,0.0,0.0,95.25,95.25,95.25,0.0,0.0,95.25,95.25,95.25,0.0,0.0,95.25,95.25,95.25,0.0,0.0
2019-07-14,94.2,94.2,94.2,0.0,0.0,94.2,94.2,94.2,0.0,0.0,93.48,93.48,93.48,0.0,0.0,93.48,93.48,93.48,0.0,0.0
2019-07-21,97.36,97.36,97.36,0.0,0.0,98.0,98.0,98.0,0.0,0.0,97.25,97.25,97.25,0.0,0.0,97.25,97.25,97.25,0.0,0.0
2019-07-28,90.55,90.55,90.55,0.0,0.0,90.55,90.55,90.55,0.0,0.0,87.73,87.73,87.73,0.0,0.0,88.47,88.47,88.47,0.0,0.0
2019-08-04,89.68,89.68,89.68,0.0,0.0,89.68,89.68,89.68,0.0,0.0,89.48,89.48,89.48,0.0,0.0,89.49,89.49,89.49,0.0,0.0
2019-08-11,91.81,91.81,91.81,0.0,0.0,91.81,91.81,91.81,0.0,0.0,91.43,91.43,91.43,0.0,0.0,91.43,91.43,91.43,0.0,0.0
2019-08-18,86.43,86.43,86.43,0.0,0.0,86.43,86.43,86.43,0.0,0.0,86.43,86.43,86.43,0.0,0.0,86.43,86.43,86.43,0.0,0.0
2019-08-25,89.05,89.05,89.05,0.0,0.0,89.05,89.05,89.05,0.0,0.0,88.56,88.56,88.56,0.0,0.0,88.8,88.8,88.8,0.0,0.0
2019-09-01,92.62,92.62,92.62,0.0,0.0,93.62,93.62,93.62,0.0,0.0,92.62,92.62,92.62,0.0,0.0,93.62,93.62,93.62,0.0,0.0
2019-09-08,100.71,100.71,100.71,0.0,0.0,100.92,100.92,100.92,0.0,0.0,100.69,100.69,100.69,0.0,0.0,100.92,100.92,100.92,0.0,0.0
2019-09-15,97.58,97.58,97.58,0.0,0.0,97.58,97.58,97.58,0.0,0.0,97.58,97.58,97.58,0.0,0.0,97.58,97.58,97.58,0.0,0.0
2019-09-22,94.69,94.69,94.69,0.0,0.0,94.69,94.69,94.69,0.0,0.0,94.69,94.69,94.69,0.0,0.0,94.69,94.69,94.69,0.0,0.0
2019-09-29,90.95,90.95,90.95,0.0,0.0,90.95,90.95,90.95,0.0,0.0,90.95,90.95,90.95,0.0,0.0,90.95,90.95,90.95,0.0,0.0
2019-10-06,91.32,91.32,91.32,0.0,0.0,91.32,91.32,91.32,0.0,0.0,91.32,91.32,91.32,0.0,0.0,91.32,91.32,91.32,0.0,0.0
2019-10-13,96.59,96.59,96.59,0.0,0.0,96.59,96.59,96.59,0.0,0.0,96.59,96.59,96.59,0.0,0.0,96.59,96.59,96.59,0.0,0.0
2019-10-20,100.0,100.0,100.0,0.0,0.0,100.7,100.7,100.7,0.0,0.0,99.99,99.99,99.99,0.0,0.0,100.02,100.02,100.02,0.0,0.0
2019-10-27,102.63,102.63,102.63,0.0,0.0,102.71,102.71,102.71,0.0,0.0,101.89,101.89,101.89,0.0,0.0,102.67,102.67,102.67,0.0,0.0
2019-11-03,101.5,101.5,101.5,0.0,0.0,101.75,101.75,101.75,0.0,0.0,101.5,101.5,101.5,0.0,0.0,101.75,101.75,101.75,0.0,0.0
2019-11-10,100.23,100.23,100.23,0.0,0.0,100.49,100.49,100.49,0.0,0.0,100.23,100.23,100.23,0.0,0.0,100.49,100.49,100.49,0.0,0.0
2019-11-17,101.93,101.93,101.93,0.0,0.0,104.43,104.43,104.43,0.0,0.0,101.93,101.93,101.93,0.0,0.0,104.37,104.37,104.37,0.0,0.0
2019-11-24,102.26,102.26,102.26,0.0,0.0,102.26,102.26,102.26,0.0,0.0,101.26,101.26,101.26,0.0,0.0,101.4,101.4,101.4,0.0,0.0
2019-12-01,105.47,105.47,105.47,0.0,0.0,105.47,105.47,105.47,0.0,0.0,104.91,104.91,104.91,0.0,0.0,105.07,105.07,105.07,0.0,0.0
2019-12-08,107.94,107.94,107.94,0.0,0.0,107.94,107.94,107.94,0.0,0.0,106.77,106.77,106.77,0.0,0.0,106.77,106.77,106.77,0.0,0.0
2019-12-15,109.91,109.91,109.91,0.0,0.0,110.25,110.25,110.25,0.0,0.0,109.22,109.22,109.22,0.0,0.0,109.77,109.77,109.77,0.0,0.0
2019-12-22,109.72,109.72,109.72,0.0,0.0,109.72,109.72,109.72,0.0,0.0,108.82,108.82,108.82,0.0,0.0,108.82,108.82,108.82,0.0,0.0
2019-12-29,108.32,108.32,108.32,0.0,0.0,109.44,109.44,109.44,0.0,0.0,108.32,108.32,108.32,0.0,0.0,109.44,109.44,109.44,0.0,0.0
