Date,iShares S&P 500 GrowthEtf_Open_average,iShares S&P 500 GrowthEtf_Open_max,iShares S&P 500 GrowthEtf_Open_min,iShares S&P 500 GrowthEtf_Open_volatility,iShares S&P 500 GrowthEtf_Open_change,iShares S&P 500 GrowthEtf_High_average,iShares S&P 500 GrowthEtf_High_max,iShares S&P 500 GrowthEtf_High_min,iShares S&P 500 GrowthEtf_High_volatility,iShares S&P 500 GrowthEtf_High_change,iShares S&P 500 GrowthEtf_Low_average,iShares S&P 500 GrowthEtf_Low_max,iShares S&P 500 GrowthEtf_Low_min,iShares S&P 500 GrowthEtf_Low_volatility,iShares S&P 500 GrowthEtf_Low_change,iShares S&P 500 GrowthEtf_Close_average,iShares S&P 500 GrowthEtf_Close_max,iShares S&P 500 GrowthEtf_Close_min,iShares S&P 500 GrowthEtf_Close_volatility,iShares S&P 500 GrowthEtf_Close_change
2018-05-06,161.58,161.58,161.58,0.0,0.0,162.11,162.11,162.11,0.0,0.0,161.18,161.18,161.18,0.0,0.0,161.86,161.86,161.86,0.0,0.0
2018-05-13,160.54,160.54,160.54,0.0,0.0,161.09,161.09,161.09,0.0,0.0,160.28,160.28,160.28,0.0,0.0,160.67,160.67,160.67,0.0,0.0
2018-05-20,162.02,162.02,162.02,0.0,0.0,162.69,162.69,162.69,0.0,0.0,161.91,161.91,161.91,0.0,0.0,162.14,162.14,162.14,0.0,0.0
2018-05-27,162.69,162.69,162.69,0.0,0.0,164.0,164.0,164.0,0.0,0.0,162.69,162.69,162.69,0.0,0.0,163.89,163.89,163.89,0.0,0.0
2018-06-03,165.56,165.56,165.56,0.0,0.0,166.52,166.52,166.52,0.0,0.0,165.35,165.35,165.35,0.0,0.0,166.41,166.41,166.41,0.0,0.0
2018-06-10,167.05,167.05,167.05,0.0,0.0,167.55,167.55,167.55,0.0,0.0,166.47,166.47,166.47,0.0,0.0,167.37,167.37,167.37,0.0,0.0
2018-06-17,166.35,166.35,166.35,0.0,0.0,166.35,166.35,166.35,0.0,0.0,165.23,165.23,165.23,0.0,0.0,165.45,165.45,165.45,0.0,0.0
2018-06-24,162.77,162.77,162.77,0.0,0.0,163.62,163.62,163.62,0.0,0.0,162.16,162.16,162.16,0.0,0.0,162.18,162.18,162.18,0.0,0.0
2018-07-01,163.77,163.77,163.77,0.0,0.0,165.52,165.52,165.52,0.0,0.0,163.57,163.57,163.57,0.0,0.0,165.26,165.26,165.26,0.0,0.0
2018-07-08,168.46,168.46,168.46,0.0,0.0,168.87,168.87,168.87,0.0,0.0,168.09,168.09,168.09,0.0,0.0,168.69,168.69,168.69,0.0,0.0
2018-07-15,168.99,168.99,168.99,0.0,0.0,169.54,169.54,169.54,0.0,0.0,168.74,168.74,168.74,0.0,0.0,168.85,168.85,168.85,0.0,0.0
2018-07-22,171.15,171.15,171.15,0.0,0.0,171.15,171.15,171.15,0.0,0.0,167.93,167.93,167.93,0.0,0.0,168.71,168.71,168.71,0.0,0.0
2018-07-29,169.86,169.86,169.86,0.0,0.0,170.22,170.22,170.22,0.0,0.0,169.29,169.29,169.29,0.0,0.0,170.22,170.22,170.22,0.0,0.0
2018-08-05,170.52,170.52,170.52,0.0,0.0,171.0,171.0,171.0,0.0,0.0,169.84,169.84,169.84,0.0,0.0,170.34,170.34,170.34,0.0,0.0
2018-08-12,170.23,170.23,170.23,0.0,0.0,171.28,171.28,171.28,0.0,0.0,169.75,169.75,169.75,0.0,0.0,170.91,170.91,170.91,0.0,0.0
2018-08-19,172.12,172.12,172.12,0.0,0.0,173.06,173.06,173.06,0.0,0.0,172.12,172.12,172.12,0.0,0.0,173.0,173.0,173.0,0.0,0.0
2018-08-26,175.46,175.46,175.46,0.0,0.0,176.23,176.23,176.23,0.0,0.0,175.28,175.28,175.28,0.0,0.0,175.8,175.8,175.8,0.0,0.0
2018-09-02,172.62,172.62,172.62,0.0,0.0,174.09,174.09,174.09,0.0,0.0,172.52,172.52,172.52,0.0,0.0,173.1,173.1,173.1,0.0,0.0
2018-09-09,175.97,175.97,175.97,0.0,0.0,176.12,176.12,176.12,0.0,0.0,175.03,175.03,175.03,0.0,0.0,175.67,175.67,175.67,0.0,0.0
2018-09-16,177.2,177.2,177.2,0.0,0.0,177.22,177.22,177.22,0.0,0.0,176.05,176.05,176.05,0.0,0.0,176.22,176.22,176.22,0.0,0.0
2018-09-23,176.21,176.21,176.21,0.0,0.0,177.06,177.06,177.06,0.0,0.0,176.21,176.21,176.21,0.0,0.0,176.7,176.7,176.7,0.0,0.0
2018-09-30,174.53,174.53,174.53,0.0,0.0,175.11,175.11,175.11,0.0,0.0,171.85,171.85,171.85,0.0,0.0,173.16,173.16,173.16,0.0,0.0
2018-10-07,166.31,166.31,166.31,0.0,0.0,166.9,166.9,166.9,0.0,0.0,163.76,163.76,163.76,0.0,0.0,166.3,166.3,166.3,0.0,0.0
2018-10-14,166.6,166.6,166.6,0.0,0.0,167.89,167.89,167.89,0.0,0.0,164.99,164.99,164.99,0.0,0.0,165.49,165.49,165.49,0.0,0.0
2018-10-21,159.44,159.44,159.44,0.0,0.0,161.86,161.86,161.86,0.0,0.0,157.28,157.28,157.28,0.0,0.0,159.42,159.42,159.42,0.0,0.0
2018-10-28,164.83,164.83,164.83,0.0,0.0,165.41,165.41,165.41,0.0,0.0,161.59,161.59,161.59,0.0,0.0,162.85,162.85,162.85,0.0,0.0
2018-11-04,167.2,167.2,167.2,0.0,0.0,167.25,167.25,167.25,0.0,0.0,165.03,165.03,165.03,0.0,0.0,166.18,166.18,166.18,0.0,0.0
2018-11-11,161.48,161.48,161.48,0.0,0.0,163.61,163.61,163.61,0.0,0.0,161.29,161.29,161.29,0.0,0.0,162.91,162.91,162.91,0.0,0.0
2018-11-18,155.5,155.5,155.5,0.0,0.0,156.66,156.66,156.66,0.0,0.0,155.5,155.5,155.5,0.0,0.0,155.64,155.64,155.64,0.0,0.0
2018-11-25,163.36,163.36,163.36,0.0,0.0,164.87,164.87,164.87,0.0,0.0,162.99,162.99,162.99,0.0,0.0,164.7,164.7,164.7,0.0,0.0
2018-12-02,161.31,161.31,161.31,0.0,0.0,162.3,162.3,162.3,0.0,0.0,156.56,156.56,156.56,0.0,0.0,157.17,157.17,157.17,0.0,0.0
2018-12-09,158.19,158.19,158.19,0.0,0.0,158.7,158.7,158.7,0.0,0.0,155.99,155.99,155.99,0.0,0.0,156.33,156.33,156.33,0.0,0.0
2018-12-16,148.16,148.16,148.16,0.0,0.0,149.66,149.66,149.66,0.0,0.0,143.48,143.48,143.48,0.0,0.0,144.02,144.02,144.02,0.0,0.0
2018-12-23,149.84,149.84,149.84,0.0,0.0,151.02,151.02,151.02,0.0,0.0,147.9,147.9,147.9,0.0,0.0,148.78,148.78,148.78,0.0,0.0
2018-12-30,148.42,148.42,148.42,0.0,0.0,151.92,151.92,151.92,0.0,0.0,148.04,148.04,148.04,0.0,0.0,151.47,151.47,151.47,0.0,0.0
2019-01-06,154.83,154.83,154.83,0.0,0.0,155.46,155.46,155.46,0.0,0.0,154.46,154.46,154.46,0.0,0.0,155.43,155.43,155.43,0.0,0.0
2019-01-13,159.07,159.07,159.07,0.0,0.0,159.99,159.99,159.99,0.0,0.0,158.26,158.26,158.26,0.0,0.0,159.53,159.53,159.53,0.0,0.0
2019-01-20,158.94,158.94,158.94,0.0,0.0,159.34,159.34,159.34,0.0,0.0,158.41,158.41,158.41,0.0,0.0,158.82,158.82,158.82,0.0,0.0
2019-01-27,161.32,161.32,161.32,0.0,0.0,162.08,162.08,162.08,0.0,0.0,160.88,160.88,160.88,0.0,0.0,161.36,161.36,161.36,0.0,0.0
2019-02-03,160.52,160.52,160.52,0.0,0.0,162.13,162.13,162.13,0.0,0.0,160.52,160.52,160.52,0.0,0.0,162.13,162.13,162.13,0.0,0.0
2019-02-10,165.98,165.98,165.98,0.0,0.0,166.22,166.22,166.22,0.0,0.0,165.38,165.38,165.38,0.0,0.0,166.22,166.22,166.22,0.0,0.0
2019-02-17,166.58,166.58,166.58,0.0,0.0,167.7,167.7,167.7,0.0,0.0,166.57,166.57,166.57,0.0,0.0,167.61,167.61,167.61,0.0,0.0
2019-02-24,169.13,169.13,169.13,0.0,0.0,169.52,169.52,169.52,0.0,0.0,168.23,168.23,168.23,0.0,0.0,169.32,169.32,169.32,0.0,0.0
2019-03-03,164.88,164.88,164.88,0.0,0.0,165.86,165.86,165.86,0.0,0.0,164.43,164.43,164.43,0.0,0.0,165.76,165.76,165.76,0.0,0.0
2019-03-10,170.01,170.01,170.01,0.0,0.0,171.19,171.19,171.19,0.0,0.0,169.89,169.89,169.89,0.0,0.0,170.7,170.7,170.7,0.0,0.0
2019-03-17,172.01,172.01,172.01,0.0,0.0,172.49,172.49,172.49,0.0,0.0,169.68,169.68,169.68,0.0,0.0,169.7,169.7,169.7,0.0,0.0
2019-03-24,171.79,171.79,171.79,0.0,0.0,172.04,172.04,172.04,0.0,0.0,171.01,171.01,171.01,0.0,0.0,171.91,171.91,171.91,0.0,0.0
2019-03-31,174.64,174.64,174.64,0.0,0.0,174.98,174.98,174.98,0.0,0.0,174.52,174.52,174.52,0.0,0.0,174.85,174.85,174.85,0.0,0.0
2019-04-07,175.76,175.76,175.76,0.0,0.0,175.97,175.97,175.97,0.0,0.0,175.47,175.47,175.47,0.0,0.0,175.88,175.88,175.88,0.0,0.0
2019-04-14,175.47,175.47,175.47,0.0,0.0,175.47,175.47,175.47,0.0,0.0,174.31,174.31,174.31,0.0,0.0,175.34,175.34,175.34,0.0,0.0
2019-04-21,177.93,177.93,177.93,0.0,0.0,178.76,178.76,178.76,0.0,0.0,177.22,177.22,177.22,0.0,0.0,178.69,178.69,178.69,0.0,0.0
2019-04-28,177.62,177.62,177.62,0.0,0.0,178.76,178.76,178.76,0.0,0.0,177.48,177.48,177.48,0.0,0.0,178.53,178.53,178.53,0.0,0.0
2019-05-05,173.69,173.69,173.69,0.0,0.0,175.72,175.72,175.72,0.0,0.0,171.72,171.72,171.72,0.0,0.0,175.15,175.15,175.15,0.0,0.0
2019-05-12,174.62,174.62,174.62,0.0,0.0,176.64,176.64,176.64,0.0,0.0,174.6,174.6,174.6,0.0,0.0,174.95,174.95,174.95,0.0,0.0
2019-05-19,173.88,173.88,173.88,0.0,0.0,174.16,174.16,174.16,0.0,0.0,172.86,172.86,172.86,0.0,0.0,173.13,173.13,173.13,0.0,0.0
2019-05-26,169.77,169.77,169.77,0.0,0.0,170.38,170.38,170.38,0.0,0.0,169.14,169.14,169.14,0.0,0.0,169.28,169.28,169.28,0.0,0.0
2019-06-02,174.54,174.54,174.54,0.0,0.0,176.82,176.82,176.82,0.0,0.0,174.54,174.54,174.54,0.0,0.0,176.08,176.08,176.08,0.0,0.0
2019-06-09,176.77,176.77,176.77,0.0,0.0,177.12,177.12,177.12,0.0,0.0,176.37,176.37,176.37,0.0,0.0,176.67,176.67,176.67,0.0,0.0
2019-06-16,180.3,180.3,180.3,0.0,0.0,181.11,181.11,181.11,0.0,0.0,180.03,180.03,180.03,0.0,0.0,180.38,180.38,180.38,0.0,0.0
2019-06-23,178.67,178.67,178.67,0.0,0.0,179.04,179.04,179.04,0.0,0.0,178.17,178.17,178.17,0.0,0.0,178.77,178.77,178.77,0.0,0.0
2019-06-30,181.84,181.84,181.84,0.0,0.0,182.58,182.58,182.58,0.0,0.0,180.99,180.99,180.99,0.0,0.0,182.37,182.37,182.37,0.0,0.0
2019-07-07,183.53,183.53,183.53,0.0,0.0,183.89,183.89,183.89,0.0,0.0,182.98,182.98,182.98,0.0,0.0,183.82,183.82,183.82,0.0,0.0
2019-07-14,183.87,183.87,183.87,0.0,0.0,183.92,183.92,183.92,0.0,0.0,181.56,181.56,181.56,0.0,0.0,181.65,181.65,181.65,0.0,0.0
2019-07-21,183.83,183.83,183.83,0.0,0.0,184.74,184.74,184.74,0.0,0.0,183.83,183.83,183.83,0.0,0.0,184.59,184.59,184.59,0.0,0.0
2019-07-28,179.65,179.65,179.65,0.0,0.0,179.67,179.67,179.67,0.0,0.0,177.73,177.73,177.73,0.0,0.0,178.73,178.73,178.73,0.0,0.0
2019-08-04,179.4,179.4,179.4,0.0,0.0,179.96,179.96,179.96,0.0,0.0,177.66,177.66,177.66,0.0,0.0,178.87,178.87,178.87,0.0,0.0
2019-08-11,176.14,176.14,176.14,0.0,0.0,177.53,177.53,177.53,0.0,0.0,176.12,176.12,176.12,0.0,0.0,177.16,177.16,177.16,0.0,0.0
2019-08-18,178.8,178.8,178.8,0.0,0.0,179.88,179.88,179.88,0.0,0.0,174.17,174.17,174.17,0.0,0.0,174.87,174.87,174.87,0.0,0.0
2019-08-25,180.81,180.81,180.81,0.0,0.0,180.81,180.81,180.81,0.0,0.0,178.78,178.78,178.78,0.0,0.0,179.51,179.51,179.51,0.0,0.0
2019-09-01,182.82,182.82,182.82,0.0,0.0,183.01,183.01,183.01,0.0,0.0,182.32,182.32,182.32,0.0,0.0,182.62,182.62,182.62,0.0,0.0
2019-09-08,182.54,182.54,182.54,0.0,0.0,182.78,182.78,182.78,0.0,0.0,181.76,181.76,181.76,0.0,0.0,181.98,181.98,181.98,0.0,0.0
2019-09-15,183.07,183.07,183.07,0.0,0.0,183.18,183.18,183.18,0.0,0.0,181.07,181.07,181.07,0.0,0.0,181.57,181.57,181.57,0.0,0.0
2019-09-22,180.57,180.57,180.57,0.0,0.0,180.64,180.64,180.64,0.0,0.0,177.56,177.56,177.56,0.0,0.0,178.7,178.7,178.7,0.0,0.0
2019-09-29,176.69,176.69,176.69,0.0,0.0,178.78,178.78,178.78,0.0,0.0,176.6,176.6,176.6,0.0,0.0,178.6,178.6,178.6,0.0,0.0
2019-10-06,179.53,179.53,179.53,0.0,0.0,180.78,180.78,180.78,0.0,0.0,179.13,179.13,179.13,0.0,0.0,179.13,179.13,179.13,0.0,0.0
2019-10-13,180.68,180.68,180.68,0.0,0.0,181.05,181.05,181.05,0.0,0.0,179.02,179.02,179.02,0.0,0.0,179.61,179.61,179.61,0.0,0.0
2019-10-20,179.77,179.77,179.77,0.0,0.0,181.38,181.38,181.38,0.0,0.0,179.68,179.68,179.68,0.0,0.0,180.97,180.97,180.97,0.0,0.0
2019-10-27,183.6,183.6,183.6,0.0,0.0,184.01,184.01,184.01,0.0,0.0,183.16,183.16,183.16,0.0,0.0,183.75,183.75,183.75,0.0,0.0
2019-11-03,183.74,183.74,183.74,0.0,0.0,184.37,184.37,184.37,0.0,0.0,183.44,183.44,183.44,0.0,0.0,184.34,184.34,184.34,0.0,0.0
2019-11-10,186.14,186.14,186.14,0.0,0.0,186.62,186.62,186.62,0.0,0.0,185.72,185.72,185.72,0.0,0.0,186.62,186.62,186.62,0.0,0.0
2019-11-17,186.55,186.55,186.55,0.0,0.0,186.62,186.62,186.62,0.0,0.0,185.66,185.66,185.66,0.0,0.0,186.41,186.41,186.41,0.0,0.0
2019-11-24,189.38,189.38,189.38,0.0,0.0,189.53,189.53,189.53,0.0,0.0,188.86,188.86,188.86,0.0,0.0,188.88,188.88,188.88,0.0,0.0
2019-12-01,188.54,188.54,188.54,0.0,0.0,189.06,189.06,189.06,0.0,0.0,188.37,188.37,188.37,0.0,0.0,188.79,188.79,188.79,0.0,0.0
2019-12-08,189.43,189.43,189.43,0.0,0.0,190.53,190.53,190.53,0.0,0.0,189.25,189.25,189.25,0.0,0.0,190.1,190.1,190.1,0.0,0.0
2019-12-15,192.55,192.55,192.55,0.0,0.0,193.01,193.01,193.01,0.0,0.0,192.26,192.26,192.26,0.0,0.0,192.81,192.81,192.81,0.0,0.0
2019-12-22,195.12,195.12,195.12,0.0,0.0,195.29,195.29,195.29,0.0,0.0,194.13,194.13,194.13,0.0,0.0,194.49,194.49,194.49,0.0,0.0
2019-12-29,193.9,193.9,193.9,0.0,0.0,195.77,195.77,195.77,0.0,0.0,193.65,193.65,193.65,0.0,0.0,194.84,194.84,194.84,0.0,0.0
