Date,PowerShares S&P SmallCap Quality Portfolio_Open_average,PowerShares S&P SmallCap Quality Portfolio_Open_max,PowerShares S&P SmallCap Quality Portfolio_Open_min,PowerShares S&P SmallCap Quality Portfolio_Open_volatility,PowerShares S&P SmallCap Quality Portfolio_Open_change,PowerShares S&P SmallCap Quality Portfolio_High_average,PowerShares S&P SmallCap Quality Portfolio_High_max,PowerShares S&P SmallCap Quality Portfolio_High_min,PowerShares S&P SmallCap Quality Portfolio_High_volatility,PowerShares S&P SmallCap Quality Portfolio_High_change,PowerShares S&P SmallCap Quality Portfolio_Low_average,PowerShares S&P SmallCap Quality Portfolio_Low_max,PowerShares S&P SmallCap Quality Portfolio_Low_min,PowerShares S&P SmallCap Quality Portfolio_Low_volatility,PowerShares S&P SmallCap Quality Portfolio_Low_change,PowerShares S&P SmallCap Quality Portfolio_Close_average,PowerShares S&P SmallCap Quality Portfolio_Close_max,PowerShares S&P SmallCap Quality Portfolio_Close_min,PowerShares S&P SmallCap Quality Portfolio_Close_volatility,PowerShares S&P SmallCap Quality Portfolio_Close_change
2018-11-25,28.31,28.31,28.31,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2018-12-02,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-12-09,25.28,25.28,25.28,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2018-12-16,23.87,23.87,23.87,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.57,23.57,23.57,0.0,0.0
2018-12-23,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0,24.83,24.83,24.83,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-12-30,25.53,25.53,25.53,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2019-01-06,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-01-13,26.77,26.77,26.77,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2019-01-20,26.69,26.69,26.69,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2019-01-27,27.13,27.13,27.13,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2019-02-03,27.19,27.19,27.19,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2019-02-10,27.87,27.87,27.87,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.87,27.87,27.87,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2019-02-17,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2019-02-24,27.72,27.72,27.72,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2019-03-03,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2019-03-10,26.79,26.79,26.79,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.79,26.79,26.79,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2019-03-17,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-03-24,26.84,26.84,26.84,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.84,26.84,26.84,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2019-03-31,27.18,27.18,27.18,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2019-04-07,27.35,27.35,27.35,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2019-04-14,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2019-04-21,28.02,28.02,28.02,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2019-04-28,28.6,28.6,28.6,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.69,28.69,28.69,0.0,0.0
2019-05-05,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-05-12,26.74,26.74,26.74,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2019-05-19,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2019-05-26,25.75,25.75,25.75,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2019-06-02,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2019-06-09,26.54,26.54,26.54,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-06-16,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-06-23,27.19,27.19,27.19,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2019-06-30,27.31,27.31,27.31,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2019-07-07,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2019-07-14,26.97,26.97,26.97,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2019-07-21,27.61,27.61,27.61,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-07-28,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-08-04,26.37,26.37,26.37,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2019-08-11,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2019-08-18,25.75,25.75,25.75,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2019-08-25,26.24,26.24,26.24,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2019-09-01,26.92,26.92,26.92,0.0,0.0,27.21,27.21,27.21,0.0,0.0,26.88,26.88,26.88,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2019-09-08,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-09-15,27.56,27.56,27.56,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2019-09-22,27.48,27.48,27.48,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2019-09-29,26.95,26.95,26.95,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2019-10-06,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-10-13,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-10-20,28.32,28.32,28.32,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2019-10-27,28.61,28.61,28.61,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2019-11-03,28.53,28.53,28.53,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2019-11-10,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-11-17,28.21,28.21,28.21,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2019-11-24,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2019-12-01,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2019-12-08,29.17,29.17,29.17,0.0,0.0,29.17,29.17,29.17,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2019-12-15,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2019-12-22,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2019-12-29,28.75,28.75,28.75,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.75,28.75,28.75,0.0,0.0,29.09,29.09,29.09,0.0,0.0
