Date,PowerShares DWA NASDAQ Momentum Portfolio_Open_average,PowerShares DWA NASDAQ Momentum Portfolio_Open_max,PowerShares DWA NASDAQ Momentum Portfolio_Open_min,PowerShares DWA NASDAQ Momentum Portfolio_Open_volatility,PowerShares DWA NASDAQ Momentum Portfolio_Open_change,PowerShares DWA NASDAQ Momentum Portfolio_High_average,PowerShares DWA NASDAQ Momentum Portfolio_High_max,PowerShares DWA NASDAQ Momentum Portfolio_High_min,PowerShares DWA NASDAQ Momentum Portfolio_High_volatility,PowerShares DWA NASDAQ Momentum Portfolio_High_change,PowerShares DWA NASDAQ Momentum Portfolio_Low_average,PowerShares DWA NASDAQ Momentum Portfolio_Low_max,PowerShares DWA NASDAQ Momentum Portfolio_Low_min,PowerShares DWA NASDAQ Momentum Portfolio_Low_volatility,PowerShares DWA NASDAQ Momentum Portfolio_Low_change,PowerShares DWA NASDAQ Momentum Portfolio_Close_average,PowerShares DWA NASDAQ Momentum Portfolio_Close_max,PowerShares DWA NASDAQ Momentum Portfolio_Close_min,PowerShares DWA NASDAQ Momentum Portfolio_Close_volatility,PowerShares DWA NASDAQ Momentum Portfolio_Close_change
2018-03-25,106.04,106.04,106.04,0.0,0.0,106.04,106.04,106.04,0.0,0.0,103.08,103.08,103.08,0.0,0.0,103.2,103.2,103.2,0.0,0.0
2018-04-01,102.78,102.78,102.78,0.0,0.0,104.68,104.68,104.68,0.0,0.0,102.78,102.78,102.78,0.0,0.0,103.66,103.66,103.66,0.0,0.0
2018-04-08,105.51,105.51,105.51,0.0,0.0,106.04,106.04,106.04,0.0,0.0,105.51,105.51,105.51,0.0,0.0,105.95,105.95,105.95,0.0,0.0
2018-04-15,105.49,105.49,105.49,0.0,0.0,105.49,105.49,105.49,0.0,0.0,105.49,105.49,105.49,0.0,0.0,105.49,105.49,105.49,0.0,0.0
2018-04-22,105.52,105.52,105.52,0.0,0.0,105.52,105.52,105.52,0.0,0.0,104.52,104.52,104.52,0.0,0.0,104.52,104.52,104.52,0.0,0.0
2018-04-29,107.32,107.32,107.32,0.0,0.0,107.59,107.59,107.59,0.0,0.0,107.32,107.32,107.32,0.0,0.0,107.47,107.47,107.47,0.0,0.0
2018-05-06,110.21,110.21,110.21,0.0,0.0,110.21,110.21,110.21,0.0,0.0,110.21,110.21,110.21,0.0,0.0,110.21,110.21,110.21,0.0,0.0
2018-05-13,111.38,111.38,111.38,0.0,0.0,111.38,111.38,111.38,0.0,0.0,111.14,111.14,111.14,0.0,0.0,111.24,111.24,111.24,0.0,0.0
2018-05-20,111.06,111.06,111.06,0.0,0.0,111.06,111.06,111.06,0.0,0.0,111.06,111.06,111.06,0.0,0.0,111.06,111.06,111.06,0.0,0.0
2018-05-27,111.74,111.74,111.74,0.0,0.0,112.8,112.8,112.8,0.0,0.0,111.74,111.74,111.74,0.0,0.0,112.19,112.19,112.19,0.0,0.0
2018-06-03,114.25,114.25,114.25,0.0,0.0,114.91,114.91,114.91,0.0,0.0,114.25,114.25,114.25,0.0,0.0,114.8,114.8,114.8,0.0,0.0
2018-06-10,116.7,116.7,116.7,0.0,0.0,116.7,116.7,116.7,0.0,0.0,115.31,115.31,115.31,0.0,0.0,116.14,116.14,116.14,0.0,0.0
2018-06-17,114.11,114.11,114.11,0.0,0.0,114.11,114.11,114.11,0.0,0.0,110.83,110.83,110.83,0.0,0.0,111.7,111.7,111.7,0.0,0.0
2018-06-24,109.4,109.4,109.4,0.0,0.0,110.93,110.93,110.93,0.0,0.0,109.4,109.4,109.4,0.0,0.0,110.93,110.93,110.93,0.0,0.0
2018-07-01,113.1,113.1,113.1,0.0,0.0,113.9,113.9,113.9,0.0,0.0,113.1,113.1,113.1,0.0,0.0,113.9,113.9,113.9,0.0,0.0
2018-07-08,114.65,114.65,114.65,0.0,0.0,114.65,114.65,114.65,0.0,0.0,113.93,113.93,113.93,0.0,0.0,114.14,114.14,114.14,0.0,0.0
2018-07-15,115.57,115.57,115.57,0.0,0.0,115.89,115.89,115.89,0.0,0.0,115.57,115.57,115.57,0.0,0.0,115.68,115.68,115.68,0.0,0.0
2018-07-22,111.35,111.35,111.35,0.0,0.0,111.35,111.35,111.35,0.0,0.0,110.49,110.49,110.49,0.0,0.0,110.55,110.55,110.55,0.0,0.0
2018-07-29,111.8,111.8,111.8,0.0,0.0,113.3,113.3,113.3,0.0,0.0,111.8,111.8,111.8,0.0,0.0,113.3,113.3,113.3,0.0,0.0
2018-08-05,112.51,112.51,112.51,0.0,0.0,112.92,112.92,112.92,0.0,0.0,111.74,111.74,111.74,0.0,0.0,111.74,111.74,111.74,0.0,0.0
2018-08-12,111.95,111.95,111.95,0.0,0.0,112.59,112.59,112.59,0.0,0.0,111.95,111.95,111.95,0.0,0.0,112.54,112.54,112.54,0.0,0.0
2018-08-19,117.17,117.17,117.17,0.0,0.0,117.3,117.3,117.3,0.0,0.0,116.95,116.95,116.95,0.0,0.0,116.95,116.95,116.95,0.0,0.0
2018-08-26,118.43,118.43,118.43,0.0,0.0,118.73,118.73,118.73,0.0,0.0,118.35,118.35,118.35,0.0,0.0,118.73,118.73,118.73,0.0,0.0
2018-09-02,116.96,116.96,116.96,0.0,0.0,116.96,116.96,116.96,0.0,0.0,116.03,116.03,116.03,0.0,0.0,116.3,116.3,116.3,0.0,0.0
2018-09-09,115.86,115.86,115.86,0.0,0.0,115.86,115.86,115.86,0.0,0.0,115.54,115.54,115.54,0.0,0.0,115.54,115.54,115.54,0.0,0.0
2018-09-16,115.3,115.3,115.3,0.0,0.0,115.3,115.3,115.3,0.0,0.0,114.98,114.98,114.98,0.0,0.0,115.06,115.06,115.06,0.0,0.0
2018-09-23,117.3,117.3,117.3,0.0,0.0,117.3,117.3,117.3,0.0,0.0,116.02,116.02,116.02,0.0,0.0,116.02,116.02,116.02,0.0,0.0
2018-09-30,106.51,106.51,106.51,0.0,0.0,106.51,106.51,106.51,0.0,0.0,103.66,103.66,103.66,0.0,0.0,105.49,105.49,105.49,0.0,0.0
2018-10-07,100.17,100.17,100.17,0.0,0.0,101.02,101.02,101.02,0.0,0.0,100.16,100.16,100.16,0.0,0.0,100.3,100.3,100.3,0.0,0.0
2018-10-14,101.37,101.37,101.37,0.0,0.0,101.37,101.37,101.37,0.0,0.0,101.37,101.37,101.37,0.0,0.0,101.37,101.37,101.37,0.0,0.0
2018-10-21,96.93,96.93,96.93,0.0,0.0,96.97,96.97,96.97,0.0,0.0,92.59,92.59,92.59,0.0,0.0,93.64,93.64,93.64,0.0,0.0
2018-10-28,99.34,99.34,99.34,0.0,0.0,99.56,99.56,99.56,0.0,0.0,99.34,99.34,99.34,0.0,0.0,99.56,99.56,99.56,0.0,0.0
2018-11-04,97.23,97.23,97.23,0.0,0.0,97.58,97.58,97.58,0.0,0.0,97.23,97.23,97.23,0.0,0.0,97.58,97.58,97.58,0.0,0.0
2018-11-11,96.0,96.0,96.0,0.0,0.0,96.0,96.0,96.0,0.0,0.0,91.83,91.83,91.83,0.0,0.0,91.83,91.83,91.83,0.0,0.0
2018-11-18,94.18,94.18,94.18,0.0,0.0,94.79,94.79,94.79,0.0,0.0,93.97,93.97,93.97,0.0,0.0,94.79,94.79,94.79,0.0,0.0
2018-11-25,101.08,101.08,101.08,0.0,0.0,101.08,101.08,101.08,0.0,0.0,99.22,99.22,99.22,0.0,0.0,99.22,99.22,99.22,0.0,0.0
2018-12-02,91.88,91.88,91.88,0.0,0.0,92.64,92.64,92.64,0.0,0.0,91.68,91.68,91.68,0.0,0.0,92.48,92.48,92.48,0.0,0.0
2018-12-09,89.2,89.2,89.2,0.0,0.0,89.2,89.2,89.2,0.0,0.0,87.99,87.99,87.99,0.0,0.0,87.99,87.99,87.99,0.0,0.0
2018-12-16,80.9,80.9,80.9,0.0,0.0,80.9,80.9,80.9,0.0,0.0,80.71,80.71,80.71,0.0,0.0,80.71,80.71,80.71,0.0,0.0
2018-12-23,88.17,88.17,88.17,0.0,0.0,88.17,88.17,88.17,0.0,0.0,87.53,87.53,87.53,0.0,0.0,87.96,87.96,87.96,0.0,0.0
2018-12-30,89.87,89.87,89.87,0.0,0.0,91.54,91.54,91.54,0.0,0.0,89.87,89.87,89.87,0.0,0.0,91.13,91.13,91.13,0.0,0.0
2019-01-06,93.76,93.76,93.76,0.0,0.0,94.35,94.35,94.35,0.0,0.0,93.76,93.76,93.76,0.0,0.0,94.19,94.19,94.19,0.0,0.0
2019-01-13,97.31,97.31,97.31,0.0,0.0,98.34,98.34,98.34,0.0,0.0,97.31,97.31,97.31,0.0,0.0,98.17,98.17,98.17,0.0,0.0
2019-01-20,97.35,97.35,97.35,0.0,0.0,97.94,97.94,97.94,0.0,0.0,97.3,97.3,97.3,0.0,0.0,97.75,97.75,97.75,0.0,0.0
2019-01-27,101.01,101.01,101.01,0.0,0.0,101.31,101.31,101.31,0.0,0.0,101.01,101.01,101.01,0.0,0.0,101.31,101.31,101.31,0.0,0.0
2019-02-03,102.65,102.65,102.65,0.0,0.0,102.65,102.65,102.65,0.0,0.0,102.1,102.1,102.1,0.0,0.0,102.38,102.38,102.38,0.0,0.0
2019-02-10,106.04,106.04,106.04,0.0,0.0,106.04,106.04,106.04,0.0,0.0,106.04,106.04,106.04,0.0,0.0,106.04,106.04,106.04,0.0,0.0
2019-02-17,108.22,108.22,108.22,0.0,0.0,108.4,108.4,108.4,0.0,0.0,107.67,107.67,107.67,0.0,0.0,107.84,107.84,107.84,0.0,0.0
2019-02-24,109.17,109.17,109.17,0.0,0.0,109.17,109.17,109.17,0.0,0.0,106.85,106.85,106.85,0.0,0.0,107.95,107.95,107.95,0.0,0.0
2019-03-03,106.04,106.04,106.04,0.0,0.0,106.04,106.04,106.04,0.0,0.0,106.04,106.04,106.04,0.0,0.0,106.04,106.04,106.04,0.0,0.0
2019-03-10,111.48,111.48,111.48,0.0,0.0,111.64,111.64,111.64,0.0,0.0,110.27,110.27,110.27,0.0,0.0,110.91,110.91,110.91,0.0,0.0
2019-03-17,109.55,109.55,109.55,0.0,0.0,110.65,110.65,110.65,0.0,0.0,108.5,108.5,108.5,0.0,0.0,110.63,110.63,110.63,0.0,0.0
2019-03-24,110.2,110.2,110.2,0.0,0.0,110.3,110.3,110.3,0.0,0.0,109.6,109.6,109.6,0.0,0.0,109.91,109.91,109.91,0.0,0.0
2019-03-31,110.18,110.18,110.18,0.0,0.0,110.77,110.77,110.77,0.0,0.0,110.18,110.18,110.18,0.0,0.0,110.77,110.77,110.77,0.0,0.0
2019-04-07,111.93,111.93,111.93,0.0,0.0,111.93,111.93,111.93,0.0,0.0,110.65,110.65,110.65,0.0,0.0,111.18,111.18,111.18,0.0,0.0
2019-04-14,107.18,107.18,107.18,0.0,0.0,108.17,108.17,108.17,0.0,0.0,107.18,107.18,107.18,0.0,0.0,108.17,108.17,108.17,0.0,0.0
2019-04-21,112.45,112.45,112.45,0.0,0.0,112.45,112.45,112.45,0.0,0.0,112.45,112.45,112.45,0.0,0.0,112.45,112.45,112.45,0.0,0.0
2019-04-28,113.23,113.23,113.23,0.0,0.0,114.18,114.18,114.18,0.0,0.0,113.23,113.23,113.23,0.0,0.0,114.18,114.18,114.18,0.0,0.0
2019-05-05,108.17,108.17,108.17,0.0,0.0,108.17,108.17,108.17,0.0,0.0,107.57,107.57,107.57,0.0,0.0,107.57,107.57,107.57,0.0,0.0
2019-05-12,110.94,110.94,110.94,0.0,0.0,110.94,110.94,110.94,0.0,0.0,110.94,110.94,110.94,0.0,0.0,110.94,110.94,110.94,0.0,0.0
2019-05-19,110.65,110.65,110.65,0.0,0.0,110.65,110.65,110.65,0.0,0.0,110.58,110.58,110.58,0.0,0.0,110.58,110.58,110.58,0.0,0.0
2019-05-26,108.25,108.25,108.25,0.0,0.0,108.36,108.36,108.36,0.0,0.0,108.25,108.25,108.25,0.0,0.0,108.36,108.36,108.36,0.0,0.0
2019-06-02,117.0,117.0,117.0,0.0,0.0,117.75,117.75,117.75,0.0,0.0,116.03,116.03,116.03,0.0,0.0,116.03,116.03,116.03,0.0,0.0
2019-06-09,115.19,115.19,115.19,0.0,0.0,116.9,116.9,116.9,0.0,0.0,115.19,115.19,115.19,0.0,0.0,116.71,116.71,116.71,0.0,0.0
2019-06-16,118.08,118.08,118.08,0.0,0.0,118.08,118.08,118.08,0.0,0.0,116.51,116.51,116.51,0.0,0.0,116.51,116.51,116.51,0.0,0.0
2019-06-23,119.35,119.35,119.35,0.0,0.0,119.58,119.58,119.58,0.0,0.0,119.06,119.06,119.06,0.0,0.0,119.06,119.06,119.06,0.0,0.0
2019-06-30,120.0,120.0,120.0,0.0,0.0,120.0,120.0,120.0,0.0,0.0,119.46,119.46,119.46,0.0,0.0,119.87,119.87,119.87,0.0,0.0
2019-07-07,121.83,121.83,121.83,0.0,0.0,121.94,121.94,121.94,0.0,0.0,121.7,121.7,121.7,0.0,0.0,121.7,121.7,121.7,0.0,0.0
2019-07-14,122.13,122.13,122.13,0.0,0.0,122.13,122.13,122.13,0.0,0.0,121.13,121.13,121.13,0.0,0.0,121.47,121.47,121.47,0.0,0.0
2019-07-21,120.0,120.0,120.0,0.0,0.0,120.77,120.77,120.77,0.0,0.0,119.67,119.67,119.67,0.0,0.0,120.77,120.77,120.77,0.0,0.0
2019-07-28,116.54,116.54,116.54,0.0,0.0,116.54,116.54,116.54,0.0,0.0,113.56,113.56,113.56,0.0,0.0,113.56,113.56,113.56,0.0,0.0
2019-08-04,117.81,117.81,117.81,0.0,0.0,117.99,117.99,117.99,0.0,0.0,116.66,116.66,116.66,0.0,0.0,117.1,117.1,117.1,0.0,0.0
2019-08-11,118.97,118.97,118.97,0.0,0.0,119.11,119.11,119.11,0.0,0.0,118.89,118.89,118.89,0.0,0.0,118.89,118.89,118.89,0.0,0.0
2019-08-18,117.95,117.95,117.95,0.0,0.0,118.41,118.41,118.41,0.0,0.0,117.95,117.95,117.95,0.0,0.0,118.41,118.41,118.41,0.0,0.0
2019-08-25,119.3,119.3,119.3,0.0,0.0,119.3,119.3,119.3,0.0,0.0,117.3,117.3,117.3,0.0,0.0,117.83,117.83,117.83,0.0,0.0
2019-09-01,116.4,116.4,116.4,0.0,0.0,116.4,116.4,116.4,0.0,0.0,112.61,112.61,112.61,0.0,0.0,112.61,112.61,112.61,0.0,0.0
2019-09-08,112.51,112.51,112.51,0.0,0.0,112.51,112.51,112.51,0.0,0.0,112.5,112.5,112.5,0.0,0.0,112.5,112.5,112.5,0.0,0.0
2019-09-15,113.61,113.61,113.61,0.0,0.0,114.62,114.62,114.62,0.0,0.0,113.61,113.61,113.61,0.0,0.0,114.62,114.62,114.62,0.0,0.0
2019-09-22,107.24,107.24,107.24,0.0,0.0,107.82,107.82,107.82,0.0,0.0,106.42,106.42,106.42,0.0,0.0,107.72,107.72,107.72,0.0,0.0
2019-09-29,107.91,107.91,107.91,0.0,0.0,108.1,108.1,108.1,0.0,0.0,107.6,107.6,107.6,0.0,0.0,108.1,108.1,108.1,0.0,0.0
2019-10-06,108.07,108.07,108.07,0.0,0.0,108.07,108.07,108.07,0.0,0.0,108.07,108.07,108.07,0.0,0.0,108.07,108.07,108.07,0.0,0.0
2019-10-13,108.83,108.83,108.83,0.0,0.0,109.25,109.25,109.25,0.0,0.0,108.74,108.74,108.74,0.0,0.0,109.23,109.23,109.23,0.0,0.0
2019-10-20,109.84,109.84,109.84,0.0,0.0,110.23,110.23,110.23,0.0,0.0,109.84,109.84,109.84,0.0,0.0,110.18,110.18,110.18,0.0,0.0
2019-10-27,109.93,109.93,109.93,0.0,0.0,110.45,110.45,110.45,0.0,0.0,109.24,109.24,109.24,0.0,0.0,109.28,109.28,109.28,0.0,0.0
2019-11-03,110.28,110.28,110.28,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.14,110.14,110.14,0.0,0.0,110.38,110.38,110.38,0.0,0.0
2019-11-10,114.27,114.27,114.27,0.0,0.0,114.27,114.27,114.27,0.0,0.0,112.9,112.9,112.9,0.0,0.0,112.9,112.9,112.9,0.0,0.0
2019-11-17,114.9,114.9,114.9,0.0,0.0,116.89,116.89,116.89,0.0,0.0,114.9,114.9,114.9,0.0,0.0,116.86,116.86,116.86,0.0,0.0
2019-11-24,116.88,116.88,116.88,0.0,0.0,116.89,116.89,116.89,0.0,0.0,116.21,116.21,116.21,0.0,0.0,116.43,116.43,116.43,0.0,0.0
2019-12-01,119.31,119.31,119.31,0.0,0.0,119.31,119.31,119.31,0.0,0.0,118.18,118.18,118.18,0.0,0.0,118.18,118.18,118.18,0.0,0.0
2019-12-08,123.28,123.28,123.28,0.0,0.0,124.43,124.43,124.43,0.0,0.0,122.38,122.38,122.38,0.0,0.0,124.22,124.22,124.22,0.0,0.0
2019-12-15,128.25,128.25,128.25,0.0,0.0,128.61,128.61,128.61,0.0,0.0,127.96,127.96,127.96,0.0,0.0,127.96,127.96,127.96,0.0,0.0
2019-12-22,129.02,129.02,129.02,0.0,0.0,129.02,129.02,129.02,0.0,0.0,127.46,127.46,127.46,0.0,0.0,127.76,127.76,127.76,0.0,0.0
2019-12-29,127.65,127.65,127.65,0.0,0.0,128.17,128.17,128.17,0.0,0.0,127.07,127.07,127.07,0.0,0.0,127.07,127.07,127.07,0.0,0.0
