Date,PowerShares FTSE RAFI US 1500 Small Mid_Open_average,PowerShares FTSE RAFI US 1500 Small Mid_Open_max,PowerShares FTSE RAFI US 1500 Small Mid_Open_min,PowerShares FTSE RAFI US 1500 Small Mid_Open_volatility,PowerShares FTSE RAFI US 1500 Small Mid_Open_change,PowerShares FTSE RAFI US 1500 Small Mid_High_average,PowerShares FTSE RAFI US 1500 Small Mid_High_max,PowerShares FTSE RAFI US 1500 Small Mid_High_min,PowerShares FTSE RAFI US 1500 Small Mid_High_volatility,PowerShares FTSE RAFI US 1500 Small Mid_High_change,PowerShares FTSE RAFI US 1500 Small Mid_Low_average,PowerShares FTSE RAFI US 1500 Small Mid_Low_max,PowerShares FTSE RAFI US 1500 Small Mid_Low_min,PowerShares FTSE RAFI US 1500 Small Mid_Low_volatility,PowerShares FTSE RAFI US 1500 Small Mid_Low_change,PowerShares FTSE RAFI US 1500 Small Mid_Close_average,PowerShares FTSE RAFI US 1500 Small Mid_Close_max,PowerShares FTSE RAFI US 1500 Small Mid_Close_min,PowerShares FTSE RAFI US 1500 Small Mid_Close_volatility,PowerShares FTSE RAFI US 1500 Small Mid_Close_change
2018-03-25,127.94,127.94,127.94,0.0,0.0,129.6,129.6,129.6,0.0,0.0,127.94,127.94,127.94,0.0,0.0,128.92,128.92,128.92,0.0,0.0
2018-04-01,129.53,129.53,129.53,0.0,0.0,130.52,130.52,130.52,0.0,0.0,127.16,127.16,127.16,0.0,0.0,128.12,128.12,128.12,0.0,0.0
2018-04-08,131.7,131.7,131.7,0.0,0.0,131.7,131.7,131.7,0.0,0.0,130.35,130.35,130.35,0.0,0.0,130.68,130.68,130.68,0.0,0.0
2018-04-15,132.83,132.83,132.83,0.0,0.0,132.84,132.84,132.84,0.0,0.0,131.85,131.85,131.85,0.0,0.0,132.1,132.1,132.1,0.0,0.0
2018-04-22,132.01,132.01,132.01,0.0,0.0,132.01,132.01,132.01,0.0,0.0,130.91,130.91,130.91,0.0,0.0,131.52,131.52,131.52,0.0,0.0
2018-04-29,129.73,129.73,129.73,0.0,0.0,132.56,132.56,132.56,0.0,0.0,129.73,129.73,129.73,0.0,0.0,131.96,131.96,131.96,0.0,0.0
2018-05-06,135.19,135.19,135.19,0.0,0.0,135.53,135.53,135.53,0.0,0.0,134.86,134.86,134.86,0.0,0.0,135.21,135.21,135.21,0.0,0.0
2018-05-13,136.82,136.82,136.82,0.0,0.0,137.05,137.05,137.05,0.0,0.0,136.75,136.75,136.75,0.0,0.0,136.8,136.8,136.8,0.0,0.0
2018-05-20,136.98,136.98,136.98,0.0,0.0,137.02,137.02,137.02,0.0,0.0,136.43,136.43,136.43,0.0,0.0,136.76,136.76,136.76,0.0,0.0
2018-05-27,138.07,138.07,138.07,0.0,0.0,138.44,138.44,138.44,0.0,0.0,137.9,137.9,137.9,0.0,0.0,138.15,138.15,138.15,0.0,0.0
2018-06-03,141.04,141.04,141.04,0.0,0.0,141.17,141.17,141.17,0.0,0.0,140.56,140.56,140.56,0.0,0.0,141.11,141.11,141.11,0.0,0.0
2018-06-10,140.99,140.99,140.99,0.0,0.0,141.93,141.93,141.93,0.0,0.0,140.75,140.75,140.75,0.0,0.0,141.7,141.7,141.7,0.0,0.0
2018-06-17,142.53,142.53,142.53,0.0,0.0,142.53,142.53,142.53,0.0,0.0,141.56,141.56,141.56,0.0,0.0,142.0,142.0,142.0,0.0,0.0
2018-06-24,139.79,139.79,139.79,0.0,0.0,140.05,140.05,140.05,0.0,0.0,139.05,139.05,139.05,0.0,0.0,139.16,139.16,139.16,0.0,0.0
2018-07-01,141.8,141.8,141.8,0.0,0.0,142.97,142.97,142.97,0.0,0.0,141.8,141.8,141.8,0.0,0.0,142.81,142.81,142.81,0.0,0.0
2018-07-08,142.31,142.31,142.31,0.0,0.0,143.25,143.25,143.25,0.0,0.0,142.29,142.29,142.29,0.0,0.0,142.35,142.35,142.35,0.0,0.0
2018-07-15,143.13,143.13,143.13,0.0,0.0,143.22,143.22,143.22,0.0,0.0,142.37,142.37,142.37,0.0,0.0,142.53,142.53,142.53,0.0,0.0
2018-07-22,142.8,142.8,142.8,0.0,0.0,142.94,142.94,142.94,0.0,0.0,140.0,140.0,140.0,0.0,0.0,140.22,140.22,140.22,0.0,0.0
2018-07-29,141.87,141.87,141.87,0.0,0.0,141.97,141.97,141.97,0.0,0.0,140.63,140.63,140.63,0.0,0.0,141.18,141.18,141.18,0.0,0.0
2018-08-05,141.66,141.66,141.66,0.0,0.0,142.73,142.73,142.73,0.0,0.0,141.42,141.42,141.42,0.0,0.0,142.04,142.04,142.04,0.0,0.0
2018-08-12,141.67,141.67,141.67,0.0,0.0,142.78,142.78,142.78,0.0,0.0,141.61,141.61,141.61,0.0,0.0,142.73,142.73,142.73,0.0,0.0
2018-08-19,145.28,145.28,145.28,0.0,0.0,145.54,145.54,145.54,0.0,0.0,145.19,145.19,145.19,0.0,0.0,145.42,145.42,145.42,0.0,0.0
2018-08-26,145.15,145.15,145.15,0.0,0.0,146.15,146.15,146.15,0.0,0.0,145.15,145.15,145.15,0.0,0.0,146.04,146.04,146.04,0.0,0.0
2018-09-02,143.32,143.32,143.32,0.0,0.0,144.07,144.07,144.07,0.0,0.0,142.96,142.96,142.96,0.0,0.0,143.44,143.44,143.44,0.0,0.0
2018-09-09,143.68,143.68,143.68,0.0,0.0,144.46,144.46,144.46,0.0,0.0,143.52,143.52,143.52,0.0,0.0,144.13,144.13,144.13,0.0,0.0
2018-09-16,144.17,144.17,144.17,0.0,0.0,144.59,144.59,144.59,0.0,0.0,143.35,143.35,143.35,0.0,0.0,143.53,143.53,143.53,0.0,0.0
2018-09-23,141.41,141.41,141.41,0.0,0.0,142.5,142.5,142.5,0.0,0.0,141.41,141.41,141.41,0.0,0.0,142.26,142.26,142.26,0.0,0.0
2018-09-30,139.07,139.07,139.07,0.0,0.0,139.65,139.65,139.65,0.0,0.0,136.84,136.84,136.84,0.0,0.0,137.96,137.96,137.96,0.0,0.0
2018-10-07,132.7,132.7,132.7,0.0,0.0,132.72,132.72,132.72,0.0,0.0,129.7,129.7,129.7,0.0,0.0,131.04,131.04,131.04,0.0,0.0
2018-10-14,132.54,132.54,132.54,0.0,0.0,133.03,133.03,133.03,0.0,0.0,130.38,130.38,130.38,0.0,0.0,130.71,130.71,130.71,0.0,0.0
2018-10-21,125.8,125.8,125.8,0.0,0.0,127.46,127.46,127.46,0.0,0.0,123.84,123.84,123.84,0.0,0.0,125.89,125.89,125.89,0.0,0.0
2018-10-28,131.0,131.0,131.0,0.0,0.0,131.74,131.74,131.74,0.0,0.0,129.96,129.96,129.96,0.0,0.0,131.21,131.21,131.21,0.0,0.0
2018-11-04,132.6,132.6,132.6,0.0,0.0,132.6,132.6,132.6,0.0,0.0,130.33,130.33,130.33,0.0,0.0,131.25,131.25,131.25,0.0,0.0
2018-11-11,128.24,128.24,128.24,0.0,0.0,129.55,129.55,129.55,0.0,0.0,127.94,127.94,127.94,0.0,0.0,129.28,129.28,129.28,0.0,0.0
2018-11-18,124.94,124.94,124.94,0.0,0.0,126.83,126.83,126.83,0.0,0.0,124.94,124.94,124.94,0.0,0.0,125.98,125.98,125.98,0.0,0.0
2018-11-25,128.56,128.56,128.56,0.0,0.0,129.68,129.68,129.68,0.0,0.0,128.54,128.54,128.54,0.0,0.0,129.55,129.55,129.55,0.0,0.0
2018-12-02,124.81,124.81,124.81,0.0,0.0,125.9,125.9,125.9,0.0,0.0,122.06,122.06,122.06,0.0,0.0,122.61,122.61,122.61,0.0,0.0
2018-12-09,120.17,120.17,120.17,0.0,0.0,121.47,121.47,121.47,0.0,0.0,119.03,119.03,119.03,0.0,0.0,119.42,119.42,119.42,0.0,0.0
2018-12-16,113.23,113.23,113.23,0.0,0.0,113.73,113.73,113.73,0.0,0.0,109.78,109.78,109.78,0.0,0.0,109.93,109.93,109.93,0.0,0.0
2018-12-23,112.44,112.44,112.44,0.0,0.0,114.53,114.53,114.53,0.0,0.0,112.03,112.03,112.03,0.0,0.0,112.97,112.97,112.97,0.0,0.0
2018-12-30,114.19,114.19,114.19,0.0,0.0,116.99,116.99,116.99,0.0,0.0,114.19,114.19,114.19,0.0,0.0,116.65,116.65,116.65,0.0,0.0
2019-01-06,121.27,121.27,121.27,0.0,0.0,122.04,122.04,122.04,0.0,0.0,121.05,121.05,121.05,0.0,0.0,121.91,121.91,121.91,0.0,0.0
2019-01-13,124.11,124.11,124.11,0.0,0.0,125.15,125.15,125.15,0.0,0.0,123.67,123.67,123.67,0.0,0.0,124.63,124.63,124.63,0.0,0.0
2019-01-20,123.94,123.94,123.94,0.0,0.0,124.72,124.72,124.72,0.0,0.0,123.94,123.94,123.94,0.0,0.0,124.45,124.45,124.45,0.0,0.0
2019-01-27,125.92,125.92,125.92,0.0,0.0,126.36,126.36,126.36,0.0,0.0,125.5,125.5,125.5,0.0,0.0,125.98,125.98,125.98,0.0,0.0
2019-02-03,125.61,125.61,125.61,0.0,0.0,126.33,126.33,126.33,0.0,0.0,125.44,125.44,125.44,0.0,0.0,126.26,126.26,126.26,0.0,0.0
2019-02-10,130.39,130.39,130.39,0.0,0.0,131.67,131.67,131.67,0.0,0.0,130.36,130.36,130.36,0.0,0.0,131.58,131.58,131.58,0.0,0.0
2019-02-17,132.72,132.72,132.72,0.0,0.0,133.38,133.38,133.38,0.0,0.0,132.72,132.72,132.72,0.0,0.0,133.3,133.3,133.3,0.0,0.0
2019-02-24,132.67,132.67,132.67,0.0,0.0,132.89,132.89,132.89,0.0,0.0,131.59,131.59,131.59,0.0,0.0,132.52,132.52,132.52,0.0,0.0
2019-03-03,126.22,126.22,126.22,0.0,0.0,127.0,127.0,127.0,0.0,0.0,126.22,126.22,126.22,0.0,0.0,126.9,126.9,126.9,0.0,0.0
2019-03-10,129.28,129.28,129.28,0.0,0.0,130.03,130.03,130.03,0.0,0.0,128.85,128.85,128.85,0.0,0.0,129.09,129.09,129.09,0.0,0.0
2019-03-17,128.53,128.53,128.53,0.0,0.0,128.56,128.56,128.56,0.0,0.0,124.9,124.9,124.9,0.0,0.0,124.9,124.9,124.9,0.0,0.0
2019-03-24,128.32,128.32,128.32,0.0,0.0,128.44,128.44,128.44,0.0,0.0,126.92,126.92,126.92,0.0,0.0,127.59,127.59,127.59,0.0,0.0
2019-03-31,130.52,130.52,130.52,0.0,0.0,131.44,131.44,131.44,0.0,0.0,130.52,130.52,130.52,0.0,0.0,131.44,131.44,131.44,0.0,0.0
2019-04-07,132.16,132.16,132.16,0.0,0.0,132.39,132.39,132.39,0.0,0.0,131.39,131.39,131.39,0.0,0.0,131.88,131.88,131.88,0.0,0.0
2019-04-14,131.36,131.36,131.36,0.0,0.0,131.63,131.63,131.63,0.0,0.0,130.46,130.46,130.46,0.0,0.0,130.99,130.99,130.99,0.0,0.0
2019-04-21,130.9,130.9,130.9,0.0,0.0,132.23,132.23,132.23,0.0,0.0,130.69,130.69,130.69,0.0,0.0,132.22,132.22,132.22,0.0,0.0
2019-04-28,131.89,131.89,131.89,0.0,0.0,133.74,133.74,133.74,0.0,0.0,131.74,131.74,131.74,0.0,0.0,133.64,133.64,133.64,0.0,0.0
2019-05-05,129.43,129.43,129.43,0.0,0.0,130.14,130.14,130.14,0.0,0.0,128.16,128.16,128.16,0.0,0.0,130.06,130.06,130.06,0.0,0.0
2019-05-12,127.41,127.41,127.41,0.0,0.0,128.61,128.61,128.61,0.0,0.0,126.66,126.66,126.66,0.0,0.0,126.77,126.77,126.77,0.0,0.0
2019-05-19,124.24,124.24,124.24,0.0,0.0,124.57,124.57,124.57,0.0,0.0,123.65,123.65,123.65,0.0,0.0,124.27,124.27,124.27,0.0,0.0
2019-05-26,120.17,120.17,120.17,0.0,0.0,120.7,120.7,120.7,0.0,0.0,119.57,119.57,119.57,0.0,0.0,119.99,119.99,119.99,0.0,0.0
2019-06-02,123.36,123.36,123.36,0.0,0.0,124.32,124.32,124.32,0.0,0.0,123.25,123.25,123.25,0.0,0.0,123.92,123.92,123.92,0.0,0.0
2019-06-09,125.54,125.54,125.54,0.0,0.0,125.74,125.74,125.74,0.0,0.0,124.57,124.57,124.57,0.0,0.0,124.96,124.96,124.96,0.0,0.0
2019-06-16,127.02,127.02,127.02,0.0,0.0,127.02,127.02,127.02,0.0,0.0,126.08,126.08,126.08,0.0,0.0,126.2,126.2,126.2,0.0,0.0
2019-06-23,126.38,126.38,126.38,0.0,0.0,127.99,127.99,127.99,0.0,0.0,125.91,125.91,125.91,0.0,0.0,127.68,127.68,127.68,0.0,0.0
2019-06-30,127.42,127.42,127.42,0.0,0.0,128.85,128.85,128.85,0.0,0.0,127.27,127.27,127.27,0.0,0.0,128.83,128.83,128.83,0.0,0.0
2019-07-07,127.7,127.7,127.7,0.0,0.0,129.1,129.1,129.1,0.0,0.0,127.7,127.7,127.7,0.0,0.0,128.77,128.77,128.77,0.0,0.0
2019-07-14,127.47,127.47,127.47,0.0,0.0,127.91,127.91,127.91,0.0,0.0,126.92,126.92,126.92,0.0,0.0,126.93,126.93,126.93,0.0,0.0
2019-07-21,128.39,128.39,128.39,0.0,0.0,129.78,129.78,129.78,0.0,0.0,128.39,128.39,128.39,0.0,0.0,129.51,129.51,129.51,0.0,0.0
2019-07-28,126.44,126.44,126.44,0.0,0.0,126.44,126.44,126.44,0.0,0.0,124.66,124.66,124.66,0.0,0.0,125.72,125.72,125.72,0.0,0.0
2019-08-04,125.06,125.06,125.06,0.0,0.0,125.06,125.06,125.06,0.0,0.0,123.78,123.78,123.78,0.0,0.0,124.1,124.1,124.1,0.0,0.0
2019-08-11,120.18,120.18,120.18,0.0,0.0,122.21,122.21,122.21,0.0,0.0,119.99,119.99,119.99,0.0,0.0,122.06,122.06,122.06,0.0,0.0
2019-08-18,122.77,122.77,122.77,0.0,0.0,123.33,123.33,123.33,0.0,0.0,119.48,119.48,119.48,0.0,0.0,119.81,119.81,119.81,0.0,0.0
2019-08-25,123.28,123.28,123.28,0.0,0.0,123.28,123.28,123.28,0.0,0.0,122.06,122.06,122.06,0.0,0.0,122.58,122.58,122.58,0.0,0.0
2019-09-01,124.57,124.57,124.57,0.0,0.0,125.08,125.08,125.08,0.0,0.0,124.21,124.21,124.21,0.0,0.0,124.29,124.29,124.29,0.0,0.0
2019-09-08,130.97,130.97,130.97,0.0,0.0,132.05,132.05,132.05,0.0,0.0,130.83,130.83,130.83,0.0,0.0,130.87,130.87,130.87,0.0,0.0
2019-09-15,129.48,129.48,129.48,0.0,0.0,130.02,130.02,130.02,0.0,0.0,128.69,128.69,128.69,0.0,0.0,129.05,129.05,129.05,0.0,0.0
2019-09-22,127.87,127.87,127.87,0.0,0.0,128.25,128.25,128.25,0.0,0.0,126.32,126.32,126.32,0.0,0.0,126.79,126.79,126.79,0.0,0.0
2019-09-29,124.06,124.06,124.06,0.0,0.0,125.1,125.1,125.1,0.0,0.0,123.53,123.53,123.53,0.0,0.0,125.08,125.08,125.08,0.0,0.0
2019-10-06,125.73,125.73,125.73,0.0,0.0,127.47,127.47,127.47,0.0,0.0,125.73,125.73,125.73,0.0,0.0,126.15,126.15,126.15,0.0,0.0
2019-10-13,127.91,127.91,127.91,0.0,0.0,128.59,128.59,128.59,0.0,0.0,127.06,127.06,127.06,0.0,0.0,127.93,127.93,127.93,0.0,0.0
2019-10-20,129.27,129.27,129.27,0.0,0.0,130.53,130.53,130.53,0.0,0.0,129.27,129.27,129.27,0.0,0.0,130.09,130.09,130.09,0.0,0.0
2019-10-27,130.97,130.97,130.97,0.0,0.0,132.02,132.02,132.02,0.0,0.0,130.82,130.82,130.82,0.0,0.0,132.0,132.0,132.0,0.0,0.0
2019-11-03,132.87,132.87,132.87,0.0,0.0,133.33,133.33,133.33,0.0,0.0,132.55,132.55,132.55,0.0,0.0,133.17,133.17,133.17,0.0,0.0
2019-11-10,133.29,133.29,133.29,0.0,0.0,133.35,133.35,133.35,0.0,0.0,132.65,132.65,132.65,0.0,0.0,133.03,133.03,133.03,0.0,0.0
2019-11-17,131.86,131.86,131.86,0.0,0.0,131.92,131.92,131.92,0.0,0.0,131.17,131.17,131.17,0.0,0.0,131.81,131.81,131.81,0.0,0.0
2019-11-24,134.62,134.62,134.62,0.0,0.0,134.77,134.77,134.77,0.0,0.0,133.99,133.99,133.99,0.0,0.0,134.03,134.03,134.03,0.0,0.0
2019-12-01,134.27,134.27,134.27,0.0,0.0,135.26,135.26,135.26,0.0,0.0,134.27,134.27,134.27,0.0,0.0,134.78,134.78,134.78,0.0,0.0
2019-12-08,135.71,135.71,135.71,0.0,0.0,136.01,136.01,136.01,0.0,0.0,134.78,134.78,134.78,0.0,0.0,135.03,135.03,135.03,0.0,0.0
2019-12-15,137.73,137.73,137.73,0.0,0.0,137.97,137.97,137.97,0.0,0.0,137.46,137.46,137.46,0.0,0.0,137.55,137.55,137.55,0.0,0.0
2019-12-22,137.42,137.42,137.42,0.0,0.0,137.42,137.42,137.42,0.0,0.0,136.54,136.54,136.54,0.0,0.0,136.58,136.58,136.58,0.0,0.0
2019-12-29,135.19,135.19,135.19,0.0,0.0,136.61,136.61,136.61,0.0,0.0,135.03,135.03,135.03,0.0,0.0,136.56,136.56,136.56,0.0,0.0
