Date,iShares MSCI China Small-CapEtf_Open_average,iShares MSCI China Small-CapEtf_Open_max,iShares MSCI China Small-CapEtf_Open_min,iShares MSCI China Small-CapEtf_Open_volatility,iShares MSCI China Small-CapEtf_Open_change,iShares MSCI China Small-CapEtf_High_average,iShares MSCI China Small-CapEtf_High_max,iShares MSCI China Small-CapEtf_High_min,iShares MSCI China Small-CapEtf_High_volatility,iShares MSCI China Small-CapEtf_High_change,iShares MSCI China Small-CapEtf_Low_average,iShares MSCI China Small-CapEtf_Low_max,iShares MSCI China Small-CapEtf_Low_min,iShares MSCI China Small-CapEtf_Low_volatility,iShares MSCI China Small-CapEtf_Low_change,iShares MSCI China Small-CapEtf_Close_average,iShares MSCI China Small-CapEtf_Close_max,iShares MSCI China Small-CapEtf_Close_min,iShares MSCI China Small-CapEtf_Close_volatility,iShares MSCI China Small-CapEtf_Close_change
2018-04-15,52.8,52.8,52.8,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2018-04-22,52.26,52.26,52.26,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2018-04-29,53.17,53.17,53.17,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.3,53.3,53.3,0.0,0.0
2018-05-06,55.0,55.0,55.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.86,54.86,54.86,0.0,0.0
2018-05-13,55.73,55.73,55.73,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.74,55.74,55.74,0.0,0.0
2018-05-20,55.77,55.77,55.77,0.0,0.0,56.11,56.11,56.11,0.0,0.0,55.77,55.77,55.77,0.0,0.0,56.11,56.11,56.11,0.0,0.0
2018-05-27,55.25,55.25,55.25,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2018-06-03,55.55,55.55,55.55,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2018-06-10,55.1,55.1,55.1,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2018-06-17,52.38,52.38,52.38,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2018-06-24,50.53,50.53,50.53,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2018-07-01,48.93,48.93,48.93,0.0,0.0,49.23,49.23,49.23,0.0,0.0,48.77,48.77,48.77,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2018-07-08,50.3,50.3,50.3,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2018-07-15,49.79,49.79,49.79,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2018-07-22,50.51,50.51,50.51,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2018-07-29,48.75,48.75,48.75,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2018-08-05,48.38,48.38,48.38,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2018-08-12,45.21,45.21,45.21,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.21,45.21,45.21,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2018-08-19,47.75,47.75,47.75,0.0,0.0,48.24,48.24,48.24,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2018-08-26,47.16,47.16,47.16,0.0,0.0,47.55,47.55,47.55,0.0,0.0,46.52,46.52,46.52,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2018-09-02,45.4,45.4,45.4,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2018-09-09,45.11,45.11,45.11,0.0,0.0,45.3,45.3,45.3,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2018-09-16,46.45,46.45,46.45,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.31,46.31,46.31,0.0,0.0
2018-09-23,46.14,46.14,46.14,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2018-09-30,44.47,44.47,44.47,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2018-10-07,41.93,41.93,41.93,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2018-10-14,41.26,41.26,41.26,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2018-10-21,40.63,40.63,40.63,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2018-10-28,42.76,42.76,42.76,0.0,0.0,43.67,43.67,43.67,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.96,42.96,42.96,0.0,0.0
2018-11-04,42.6,42.6,42.6,0.0,0.0,42.6,42.6,42.6,0.0,0.0,41.94,41.94,41.94,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2018-11-11,42.22,42.22,42.22,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.93,42.93,42.93,0.0,0.0
2018-11-18,42.3,42.3,42.3,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2018-11-25,42.6,42.6,42.6,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.74,42.74,42.74,0.0,0.0
2018-12-02,42.5,42.5,42.5,0.0,0.0,42.5,42.5,42.5,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2018-12-09,41.52,41.52,41.52,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2018-12-16,38.8,38.8,38.8,0.0,0.0,38.8,38.8,38.8,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2018-12-23,38.58,38.58,38.58,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2018-12-30,38.92,38.92,38.92,0.0,0.0,39.26,39.26,39.26,0.0,0.0,38.92,38.92,38.92,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2019-01-06,39.75,39.75,39.75,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2019-01-13,40.43,40.43,40.43,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2019-01-20,40.72,40.72,40.72,0.0,0.0,41.6,41.6,41.6,0.0,0.0,40.2,40.2,40.2,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2019-01-27,42.48,42.48,42.48,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2019-02-03,43.02,43.02,43.02,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.97,42.97,42.97,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2019-02-10,43.49,43.49,43.49,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.29,43.29,43.29,0.0,0.0
2019-02-17,44.85,44.85,44.85,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2019-02-24,45.25,45.25,45.25,0.0,0.0,45.55,45.55,45.55,0.0,0.0,44.76,44.76,44.76,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2019-03-03,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0,43.73,43.73,43.73,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2019-03-10,44.19,44.19,44.19,0.0,0.0,45.27,45.27,45.27,0.0,0.0,44.19,44.19,44.19,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2019-03-17,45.2,45.2,45.2,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2019-03-24,45.75,45.75,45.75,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2019-03-31,47.22,47.22,47.22,0.0,0.0,47.52,47.52,47.52,0.0,0.0,46.78,46.78,46.78,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2019-04-07,47.2,47.2,47.2,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.26,47.26,47.26,0.0,0.0
2019-04-14,47.1,47.1,47.1,0.0,0.0,47.18,47.18,47.18,0.0,0.0,46.98,46.98,46.98,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2019-04-21,45.73,45.73,45.73,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2019-04-28,45.65,45.65,45.65,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2019-05-05,43.07,43.07,43.07,0.0,0.0,43.27,43.27,43.27,0.0,0.0,42.84,42.84,42.84,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2019-05-12,42.39,42.39,42.39,0.0,0.0,42.39,42.39,42.39,0.0,0.0,41.02,41.02,41.02,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2019-05-19,40.91,40.91,40.91,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2019-05-26,41.58,41.58,41.58,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2019-06-02,41.45,41.45,41.45,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2019-06-09,41.96,41.96,41.96,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2019-06-16,41.75,41.75,41.75,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2019-06-23,42.11,42.11,42.11,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2019-06-30,42.42,42.42,42.42,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2019-07-07,41.71,41.71,41.71,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2019-07-14,42.01,42.01,42.01,0.0,0.0,42.01,42.01,42.01,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2019-07-21,41.93,41.93,41.93,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.81,41.81,41.81,0.0,0.0
2019-07-28,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2019-08-04,38.81,38.81,38.81,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-08-11,38.05,38.05,38.05,0.0,0.0,38.22,38.22,38.22,0.0,0.0,37.97,37.97,37.97,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2019-08-18,39.08,39.08,39.08,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2019-08-25,38.83,38.83,38.83,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2019-09-01,39.56,39.56,39.56,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2019-09-08,40.29,40.29,40.29,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2019-09-15,40.21,40.21,40.21,0.0,0.0,40.23,40.23,40.23,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2019-09-22,38.8,38.8,38.8,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-09-29,38.64,38.64,38.64,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2019-10-06,39.5,39.5,39.5,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2019-10-13,39.42,39.42,39.42,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.33,39.33,39.33,0.0,0.0
2019-10-20,39.26,39.26,39.26,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2019-10-27,39.86,39.86,39.86,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.86,39.86,39.86,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2019-11-03,40.67,40.67,40.67,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2019-11-10,39.38,39.38,39.38,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-11-17,39.16,39.16,39.16,0.0,0.0,39.33,39.33,39.33,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2019-11-24,38.8,38.8,38.8,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.8,38.8,38.8,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2019-12-01,39.17,39.17,39.17,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-12-08,40.36,40.36,40.36,0.0,0.0,40.4,40.4,40.4,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2019-12-15,40.03,40.03,40.03,0.0,0.0,40.17,40.17,40.17,0.0,0.0,39.92,39.92,39.92,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2019-12-22,40.56,40.56,40.56,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2019-12-29,41.09,41.09,41.09,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.43,41.43,41.43,0.0,0.0
