Date,AdvisorShares Vice ETF_Open_average,AdvisorShares Vice ETF_Open_max,AdvisorShares Vice ETF_Open_min,AdvisorShares Vice ETF_Open_volatility,AdvisorShares Vice ETF_Open_change,AdvisorShares Vice ETF_High_average,AdvisorShares Vice ETF_High_max,AdvisorShares Vice ETF_High_min,AdvisorShares Vice ETF_High_volatility,AdvisorShares Vice ETF_High_change,AdvisorShares Vice ETF_Low_average,AdvisorShares Vice ETF_Low_max,AdvisorShares Vice ETF_Low_min,AdvisorShares Vice ETF_Low_volatility,AdvisorShares Vice ETF_Low_change,AdvisorShares Vice ETF_Close_average,AdvisorShares Vice ETF_Close_max,AdvisorShares Vice ETF_Close_min,AdvisorShares Vice ETF_Close_volatility,AdvisorShares Vice ETF_Close_change
2018-07-22,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2018-07-29,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2018-08-05,25.47,25.47,25.47,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2018-08-12,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2018-08-19,26.63,26.63,26.63,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-08-26,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2018-09-02,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2018-09-09,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2018-09-16,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2018-09-23,27.17,27.17,27.17,0.0,0.0,27.17,27.17,27.17,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2018-09-30,26.51,26.51,26.51,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.51,26.51,26.51,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2018-10-07,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0,25.99,25.99,25.99,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2018-10-14,26.0,26.0,26.0,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2018-10-21,25.55,25.55,25.55,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-10-28,25.88,25.88,25.88,0.0,0.0,26.11,26.11,26.11,0.0,0.0,25.83,25.83,25.83,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2018-11-04,25.41,25.41,25.41,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2018-11-11,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2018-11-18,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2018-11-25,24.37,24.37,24.37,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2018-12-02,23.15,23.15,23.15,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2018-12-09,22.62,22.62,22.62,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2018-12-16,21.17,21.17,21.17,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2018-12-23,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2018-12-30,21.93,21.93,21.93,0.0,0.0,22.09,22.09,22.09,0.0,0.0,21.75,21.75,21.75,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-01-06,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2019-01-13,22.75,22.75,22.75,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2019-01-20,22.22,22.22,22.22,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2019-01-27,23.48,23.48,23.48,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2019-02-03,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2019-02-10,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2019-02-17,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-02-24,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2019-03-03,25.05,25.05,25.05,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2019-03-10,25.68,25.68,25.68,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-03-17,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-03-24,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-03-31,25.23,25.23,25.23,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-04-07,25.03,25.03,25.03,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-04-14,24.94,24.94,24.94,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.94,24.94,24.94,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-04-21,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-04-28,25.63,25.63,25.63,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2019-05-05,24.97,24.97,24.97,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-05-12,24.79,24.79,24.79,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-05-19,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2019-05-26,23.91,23.91,23.91,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.8,23.8,23.8,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2019-06-02,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2019-06-09,24.5,24.5,24.5,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2019-06-16,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2019-06-23,25.23,25.23,25.23,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2019-06-30,25.35,25.35,25.35,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-07-07,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-07-14,25.41,25.41,25.41,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2019-07-21,25.29,25.29,25.29,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2019-07-28,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-08-04,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2019-08-11,24.35,24.35,24.35,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-08-18,24.13,24.13,24.13,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2019-08-25,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2019-09-01,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2019-09-08,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2019-09-15,23.47,23.47,23.47,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2019-09-22,23.33,23.33,23.33,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2019-09-29,23.48,23.48,23.48,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.54,23.54,23.54,0.0,0.0
2019-10-06,23.27,23.27,23.27,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2019-10-13,23.44,23.44,23.44,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2019-10-20,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2019-10-27,24.0,24.0,24.0,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2019-11-03,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-11-10,24.57,24.57,24.57,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2019-11-17,24.65,24.65,24.65,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2019-11-24,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2019-12-01,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2019-12-08,25.26,25.26,25.26,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-12-15,25.56,25.56,25.56,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-12-22,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-12-29,24.72,24.72,24.72,0.0,0.0,25.06,25.06,25.06,0.0,0.0,24.72,24.72,24.72,0.0,0.0,25.03,25.03,25.03,0.0,0.0
