Date,ProShares Ultra MSCI Brazil Capped_Open_average,ProShares Ultra MSCI Brazil Capped_Open_max,ProShares Ultra MSCI Brazil Capped_Open_min,ProShares Ultra MSCI Brazil Capped_Open_volatility,ProShares Ultra MSCI Brazil Capped_Open_change,ProShares Ultra MSCI Brazil Capped_High_average,ProShares Ultra MSCI Brazil Capped_High_max,ProShares Ultra MSCI Brazil Capped_High_min,ProShares Ultra MSCI Brazil Capped_High_volatility,ProShares Ultra MSCI Brazil Capped_High_change,ProShares Ultra MSCI Brazil Capped_Low_average,ProShares Ultra MSCI Brazil Capped_Low_max,ProShares Ultra MSCI Brazil Capped_Low_min,ProShares Ultra MSCI Brazil Capped_Low_volatility,ProShares Ultra MSCI Brazil Capped_Low_change,ProShares Ultra MSCI Brazil Capped_Close_average,ProShares Ultra MSCI Brazil Capped_Close_max,ProShares Ultra MSCI Brazil Capped_Close_min,ProShares Ultra MSCI Brazil Capped_Close_volatility,ProShares Ultra MSCI Brazil Capped_Close_change
2018-06-10,47.17,47.17,47.17,0.0,0.0,48.43,48.43,48.43,0.0,0.0,46.43,46.43,46.43,0.0,0.0,47.8,47.8,47.8,0.0,0.0
2018-06-17,48.32,48.32,48.32,0.0,0.0,48.32,48.32,48.32,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.13,48.13,48.13,0.0,0.0
2018-06-24,45.99,45.99,45.99,0.0,0.0,46.84,46.84,46.84,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2018-07-01,51.13,51.13,51.13,0.0,0.0,51.55,51.55,51.55,0.0,0.0,50.5,50.5,50.5,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2018-07-08,53.1,53.1,53.1,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.76,52.76,52.76,0.0,0.0
2018-07-15,56.95,56.95,56.95,0.0,0.0,57.2,57.2,57.2,0.0,0.0,56.82,56.82,56.82,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2018-07-22,61.55,61.55,61.55,0.0,0.0,62.02,62.02,62.02,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.97,61.97,61.97,0.0,0.0
2018-07-29,63.8,63.8,63.8,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.18,63.18,63.18,0.0,0.0,63.18,63.18,63.18,0.0,0.0
2018-08-05,50.33,50.33,50.33,0.0,0.0,51.9,51.9,51.9,0.0,0.0,50.29,50.29,50.29,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2018-08-12,49.38,49.38,49.38,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2018-08-19,47.45,47.45,47.45,0.0,0.0,48.5,48.5,48.5,0.0,0.0,47.45,47.45,47.45,0.0,0.0,48.42,48.42,48.42,0.0,0.0
2018-08-26,45.35,45.35,45.35,0.0,0.0,47.22,47.22,47.22,0.0,0.0,45.11,45.11,45.11,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2018-09-02,47.06,47.06,47.06,0.0,0.0,47.06,47.06,47.06,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2018-09-09,43.32,43.32,43.32,0.0,0.0,46.0,46.0,46.0,0.0,0.0,43.32,43.32,43.32,0.0,0.0,45.56,45.56,45.56,0.0,0.0
2018-09-16,49.34,49.34,49.34,0.0,0.0,49.54,49.54,49.54,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2018-09-23,50.15,50.15,50.15,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2018-09-30,67.79,67.79,67.79,0.0,0.0,68.0,68.0,68.0,0.0,0.0,65.0,65.0,65.0,0.0,0.0,67.27,67.27,67.27,0.0,0.0
2018-10-07,64.53,64.53,64.53,0.0,0.0,65.27,65.27,65.27,0.0,0.0,64.01,64.01,64.01,0.0,0.0,64.01,64.01,64.01,0.0,0.0
2018-10-14,68.6,68.6,68.6,0.0,0.0,69.13,69.13,69.13,0.0,0.0,68.52,68.52,68.52,0.0,0.0,68.52,68.52,68.52,0.0,0.0
2018-10-21,73.63,73.63,73.63,0.0,0.0,73.63,73.63,73.63,0.0,0.0,62.93,62.93,62.93,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2018-10-28,73.95,73.95,73.95,0.0,0.0,74.37,74.37,74.37,0.0,0.0,72.49,72.49,72.49,0.0,0.0,72.6,72.6,72.6,0.0,0.0
2018-11-04,65.95,65.95,65.95,0.0,0.0,66.19,66.19,66.19,0.0,0.0,64.85,64.85,64.85,0.0,0.0,65.21,65.21,65.21,0.0,0.0
2018-11-11,68.68,68.68,68.68,0.0,0.0,69.0,69.0,69.0,0.0,0.0,67.48,67.48,67.48,0.0,0.0,68.39,68.39,68.39,0.0,0.0
2018-11-18,62.48,62.48,62.48,0.0,0.0,62.62,62.62,62.62,0.0,0.0,59.24,59.24,59.24,0.0,0.0,59.72,59.72,59.72,0.0,0.0
2018-11-25,70.74,70.74,70.74,0.0,0.0,70.74,70.74,70.74,0.0,0.0,67.98,67.98,67.98,0.0,0.0,67.98,67.98,67.98,0.0,0.0
2018-12-02,61.87,61.87,61.87,0.0,0.0,61.88,61.88,61.88,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2018-12-09,62.19,62.19,62.19,0.0,0.0,62.19,62.19,62.19,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2018-12-16,59.57,59.57,59.57,0.0,0.0,59.57,59.57,59.57,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.51,58.51,58.51,0.0,0.0
2018-12-23,62.64,62.64,62.64,0.0,0.0,63.38,63.38,63.38,0.0,0.0,62.64,62.64,62.64,0.0,0.0,63.09,63.09,63.09,0.0,0.0
2018-12-30,76.14,76.14,76.14,0.0,0.0,76.14,76.14,76.14,0.0,0.0,73.65,73.65,73.65,0.0,0.0,74.1,74.1,74.1,0.0,0.0
2019-01-06,78.32,78.32,78.32,0.0,0.0,80.59,80.59,80.59,0.0,0.0,78.32,78.32,78.32,0.0,0.0,79.53,79.53,79.53,0.0,0.0
2019-01-13,81.37,81.37,81.37,0.0,0.0,81.79,81.79,81.79,0.0,0.0,79.55,79.55,79.55,0.0,0.0,80.46,80.46,80.46,0.0,0.0
2019-01-20,77.26,77.26,77.26,0.0,0.0,79.53,79.53,79.53,0.0,0.0,77.03,77.03,77.03,0.0,0.0,78.85,78.85,78.85,0.0,0.0
2019-01-27,85.96,85.96,85.96,0.0,0.0,88.47,88.47,88.47,0.0,0.0,85.57,85.57,85.57,0.0,0.0,88.19,88.19,88.19,0.0,0.0
2019-02-03,79.29,79.29,79.29,0.0,0.0,79.29,79.29,79.29,0.0,0.0,75.57,75.57,75.57,0.0,0.0,77.18,77.18,77.18,0.0,0.0
2019-02-10,83.98,83.98,83.98,0.0,0.0,83.98,83.98,83.98,0.0,0.0,83.42,83.42,83.42,0.0,0.0,83.94,83.94,83.94,0.0,0.0
2019-02-17,83.79,83.79,83.79,0.0,0.0,83.79,83.79,83.79,0.0,0.0,81.98,81.98,81.98,0.0,0.0,81.98,81.98,81.98,0.0,0.0
2019-02-24,75.62,75.62,75.62,0.0,0.0,76.16,76.16,76.16,0.0,0.0,74.9,74.9,74.9,0.0,0.0,76.16,76.16,76.16,0.0,0.0
2019-03-03,75.75,75.75,75.75,0.0,0.0,78.28,78.28,78.28,0.0,0.0,75.75,75.75,75.75,0.0,0.0,78.28,78.28,78.28,0.0,0.0
2019-03-10,80.85,80.85,80.85,0.0,0.0,83.26,83.26,83.26,0.0,0.0,80.85,80.85,80.85,0.0,0.0,83.01,83.01,83.01,0.0,0.0
2019-03-17,68.51,68.51,68.51,0.0,0.0,70.41,70.41,70.41,0.0,0.0,68.51,68.51,68.51,0.0,0.0,70.14,70.14,70.14,0.0,0.0
2019-03-24,72.49,72.49,72.49,0.0,0.0,73.99,73.99,73.99,0.0,0.0,72.2,72.2,72.2,0.0,0.0,72.84,72.84,72.84,0.0,0.0
2019-03-31,74.34,74.34,74.34,0.0,0.0,75.94,75.94,75.94,0.0,0.0,74.34,74.34,74.34,0.0,0.0,75.47,75.47,75.47,0.0,0.0
2019-04-07,68.02,68.02,68.02,0.0,0.0,68.47,68.47,68.47,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.47,68.47,68.47,0.0,0.0
2019-04-14,68.1,68.1,68.1,0.0,0.0,68.74,68.74,68.74,0.0,0.0,67.15,67.15,67.15,0.0,0.0,67.87,67.87,67.87,0.0,0.0
2019-04-21,71.62,71.62,71.62,0.0,0.0,71.62,71.62,71.62,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0
2019-04-28,66.52,66.52,66.52,0.0,0.0,67.29,67.29,67.29,0.0,0.0,66.52,66.52,66.52,0.0,0.0,67.29,67.29,67.29,0.0,0.0
2019-05-05,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0,61.54,61.54,61.54,0.0,0.0,61.71,61.71,61.71,0.0,0.0
2019-05-12,56.41,56.41,56.41,0.0,0.0,58.5,58.5,58.5,0.0,0.0,56.41,56.41,56.41,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2019-05-19,63.24,63.24,63.24,0.0,0.0,63.25,63.25,63.25,0.0,0.0,62.96,62.96,62.96,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2019-05-26,71.63,71.63,71.63,0.0,0.0,71.77,71.77,71.77,0.0,0.0,71.63,71.63,71.63,0.0,0.0,71.66,71.66,71.66,0.0,0.0
2019-06-02,72.5,72.5,72.5,0.0,0.0,72.74,72.74,72.74,0.0,0.0,72.48,72.48,72.48,0.0,0.0,72.71,72.71,72.71,0.0,0.0
2019-06-09,73.04,73.04,73.04,0.0,0.0,73.78,73.78,73.78,0.0,0.0,71.88,71.88,71.88,0.0,0.0,72.15,72.15,72.15,0.0,0.0
2019-06-16,82.08,82.08,82.08,0.0,0.0,82.08,82.08,82.08,0.0,0.0,80.72,80.72,80.72,0.0,0.0,81.43,81.43,81.43,0.0,0.0
2019-06-23,82.45,82.45,82.45,0.0,0.0,82.45,82.45,82.45,0.0,0.0,79.28,79.28,79.28,0.0,0.0,79.52,79.52,79.52,0.0,0.0
2019-06-30,84.69,84.69,84.69,0.0,0.0,85.88,85.88,85.88,0.0,0.0,84.69,84.69,84.69,0.0,0.0,85.55,85.55,85.55,0.0,0.0
2019-07-07,88.15,88.15,88.15,0.0,0.0,88.3,88.3,88.3,0.0,0.0,86.63,86.63,86.63,0.0,0.0,86.69,86.69,86.69,0.0,0.0
2019-07-14,88.53,88.53,88.53,0.0,0.0,88.53,88.53,88.53,0.0,0.0,87.49,87.49,87.49,0.0,0.0,87.62,87.62,87.62,0.0,0.0
2019-07-21,83.42,83.42,83.42,0.0,0.0,84.95,84.95,84.95,0.0,0.0,82.49,82.49,82.49,0.0,0.0,84.95,84.95,84.95,0.0,0.0
2019-07-28,74.55,74.55,74.55,0.0,0.0,74.55,74.55,74.55,0.0,0.0,72.44,72.44,72.44,0.0,0.0,72.5,72.5,72.5,0.0,0.0
2019-08-04,73.02,73.02,73.02,0.0,0.0,75.01,75.01,75.01,0.0,0.0,73.02,73.02,73.02,0.0,0.0,73.88,73.88,73.88,0.0,0.0
2019-08-11,70.11,70.11,70.11,0.0,0.0,70.49,70.49,70.49,0.0,0.0,67.26,67.26,67.26,0.0,0.0,67.52,67.52,67.52,0.0,0.0
2019-08-18,63.95,63.95,63.95,0.0,0.0,63.95,63.95,63.95,0.0,0.0,61.07,61.07,61.07,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2019-08-25,67.6,67.6,67.6,0.0,0.0,67.84,67.84,67.84,0.0,0.0,66.8,66.8,66.8,0.0,0.0,67.64,67.64,67.64,0.0,0.0
2019-09-01,71.9,71.9,71.9,0.0,0.0,73.68,73.68,73.68,0.0,0.0,71.3,71.3,71.3,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2019-09-08,72.25,72.25,72.25,0.0,0.0,72.25,72.25,72.25,0.0,0.0,71.58,71.58,71.58,0.0,0.0,71.84,71.84,71.84,0.0,0.0
2019-09-15,69.92,69.92,69.92,0.0,0.0,70.21,70.21,70.21,0.0,0.0,69.92,69.92,69.92,0.0,0.0,70.21,70.21,70.21,0.0,0.0
2019-09-22,70.75,70.75,70.75,0.0,0.0,71.12,71.12,71.12,0.0,0.0,70.72,70.72,70.72,0.0,0.0,70.72,70.72,70.72,0.0,0.0
2019-09-29,69.46,69.46,69.46,0.0,0.0,69.75,69.75,69.75,0.0,0.0,66.58,66.58,66.58,0.0,0.0,66.59,66.59,66.59,0.0,0.0
2019-10-06,69.95,69.95,69.95,0.0,0.0,70.42,70.42,70.42,0.0,0.0,69.95,69.95,69.95,0.0,0.0,70.42,70.42,70.42,0.0,0.0
2019-10-13,70.64,70.64,70.64,0.0,0.0,72.63,72.63,72.63,0.0,0.0,70.64,70.64,70.64,0.0,0.0,72.63,72.63,72.63,0.0,0.0
2019-10-20,80.02,80.02,80.02,0.0,0.0,80.96,80.96,80.96,0.0,0.0,79.94,79.94,79.94,0.0,0.0,80.45,80.45,80.45,0.0,0.0
2019-10-27,81.57,81.57,81.57,0.0,0.0,81.57,81.57,81.57,0.0,0.0,80.11,80.11,80.11,0.0,0.0,80.12,80.12,80.12,0.0,0.0
2019-11-03,74.23,74.23,74.23,0.0,0.0,74.93,74.93,74.93,0.0,0.0,74.23,74.23,74.23,0.0,0.0,74.93,74.93,74.93,0.0,0.0
2019-11-10,71.81,71.81,71.81,0.0,0.0,71.89,71.89,71.89,0.0,0.0,69.92,69.92,69.92,0.0,0.0,70.06,70.06,70.06,0.0,0.0
2019-11-17,72.39,72.39,72.39,0.0,0.0,72.62,72.62,72.62,0.0,0.0,71.74,71.74,71.74,0.0,0.0,71.81,71.81,71.81,0.0,0.0
2019-11-24,72.33,72.33,72.33,0.0,0.0,73.15,73.15,73.15,0.0,0.0,72.13,72.13,72.13,0.0,0.0,72.87,72.87,72.87,0.0,0.0
2019-12-01,77.26,77.26,77.26,0.0,0.0,78.78,78.78,78.78,0.0,0.0,77.26,77.26,77.26,0.0,0.0,77.97,77.97,77.97,0.0,0.0
2019-12-08,84.18,84.18,84.18,0.0,0.0,84.18,84.18,84.18,0.0,0.0,83.27,83.27,83.27,0.0,0.0,83.27,83.27,83.27,0.0,0.0
2019-12-15,86.81,86.81,86.81,0.0,0.0,87.47,87.47,87.47,0.0,0.0,86.81,86.81,86.81,0.0,0.0,87.46,87.46,87.46,0.0,0.0
2019-12-22,89.58,89.58,89.58,0.0,0.0,89.58,89.58,89.58,0.0,0.0,89.58,89.58,89.58,0.0,0.0,89.58,89.58,89.58,0.0,0.0
2019-12-29,92.03,92.03,92.03,0.0,0.0,93.43,93.43,93.43,0.0,0.0,92.03,92.03,92.03,0.0,0.0,92.67,92.67,92.67,0.0,0.0
