Date,BlackRock MuniAssets Closed Fund_Open_average,BlackRock MuniAssets Closed Fund_Open_max,BlackRock MuniAssets Closed Fund_Open_min,BlackRock MuniAssets Closed Fund_Open_volatility,BlackRock MuniAssets Closed Fund_Open_change,BlackRock MuniAssets Closed Fund_High_average,BlackRock MuniAssets Closed Fund_High_max,BlackRock MuniAssets Closed Fund_High_min,BlackRock MuniAssets Closed Fund_High_volatility,BlackRock MuniAssets Closed Fund_High_change,BlackRock MuniAssets Closed Fund_Low_average,BlackRock MuniAssets Closed Fund_Low_max,BlackRock MuniAssets Closed Fund_Low_min,BlackRock MuniAssets Closed Fund_Low_volatility,BlackRock MuniAssets Closed Fund_Low_change,BlackRock MuniAssets Closed Fund_Close_average,BlackRock MuniAssets Closed Fund_Close_max,BlackRock MuniAssets Closed Fund_Close_min,BlackRock MuniAssets Closed Fund_Close_volatility,BlackRock MuniAssets Closed Fund_Close_change
2018-07-08,13.18,13.18,13.18,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.18,13.18,13.18,0.0,0.0
2018-07-15,13.26,13.26,13.26,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.26,13.26,13.26,0.0,0.0
2018-07-22,13.31,13.31,13.31,0.0,0.0,13.31,13.31,13.31,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.27,13.27,13.27,0.0,0.0
2018-07-29,13.32,13.32,13.32,0.0,0.0,13.38,13.38,13.38,0.0,0.0,13.32,13.32,13.32,0.0,0.0,13.38,13.38,13.38,0.0,0.0
2018-08-05,13.35,13.35,13.35,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.38,13.38,13.38,0.0,0.0
2018-08-12,13.34,13.34,13.34,0.0,0.0,13.34,13.34,13.34,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.31,13.31,13.31,0.0,0.0
2018-08-19,13.39,13.39,13.39,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.33,13.33,13.33,0.0,0.0
2018-08-26,13.41,13.41,13.41,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.45,13.45,13.45,0.0,0.0
2018-09-02,13.47,13.47,13.47,0.0,0.0,13.48,13.48,13.48,0.0,0.0,13.38,13.38,13.38,0.0,0.0,13.41,13.41,13.41,0.0,0.0
2018-09-09,13.27,13.27,13.27,0.0,0.0,13.32,13.32,13.32,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.16,13.16,13.16,0.0,0.0
2018-09-16,13.08,13.08,13.08,0.0,0.0,13.08,13.08,13.08,0.0,0.0,12.99,12.99,12.99,0.0,0.0,13.04,13.04,13.04,0.0,0.0
2018-09-23,12.95,12.95,12.95,0.0,0.0,13.02,13.02,13.02,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.97,12.97,12.97,0.0,0.0
2018-09-30,12.78,12.78,12.78,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.72,12.72,12.72,0.0,0.0
2018-10-07,12.59,12.59,12.59,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.56,12.56,12.56,0.0,0.0
2018-10-14,12.51,12.51,12.51,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.56,12.56,12.56,0.0,0.0
2018-10-21,12.62,12.62,12.62,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.6,12.6,12.6,0.0,0.0
2018-10-28,12.84,12.84,12.84,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.83,12.83,12.83,0.0,0.0
2018-11-04,12.9,12.9,12.9,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.72,12.72,12.72,0.0,0.0,12.75,12.75,12.75,0.0,0.0
2018-11-11,12.74,12.74,12.74,0.0,0.0,12.74,12.74,12.74,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.72,12.72,12.72,0.0,0.0
2018-11-18,12.58,12.58,12.58,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.62,12.62,12.62,0.0,0.0
2018-11-25,12.91,12.91,12.91,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.87,12.87,12.87,0.0,0.0,12.91,12.91,12.91,0.0,0.0
2018-12-02,13.12,13.12,13.12,0.0,0.0,13.21,13.21,13.21,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.21,13.21,13.21,0.0,0.0
2018-12-09,13.05,13.05,13.05,0.0,0.0,13.09,13.09,13.09,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.83,12.83,12.83,0.0,0.0
2018-12-16,12.94,12.94,12.94,0.0,0.0,13.04,13.04,13.04,0.0,0.0,12.94,12.94,12.94,0.0,0.0,12.95,12.95,12.95,0.0,0.0
2018-12-23,12.88,12.88,12.88,0.0,0.0,13.07,13.07,13.07,0.0,0.0,12.81,12.81,12.81,0.0,0.0,13.01,13.01,13.01,0.0,0.0
2018-12-30,13.47,13.47,13.47,0.0,0.0,13.67,13.67,13.67,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.67,13.67,13.67,0.0,0.0
2019-01-06,13.92,13.92,13.92,0.0,0.0,13.92,13.92,13.92,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.85,13.85,13.85,0.0,0.0
2019-01-13,13.78,13.78,13.78,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.61,13.61,13.61,0.0,0.0,13.7,13.7,13.7,0.0,0.0
2019-01-20,13.75,13.75,13.75,0.0,0.0,13.78,13.78,13.78,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.74,13.74,13.74,0.0,0.0
2019-01-27,13.85,13.85,13.85,0.0,0.0,14.0,14.0,14.0,0.0,0.0,13.82,13.82,13.82,0.0,0.0,14.0,14.0,14.0,0.0,0.0
2019-02-03,14.02,14.02,14.02,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.0,14.0,14.0,0.0,0.0,14.12,14.12,14.12,0.0,0.0
2019-02-10,14.14,14.14,14.14,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2019-02-17,14.02,14.02,14.02,0.0,0.0,14.05,14.05,14.05,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.9,13.9,13.9,0.0,0.0
2019-02-24,14.14,14.14,14.14,0.0,0.0,14.14,14.14,14.14,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.09,14.09,14.09,0.0,0.0
2019-03-03,14.35,14.35,14.35,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.33,14.33,14.33,0.0,0.0
2019-03-10,14.26,14.26,14.26,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2019-03-17,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.42,14.42,14.42,0.0,0.0
2019-03-24,14.85,14.85,14.85,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.85,14.85,14.85,0.0,0.0
2019-03-31,14.8,14.8,14.8,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2019-04-07,14.75,14.75,14.75,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.93,14.93,14.93,0.0,0.0
2019-04-14,15.15,15.15,15.15,0.0,0.0,15.2,15.2,15.2,0.0,0.0,14.99,14.99,14.99,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2019-04-21,15.04,15.04,15.04,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.01,15.01,15.01,0.0,0.0,15.08,15.08,15.08,0.0,0.0
2019-04-28,14.95,14.95,14.95,0.0,0.0,15.03,15.03,15.03,0.0,0.0,14.94,14.94,14.94,0.0,0.0,15.03,15.03,15.03,0.0,0.0
2019-05-05,15.03,15.03,15.03,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.03,15.03,15.03,0.0,0.0,15.08,15.08,15.08,0.0,0.0
2019-05-12,14.96,14.96,14.96,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2019-05-19,14.97,14.97,14.97,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2019-05-26,15.25,15.25,15.25,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2019-06-02,15.12,15.12,15.12,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.39,15.39,15.39,0.0,0.0
2019-06-09,15.26,15.26,15.26,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.34,15.34,15.34,0.0,0.0
2019-06-16,15.38,15.38,15.38,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.25,15.25,15.25,0.0,0.0
2019-06-23,15.85,15.85,15.85,0.0,0.0,15.96,15.96,15.96,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2019-06-30,15.79,15.79,15.79,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2019-07-07,15.53,15.53,15.53,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.48,15.48,15.48,0.0,0.0
2019-07-14,15.42,15.42,15.42,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.34,15.34,15.34,0.0,0.0
2019-07-21,15.35,15.35,15.35,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.24,15.24,15.24,0.0,0.0
2019-07-28,15.37,15.37,15.37,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.4,15.4,15.4,0.0,0.0
2019-08-04,15.2,15.2,15.2,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.15,15.15,15.15,0.0,0.0
2019-08-11,15.02,15.02,15.02,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.04,15.04,15.04,0.0,0.0
2019-08-18,15.11,15.11,15.11,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2019-08-25,15.41,15.41,15.41,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.38,15.38,15.38,0.0,0.0
2019-09-01,15.92,15.92,15.92,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2019-09-08,15.04,15.04,15.04,0.0,0.0,15.04,15.04,15.04,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2019-09-15,15.45,15.45,15.45,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.66,15.66,15.66,0.0,0.0
2019-09-22,15.17,15.17,15.17,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2019-09-29,15.47,15.47,15.47,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.31,15.31,15.31,0.0,0.0
2019-10-06,15.46,15.46,15.46,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.53,15.53,15.53,0.0,0.0
2019-10-13,15.69,15.69,15.69,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2019-10-20,15.7,15.7,15.7,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.48,15.48,15.48,0.0,0.0
2019-10-27,15.48,15.48,15.48,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2019-11-03,15.75,15.75,15.75,0.0,0.0,16.01,16.01,16.01,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2019-11-10,15.57,15.57,15.57,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.87,15.87,15.87,0.0,0.0
2019-11-17,15.5,15.5,15.5,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.06,15.06,15.06,0.0,0.0,15.08,15.08,15.08,0.0,0.0
2019-11-24,14.75,14.75,14.75,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2019-12-01,14.76,14.76,14.76,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.73,14.73,14.73,0.0,0.0
2019-12-08,14.91,14.91,14.91,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.89,14.89,14.89,0.0,0.0
2019-12-15,14.91,14.91,14.91,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2019-12-22,15.05,15.05,15.05,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.04,15.04,15.04,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2019-12-29,15.23,15.23,15.23,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.14,15.14,15.14,0.0,0.0
