Date,ProShares Global Listed Private Equity_Open_average,ProShares Global Listed Private Equity_Open_max,ProShares Global Listed Private Equity_Open_min,ProShares Global Listed Private Equity_Open_volatility,ProShares Global Listed Private Equity_Open_change,ProShares Global Listed Private Equity_High_average,ProShares Global Listed Private Equity_High_max,ProShares Global Listed Private Equity_High_min,ProShares Global Listed Private Equity_High_volatility,ProShares Global Listed Private Equity_High_change,ProShares Global Listed Private Equity_Low_average,ProShares Global Listed Private Equity_Low_max,ProShares Global Listed Private Equity_Low_min,ProShares Global Listed Private Equity_Low_volatility,ProShares Global Listed Private Equity_Low_change,ProShares Global Listed Private Equity_Close_average,ProShares Global Listed Private Equity_Close_max,ProShares Global Listed Private Equity_Close_min,ProShares Global Listed Private Equity_Close_volatility,ProShares Global Listed Private Equity_Close_change
2018-05-20,36.31,36.31,36.31,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2018-05-27,36.29,36.29,36.29,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2018-06-03,36.54,36.54,36.54,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2018-06-10,36.31,36.31,36.31,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2018-06-17,36.02,36.02,36.02,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2018-06-24,35.56,35.56,35.56,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2018-07-01,36.64,36.64,36.64,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2018-07-08,36.48,36.48,36.48,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2018-07-15,36.74,36.74,36.74,0.0,0.0,37.04,37.04,37.04,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2018-07-22,37.05,37.05,37.05,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2018-07-29,37.23,37.23,37.23,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2018-08-05,36.68,36.68,36.68,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2018-08-12,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2018-08-19,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2018-08-26,36.9,36.9,36.9,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2018-09-02,36.2,36.2,36.2,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2018-09-09,36.87,36.87,36.87,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2018-09-16,37.32,37.32,37.32,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2018-09-23,36.31,36.31,36.31,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2018-09-30,35.0,35.0,35.0,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2018-10-07,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2018-10-14,33.81,33.81,33.81,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2018-10-21,33.1,33.1,33.1,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2018-10-28,33.94,33.94,33.94,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2018-11-04,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2018-11-11,33.49,33.49,33.49,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2018-11-18,33.33,33.33,33.33,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2018-11-25,33.27,33.27,33.27,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2018-12-02,31.68,31.68,31.68,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2018-12-09,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2018-12-16,29.47,29.47,29.47,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2018-12-23,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2018-12-30,30.79,30.79,30.79,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.79,30.79,30.79,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2019-01-06,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2019-01-13,32.01,32.01,32.01,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2019-01-20,32.02,32.02,32.02,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2019-01-27,32.57,32.57,32.57,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2019-02-03,32.51,32.51,32.51,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2019-02-10,32.88,32.88,32.88,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-02-17,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2019-02-24,33.6,33.6,33.6,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2019-03-03,33.04,33.04,33.04,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-03-10,33.5,33.5,33.5,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2019-03-17,32.91,32.91,32.91,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-03-24,33.27,33.27,33.27,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2019-03-31,34.05,34.05,34.05,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2019-04-07,34.15,34.15,34.15,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2019-04-14,34.21,34.21,34.21,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2019-04-21,34.58,34.58,34.58,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-04-28,34.43,34.43,34.43,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2019-05-05,34.25,34.25,34.25,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-05-12,34.5,34.5,34.5,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2019-05-19,34.07,34.07,34.07,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-05-26,33.43,33.43,33.43,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2019-06-02,34.2,34.2,34.2,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2019-06-09,34.16,34.16,34.16,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2019-06-16,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2019-06-23,34.78,34.78,34.78,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2019-06-30,34.7,34.7,34.7,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2019-07-07,34.93,34.93,34.93,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-07-14,34.47,34.47,34.47,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2019-07-21,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-07-28,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2019-08-04,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2019-08-11,33.7,33.7,33.7,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2019-08-18,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2019-08-25,34.1,34.1,34.1,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2019-09-01,34.86,34.86,34.86,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2019-09-08,35.15,35.15,35.15,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-09-15,35.17,35.17,35.17,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2019-09-22,34.65,34.65,34.65,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-09-29,33.86,33.86,33.86,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2019-10-06,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2019-10-13,34.53,34.53,34.53,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2019-10-20,34.46,34.46,34.46,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-10-27,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2019-11-03,34.84,34.84,34.84,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2019-11-10,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2019-11-17,34.87,34.87,34.87,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2019-11-24,34.88,34.88,34.88,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2019-12-01,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2019-12-08,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2019-12-15,35.82,35.82,35.82,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2019-12-22,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-12-29,34.64,34.64,34.64,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.68,34.68,34.68,0.0,0.0
