Date,ProShares UltraShort YenEtf_Open_average,ProShares UltraShort YenEtf_Open_max,ProShares UltraShort YenEtf_Open_min,ProShares UltraShort YenEtf_Open_volatility,ProShares UltraShort YenEtf_Open_change,ProShares UltraShort YenEtf_High_average,ProShares UltraShort YenEtf_High_max,ProShares UltraShort YenEtf_High_min,ProShares UltraShort YenEtf_High_volatility,ProShares UltraShort YenEtf_High_change,ProShares UltraShort YenEtf_Low_average,ProShares UltraShort YenEtf_Low_max,ProShares UltraShort YenEtf_Low_min,ProShares UltraShort YenEtf_Low_volatility,ProShares UltraShort YenEtf_Low_change,ProShares UltraShort YenEtf_Close_average,ProShares UltraShort YenEtf_Close_max,ProShares UltraShort YenEtf_Close_min,ProShares UltraShort YenEtf_Close_volatility,ProShares UltraShort YenEtf_Close_change
2018-04-29,70.92,70.92,70.92,0.0,0.0,71.06,71.06,71.06,0.0,0.0,70.85,70.85,70.85,0.0,0.0,70.85,70.85,70.85,0.0,0.0
2018-05-06,71.04,71.04,71.04,0.0,0.0,71.28,71.28,71.28,0.0,0.0,71.04,71.04,71.04,0.0,0.0,71.17,71.17,71.17,0.0,0.0
2018-05-13,73.36,73.36,73.36,0.0,0.0,73.36,73.36,73.36,0.0,0.0,72.95,72.95,72.95,0.0,0.0,73.08,73.08,73.08,0.0,0.0
2018-05-20,71.18,71.18,71.18,0.0,0.0,71.51,71.51,71.51,0.0,0.0,71.09,71.09,71.09,0.0,0.0,71.51,71.51,71.51,0.0,0.0
2018-05-27,71.7,71.7,71.7,0.0,0.0,71.89,71.89,71.89,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.65,71.65,71.65,0.0,0.0
2018-06-03,71.67,71.67,71.67,0.0,0.0,71.67,71.67,71.67,0.0,0.0,71.56,71.56,71.56,0.0,0.0,71.65,71.65,71.65,0.0,0.0
2018-06-10,73.14,73.14,73.14,0.0,0.0,73.18,73.18,73.18,0.0,0.0,73.04,73.04,73.04,0.0,0.0,73.15,73.15,73.15,0.0,0.0
2018-06-17,72.45,72.45,72.45,0.0,0.0,72.57,72.57,72.57,0.0,0.0,72.35,72.35,72.35,0.0,0.0,72.36,72.36,72.36,0.0,0.0
2018-06-24,73.44,73.44,73.44,0.0,0.0,73.72,73.72,73.72,0.0,0.0,73.43,73.43,73.43,0.0,0.0,73.44,73.44,73.44,0.0,0.0
2018-07-01,73.21,73.21,73.21,0.0,0.0,73.25,73.25,73.25,0.0,0.0,73.13,73.13,73.13,0.0,0.0,73.14,73.14,73.14,0.0,0.0
2018-07-08,75.95,75.95,75.95,0.0,0.0,75.98,75.98,75.98,0.0,0.0,75.69,75.69,75.69,0.0,0.0,75.72,75.72,75.72,0.0,0.0
2018-07-15,75.11,75.11,75.11,0.0,0.0,75.13,75.13,75.13,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.66,74.66,74.66,0.0,0.0
2018-07-22,74.02,74.02,74.02,0.0,0.0,74.06,74.06,74.06,0.0,0.0,73.88,73.88,73.88,0.0,0.0,74.06,74.06,74.06,0.0,0.0
2018-07-29,74.44,74.44,74.44,0.0,0.0,74.51,74.51,74.51,0.0,0.0,74.3,74.3,74.3,0.0,0.0,74.47,74.47,74.47,0.0,0.0
2018-08-05,74.05,74.05,74.05,0.0,0.0,74.05,74.05,74.05,0.0,0.0,73.52,73.52,73.52,0.0,0.0,73.75,73.75,73.75,0.0,0.0
2018-08-12,73.47,73.47,73.47,0.0,0.0,73.77,73.77,73.77,0.0,0.0,73.38,73.38,73.38,0.0,0.0,73.77,73.77,73.77,0.0,0.0
2018-08-19,74.8,74.8,74.8,0.0,0.0,74.8,74.8,74.8,0.0,0.0,74.5,74.5,74.5,0.0,0.0,74.5,74.5,74.5,0.0,0.0
2018-08-26,74.25,74.25,74.25,0.0,0.0,74.51,74.51,74.51,0.0,0.0,74.25,74.25,74.25,0.0,0.0,74.51,74.51,74.51,0.0,0.0
2018-09-02,74.74,74.74,74.74,0.0,0.0,74.74,74.74,74.74,0.0,0.0,74.74,74.74,74.74,0.0,0.0,74.74,74.74,74.74,0.0,0.0
2018-09-09,75.83,75.83,75.83,0.0,0.0,76.0,76.0,76.0,0.0,0.0,75.72,75.72,75.72,0.0,0.0,75.85,75.85,75.85,0.0,0.0
2018-09-16,76.89,76.89,76.89,0.0,0.0,76.89,76.89,76.89,0.0,0.0,76.67,76.67,76.67,0.0,0.0,76.67,76.67,76.67,0.0,0.0
2018-09-23,78.0,78.0,78.0,0.0,0.0,78.18,78.18,78.18,0.0,0.0,77.99,77.99,77.99,0.0,0.0,78.18,78.18,78.18,0.0,0.0
2018-09-30,78.48,78.48,78.48,0.0,0.0,78.5,78.5,78.5,0.0,0.0,78.2,78.2,78.2,0.0,0.0,78.29,78.29,78.29,0.0,0.0
2018-10-07,76.32,76.32,76.32,0.0,0.0,76.38,76.38,76.38,0.0,0.0,76.0,76.0,76.0,0.0,0.0,76.38,76.38,76.38,0.0,0.0
2018-10-14,76.93,76.93,76.93,0.0,0.0,76.99,76.99,76.99,0.0,0.0,76.71,76.71,76.71,0.0,0.0,76.92,76.92,76.92,0.0,0.0
2018-10-21,76.16,76.16,76.16,0.0,0.0,76.37,76.37,76.37,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.96,75.96,75.96,0.0,0.0
2018-10-28,77.6,77.6,77.6,0.0,0.0,78.12,78.12,78.12,0.0,0.0,77.6,77.6,77.6,0.0,0.0,77.95,77.95,77.95,0.0,0.0
2018-11-04,79.0,79.0,79.0,0.0,0.0,79.03,79.03,79.03,0.0,0.0,78.67,78.67,78.67,0.0,0.0,78.92,78.92,78.92,0.0,0.0
2018-11-11,77.5,77.5,77.5,0.0,0.0,77.71,77.71,77.71,0.0,0.0,77.44,77.44,77.44,0.0,0.0,77.59,77.59,77.59,0.0,0.0
2018-11-18,77.72,77.72,77.72,0.0,0.0,77.72,77.72,77.72,0.0,0.0,77.68,77.68,77.68,0.0,0.0,77.68,77.68,77.68,0.0,0.0
2018-11-25,78.8,78.8,78.8,0.0,0.0,78.94,78.94,78.94,0.0,0.0,78.62,78.62,78.62,0.0,0.0,78.62,78.62,78.62,0.0,0.0
2018-12-02,77.8,77.8,77.8,0.0,0.0,77.8,77.8,77.8,0.0,0.0,77.58,77.58,77.58,0.0,0.0,77.58,77.58,77.58,0.0,0.0
2018-12-09,79.0,79.0,79.0,0.0,0.0,79.04,79.04,79.04,0.0,0.0,78.6,78.6,78.6,0.0,0.0,78.72,78.72,78.72,0.0,0.0
2018-12-16,75.67,75.67,75.67,0.0,0.0,76.08,76.08,76.08,0.0,0.0,75.62,75.62,75.62,0.0,0.0,76.01,76.01,76.01,0.0,0.0
2018-12-23,74.82,74.82,74.82,0.0,0.0,75.06,75.06,75.06,0.0,0.0,74.67,74.67,74.67,0.0,0.0,74.67,74.67,74.67,0.0,0.0
2018-12-30,72.32,72.32,72.32,0.0,0.0,72.4,72.4,72.4,0.0,0.0,71.86,71.86,71.86,0.0,0.0,72.32,72.32,72.32,0.0,0.0
2019-01-06,72.38,72.38,72.38,0.0,0.0,72.46,72.46,72.46,0.0,0.0,72.2,72.2,72.2,0.0,0.0,72.44,72.44,72.44,0.0,0.0
2019-01-13,73.84,73.84,73.84,0.0,0.0,74.25,74.25,74.25,0.0,0.0,73.76,73.76,73.76,0.0,0.0,74.13,74.13,74.13,0.0,0.0
2019-01-20,74.1,74.1,74.1,0.0,0.0,74.45,74.45,74.45,0.0,0.0,73.74,73.74,73.74,0.0,0.0,73.74,73.74,73.74,0.0,0.0
2019-01-27,73.39,73.39,73.39,0.0,0.0,74.21,74.21,74.21,0.0,0.0,73.39,73.39,73.39,0.0,0.0,74.21,74.21,74.21,0.0,0.0
2019-02-03,74.41,74.41,74.41,0.0,0.0,74.51,74.51,74.51,0.0,0.0,74.36,74.36,74.36,0.0,0.0,74.48,74.48,74.48,0.0,0.0
2019-02-10,75.59,75.59,75.59,0.0,0.0,75.59,75.59,75.59,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.4,75.4,75.4,0.0,0.0
2019-02-17,75.92,75.92,75.92,0.0,0.0,75.92,75.92,75.92,0.0,0.0,75.86,75.86,75.86,0.0,0.0,75.87,75.87,75.87,0.0,0.0
2019-02-24,77.46,77.46,77.46,0.0,0.0,77.81,77.81,77.81,0.0,0.0,77.42,77.42,77.42,0.0,0.0,77.76,77.76,77.76,0.0,0.0
2019-03-03,76.41,76.41,76.41,0.0,0.0,76.65,76.65,76.65,0.0,0.0,76.32,76.32,76.32,0.0,0.0,76.65,76.65,76.65,0.0,0.0
2019-03-10,77.21,77.21,77.21,0.0,0.0,77.24,77.24,77.24,0.0,0.0,77.12,77.12,77.12,0.0,0.0,77.24,77.24,77.24,0.0,0.0
2019-03-17,75.3,75.3,75.3,0.0,0.0,75.3,75.3,75.3,0.0,0.0,74.96,74.96,74.96,0.0,0.0,75.14,75.14,75.14,0.0,0.0
2019-03-24,76.41,76.41,76.41,0.0,0.0,76.51,76.51,76.51,0.0,0.0,76.27,76.27,76.27,0.0,0.0,76.44,76.44,76.44,0.0,0.0
2019-03-31,77.7,77.7,77.7,0.0,0.0,77.79,77.79,77.79,0.0,0.0,77.65,77.65,77.65,0.0,0.0,77.65,77.65,77.65,0.0,0.0
2019-04-07,78.09,78.09,78.09,0.0,0.0,78.27,78.27,78.27,0.0,0.0,78.08,78.08,78.08,0.0,0.0,78.24,78.24,78.24,0.0,0.0
2019-04-14,78.19,78.19,78.19,0.0,0.0,78.21,78.21,78.21,0.0,0.0,78.19,78.19,78.19,0.0,0.0,78.21,78.21,78.21,0.0,0.0
2019-04-21,77.75,77.75,77.75,0.0,0.0,78.02,78.02,78.02,0.0,0.0,77.75,77.75,77.75,0.0,0.0,77.99,77.99,77.99,0.0,0.0
2019-04-28,77.66,77.66,77.66,0.0,0.0,77.66,77.66,77.66,0.0,0.0,77.29,77.29,77.29,0.0,0.0,77.29,77.29,77.29,0.0,0.0
2019-05-05,75.24,75.24,75.24,0.0,0.0,75.68,75.68,75.68,0.0,0.0,75.23,75.23,75.23,0.0,0.0,75.68,75.68,75.68,0.0,0.0
2019-05-12,75.78,75.78,75.78,0.0,0.0,76.03,76.03,76.03,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.93,75.93,75.93,0.0,0.0
2019-05-19,75.1,75.1,75.1,0.0,0.0,75.12,75.12,75.12,0.0,0.0,74.96,74.96,74.96,0.0,0.0,74.97,74.97,74.97,0.0,0.0
2019-05-26,74.48,74.48,74.48,0.0,0.0,74.48,74.48,74.48,0.0,0.0,73.75,73.75,73.75,0.0,0.0,73.75,73.75,73.75,0.0,0.0
2019-06-02,73.48,73.48,73.48,0.0,0.0,73.64,73.64,73.64,0.0,0.0,73.35,73.35,73.35,0.0,0.0,73.64,73.64,73.64,0.0,0.0
2019-06-09,73.94,73.94,73.94,0.0,0.0,74.28,74.28,74.28,0.0,0.0,73.92,73.92,73.92,0.0,0.0,74.2,74.2,74.2,0.0,0.0
2019-06-16,72.85,72.85,72.85,0.0,0.0,73.12,73.12,73.12,0.0,0.0,72.63,72.63,72.63,0.0,0.0,72.63,72.63,72.63,0.0,0.0
2019-06-23,73.36,73.36,73.36,0.0,0.0,73.51,73.51,73.51,0.0,0.0,73.2,73.2,73.2,0.0,0.0,73.46,73.46,73.46,0.0,0.0
2019-06-30,74.25,74.25,74.25,0.0,0.0,74.58,74.58,74.58,0.0,0.0,74.25,74.25,74.25,0.0,0.0,74.42,74.42,74.42,0.0,0.0
2019-07-07,74.0,74.0,74.0,0.0,0.0,74.0,74.0,74.0,0.0,0.0,73.58,73.58,73.58,0.0,0.0,73.63,73.63,73.63,0.0,0.0
2019-07-14,73.49,73.49,73.49,0.0,0.0,73.55,73.55,73.55,0.0,0.0,73.47,73.47,73.47,0.0,0.0,73.52,73.52,73.52,0.0,0.0
2019-07-21,74.81,74.81,74.81,0.0,0.0,75.0,75.0,75.0,0.0,0.0,74.81,74.81,74.81,0.0,0.0,74.94,74.94,74.94,0.0,0.0
2019-07-28,72.3,72.3,72.3,0.0,0.0,72.3,72.3,72.3,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.11,72.11,72.11,0.0,0.0
2019-08-04,70.85,70.85,70.85,0.0,0.0,70.88,70.88,70.88,0.0,0.0,70.45,70.45,70.45,0.0,0.0,70.8,70.8,70.8,0.0,0.0
2019-08-11,71.75,71.75,71.75,0.0,0.0,71.91,71.91,71.91,0.0,0.0,71.71,71.71,71.71,0.0,0.0,71.81,71.81,71.81,0.0,0.0
2019-08-18,72.13,72.13,72.13,0.0,0.0,72.13,72.13,72.13,0.0,0.0,70.52,70.52,70.52,0.0,0.0,70.52,70.52,70.52,0.0,0.0
2019-08-25,71.75,71.75,71.75,0.0,0.0,72.05,72.05,72.05,0.0,0.0,71.75,71.75,71.75,0.0,0.0,71.82,71.82,71.82,0.0,0.0
2019-09-01,72.64,72.64,72.64,0.0,0.0,72.7,72.7,72.7,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.7,72.7,72.7,0.0,0.0
2019-09-08,74.47,74.47,74.47,0.0,0.0,74.49,74.49,74.49,0.0,0.0,74.4,74.4,74.4,0.0,0.0,74.49,74.49,74.49,0.0,0.0
2019-09-15,72.96,72.96,72.96,0.0,0.0,72.96,72.96,72.96,0.0,0.0,72.96,72.96,72.96,0.0,0.0,72.96,72.96,72.96,0.0,0.0
2019-09-22,74.67,74.67,74.67,0.0,0.0,74.74,74.74,74.74,0.0,0.0,74.32,74.32,74.32,0.0,0.0,74.44,74.44,74.44,0.0,0.0
2019-09-29,73.23,73.23,73.23,0.0,0.0,73.23,73.23,73.23,0.0,0.0,72.93,72.93,72.93,0.0,0.0,73.03,73.03,73.03,0.0,0.0
2019-10-06,75.16,75.16,75.16,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.16,75.16,75.16,0.0,0.0,75.21,75.21,75.21,0.0,0.0
2019-10-13,75.34,75.34,75.34,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.26,75.26,75.26,0.0,0.0,75.29,75.29,75.29,0.0,0.0
2019-10-20,75.66,75.66,75.66,0.0,0.0,75.74,75.74,75.74,0.0,0.0,75.66,75.66,75.66,0.0,0.0,75.73,75.73,75.73,0.0,0.0
2019-10-27,74.94,74.94,74.94,0.0,0.0,75.29,75.29,75.29,0.0,0.0,74.77,74.77,74.77,0.0,0.0,75.13,75.13,75.13,0.0,0.0
2019-11-03,76.76,76.76,76.76,0.0,0.0,76.76,76.76,76.76,0.0,0.0,76.49,76.49,76.49,0.0,0.0,76.59,76.59,76.59,0.0,0.0
2019-11-10,75.97,75.97,75.97,0.0,0.0,76.1,76.1,76.1,0.0,0.0,75.95,75.95,75.95,0.0,0.0,76.07,76.07,76.07,0.0,0.0
2019-11-17,75.88,75.88,75.88,0.0,0.0,76.0,76.0,76.0,0.0,0.0,75.61,75.61,75.61,0.0,0.0,75.61,75.61,75.61,0.0,0.0
2019-11-24,77.37,77.37,77.37,0.0,0.0,77.37,77.37,77.37,0.0,0.0,77.07,77.07,77.07,0.0,0.0,77.07,77.07,77.07,0.0,0.0
2019-12-01,75.37,75.37,75.37,0.0,0.0,75.82,75.82,75.82,0.0,0.0,75.37,75.37,75.37,0.0,0.0,75.82,75.82,75.82,0.0,0.0
2019-12-08,76.95,76.95,76.95,0.0,0.0,77.27,77.27,77.27,0.0,0.0,76.9,76.9,76.9,0.0,0.0,77.03,77.03,77.03,0.0,0.0
2019-12-15,77.33,77.33,77.33,0.0,0.0,77.35,77.35,77.35,0.0,0.0,77.3,77.3,77.3,0.0,0.0,77.31,77.31,77.31,0.0,0.0
2019-12-22,77.45,77.45,77.45,0.0,0.0,77.55,77.55,77.55,0.0,0.0,77.42,77.42,77.42,0.0,0.0,77.42,77.42,77.42,0.0,0.0
2019-12-29,75.72,75.72,75.72,0.0,0.0,75.72,75.72,75.72,0.0,0.0,75.21,75.21,75.21,0.0,0.0,75.49,75.49,75.49,0.0,0.0
