Date,AlphaClone Alternative Alpha_Open_average,AlphaClone Alternative Alpha_Open_max,AlphaClone Alternative Alpha_Open_min,AlphaClone Alternative Alpha_Open_volatility,AlphaClone Alternative Alpha_Open_change,AlphaClone Alternative Alpha_High_average,AlphaClone Alternative Alpha_High_max,AlphaClone Alternative Alpha_High_min,AlphaClone Alternative Alpha_High_volatility,AlphaClone Alternative Alpha_High_change,AlphaClone Alternative Alpha_Low_average,AlphaClone Alternative Alpha_Low_max,AlphaClone Alternative Alpha_Low_min,AlphaClone Alternative Alpha_Low_volatility,AlphaClone Alternative Alpha_Low_change,AlphaClone Alternative Alpha_Close_average,AlphaClone Alternative Alpha_Close_max,AlphaClone Alternative Alpha_Close_min,AlphaClone Alternative Alpha_Close_volatility,AlphaClone Alternative Alpha_Close_change
2019-01-27,46.6,46.6,46.6,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.88,46.88,46.88,0.0,0.0
2019-02-03,46.77,46.77,46.77,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.54,46.54,46.54,0.0,0.0
2019-02-10,47.45,47.45,47.45,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.45,47.45,47.45,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2019-02-17,49.22,49.22,49.22,0.0,0.0,49.22,49.22,49.22,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2019-02-24,49.35,49.35,49.35,0.0,0.0,49.35,49.35,49.35,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2019-03-03,48.65,48.65,48.65,0.0,0.0,49.33,49.33,49.33,0.0,0.0,48.65,48.65,48.65,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-03-10,50.18,50.18,50.18,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2019-03-17,49.08,49.08,49.08,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.66,49.66,49.66,0.0,0.0
2019-03-24,50.86,50.86,50.86,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2019-03-31,51.49,51.49,51.49,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2019-04-07,51.65,51.65,51.65,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2019-04-14,51.34,51.34,51.34,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2019-04-21,53.1,53.1,53.1,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.98,52.98,52.98,0.0,0.0,53.04,53.04,53.04,0.0,0.0
2019-04-28,51.31,51.31,51.31,0.0,0.0,52.65,52.65,52.65,0.0,0.0,51.31,51.31,51.31,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2019-05-05,50.37,50.37,50.37,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-05-12,51.06,51.06,51.06,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.06,51.06,51.06,0.0,0.0
2019-05-19,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2019-05-26,49.17,49.17,49.17,0.0,0.0,49.25,49.25,49.25,0.0,0.0,48.8,48.8,48.8,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2019-06-02,52.35,52.35,52.35,0.0,0.0,52.35,52.35,52.35,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2019-06-09,51.82,51.82,51.82,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2019-06-16,52.84,52.84,52.84,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2019-06-23,53.05,53.05,53.05,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.05,53.05,53.05,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2019-06-30,53.62,53.62,53.62,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2019-07-07,54.26,54.26,54.26,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2019-07-14,53.09,53.09,53.09,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2019-07-21,53.58,53.58,53.58,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2019-07-28,50.62,50.62,50.62,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-08-04,52.25,52.25,52.25,0.0,0.0,52.25,52.25,52.25,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2019-08-11,52.62,52.62,52.62,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2019-08-18,52.08,52.08,52.08,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.08,52.08,52.08,0.0,0.0
2019-08-25,53.39,53.39,53.39,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2019-09-01,54.7,54.7,54.7,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2019-09-08,55.52,55.52,55.52,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.66,55.66,55.66,0.0,0.0
2019-09-15,55.59,55.59,55.59,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2019-09-22,54.02,54.02,54.02,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2019-09-29,53.9,53.9,53.9,0.0,0.0,53.99,53.99,53.99,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2019-10-06,54.3,54.3,54.3,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.41,54.41,54.41,0.0,0.0
2019-10-13,55.31,55.31,55.31,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2019-10-20,56.02,56.02,56.02,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.18,56.18,56.18,0.0,0.0
2019-10-27,56.87,56.87,56.87,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.89,56.89,56.89,0.0,0.0
2019-11-03,56.74,56.74,56.74,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.78,56.78,56.78,0.0,0.0
2019-11-10,56.96,56.96,56.96,0.0,0.0,57.28,57.28,57.28,0.0,0.0,56.96,56.96,56.96,0.0,0.0,57.28,57.28,57.28,0.0,0.0
2019-11-17,57.61,57.61,57.61,0.0,0.0,58.01,58.01,58.01,0.0,0.0,57.61,57.61,57.61,0.0,0.0,57.98,57.98,57.98,0.0,0.0
2019-11-24,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2019-12-01,57.5,57.5,57.5,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2019-12-08,58.07,58.07,58.07,0.0,0.0,58.07,58.07,58.07,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2019-12-15,58.66,58.66,58.66,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2019-12-22,58.27,58.27,58.27,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2019-12-29,58.96,58.96,58.96,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.9,58.9,58.9,0.0,0.0,59.06,59.06,59.06,0.0,0.0
