Date,Fidelity Low Volatility_etf_Open_average,Fidelity Low Volatility_etf_Open_max,Fidelity Low Volatility_etf_Open_min,Fidelity Low Volatility_etf_Open_volatility,Fidelity Low Volatility_etf_Open_change,Fidelity Low Volatility_etf_High_average,Fidelity Low Volatility_etf_High_max,Fidelity Low Volatility_etf_High_min,Fidelity Low Volatility_etf_High_volatility,Fidelity Low Volatility_etf_High_change,Fidelity Low Volatility_etf_Low_average,Fidelity Low Volatility_etf_Low_max,Fidelity Low Volatility_etf_Low_min,Fidelity Low Volatility_etf_Low_volatility,Fidelity Low Volatility_etf_Low_change,Fidelity Low Volatility_etf_Close_average,Fidelity Low Volatility_etf_Close_max,Fidelity Low Volatility_etf_Close_min,Fidelity Low Volatility_etf_Close_volatility,Fidelity Low Volatility_etf_Close_change
2018-03-25,29.95,29.95,29.95,0.0,0.0,30.22,30.22,30.22,0.0,0.0,29.79,29.79,29.79,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2018-04-01,30.08,30.08,30.08,0.0,0.0,30.26,30.26,30.26,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2018-04-08,30.34,30.34,30.34,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2018-04-15,30.45,30.45,30.45,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2018-04-22,30.32,30.32,30.32,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2018-04-29,29.94,29.94,29.94,0.0,0.0,30.31,30.31,30.31,0.0,0.0,29.89,29.89,29.89,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2018-05-06,30.92,30.92,30.92,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2018-05-13,30.82,30.82,30.82,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2018-05-20,30.87,30.87,30.87,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2018-05-27,31.03,31.03,31.03,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2018-06-03,31.66,31.66,31.66,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2018-06-10,31.5,31.5,31.5,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-06-17,31.33,31.33,31.33,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2018-06-24,31.09,31.09,31.09,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2018-07-01,31.36,31.36,31.36,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2018-07-08,31.96,31.96,31.96,0.0,0.0,32.07,32.07,32.07,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2018-07-15,32.2,32.2,32.2,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2018-07-22,32.66,32.66,32.66,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2018-07-29,32.61,32.61,32.61,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2018-08-05,32.8,32.8,32.8,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2018-08-12,33.09,33.09,33.09,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2018-08-19,33.17,33.17,33.17,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2018-08-26,33.53,33.53,33.53,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2018-09-02,33.52,33.52,33.52,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2018-09-09,33.83,33.83,33.83,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2018-09-16,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2018-09-23,33.51,33.51,33.51,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2018-09-30,33.61,33.61,33.61,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2018-10-07,32.37,32.37,32.37,0.0,0.0,32.4,32.4,32.4,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2018-10-14,32.48,32.48,32.48,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2018-10-21,31.54,31.54,31.54,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2018-10-28,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2018-11-04,33.15,33.15,33.15,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2018-11-11,32.5,32.5,32.5,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2018-11-18,31.79,31.79,31.79,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2018-11-25,32.75,32.75,32.75,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2018-12-02,32.16,32.16,32.16,0.0,0.0,32.35,32.35,32.35,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2018-12-09,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2018-12-16,29.65,29.65,29.65,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2018-12-23,29.9,29.9,29.9,0.0,0.0,30.22,30.22,30.22,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2018-12-30,29.69,29.69,29.69,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.69,29.69,29.69,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2019-01-06,30.7,30.7,30.7,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2019-01-13,31.32,31.32,31.32,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2019-01-20,31.5,31.5,31.5,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2019-01-27,32.2,32.2,32.2,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2019-02-03,32.24,32.24,32.24,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2019-02-10,32.87,32.87,32.87,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.87,32.87,32.87,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2019-02-17,33.32,33.32,33.32,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-02-24,33.59,33.59,33.59,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2019-03-03,33.0,33.0,33.0,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.81,32.81,32.81,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-03-10,33.68,33.68,33.68,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2019-03-17,33.92,33.92,33.92,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2019-03-24,34.04,34.04,34.04,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2019-03-31,34.4,34.4,34.4,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-04-07,34.57,34.57,34.57,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2019-04-14,34.57,34.57,34.57,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2019-04-21,34.76,34.76,34.76,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2019-04-28,34.76,34.76,34.76,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2019-05-05,34.16,34.16,34.16,0.0,0.0,34.59,34.59,34.59,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2019-05-12,34.49,34.49,34.49,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-05-19,34.59,34.59,34.59,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-05-26,33.94,33.94,33.94,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2019-06-02,35.22,35.22,35.22,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2019-06-09,35.54,35.54,35.54,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2019-06-16,36.0,36.0,36.0,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2019-06-23,35.58,35.58,35.58,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2019-06-30,36.38,36.38,36.38,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2019-07-07,36.7,36.7,36.7,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2019-07-14,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2019-07-21,36.73,36.73,36.73,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2019-07-28,36.19,36.19,36.19,0.0,0.0,36.19,36.19,36.19,0.0,0.0,35.9,35.9,35.9,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2019-08-04,36.29,36.29,36.29,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.27,36.27,36.27,0.0,0.0
2019-08-11,35.89,35.89,35.89,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.89,35.89,35.89,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2019-08-18,36.4,36.4,36.4,0.0,0.0,36.51,36.51,36.51,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2019-08-25,36.87,36.87,36.87,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2019-09-01,37.2,37.2,37.2,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2019-09-08,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2019-09-15,37.09,37.09,37.09,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.81,36.81,36.81,0.0,0.0
2019-09-22,36.79,36.79,36.79,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2019-09-29,36.24,36.24,36.24,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2019-10-06,36.79,36.79,36.79,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2019-10-13,36.9,36.9,36.9,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2019-10-20,36.88,36.88,36.88,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2019-10-27,37.24,37.24,37.24,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2019-11-03,37.14,37.14,37.14,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2019-11-10,37.55,37.55,37.55,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2019-11-17,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2019-11-24,38.19,38.19,38.19,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2019-12-01,38.13,38.13,38.13,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2019-12-08,38.3,38.3,38.3,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2019-12-15,38.58,38.58,38.58,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2019-12-22,38.93,38.93,38.93,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2019-12-29,38.57,38.57,38.57,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.82,38.82,38.82,0.0,0.0
