Date,Guggenheim CurrencyShares Swedish Krona_Open_average,Guggenheim CurrencyShares Swedish Krona_Open_max,Guggenheim CurrencyShares Swedish Krona_Open_min,Guggenheim CurrencyShares Swedish Krona_Open_volatility,Guggenheim CurrencyShares Swedish Krona_Open_change,Guggenheim CurrencyShares Swedish Krona_High_average,Guggenheim CurrencyShares Swedish Krona_High_max,Guggenheim CurrencyShares Swedish Krona_High_min,Guggenheim CurrencyShares Swedish Krona_High_volatility,Guggenheim CurrencyShares Swedish Krona_High_change,Guggenheim CurrencyShares Swedish Krona_Low_average,Guggenheim CurrencyShares Swedish Krona_Low_max,Guggenheim CurrencyShares Swedish Krona_Low_min,Guggenheim CurrencyShares Swedish Krona_Low_volatility,Guggenheim CurrencyShares Swedish Krona_Low_change,Guggenheim CurrencyShares Swedish Krona_Close_average,Guggenheim CurrencyShares Swedish Krona_Close_max,Guggenheim CurrencyShares Swedish Krona_Close_min,Guggenheim CurrencyShares Swedish Krona_Close_volatility,Guggenheim CurrencyShares Swedish Krona_Close_change
2018-04-22,108.66,108.66,108.66,0.0,0.0,108.66,108.66,108.66,0.0,0.0,108.11,108.11,108.11,0.0,0.0,108.16,108.16,108.16,0.0,0.0
2018-04-29,107.15,107.15,107.15,0.0,0.0,107.15,107.15,107.15,0.0,0.0,107.15,107.15,107.15,0.0,0.0,107.15,107.15,107.15,0.0,0.0
2018-05-06,109.99,109.99,109.99,0.0,0.0,109.99,109.99,109.99,0.0,0.0,109.64,109.64,109.64,0.0,0.0,109.64,109.64,109.64,0.0,0.0
2018-05-13,108.68,108.68,108.68,0.0,0.0,108.68,108.68,108.68,0.0,0.0,108.63,108.63,108.63,0.0,0.0,108.64,108.64,108.64,0.0,0.0
2018-05-20,108.0,108.0,108.0,0.0,0.0,108.0,108.0,108.0,0.0,0.0,108.0,108.0,108.0,0.0,0.0,108.0,108.0,108.0,0.0,0.0
2018-05-27,107.99,107.99,107.99,0.0,0.0,107.99,107.99,107.99,0.0,0.0,107.77,107.77,107.77,0.0,0.0,107.88,107.88,107.88,0.0,0.0
2018-06-03,108.93,108.93,108.93,0.0,0.0,109.29,109.29,109.29,0.0,0.0,108.86,108.86,108.86,0.0,0.0,109.09,109.09,109.09,0.0,0.0
2018-06-10,107.15,107.15,107.15,0.0,0.0,107.15,107.15,107.15,0.0,0.0,107.15,107.15,107.15,0.0,0.0,107.15,107.15,107.15,0.0,0.0
2018-06-17,106.53,106.53,106.53,0.0,0.0,106.79,106.79,106.79,0.0,0.0,106.53,106.53,106.53,0.0,0.0,106.79,106.79,106.79,0.0,0.0
2018-06-24,105.4,105.4,105.4,0.0,0.0,105.4,105.4,105.4,0.0,0.0,104.81,104.81,104.81,0.0,0.0,104.81,104.81,104.81,0.0,0.0
2018-07-01,107.99,107.99,107.99,0.0,0.0,108.21,108.21,108.21,0.0,0.0,107.99,107.99,107.99,0.0,0.0,108.21,108.21,108.21,0.0,0.0
2018-07-08,106.96,106.96,106.96,0.0,0.0,107.04,107.04,107.04,0.0,0.0,106.85,106.85,106.85,0.0,0.0,107.0,107.0,107.0,0.0,0.0
2018-07-15,106.26,106.26,106.26,0.0,0.0,106.26,106.26,106.26,0.0,0.0,106.26,106.26,106.26,0.0,0.0,106.26,106.26,106.26,0.0,0.0
2018-07-22,107.53,107.53,107.53,0.0,0.0,107.53,107.53,107.53,0.0,0.0,107.53,107.53,107.53,0.0,0.0,107.53,107.53,107.53,0.0,0.0
2018-07-29,106.26,106.26,106.26,0.0,0.0,106.26,106.26,106.26,0.0,0.0,106.26,106.26,106.26,0.0,0.0,106.26,106.26,106.26,0.0,0.0
2018-08-05,103.48,103.48,103.48,0.0,0.0,103.48,103.48,103.48,0.0,0.0,103.39,103.39,103.39,0.0,0.0,103.39,103.39,103.39,0.0,0.0
2018-08-12,102.54,102.54,102.54,0.0,0.0,102.86,102.86,102.86,0.0,0.0,102.47,102.47,102.47,0.0,0.0,102.86,102.86,102.86,0.0,0.0
2018-08-19,103.5,103.5,103.5,0.0,0.0,103.54,103.54,103.54,0.0,0.0,103.5,103.5,103.5,0.0,0.0,103.54,103.54,103.54,0.0,0.0
2018-08-26,103.2,103.2,103.2,0.0,0.0,103.2,103.2,103.2,0.0,0.0,103.2,103.2,103.2,0.0,0.0,103.2,103.2,103.2,0.0,0.0
2018-09-02,104.13,104.13,104.13,0.0,0.0,104.15,104.15,104.15,0.0,0.0,104.04,104.04,104.04,0.0,0.0,104.04,104.04,104.04,0.0,0.0
2018-09-09,104.36,104.36,104.36,0.0,0.0,105.48,105.48,105.48,0.0,0.0,104.36,104.36,104.36,0.0,0.0,105.41,105.41,105.41,0.0,0.0
2018-09-16,107.1,107.1,107.1,0.0,0.0,107.1,107.1,107.1,0.0,0.0,106.74,106.74,106.74,0.0,0.0,106.74,106.74,106.74,0.0,0.0
2018-09-23,105.57,105.57,105.57,0.0,0.0,105.82,105.82,105.82,0.0,0.0,105.57,105.57,105.57,0.0,0.0,105.82,105.82,105.82,0.0,0.0
2018-09-30,103.14,103.14,103.14,0.0,0.0,103.14,103.14,103.14,0.0,0.0,103.14,103.14,103.14,0.0,0.0,103.14,103.14,103.14,0.0,0.0
2018-10-07,105.11,105.11,105.11,0.0,0.0,105.11,105.11,105.11,0.0,0.0,104.91,104.91,104.91,0.0,0.0,104.95,104.95,104.95,0.0,0.0
2018-10-14,104.3,104.3,104.3,0.0,0.0,104.3,104.3,104.3,0.0,0.0,104.3,104.3,104.3,0.0,0.0,104.3,104.3,104.3,0.0,0.0
2018-10-21,102.7,102.7,102.7,0.0,0.0,102.7,102.7,102.7,0.0,0.0,102.7,102.7,102.7,0.0,0.0,102.7,102.7,102.7,0.0,0.0
2018-10-28,103.47,103.47,103.47,0.0,0.0,103.67,103.67,103.67,0.0,0.0,103.47,103.47,103.47,0.0,0.0,103.67,103.67,103.67,0.0,0.0
2018-11-04,102.83,102.83,102.83,0.0,0.0,102.83,102.83,102.83,0.0,0.0,102.83,102.83,102.83,0.0,0.0,102.83,102.83,102.83,0.0,0.0
2018-11-11,104.4,104.4,104.4,0.0,0.0,104.45,104.45,104.45,0.0,0.0,104.21,104.21,104.21,0.0,0.0,104.45,104.45,104.45,0.0,0.0
2018-11-18,103.16,103.16,103.16,0.0,0.0,103.16,103.16,103.16,0.0,0.0,103.16,103.16,103.16,0.0,0.0,103.16,103.16,103.16,0.0,0.0
2018-11-25,103.69,103.69,103.69,0.0,0.0,103.85,103.85,103.85,0.0,0.0,103.5,103.5,103.5,0.0,0.0,103.85,103.85,103.85,0.0,0.0
2018-12-02,102.95,102.95,102.95,0.0,0.0,103.07,103.07,103.07,0.0,0.0,102.95,102.95,102.95,0.0,0.0,103.07,103.07,103.07,0.0,0.0
2018-12-09,103.36,103.36,103.36,0.0,0.0,103.47,103.47,103.47,0.0,0.0,103.36,103.36,103.36,0.0,0.0,103.36,103.36,103.36,0.0,0.0
2018-12-16,104.99,104.99,104.99,0.0,0.0,104.99,104.99,104.99,0.0,0.0,103.47,103.47,103.47,0.0,0.0,103.47,103.47,103.47,0.0,0.0
2018-12-23,105.42,105.42,105.42,0.0,0.0,105.71,105.71,105.71,0.0,0.0,105.42,105.42,105.42,0.0,0.0,105.65,105.65,105.65,0.0,0.0
2018-12-30,104.98,104.98,104.98,0.0,0.0,105.29,105.29,105.29,0.0,0.0,104.89,104.89,104.89,0.0,0.0,105.22,105.22,105.22,0.0,0.0
2019-01-06,104.5,104.5,104.5,0.0,0.0,104.5,104.5,104.5,0.0,0.0,104.5,104.5,104.5,0.0,0.0,104.5,104.5,104.5,0.0,0.0
2019-01-13,103.62,103.62,103.62,0.0,0.0,103.62,103.62,103.62,0.0,0.0,103.62,103.62,103.62,0.0,0.0,103.62,103.62,103.62,0.0,0.0
2019-01-20,103.14,103.14,103.14,0.0,0.0,103.25,103.25,103.25,0.0,0.0,103.14,103.14,103.14,0.0,0.0,103.25,103.25,103.25,0.0,0.0
2019-01-27,102.6,102.6,102.6,0.0,0.0,102.64,102.64,102.64,0.0,0.0,102.55,102.55,102.55,0.0,0.0,102.64,102.64,102.64,0.0,0.0
2019-02-03,100.62,100.62,100.62,0.0,0.0,100.62,100.62,100.62,0.0,0.0,100.38,100.38,100.38,0.0,0.0,100.38,100.38,100.38,0.0,0.0
2019-02-10,100.52,100.52,100.52,0.0,0.0,100.76,100.76,100.76,0.0,0.0,100.5,100.5,100.5,0.0,0.0,100.76,100.76,100.76,0.0,0.0
2019-02-17,100.23,100.23,100.23,0.0,0.0,100.23,100.23,100.23,0.0,0.0,100.23,100.23,100.23,0.0,0.0,100.23,100.23,100.23,0.0,0.0
2019-02-24,100.44,100.44,100.44,0.0,0.0,100.44,100.44,100.44,0.0,0.0,99.78,99.78,99.78,0.0,0.0,100.02,100.02,100.02,0.0,0.0
2019-03-03,99.45,99.45,99.45,0.0,0.0,99.45,99.45,99.45,0.0,0.0,99.45,99.45,99.45,0.0,0.0,99.45,99.45,99.45,0.0,0.0
2019-03-10,101.15,101.15,101.15,0.0,0.0,101.15,101.15,101.15,0.0,0.0,100.95,100.95,100.95,0.0,0.0,101.05,101.05,101.05,0.0,0.0
2019-03-17,100.84,100.84,100.84,0.0,0.0,100.84,100.84,100.84,0.0,0.0,100.84,100.84,100.84,0.0,0.0,100.84,100.84,100.84,0.0,0.0
2019-03-24,100.39,100.39,100.39,0.0,0.0,100.4,100.4,100.4,0.0,0.0,100.39,100.39,100.39,0.0,0.0,100.4,100.4,100.4,0.0,0.0
2019-03-31,100.78,100.78,100.78,0.0,0.0,100.79,100.79,100.79,0.0,0.0,100.53,100.53,100.53,0.0,0.0,100.64,100.64,100.64,0.0,0.0
2019-04-07,100.53,100.53,100.53,0.0,0.0,100.53,100.53,100.53,0.0,0.0,100.53,100.53,100.53,0.0,0.0,100.53,100.53,100.53,0.0,0.0
2019-04-14,99.61,99.61,99.61,0.0,0.0,100.08,100.08,100.08,0.0,0.0,99.61,99.61,99.61,0.0,0.0,100.08,100.08,100.08,0.0,0.0
2019-04-21,97.67,97.67,97.67,0.0,0.0,97.67,97.67,97.67,0.0,0.0,97.6,97.6,97.6,0.0,0.0,97.6,97.6,97.6,0.0,0.0
2019-04-28,97.02,97.02,97.02,0.0,0.0,97.36,97.36,97.36,0.0,0.0,97.02,97.02,97.02,0.0,0.0,97.36,97.36,97.36,0.0,0.0
2019-05-05,96.6,96.6,96.6,0.0,0.0,96.6,96.6,96.6,0.0,0.0,96.6,96.6,96.6,0.0,0.0,96.6,96.6,96.6,0.0,0.0
2019-05-12,96.34,96.34,96.34,0.0,0.0,96.34,96.34,96.34,0.0,0.0,96.2,96.2,96.2,0.0,0.0,96.2,96.2,96.2,0.0,0.0
2019-05-19,97.2,97.2,97.2,0.0,0.0,97.56,97.56,97.56,0.0,0.0,97.2,97.2,97.2,0.0,0.0,97.49,97.49,97.49,0.0,0.0
2019-05-26,98.09,98.09,98.09,0.0,0.0,98.43,98.43,98.43,0.0,0.0,98.05,98.05,98.05,0.0,0.0,98.4,98.4,98.4,0.0,0.0
2019-06-02,98.74,98.74,98.74,0.0,0.0,98.74,98.74,98.74,0.0,0.0,98.74,98.74,98.74,0.0,0.0,98.74,98.74,98.74,0.0,0.0
2019-06-09,97.95,97.95,97.95,0.0,0.0,97.95,97.95,97.95,0.0,0.0,97.95,97.95,97.95,0.0,0.0,97.95,97.95,97.95,0.0,0.0
2019-06-16,99.68,99.68,99.68,0.0,0.0,100.0,100.0,100.0,0.0,0.0,99.68,99.68,99.68,0.0,0.0,99.99,99.99,99.99,0.0,0.0
2019-06-23,99.26,99.26,99.26,0.0,0.0,99.26,99.26,99.26,0.0,0.0,99.26,99.26,99.26,0.0,0.0,99.26,99.26,99.26,0.0,0.0
2019-06-30,98.06,98.06,98.06,0.0,0.0,98.06,98.06,98.06,0.0,0.0,98.06,98.06,98.06,0.0,0.0,98.06,98.06,98.06,0.0,0.0
2019-07-07,99.19,99.19,99.19,0.0,0.0,99.19,99.19,99.19,0.0,0.0,99.19,99.19,99.19,0.0,0.0,99.19,99.19,99.19,0.0,0.0
2019-07-14,98.59,98.59,98.59,0.0,0.0,98.59,98.59,98.59,0.0,0.0,98.53,98.53,98.53,0.0,0.0,98.53,98.53,98.53,0.0,0.0
2019-07-21,97.49,97.49,97.49,0.0,0.0,97.72,97.72,97.72,0.0,0.0,97.44,97.44,97.44,0.0,0.0,97.69,97.69,97.69,0.0,0.0
2019-07-28,97.0,97.0,97.0,0.0,0.0,97.0,97.0,97.0,0.0,0.0,95.75,95.75,95.75,0.0,0.0,95.76,95.76,95.76,0.0,0.0
2019-08-04,96.1,96.1,96.1,0.0,0.0,96.88,96.88,96.88,0.0,0.0,96.1,96.1,96.1,0.0,0.0,96.88,96.88,96.88,0.0,0.0
2019-08-11,95.72,95.72,95.72,0.0,0.0,95.72,95.72,95.72,0.0,0.0,95.62,95.62,95.62,0.0,0.0,95.68,95.68,95.68,0.0,0.0
2019-08-18,94.51,94.51,94.51,0.0,0.0,95.74,95.74,95.74,0.0,0.0,94.51,94.51,94.51,0.0,0.0,95.67,95.67,95.67,0.0,0.0
2019-08-25,94.33,94.33,94.33,0.0,0.0,94.43,94.43,94.43,0.0,0.0,94.28,94.28,94.28,0.0,0.0,94.4,94.4,94.4,0.0,0.0
2019-09-01,95.83,95.83,95.83,0.0,0.0,95.83,95.83,95.83,0.0,0.0,95.83,95.83,95.83,0.0,0.0,95.83,95.83,95.83,0.0,0.0
2019-09-08,96.0,96.0,96.0,0.0,0.0,96.0,96.0,96.0,0.0,0.0,96.0,96.0,96.0,0.0,0.0,96.0,96.0,96.0,0.0,0.0
2019-09-15,94.92,94.92,94.92,0.0,0.0,95.25,95.25,95.25,0.0,0.0,94.82,94.82,94.82,0.0,0.0,95.25,95.25,95.25,0.0,0.0
2019-09-22,94.1,94.1,94.1,0.0,0.0,94.1,94.1,94.1,0.0,0.0,93.98,93.98,93.98,0.0,0.0,94.03,94.03,94.03,0.0,0.0
2019-09-29,93.25,93.25,93.25,0.0,0.0,93.25,93.25,93.25,0.0,0.0,93.22,93.22,93.22,0.0,0.0,93.22,93.22,93.22,0.0,0.0
2019-10-06,94.15,94.15,94.15,0.0,0.0,94.15,94.15,94.15,0.0,0.0,94.15,94.15,94.15,0.0,0.0,94.15,94.15,94.15,0.0,0.0
2019-10-13,95.8,95.8,95.8,0.0,0.0,95.8,95.8,95.8,0.0,0.0,95.8,95.8,95.8,0.0,0.0,95.8,95.8,95.8,0.0,0.0
2019-10-20,95.19,95.19,95.19,0.0,0.0,95.19,95.19,95.19,0.0,0.0,95.19,95.19,95.19,0.0,0.0,95.19,95.19,95.19,0.0,0.0
2019-10-27,95.75,95.75,95.75,0.0,0.0,95.75,95.75,95.75,0.0,0.0,95.75,95.75,95.75,0.0,0.0,95.75,95.75,95.75,0.0,0.0
2019-11-03,95.14,95.14,95.14,0.0,0.0,95.43,95.43,95.43,0.0,0.0,95.14,95.14,95.14,0.0,0.0,95.41,95.41,95.41,0.0,0.0
2019-11-10,95.89,95.89,95.89,0.0,0.0,95.89,95.89,95.89,0.0,0.0,95.89,95.89,95.89,0.0,0.0,95.89,95.89,95.89,0.0,0.0
2019-11-17,96.25,96.25,96.25,0.0,0.0,96.25,96.25,96.25,0.0,0.0,96.25,96.25,96.25,0.0,0.0,96.25,96.25,96.25,0.0,0.0
2019-11-24,96.5,96.5,96.5,0.0,0.0,96.7,96.7,96.7,0.0,0.0,96.5,96.5,96.5,0.0,0.0,96.69,96.69,96.69,0.0,0.0
2019-12-01,96.73,96.73,96.73,0.0,0.0,96.73,96.73,96.73,0.0,0.0,96.73,96.73,96.73,0.0,0.0,96.73,96.73,96.73,0.0,0.0
2019-12-08,98.72,98.72,98.72,0.0,0.0,98.72,98.72,98.72,0.0,0.0,98.43,98.43,98.43,0.0,0.0,98.43,98.43,98.43,0.0,0.0
2019-12-15,97.72,97.72,97.72,0.0,0.0,97.72,97.72,97.72,0.0,0.0,97.5,97.5,97.5,0.0,0.0,97.53,97.53,97.53,0.0,0.0
2019-12-22,98.54,98.54,98.54,0.0,0.0,98.55,98.55,98.55,0.0,0.0,98.45,98.45,98.45,0.0,0.0,98.45,98.45,98.45,0.0,0.0
2019-12-29,97.89,97.89,97.89,0.0,0.0,97.89,97.89,97.89,0.0,0.0,97.89,97.89,97.89,0.0,0.0,97.89,97.89,97.89,0.0,0.0
