Date,WisdomTree US SmallCap Quality Dividend Growth_Open_average,WisdomTree US SmallCap Quality Dividend Growth_Open_max,WisdomTree US SmallCap Quality Dividend Growth_Open_min,WisdomTree US SmallCap Quality Dividend Growth_Open_volatility,WisdomTree US SmallCap Quality Dividend Growth_Open_change,WisdomTree US SmallCap Quality Dividend Growth_High_average,WisdomTree US SmallCap Quality Dividend Growth_High_max,WisdomTree US SmallCap Quality Dividend Growth_High_min,WisdomTree US SmallCap Quality Dividend Growth_High_volatility,WisdomTree US SmallCap Quality Dividend Growth_High_change,WisdomTree US SmallCap Quality Dividend Growth_Low_average,WisdomTree US SmallCap Quality Dividend Growth_Low_max,WisdomTree US SmallCap Quality Dividend Growth_Low_min,WisdomTree US SmallCap Quality Dividend Growth_Low_volatility,WisdomTree US SmallCap Quality Dividend Growth_Low_change,WisdomTree US SmallCap Quality Dividend Growth_Close_average,WisdomTree US SmallCap Quality Dividend Growth_Close_max,WisdomTree US SmallCap Quality Dividend Growth_Close_min,WisdomTree US SmallCap Quality Dividend Growth_Close_volatility,WisdomTree US SmallCap Quality Dividend Growth_Close_change
2018-04-08,34.64,34.64,34.64,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2018-04-15,34.82,34.82,34.82,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2018-04-22,35.01,35.01,35.01,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2018-04-29,34.84,34.84,34.84,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.84,34.84,34.84,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2018-05-06,35.69,35.69,35.69,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2018-05-13,36.22,36.22,36.22,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2018-05-20,36.19,36.19,36.19,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2018-05-27,36.48,36.48,36.48,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2018-06-03,37.04,37.04,37.04,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2018-06-10,37.21,37.21,37.21,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2018-06-17,37.39,37.39,37.39,0.0,0.0,37.39,37.39,37.39,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2018-06-24,36.6,36.6,36.6,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2018-07-01,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2018-07-08,37.59,37.59,37.59,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2018-07-15,37.55,37.55,37.55,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2018-07-22,37.23,37.23,37.23,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2018-07-29,37.46,37.46,37.46,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2018-08-05,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2018-08-12,38.1,38.1,38.1,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2018-08-19,38.7,38.7,38.7,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2018-08-26,38.29,38.29,38.29,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2018-09-02,38.2,38.2,38.2,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2018-09-09,38.15,38.15,38.15,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2018-09-16,38.11,38.11,38.11,0.0,0.0,38.11,38.11,38.11,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2018-09-23,37.93,37.93,37.93,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2018-09-30,36.61,36.61,36.61,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2018-10-07,34.87,34.87,34.87,0.0,0.0,35.35,35.35,35.35,0.0,0.0,34.87,34.87,34.87,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2018-10-14,35.17,35.17,35.17,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2018-10-21,34.4,34.4,34.4,0.0,0.0,34.62,34.62,34.62,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2018-10-28,35.4,35.4,35.4,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2018-11-04,35.46,35.46,35.46,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2018-11-11,34.98,34.98,34.98,0.0,0.0,35.17,35.17,35.17,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2018-11-18,34.75,34.75,34.75,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2018-11-25,35.19,35.19,35.19,0.0,0.0,35.36,35.36,35.36,0.0,0.0,34.81,34.81,34.81,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2018-12-02,33.18,33.18,33.18,0.0,0.0,33.18,33.18,33.18,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2018-12-09,32.44,32.44,32.44,0.0,0.0,32.54,32.54,32.54,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2018-12-16,29.83,29.83,29.83,0.0,0.0,30.06,30.06,30.06,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2018-12-23,31.0,31.0,31.0,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.7,30.7,30.7,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2018-12-30,31.95,31.95,31.95,0.0,0.0,32.62,32.62,32.62,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-01-06,33.18,33.18,33.18,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2019-01-13,34.06,34.06,34.06,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2019-01-20,33.98,33.98,33.98,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2019-01-27,34.56,34.56,34.56,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2019-02-03,34.73,34.73,34.73,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2019-02-10,35.71,35.71,35.71,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.71,35.71,35.71,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2019-02-17,37.06,37.06,37.06,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.81,36.81,36.81,0.0,0.0
2019-02-24,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2019-03-03,35.41,35.41,35.41,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2019-03-10,35.49,35.49,35.49,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2019-03-17,33.76,33.76,33.76,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.66,33.66,33.66,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2019-03-24,34.9,34.9,34.9,0.0,0.0,35.28,35.28,35.28,0.0,0.0,34.9,34.9,34.9,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2019-03-31,35.77,35.77,35.77,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2019-04-07,36.15,36.15,36.15,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2019-04-14,36.37,36.37,36.37,0.0,0.0,36.37,36.37,36.37,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2019-04-21,36.63,36.63,36.63,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2019-04-28,36.43,36.43,36.43,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2019-05-05,35.15,35.15,35.15,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-05-12,34.54,34.54,34.54,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2019-05-19,34.03,34.03,34.03,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.92,33.92,33.92,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2019-05-26,32.78,32.78,32.78,0.0,0.0,33.22,33.22,33.22,0.0,0.0,32.78,32.78,32.78,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2019-06-02,34.44,34.44,34.44,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2019-06-09,34.53,34.53,34.53,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-06-16,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-06-23,35.98,35.98,35.98,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2019-06-30,35.73,35.73,35.73,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2019-07-07,35.56,35.56,35.56,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2019-07-14,35.31,35.31,35.31,0.0,0.0,35.31,35.31,35.31,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2019-07-21,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2019-07-28,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2019-08-04,33.69,33.69,33.69,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-08-11,33.73,33.73,33.73,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-08-18,32.83,32.83,32.83,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2019-08-25,33.8,33.8,33.8,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2019-09-01,34.24,34.24,34.24,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2019-09-08,36.11,36.11,36.11,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2019-09-15,35.39,35.39,35.39,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2019-09-22,35.53,35.53,35.53,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2019-09-29,34.42,34.42,34.42,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-10-06,34.81,34.81,34.81,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-10-13,35.97,35.97,35.97,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2019-10-20,36.61,36.61,36.61,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.58,36.58,36.58,0.0,0.0
2019-10-27,37.12,37.12,37.12,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2019-11-03,37.12,37.12,37.12,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2019-11-10,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2019-11-17,36.91,36.91,36.91,0.0,0.0,37.45,37.45,37.45,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-11-24,37.32,37.32,37.32,0.0,0.0,37.38,37.38,37.38,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2019-12-01,37.6,37.6,37.6,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2019-12-08,37.85,37.85,37.85,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2019-12-15,38.23,38.23,38.23,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2019-12-22,37.74,37.74,37.74,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2019-12-29,37.24,37.24,37.24,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.4,37.4,37.4,0.0,0.0
