Date,PIMCO Total Return Active Exchange-Traded_Open_average,PIMCO Total Return Active Exchange-Traded_Open_max,PIMCO Total Return Active Exchange-Traded_Open_min,PIMCO Total Return Active Exchange-Traded_Open_volatility,PIMCO Total Return Active Exchange-Traded_Open_change,PIMCO Total Return Active Exchange-Traded_High_average,PIMCO Total Return Active Exchange-Traded_High_max,PIMCO Total Return Active Exchange-Traded_High_min,PIMCO Total Return Active Exchange-Traded_High_volatility,PIMCO Total Return Active Exchange-Traded_High_change,PIMCO Total Return Active Exchange-Traded_Low_average,PIMCO Total Return Active Exchange-Traded_Low_max,PIMCO Total Return Active Exchange-Traded_Low_min,PIMCO Total Return Active Exchange-Traded_Low_volatility,PIMCO Total Return Active Exchange-Traded_Low_change,PIMCO Total Return Active Exchange-Traded_Close_average,PIMCO Total Return Active Exchange-Traded_Close_max,PIMCO Total Return Active Exchange-Traded_Close_min,PIMCO Total Return Active Exchange-Traded_Close_volatility,PIMCO Total Return Active Exchange-Traded_Close_change
2018-03-25,103.63,103.63,103.63,0.0,0.0,103.99,103.99,103.99,0.0,0.0,103.63,103.63,103.63,0.0,0.0,103.77,103.77,103.77,0.0,0.0
2018-04-01,103.68,103.68,103.68,0.0,0.0,103.85,103.85,103.85,0.0,0.0,103.54,103.54,103.54,0.0,0.0,103.8,103.8,103.8,0.0,0.0
2018-04-08,103.4,103.4,103.4,0.0,0.0,103.63,103.63,103.63,0.0,0.0,103.4,103.4,103.4,0.0,0.0,103.56,103.56,103.56,0.0,0.0
2018-04-15,102.85,102.85,102.85,0.0,0.0,102.9,102.9,102.9,0.0,0.0,102.73,102.73,102.73,0.0,0.0,102.82,102.82,102.82,0.0,0.0
2018-04-22,102.87,102.87,102.87,0.0,0.0,103.06,103.06,103.06,0.0,0.0,102.87,102.87,102.87,0.0,0.0,102.93,102.93,102.93,0.0,0.0
2018-04-29,102.71,102.71,102.71,0.0,0.0,102.85,102.85,102.85,0.0,0.0,102.66,102.66,102.66,0.0,0.0,102.72,102.72,102.72,0.0,0.0
2018-05-06,102.62,102.62,102.62,0.0,0.0,102.78,102.78,102.78,0.0,0.0,102.62,102.62,102.62,0.0,0.0,102.65,102.65,102.65,0.0,0.0
2018-05-13,102.08,102.08,102.08,0.0,0.0,102.26,102.26,102.26,0.0,0.0,102.08,102.08,102.08,0.0,0.0,102.26,102.26,102.26,0.0,0.0
2018-05-20,102.86,102.86,102.86,0.0,0.0,102.99,102.99,102.99,0.0,0.0,102.86,102.86,102.86,0.0,0.0,102.96,102.96,102.96,0.0,0.0
2018-05-27,102.69,102.69,102.69,0.0,0.0,102.78,102.78,102.78,0.0,0.0,102.56,102.56,102.56,0.0,0.0,102.58,102.58,102.58,0.0,0.0
2018-06-03,102.4,102.4,102.4,0.0,0.0,102.5,102.5,102.5,0.0,0.0,102.37,102.37,102.37,0.0,0.0,102.44,102.44,102.44,0.0,0.0
2018-06-10,102.71,102.71,102.71,0.0,0.0,102.75,102.75,102.75,0.0,0.0,102.64,102.64,102.64,0.0,0.0,102.75,102.75,102.75,0.0,0.0
2018-06-17,102.79,102.79,102.79,0.0,0.0,102.91,102.91,102.91,0.0,0.0,102.74,102.74,102.74,0.0,0.0,102.78,102.78,102.78,0.0,0.0
2018-06-24,102.79,102.79,102.79,0.0,0.0,102.88,102.88,102.88,0.0,0.0,102.64,102.64,102.64,0.0,0.0,102.88,102.88,102.88,0.0,0.0
2018-07-01,103.06,103.06,103.06,0.0,0.0,103.13,103.13,103.13,0.0,0.0,102.95,102.95,102.95,0.0,0.0,103.03,103.03,103.03,0.0,0.0
2018-07-08,103.16,103.16,103.16,0.0,0.0,103.21,103.21,103.21,0.0,0.0,103.06,103.06,103.06,0.0,0.0,103.21,103.21,103.21,0.0,0.0
2018-07-15,103.06,103.06,103.06,0.0,0.0,103.09,103.09,103.09,0.0,0.0,102.64,102.64,102.64,0.0,0.0,102.74,102.74,102.74,0.0,0.0
2018-07-22,102.61,102.61,102.61,0.0,0.0,102.88,102.88,102.88,0.0,0.0,102.61,102.61,102.61,0.0,0.0,102.77,102.77,102.77,0.0,0.0
2018-07-29,102.75,102.75,102.75,0.0,0.0,102.93,102.93,102.93,0.0,0.0,102.75,102.75,102.75,0.0,0.0,102.84,102.84,102.84,0.0,0.0
2018-08-05,103.02,103.02,103.02,0.0,0.0,103.11,103.11,103.11,0.0,0.0,103.0,103.0,103.0,0.0,0.0,103.05,103.05,103.05,0.0,0.0
2018-08-12,103.26,103.26,103.26,0.0,0.0,103.39,103.39,103.39,0.0,0.0,103.26,103.26,103.26,0.0,0.0,103.37,103.37,103.37,0.0,0.0
2018-08-19,103.43,103.43,103.43,0.0,0.0,103.48,103.48,103.48,0.0,0.0,103.31,103.31,103.31,0.0,0.0,103.4,103.4,103.4,0.0,0.0
2018-08-26,103.3,103.3,103.3,0.0,0.0,103.37,103.37,103.37,0.0,0.0,103.15,103.15,103.15,0.0,0.0,103.15,103.15,103.15,0.0,0.0
2018-09-02,102.7,102.7,102.7,0.0,0.0,102.8,102.8,102.8,0.0,0.0,102.7,102.7,102.7,0.0,0.0,102.76,102.76,102.76,0.0,0.0
2018-09-09,102.47,102.47,102.47,0.0,0.0,102.6,102.6,102.6,0.0,0.0,102.47,102.47,102.47,0.0,0.0,102.56,102.56,102.56,0.0,0.0
2018-09-16,102.21,102.21,102.21,0.0,0.0,102.36,102.36,102.36,0.0,0.0,102.18,102.18,102.18,0.0,0.0,102.31,102.31,102.31,0.0,0.0
2018-09-23,102.25,102.25,102.25,0.0,0.0,102.26,102.26,102.26,0.0,0.0,102.07,102.07,102.07,0.0,0.0,102.14,102.14,102.14,0.0,0.0
2018-09-30,101.28,101.28,101.28,0.0,0.0,101.37,101.37,101.37,0.0,0.0,101.12,101.12,101.12,0.0,0.0,101.12,101.12,101.12,0.0,0.0
2018-10-07,101.5,101.5,101.5,0.0,0.0,101.56,101.56,101.56,0.0,0.0,101.43,101.43,101.43,0.0,0.0,101.48,101.48,101.48,0.0,0.0
2018-10-14,101.19,101.19,101.19,0.0,0.0,101.3,101.3,101.3,0.0,0.0,101.19,101.19,101.19,0.0,0.0,101.24,101.24,101.24,0.0,0.0
2018-10-21,101.64,101.64,101.64,0.0,0.0,101.86,101.86,101.86,0.0,0.0,101.64,101.64,101.64,0.0,0.0,101.72,101.72,101.72,0.0,0.0
2018-10-28,100.9,100.9,100.9,0.0,0.0,100.97,100.97,100.97,0.0,0.0,100.82,100.82,100.82,0.0,0.0,100.93,100.93,100.93,0.0,0.0
2018-11-04,101.04,101.04,101.04,0.0,0.0,101.12,101.12,101.12,0.0,0.0,100.96,100.96,100.96,0.0,0.0,101.05,101.05,101.05,0.0,0.0
2018-11-11,101.3,101.3,101.3,0.0,0.0,101.44,101.44,101.44,0.0,0.0,101.29,101.29,101.29,0.0,0.0,101.37,101.37,101.37,0.0,0.0
2018-11-18,101.26,101.26,101.26,0.0,0.0,101.37,101.37,101.37,0.0,0.0,101.17,101.17,101.17,0.0,0.0,101.26,101.26,101.26,0.0,0.0
2018-11-25,101.33,101.33,101.33,0.0,0.0,101.44,101.44,101.44,0.0,0.0,101.25,101.25,101.25,0.0,0.0,101.36,101.36,101.36,0.0,0.0
2018-12-02,101.99,101.99,101.99,0.0,0.0,102.05,102.05,102.05,0.0,0.0,101.94,101.94,101.94,0.0,0.0,102.05,102.05,102.05,0.0,0.0
2018-12-09,102.05,102.05,102.05,0.0,0.0,102.23,102.23,102.23,0.0,0.0,102.04,102.04,102.04,0.0,0.0,102.15,102.15,102.15,0.0,0.0
2018-12-16,102.49,102.49,102.49,0.0,0.0,102.63,102.63,102.63,0.0,0.0,102.44,102.44,102.44,0.0,0.0,102.63,102.63,102.63,0.0,0.0
2018-12-23,102.56,102.56,102.56,0.0,0.0,102.79,102.79,102.79,0.0,0.0,102.46,102.46,102.46,0.0,0.0,102.77,102.77,102.77,0.0,0.0
2018-12-30,103.04,103.04,103.04,0.0,0.0,103.14,103.14,103.14,0.0,0.0,102.81,102.81,102.81,0.0,0.0,102.81,102.81,102.81,0.0,0.0
2019-01-06,103.06,103.06,103.06,0.0,0.0,103.07,103.07,103.07,0.0,0.0,102.93,102.93,102.93,0.0,0.0,102.95,102.95,102.95,0.0,0.0
2019-01-13,103.01,103.01,103.01,0.0,0.0,103.15,103.15,103.15,0.0,0.0,102.91,102.91,102.91,0.0,0.0,103.06,103.06,103.06,0.0,0.0
2019-01-20,103.28,103.28,103.28,0.0,0.0,103.35,103.35,103.35,0.0,0.0,103.28,103.28,103.28,0.0,0.0,103.35,103.35,103.35,0.0,0.0
2019-01-27,103.46,103.46,103.46,0.0,0.0,103.53,103.53,103.53,0.0,0.0,103.43,103.43,103.43,0.0,0.0,103.53,103.53,103.53,0.0,0.0
2019-02-03,103.78,103.78,103.78,0.0,0.0,103.84,103.84,103.84,0.0,0.0,103.7,103.7,103.7,0.0,0.0,103.74,103.74,103.74,0.0,0.0
2019-02-10,103.71,103.71,103.71,0.0,0.0,103.88,103.88,103.88,0.0,0.0,103.7,103.7,103.7,0.0,0.0,103.81,103.81,103.81,0.0,0.0
2019-02-17,104.05,104.05,104.05,0.0,0.0,104.15,104.15,104.15,0.0,0.0,104.03,104.03,104.03,0.0,0.0,104.08,104.08,104.08,0.0,0.0
2019-02-24,103.7,103.7,103.7,0.0,0.0,103.79,103.79,103.79,0.0,0.0,103.6,103.6,103.6,0.0,0.0,103.73,103.73,103.73,0.0,0.0
2019-03-03,104.2,104.2,104.2,0.0,0.0,104.26,104.26,104.26,0.0,0.0,104.15,104.15,104.15,0.0,0.0,104.21,104.21,104.21,0.0,0.0
2019-03-10,104.48,104.48,104.48,0.0,0.0,104.55,104.55,104.55,0.0,0.0,104.41,104.41,104.41,0.0,0.0,104.45,104.45,104.45,0.0,0.0
2019-03-17,105.13,105.13,105.13,0.0,0.0,105.37,105.37,105.37,0.0,0.0,105.12,105.12,105.12,0.0,0.0,105.32,105.32,105.32,0.0,0.0
2019-03-24,105.07,105.07,105.07,0.0,0.0,105.21,105.21,105.21,0.0,0.0,104.84,104.84,104.84,0.0,0.0,104.9,104.9,104.9,0.0,0.0
2019-03-31,105.05,105.05,105.05,0.0,0.0,105.08,105.08,105.08,0.0,0.0,104.95,104.95,104.95,0.0,0.0,104.99,104.99,104.99,0.0,0.0
2019-04-07,105.01,105.01,105.01,0.0,0.0,105.09,105.09,105.09,0.0,0.0,104.99,104.99,104.99,0.0,0.0,105.09,105.09,105.09,0.0,0.0
2019-04-14,105.04,105.04,105.04,0.0,0.0,105.06,105.06,105.06,0.0,0.0,104.98,104.98,104.98,0.0,0.0,105.02,105.02,105.02,0.0,0.0
2019-04-21,105.35,105.35,105.35,0.0,0.0,105.39,105.39,105.39,0.0,0.0,105.25,105.25,105.25,0.0,0.0,105.39,105.39,105.39,0.0,0.0
2019-04-28,105.4,105.4,105.4,0.0,0.0,105.4,105.4,105.4,0.0,0.0,105.25,105.25,105.25,0.0,0.0,105.3,105.3,105.3,0.0,0.0
2019-05-05,105.54,105.54,105.54,0.0,0.0,105.6,105.6,105.6,0.0,0.0,105.46,105.46,105.46,0.0,0.0,105.55,105.55,105.55,0.0,0.0
2019-05-12,105.75,105.75,105.75,0.0,0.0,105.75,105.75,105.75,0.0,0.0,105.58,105.58,105.58,0.0,0.0,105.65,105.65,105.65,0.0,0.0
2019-05-19,105.87,105.87,105.87,0.0,0.0,105.98,105.98,105.98,0.0,0.0,105.78,105.78,105.78,0.0,0.0,105.98,105.98,105.98,0.0,0.0
2019-05-26,106.4,106.4,106.4,0.0,0.0,106.57,106.57,106.57,0.0,0.0,106.28,106.28,106.28,0.0,0.0,106.44,106.44,106.44,0.0,0.0
2019-06-02,106.6,106.6,106.6,0.0,0.0,106.61,106.61,106.61,0.0,0.0,106.5,106.5,106.5,0.0,0.0,106.5,106.5,106.5,0.0,0.0
2019-06-09,106.72,106.72,106.72,0.0,0.0,106.85,106.85,106.85,0.0,0.0,106.71,106.71,106.71,0.0,0.0,106.85,106.85,106.85,0.0,0.0
2019-06-16,107.18,107.18,107.18,0.0,0.0,107.39,107.39,107.39,0.0,0.0,107.18,107.18,107.18,0.0,0.0,107.34,107.34,107.34,0.0,0.0
2019-06-23,107.35,107.35,107.35,0.0,0.0,107.46,107.46,107.46,0.0,0.0,107.18,107.18,107.18,0.0,0.0,107.42,107.42,107.42,0.0,0.0
2019-06-30,107.37,107.37,107.37,0.0,0.0,107.44,107.44,107.44,0.0,0.0,107.3,107.3,107.3,0.0,0.0,107.34,107.34,107.34,0.0,0.0
2019-07-07,107.11,107.11,107.11,0.0,0.0,107.28,107.28,107.28,0.0,0.0,107.11,107.11,107.11,0.0,0.0,107.22,107.22,107.22,0.0,0.0
2019-07-14,107.52,107.52,107.52,0.0,0.0,107.66,107.66,107.66,0.0,0.0,107.52,107.52,107.52,0.0,0.0,107.53,107.53,107.53,0.0,0.0
2019-07-21,107.69,107.69,107.69,0.0,0.0,107.71,107.71,107.71,0.0,0.0,107.61,107.61,107.61,0.0,0.0,107.7,107.7,107.7,0.0,0.0
2019-07-28,108.11,108.11,108.11,0.0,0.0,108.31,108.31,108.31,0.0,0.0,108.01,108.01,108.01,0.0,0.0,108.31,108.31,108.31,0.0,0.0
2019-08-04,108.44,108.44,108.44,0.0,0.0,108.72,108.72,108.72,0.0,0.0,108.41,108.41,108.41,0.0,0.0,108.66,108.66,108.66,0.0,0.0
2019-08-11,108.93,108.93,108.93,0.0,0.0,108.93,108.93,108.93,0.0,0.0,108.75,108.75,108.75,0.0,0.0,108.79,108.79,108.79,0.0,0.0
2019-08-18,109.25,109.25,109.25,0.0,0.0,109.32,109.32,109.32,0.0,0.0,109.17,109.17,109.17,0.0,0.0,109.21,109.21,109.21,0.0,0.0
2019-08-25,109.49,109.49,109.49,0.0,0.0,109.62,109.62,109.62,0.0,0.0,109.4,109.4,109.4,0.0,0.0,109.6,109.6,109.6,0.0,0.0
2019-09-01,109.0,109.0,109.0,0.0,0.0,109.0,109.0,109.0,0.0,0.0,108.78,108.78,108.78,0.0,0.0,108.81,108.81,108.81,0.0,0.0
2019-09-08,107.85,107.85,107.85,0.0,0.0,108.02,108.02,108.02,0.0,0.0,107.81,107.81,107.81,0.0,0.0,107.97,107.97,107.97,0.0,0.0
2019-09-15,108.63,108.63,108.63,0.0,0.0,108.74,108.74,108.74,0.0,0.0,108.54,108.54,108.54,0.0,0.0,108.62,108.62,108.62,0.0,0.0
2019-09-22,108.48,108.48,108.48,0.0,0.0,108.9,108.9,108.9,0.0,0.0,108.48,108.48,108.48,0.0,0.0,108.9,108.9,108.9,0.0,0.0
2019-09-29,109.12,109.12,109.12,0.0,0.0,109.12,109.12,109.12,0.0,0.0,108.97,108.97,108.97,0.0,0.0,109.03,109.03,109.03,0.0,0.0
2019-10-06,108.41,108.41,108.41,0.0,0.0,108.48,108.48,108.48,0.0,0.0,108.3,108.3,108.3,0.0,0.0,108.37,108.37,108.37,0.0,0.0
2019-10-13,108.06,108.06,108.06,0.0,0.0,108.12,108.12,108.12,0.0,0.0,108.02,108.02,108.02,0.0,0.0,108.05,108.05,108.05,0.0,0.0
2019-10-20,108.0,108.0,108.0,0.0,0.0,108.01,108.01,108.01,0.0,0.0,107.88,107.88,107.88,0.0,0.0,107.95,107.95,107.95,0.0,0.0
2019-10-27,108.29,108.29,108.29,0.0,0.0,108.29,108.29,108.29,0.0,0.0,108.17,108.17,108.17,0.0,0.0,108.17,108.17,108.17,0.0,0.0
2019-11-03,107.63,107.63,107.63,0.0,0.0,107.67,107.67,107.67,0.0,0.0,107.52,107.52,107.52,0.0,0.0,107.53,107.53,107.53,0.0,0.0
2019-11-10,108.22,108.22,108.22,0.0,0.0,108.25,108.25,108.25,0.0,0.0,108.11,108.11,108.11,0.0,0.0,108.17,108.17,108.17,0.0,0.0
2019-11-17,108.54,108.54,108.54,0.0,0.0,108.59,108.59,108.59,0.0,0.0,108.48,108.48,108.48,0.0,0.0,108.59,108.59,108.59,0.0,0.0
2019-11-24,107.92,107.92,107.92,0.0,0.0,108.14,108.14,108.14,0.0,0.0,107.92,107.92,107.92,0.0,0.0,107.99,107.99,107.99,0.0,0.0
2019-12-01,108.11,108.11,108.11,0.0,0.0,108.19,108.19,108.19,0.0,0.0,108.08,108.08,108.08,0.0,0.0,108.1,108.1,108.1,0.0,0.0
2019-12-08,108.32,108.32,108.32,0.0,0.0,108.32,108.32,108.32,0.0,0.0,108.17,108.17,108.17,0.0,0.0,108.21,108.21,108.21,0.0,0.0
2019-12-15,108.15,108.15,108.15,0.0,0.0,108.18,108.18,108.18,0.0,0.0,108.02,108.02,108.02,0.0,0.0,108.02,108.02,108.02,0.0,0.0
2019-12-22,108.01,108.01,108.01,0.0,0.0,108.06,108.06,108.06,0.0,0.0,107.88,107.88,107.88,0.0,0.0,108.03,108.03,108.03,0.0,0.0
2019-12-29,108.42,108.42,108.42,0.0,0.0,108.49,108.49,108.49,0.0,0.0,108.26,108.26,108.26,0.0,0.0,108.44,108.44,108.44,0.0,0.0
