Date,ProShares Large Cap Core Plus_Open_average,ProShares Large Cap Core Plus_Open_max,ProShares Large Cap Core Plus_Open_min,ProShares Large Cap Core Plus_Open_volatility,ProShares Large Cap Core Plus_Open_change,ProShares Large Cap Core Plus_High_average,ProShares Large Cap Core Plus_High_max,ProShares Large Cap Core Plus_High_min,ProShares Large Cap Core Plus_High_volatility,ProShares Large Cap Core Plus_High_change,ProShares Large Cap Core Plus_Low_average,ProShares Large Cap Core Plus_Low_max,ProShares Large Cap Core Plus_Low_min,ProShares Large Cap Core Plus_Low_volatility,ProShares Large Cap Core Plus_Low_change,ProShares Large Cap Core Plus_Close_average,ProShares Large Cap Core Plus_Close_max,ProShares Large Cap Core Plus_Close_min,ProShares Large Cap Core Plus_Close_volatility,ProShares Large Cap Core Plus_Close_change
2018-04-15,67.24,67.24,67.24,0.0,0.0,67.35,67.35,67.35,0.0,0.0,66.83,66.83,66.83,0.0,0.0,66.98,66.98,66.98,0.0,0.0
2018-04-22,67.21,67.21,67.21,0.0,0.0,67.4,67.4,67.4,0.0,0.0,66.44,66.44,66.44,0.0,0.0,66.44,66.44,66.44,0.0,0.0
2018-04-29,66.84,66.84,66.84,0.0,0.0,66.92,66.92,66.92,0.0,0.0,66.51,66.51,66.51,0.0,0.0,66.68,66.68,66.68,0.0,0.0
2018-05-06,68.02,68.02,68.02,0.0,0.0,68.32,68.32,68.32,0.0,0.0,67.9,67.9,67.9,0.0,0.0,68.04,68.04,68.04,0.0,0.0
2018-05-13,68.08,68.08,68.08,0.0,0.0,68.34,68.34,68.34,0.0,0.0,68.08,68.08,68.08,0.0,0.0,68.17,68.17,68.17,0.0,0.0
2018-05-20,68.07,68.07,68.07,0.0,0.0,68.11,68.11,68.11,0.0,0.0,67.85,67.85,67.85,0.0,0.0,68.04,68.04,68.04,0.0,0.0
2018-05-27,68.37,68.37,68.37,0.0,0.0,68.64,68.64,68.64,0.0,0.0,68.37,68.37,68.37,0.0,0.0,68.61,68.61,68.61,0.0,0.0
2018-06-03,69.54,69.54,69.54,0.0,0.0,69.67,69.67,69.67,0.0,0.0,69.41,69.41,69.41,0.0,0.0,69.41,69.41,69.41,0.0,0.0
2018-06-10,68.7,68.7,68.7,0.0,0.0,69.16,69.16,69.16,0.0,0.0,68.7,68.7,68.7,0.0,0.0,69.12,69.12,69.12,0.0,0.0
2018-06-17,68.09,68.09,68.09,0.0,0.0,68.21,68.21,68.21,0.0,0.0,67.15,67.15,67.15,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2018-06-24,67.18,67.18,67.18,0.0,0.0,67.53,67.53,67.53,0.0,0.0,66.96,66.96,66.96,0.0,0.0,67.52,67.52,67.52,0.0,0.0
2018-07-01,68.63,68.63,68.63,0.0,0.0,69.28,69.28,69.28,0.0,0.0,68.63,68.63,68.63,0.0,0.0,69.28,69.28,69.28,0.0,0.0
2018-07-08,69.35,69.35,69.35,0.0,0.0,69.43,69.43,69.43,0.0,0.0,69.29,69.29,69.29,0.0,0.0,69.37,69.37,69.37,0.0,0.0
2018-07-15,69.21,69.21,69.21,0.0,0.0,69.54,69.54,69.54,0.0,0.0,69.21,69.21,69.21,0.0,0.0,69.5,69.5,69.5,0.0,0.0
2018-07-22,69.48,69.48,69.48,0.0,0.0,69.52,69.52,69.52,0.0,0.0,69.08,69.08,69.08,0.0,0.0,69.16,69.16,69.16,0.0,0.0
2018-07-29,70.0,70.0,70.0,0.0,0.0,70.42,70.42,70.42,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.35,70.35,70.35,0.0,0.0
2018-08-05,70.22,70.22,70.22,0.0,0.0,70.46,70.46,70.46,0.0,0.0,69.88,69.88,69.88,0.0,0.0,69.88,69.88,69.88,0.0,0.0
2018-08-12,70.93,70.93,70.93,0.0,0.0,71.06,71.06,71.06,0.0,0.0,70.79,70.79,70.79,0.0,0.0,70.97,70.97,70.97,0.0,0.0
2018-08-19,71.67,71.67,71.67,0.0,0.0,72.09,72.09,72.09,0.0,0.0,71.67,71.67,71.67,0.0,0.0,72.0,72.0,72.0,0.0,0.0
2018-08-26,72.07,72.07,72.07,0.0,0.0,72.23,72.23,72.23,0.0,0.0,71.9,71.9,71.9,0.0,0.0,72.15,72.15,72.15,0.0,0.0
2018-09-02,71.49,71.49,71.49,0.0,0.0,71.67,71.67,71.67,0.0,0.0,71.42,71.42,71.42,0.0,0.0,71.48,71.48,71.48,0.0,0.0
2018-09-09,72.12,72.12,72.12,0.0,0.0,72.12,72.12,72.12,0.0,0.0,71.64,71.64,71.64,0.0,0.0,71.69,71.69,71.69,0.0,0.0
2018-09-16,72.62,72.62,72.62,0.0,0.0,72.62,72.62,72.62,0.0,0.0,72.37,72.37,72.37,0.0,0.0,72.49,72.49,72.49,0.0,0.0
2018-09-23,72.52,72.52,72.52,0.0,0.0,72.68,72.68,72.68,0.0,0.0,72.21,72.21,72.21,0.0,0.0,72.35,72.35,72.35,0.0,0.0
2018-09-30,71.1,71.1,71.1,0.0,0.0,71.46,71.46,71.46,0.0,0.0,70.87,70.87,70.87,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2018-10-07,68.03,68.03,68.03,0.0,0.0,68.49,68.49,68.49,0.0,0.0,67.91,67.91,67.91,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2018-10-14,68.18,68.18,68.18,0.0,0.0,68.38,68.38,68.38,0.0,0.0,67.8,67.8,67.8,0.0,0.0,67.8,67.8,67.8,0.0,0.0
2018-10-21,66.15,66.15,66.15,0.0,0.0,66.75,66.75,66.75,0.0,0.0,64.24,64.24,64.24,0.0,0.0,65.12,65.12,65.12,0.0,0.0
2018-10-28,67.53,67.53,67.53,0.0,0.0,67.9,67.9,67.9,0.0,0.0,67.22,67.22,67.22,0.0,0.0,67.69,67.69,67.69,0.0,0.0
2018-11-04,67.96,67.96,67.96,0.0,0.0,67.97,67.97,67.97,0.0,0.0,67.03,67.03,67.03,0.0,0.0,67.08,67.08,67.08,0.0,0.0
2018-11-11,66.85,66.85,66.85,0.0,0.0,66.85,66.85,66.85,0.0,0.0,65.49,65.49,65.49,0.0,0.0,65.74,65.74,65.74,0.0,0.0
2018-11-18,64.91,64.91,64.91,0.0,0.0,65.59,65.59,65.59,0.0,0.0,64.91,64.91,64.91,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2018-11-25,68.09,68.09,68.09,0.0,0.0,68.45,68.45,68.45,0.0,0.0,67.75,67.75,67.75,0.0,0.0,68.17,68.17,68.17,0.0,0.0
2018-12-02,64.24,64.24,64.24,0.0,0.0,64.57,64.57,64.57,0.0,0.0,63.07,63.07,63.07,0.0,0.0,64.45,64.45,64.45,0.0,0.0
2018-12-09,62.9,62.9,62.9,0.0,0.0,63.36,63.36,63.36,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.95,61.95,61.95,0.0,0.0
2018-12-16,58.08,58.08,58.08,0.0,0.0,58.65,58.65,58.65,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.18,57.18,57.18,0.0,0.0
2018-12-23,60.46,60.46,60.46,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.02,60.02,60.02,0.0,0.0,60.62,60.62,60.62,0.0,0.0
2018-12-30,61.79,61.79,61.79,0.0,0.0,62.45,62.45,62.45,0.0,0.0,61.5,61.5,61.5,0.0,0.0,62.11,62.11,62.11,0.0,0.0
2019-01-06,63.1,63.1,63.1,0.0,0.0,63.3,63.3,63.3,0.0,0.0,62.89,62.89,62.89,0.0,0.0,63.21,63.21,63.21,0.0,0.0
2019-01-13,64.99,64.99,64.99,0.0,0.0,65.42,65.42,65.42,0.0,0.0,64.74,64.74,64.74,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2019-01-20,64.7,64.7,64.7,0.0,0.0,64.9,64.9,64.9,0.0,0.0,64.43,64.43,64.43,0.0,0.0,64.88,64.88,64.88,0.0,0.0
2019-01-27,65.95,65.95,65.95,0.0,0.0,66.53,66.53,66.53,0.0,0.0,65.95,65.95,65.95,0.0,0.0,66.52,66.52,66.52,0.0,0.0
2019-02-03,66.29,66.29,66.29,0.0,0.0,66.29,66.29,66.29,0.0,0.0,65.89,65.89,65.89,0.0,0.0,66.01,66.01,66.01,0.0,0.0
2019-02-10,67.54,67.54,67.54,0.0,0.0,67.66,67.66,67.66,0.0,0.0,67.39,67.39,67.39,0.0,0.0,67.66,67.66,67.66,0.0,0.0
2019-02-17,68.63,68.63,68.63,0.0,0.0,68.71,68.71,68.71,0.0,0.0,68.19,68.19,68.19,0.0,0.0,68.19,68.19,68.19,0.0,0.0
2019-02-24,68.72,68.72,68.72,0.0,0.0,68.72,68.72,68.72,0.0,0.0,67.46,67.46,67.46,0.0,0.0,67.95,67.95,67.95,0.0,0.0
2019-03-03,66.65,66.65,66.65,0.0,0.0,67.63,67.63,67.63,0.0,0.0,66.65,66.65,66.65,0.0,0.0,67.52,67.52,67.52,0.0,0.0
2019-03-10,68.58,68.58,68.58,0.0,0.0,68.91,68.91,68.91,0.0,0.0,68.58,68.58,68.58,0.0,0.0,68.86,68.86,68.86,0.0,0.0
2019-03-17,67.55,67.55,67.55,0.0,0.0,67.85,67.85,67.85,0.0,0.0,67.31,67.31,67.31,0.0,0.0,67.61,67.61,67.61,0.0,0.0
2019-03-24,69.0,69.0,69.0,0.0,0.0,69.41,69.41,69.41,0.0,0.0,68.98,68.98,68.98,0.0,0.0,69.41,69.41,69.41,0.0,0.0
2019-03-31,69.75,69.75,69.75,0.0,0.0,69.97,69.97,69.97,0.0,0.0,69.64,69.64,69.64,0.0,0.0,69.96,69.96,69.96,0.0,0.0
2019-04-07,70.37,70.37,70.37,0.0,0.0,70.5,70.5,70.5,0.0,0.0,70.15,70.15,70.15,0.0,0.0,70.3,70.3,70.3,0.0,0.0
2019-04-14,70.02,70.02,70.02,0.0,0.0,70.37,70.37,70.37,0.0,0.0,70.02,70.02,70.02,0.0,0.0,70.31,70.31,70.31,0.0,0.0
2019-04-21,71.05,71.05,71.05,0.0,0.0,71.44,71.44,71.44,0.0,0.0,71.05,71.05,71.05,0.0,0.0,71.18,71.18,71.18,0.0,0.0
2019-04-28,69.89,69.89,69.89,0.0,0.0,71.0,71.0,71.0,0.0,0.0,69.89,69.89,69.89,0.0,0.0,70.86,70.86,70.86,0.0,0.0
2019-05-05,68.59,68.59,68.59,0.0,0.0,68.77,68.77,68.77,0.0,0.0,67.91,67.91,67.91,0.0,0.0,68.15,68.15,68.15,0.0,0.0
2019-05-12,68.82,68.82,68.82,0.0,0.0,69.08,69.08,69.08,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.74,68.74,68.74,0.0,0.0
2019-05-19,68.5,68.5,68.5,0.0,0.0,68.67,68.67,68.67,0.0,0.0,68.12,68.12,68.12,0.0,0.0,68.28,68.28,68.28,0.0,0.0
2019-05-26,66.45,66.45,66.45,0.0,0.0,66.82,66.82,66.82,0.0,0.0,66.06,66.06,66.06,0.0,0.0,66.41,66.41,66.41,0.0,0.0
2019-06-02,69.54,69.54,69.54,0.0,0.0,69.94,69.94,69.94,0.0,0.0,69.47,69.47,69.47,0.0,0.0,69.51,69.51,69.51,0.0,0.0
2019-06-09,69.39,69.39,69.39,0.0,0.0,69.74,69.74,69.74,0.0,0.0,69.39,69.39,69.39,0.0,0.0,69.5,69.5,69.5,0.0,0.0
2019-06-16,70.99,70.99,70.99,0.0,0.0,71.08,71.08,71.08,0.0,0.0,70.76,70.76,70.76,0.0,0.0,70.76,70.76,70.76,0.0,0.0
2019-06-23,71.18,71.18,71.18,0.0,0.0,71.32,71.32,71.32,0.0,0.0,70.71,70.71,70.71,0.0,0.0,71.0,71.0,71.0,0.0,0.0
2019-06-30,71.23,71.23,71.23,0.0,0.0,71.35,71.35,71.35,0.0,0.0,71.22,71.22,71.22,0.0,0.0,71.27,71.27,71.27,0.0,0.0
2019-07-07,72.02,72.02,72.02,0.0,0.0,72.21,72.21,72.21,0.0,0.0,72.02,72.02,72.02,0.0,0.0,72.1,72.1,72.1,0.0,0.0
2019-07-14,71.33,71.33,71.33,0.0,0.0,71.48,71.48,71.48,0.0,0.0,71.22,71.22,71.22,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2019-07-21,72.11,72.11,72.11,0.0,0.0,72.32,72.32,72.32,0.0,0.0,72.11,72.11,72.11,0.0,0.0,72.32,72.32,72.32,0.0,0.0
2019-07-28,68.89,68.89,68.89,0.0,0.0,68.96,68.96,68.96,0.0,0.0,67.49,67.49,67.49,0.0,0.0,67.98,67.98,67.98,0.0,0.0
2019-08-04,69.08,69.08,69.08,0.0,0.0,69.22,69.22,69.22,0.0,0.0,68.65,68.65,68.65,0.0,0.0,68.85,68.85,68.85,0.0,0.0
2019-08-11,69.41,69.41,69.41,0.0,0.0,69.67,69.67,69.67,0.0,0.0,69.39,69.39,69.39,0.0,0.0,69.43,69.43,69.43,0.0,0.0
2019-08-18,68.31,68.31,68.31,0.0,0.0,68.44,68.44,68.44,0.0,0.0,67.96,67.96,67.96,0.0,0.0,68.44,68.44,68.44,0.0,0.0
2019-08-25,69.56,69.56,69.56,0.0,0.0,69.69,69.69,69.69,0.0,0.0,69.18,69.18,69.18,0.0,0.0,69.35,69.35,69.35,0.0,0.0
2019-09-01,70.85,70.85,70.85,0.0,0.0,71.01,71.01,71.01,0.0,0.0,70.78,70.78,70.78,0.0,0.0,70.95,70.95,70.95,0.0,0.0
2019-09-08,71.72,71.72,71.72,0.0,0.0,71.82,71.82,71.82,0.0,0.0,71.61,71.61,71.61,0.0,0.0,71.78,71.78,71.78,0.0,0.0
2019-09-15,71.28,71.28,71.28,0.0,0.0,71.73,71.73,71.73,0.0,0.0,71.28,71.28,71.28,0.0,0.0,71.58,71.58,71.58,0.0,0.0
2019-09-22,70.58,70.58,70.58,0.0,0.0,71.04,71.04,71.04,0.0,0.0,70.58,70.58,70.58,0.0,0.0,70.93,70.93,70.93,0.0,0.0
2019-09-29,69.93,69.93,69.93,0.0,0.0,70.37,70.37,70.37,0.0,0.0,69.86,69.86,69.86,0.0,0.0,69.86,69.86,69.86,0.0,0.0
2019-10-06,70.48,70.48,70.48,0.0,0.0,70.66,70.66,70.66,0.0,0.0,70.43,70.43,70.43,0.0,0.0,70.61,70.61,70.61,0.0,0.0
2019-10-13,71.33,71.33,71.33,0.0,0.0,71.45,71.45,71.45,0.0,0.0,71.22,71.22,71.22,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2019-10-20,72.03,72.03,72.03,0.0,0.0,72.2,72.2,72.2,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.01,72.01,72.01,0.0,0.0
2019-10-27,73.12,73.12,73.12,0.0,0.0,73.29,73.29,73.29,0.0,0.0,73.12,73.12,73.12,0.0,0.0,73.17,73.17,73.17,0.0,0.0
2019-11-03,73.75,73.75,73.75,0.0,0.0,73.95,73.95,73.95,0.0,0.0,73.75,73.75,73.75,0.0,0.0,73.93,73.93,73.93,0.0,0.0
2019-11-10,74.66,74.66,74.66,0.0,0.0,74.88,74.88,74.88,0.0,0.0,74.64,74.64,74.64,0.0,0.0,74.84,74.84,74.84,0.0,0.0
2019-11-17,74.83,74.83,74.83,0.0,0.0,75.25,75.25,75.25,0.0,0.0,74.83,74.83,74.83,0.0,0.0,75.24,75.24,75.24,0.0,0.0
2019-11-24,75.56,75.56,75.56,0.0,0.0,75.56,75.56,75.56,0.0,0.0,74.83,74.83,74.83,0.0,0.0,74.83,74.83,74.83,0.0,0.0
2019-12-01,75.83,75.83,75.83,0.0,0.0,75.83,75.83,75.83,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.54,75.54,75.54,0.0,0.0
2019-12-08,76.5,76.5,76.5,0.0,0.0,76.7,76.7,76.7,0.0,0.0,76.5,76.5,76.5,0.0,0.0,76.54,76.54,76.54,0.0,0.0
2019-12-15,77.29,77.29,77.29,0.0,0.0,77.45,77.45,77.45,0.0,0.0,77.24,77.24,77.24,0.0,0.0,77.24,77.24,77.24,0.0,0.0
2019-12-22,77.26,77.26,77.26,0.0,0.0,77.26,77.26,77.26,0.0,0.0,76.85,76.85,76.85,0.0,0.0,76.91,76.91,76.91,0.0,0.0
2019-12-29,77.12,77.12,77.12,0.0,0.0,77.48,77.48,77.48,0.0,0.0,77.12,77.12,77.12,0.0,0.0,77.31,77.31,77.31,0.0,0.0
