Date,ProShares S&P 500 Dividend Aristocrats_Open_average,ProShares S&P 500 Dividend Aristocrats_Open_max,ProShares S&P 500 Dividend Aristocrats_Open_min,ProShares S&P 500 Dividend Aristocrats_Open_volatility,ProShares S&P 500 Dividend Aristocrats_Open_change,ProShares S&P 500 Dividend Aristocrats_High_average,ProShares S&P 500 Dividend Aristocrats_High_max,ProShares S&P 500 Dividend Aristocrats_High_min,ProShares S&P 500 Dividend Aristocrats_High_volatility,ProShares S&P 500 Dividend Aristocrats_High_change,ProShares S&P 500 Dividend Aristocrats_Low_average,ProShares S&P 500 Dividend Aristocrats_Low_max,ProShares S&P 500 Dividend Aristocrats_Low_min,ProShares S&P 500 Dividend Aristocrats_Low_volatility,ProShares S&P 500 Dividend Aristocrats_Low_change,ProShares S&P 500 Dividend Aristocrats_Close_average,ProShares S&P 500 Dividend Aristocrats_Close_max,ProShares S&P 500 Dividend Aristocrats_Close_min,ProShares S&P 500 Dividend Aristocrats_Close_volatility,ProShares S&P 500 Dividend Aristocrats_Close_change
2018-03-25,61.88,61.88,61.88,0.0,0.0,62.56,62.56,62.56,0.0,0.0,61.85,61.85,61.85,0.0,0.0,62.25,62.25,62.25,0.0,0.0
2018-04-01,62.55,62.55,62.55,0.0,0.0,62.86,62.86,62.86,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.66,61.66,61.66,0.0,0.0
2018-04-08,62.76,62.76,62.76,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.27,62.27,62.27,0.0,0.0
2018-04-15,63.08,63.08,63.08,0.0,0.0,63.08,63.08,63.08,0.0,0.0,62.09,62.09,62.09,0.0,0.0,62.31,62.31,62.31,0.0,0.0
2018-04-22,62.15,62.15,62.15,0.0,0.0,62.38,62.38,62.38,0.0,0.0,61.81,61.81,61.81,0.0,0.0,62.25,62.25,62.25,0.0,0.0
2018-04-29,60.4,60.4,60.4,0.0,0.0,61.65,61.65,61.65,0.0,0.0,60.38,60.38,60.38,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2018-05-06,62.53,62.53,62.53,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2018-05-13,62.83,62.83,62.83,0.0,0.0,62.83,62.83,62.83,0.0,0.0,62.58,62.58,62.58,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2018-05-20,62.87,62.87,62.87,0.0,0.0,63.07,63.07,63.07,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.85,62.85,62.85,0.0,0.0
2018-05-27,62.66,62.66,62.66,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.59,62.59,62.59,0.0,0.0
2018-06-03,63.58,63.58,63.58,0.0,0.0,64.07,64.07,64.07,0.0,0.0,63.58,63.58,63.58,0.0,0.0,64.05,64.05,64.05,0.0,0.0
2018-06-10,63.63,63.63,63.63,0.0,0.0,64.03,64.03,64.03,0.0,0.0,63.42,63.42,63.42,0.0,0.0,64.02,64.02,64.02,0.0,0.0
2018-06-17,62.63,62.63,62.63,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.69,62.69,62.69,0.0,0.0
2018-06-24,62.45,62.45,62.45,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.32,62.32,62.32,0.0,0.0,62.34,62.34,62.34,0.0,0.0
2018-07-01,62.78,62.78,62.78,0.0,0.0,63.15,63.15,63.15,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.97,62.97,62.97,0.0,0.0
2018-07-08,63.59,63.59,63.59,0.0,0.0,63.92,63.92,63.92,0.0,0.0,63.35,63.35,63.35,0.0,0.0,63.85,63.85,63.85,0.0,0.0
2018-07-15,64.06,64.06,64.06,0.0,0.0,64.36,64.36,64.36,0.0,0.0,63.89,63.89,63.89,0.0,0.0,64.29,64.29,64.29,0.0,0.0
2018-07-22,65.18,65.18,65.18,0.0,0.0,65.26,65.26,65.26,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.9,64.9,64.9,0.0,0.0
2018-07-29,64.88,64.88,64.88,0.0,0.0,65.4,65.4,65.4,0.0,0.0,64.88,64.88,64.88,0.0,0.0,65.35,65.35,65.35,0.0,0.0
2018-08-05,65.1,65.1,65.1,0.0,0.0,65.11,65.11,65.11,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.9,64.9,64.9,0.0,0.0
2018-08-12,65.82,65.82,65.82,0.0,0.0,66.29,66.29,66.29,0.0,0.0,65.76,65.76,65.76,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2018-08-19,66.26,66.26,66.26,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.09,66.09,66.09,0.0,0.0,66.37,66.37,66.37,0.0,0.0
2018-08-26,66.43,66.43,66.43,0.0,0.0,66.62,66.62,66.62,0.0,0.0,66.28,66.28,66.28,0.0,0.0,66.56,66.56,66.56,0.0,0.0
2018-09-02,66.82,66.82,66.82,0.0,0.0,66.94,66.94,66.94,0.0,0.0,66.58,66.58,66.58,0.0,0.0,66.75,66.75,66.75,0.0,0.0
2018-09-09,67.68,67.68,67.68,0.0,0.0,67.68,67.68,67.68,0.0,0.0,67.47,67.47,67.47,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2018-09-16,68.48,68.48,68.48,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.3,68.3,68.3,0.0,0.0,68.36,68.36,68.36,0.0,0.0
2018-09-23,66.7,66.7,66.7,0.0,0.0,66.93,66.93,66.93,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.81,66.81,66.81,0.0,0.0
2018-09-30,66.54,66.54,66.54,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.09,66.09,66.09,0.0,0.0,66.38,66.38,66.38,0.0,0.0
2018-10-07,63.37,63.37,63.37,0.0,0.0,63.55,63.55,63.55,0.0,0.0,62.6,62.6,62.6,0.0,0.0,63.14,63.14,63.14,0.0,0.0
2018-10-14,63.77,63.77,63.77,0.0,0.0,64.16,64.16,64.16,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.69,63.69,63.69,0.0,0.0
2018-10-21,61.89,61.89,61.89,0.0,0.0,62.22,62.22,62.22,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.63,61.63,61.63,0.0,0.0
2018-10-28,64.59,64.59,64.59,0.0,0.0,64.59,64.59,64.59,0.0,0.0,63.32,63.32,63.32,0.0,0.0,63.87,63.87,63.87,0.0,0.0
2018-11-04,65.6,65.6,65.6,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.21,65.21,65.21,0.0,0.0,65.61,65.61,65.61,0.0,0.0
2018-11-11,65.12,65.12,65.12,0.0,0.0,65.86,65.86,65.86,0.0,0.0,64.96,64.96,64.96,0.0,0.0,65.64,65.64,65.64,0.0,0.0
2018-11-18,63.79,63.79,63.79,0.0,0.0,64.15,64.15,64.15,0.0,0.0,63.61,63.61,63.61,0.0,0.0,63.84,63.84,63.84,0.0,0.0
2018-11-25,65.65,65.65,65.65,0.0,0.0,66.29,66.29,66.29,0.0,0.0,65.63,65.63,65.63,0.0,0.0,66.22,66.22,66.22,0.0,0.0
2018-12-02,64.45,64.45,64.45,0.0,0.0,64.94,64.94,64.94,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2018-12-09,63.41,63.41,63.41,0.0,0.0,63.58,63.58,63.58,0.0,0.0,62.72,62.72,62.72,0.0,0.0,62.86,62.86,62.86,0.0,0.0
2018-12-16,60.01,60.01,60.01,0.0,0.0,61.06,61.06,61.06,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.27,59.27,59.27,0.0,0.0
2018-12-23,60.52,60.52,60.52,0.0,0.0,60.85,60.85,60.85,0.0,0.0,59.81,59.81,59.81,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2018-12-30,59.78,59.78,59.78,0.0,0.0,60.71,60.71,60.71,0.0,0.0,59.56,59.56,59.56,0.0,0.0,60.57,60.57,60.57,0.0,0.0
2019-01-06,61.95,61.95,61.95,0.0,0.0,61.95,61.95,61.95,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.91,61.91,61.91,0.0,0.0
2019-01-13,62.95,62.95,62.95,0.0,0.0,63.57,63.57,63.57,0.0,0.0,62.88,62.88,62.88,0.0,0.0,63.47,63.47,63.47,0.0,0.0
2019-01-20,62.73,62.73,62.73,0.0,0.0,62.98,62.98,62.98,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.58,62.58,62.58,0.0,0.0
2019-01-27,64.11,64.11,64.11,0.0,0.0,64.11,64.11,64.11,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.88,63.88,63.88,0.0,0.0
2019-02-03,64.03,64.03,64.03,0.0,0.0,64.41,64.41,64.41,0.0,0.0,63.81,63.81,63.81,0.0,0.0,64.41,64.41,64.41,0.0,0.0
2019-02-10,65.85,65.85,65.85,0.0,0.0,66.39,66.39,66.39,0.0,0.0,65.85,65.85,65.85,0.0,0.0,66.39,66.39,66.39,0.0,0.0
2019-02-17,66.74,66.74,66.74,0.0,0.0,67.06,67.06,67.06,0.0,0.0,66.6,66.6,66.6,0.0,0.0,67.04,67.04,67.04,0.0,0.0
2019-02-24,67.18,67.18,67.18,0.0,0.0,67.25,67.25,67.25,0.0,0.0,66.6,66.6,66.6,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2019-03-03,65.35,65.35,65.35,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.06,65.06,65.06,0.0,0.0,65.46,65.46,65.46,0.0,0.0
2019-03-10,66.81,66.81,66.81,0.0,0.0,67.13,67.13,67.13,0.0,0.0,66.75,66.75,66.75,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2019-03-17,66.96,66.96,66.96,0.0,0.0,67.02,67.02,67.02,0.0,0.0,66.08,66.08,66.08,0.0,0.0,66.12,66.12,66.12,0.0,0.0
2019-03-24,67.6,67.6,67.6,0.0,0.0,67.82,67.82,67.82,0.0,0.0,67.43,67.43,67.43,0.0,0.0,67.78,67.78,67.78,0.0,0.0
2019-03-31,68.49,68.49,68.49,0.0,0.0,68.68,68.68,68.68,0.0,0.0,68.38,68.38,68.38,0.0,0.0,68.65,68.65,68.65,0.0,0.0
2019-04-07,68.58,68.58,68.58,0.0,0.0,68.67,68.67,68.67,0.0,0.0,68.4,68.4,68.4,0.0,0.0,68.67,68.67,68.67,0.0,0.0
2019-04-14,68.71,68.71,68.71,0.0,0.0,68.74,68.74,68.74,0.0,0.0,68.34,68.34,68.34,0.0,0.0,68.64,68.64,68.64,0.0,0.0
2019-04-21,68.28,68.28,68.28,0.0,0.0,68.6,68.6,68.6,0.0,0.0,68.17,68.17,68.17,0.0,0.0,68.58,68.58,68.58,0.0,0.0
2019-04-28,68.59,68.59,68.59,0.0,0.0,68.87,68.87,68.87,0.0,0.0,68.48,68.48,68.48,0.0,0.0,68.84,68.84,68.84,0.0,0.0
2019-05-05,67.16,67.16,67.16,0.0,0.0,67.84,67.84,67.84,0.0,0.0,66.43,66.43,66.43,0.0,0.0,67.7,67.7,67.7,0.0,0.0
2019-05-12,66.99,66.99,66.99,0.0,0.0,67.51,67.51,67.51,0.0,0.0,66.88,66.88,66.88,0.0,0.0,67.03,67.03,67.03,0.0,0.0
2019-05-19,66.83,66.83,66.83,0.0,0.0,67.13,67.13,67.13,0.0,0.0,66.6,66.6,66.6,0.0,0.0,66.84,66.84,66.84,0.0,0.0
2019-05-26,65.38,65.38,65.38,0.0,0.0,65.51,65.51,65.51,0.0,0.0,65.07,65.07,65.07,0.0,0.0,65.13,65.13,65.13,0.0,0.0
2019-06-02,68.35,68.35,68.35,0.0,0.0,68.96,68.96,68.96,0.0,0.0,68.35,68.35,68.35,0.0,0.0,68.77,68.77,68.77,0.0,0.0
2019-06-09,69.3,69.3,69.3,0.0,0.0,69.3,69.3,69.3,0.0,0.0,68.88,68.88,68.88,0.0,0.0,69.08,69.08,69.08,0.0,0.0
2019-06-16,69.89,69.89,69.89,0.0,0.0,70.05,70.05,70.05,0.0,0.0,69.7,69.7,69.7,0.0,0.0,69.72,69.72,69.72,0.0,0.0
2019-06-23,69.1,69.1,69.1,0.0,0.0,69.48,69.48,69.48,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.37,69.37,69.37,0.0,0.0
2019-06-30,70.48,70.48,70.48,0.0,0.0,70.49,70.49,70.49,0.0,0.0,69.84,69.84,69.84,0.0,0.0,70.45,70.45,70.45,0.0,0.0
2019-07-07,70.22,70.22,70.22,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.15,70.15,70.15,0.0,0.0,70.58,70.58,70.58,0.0,0.0
2019-07-14,70.27,70.27,70.27,0.0,0.0,70.37,70.37,70.37,0.0,0.0,69.78,69.78,69.78,0.0,0.0,69.78,69.78,69.78,0.0,0.0
2019-07-21,70.66,70.66,70.66,0.0,0.0,70.88,70.88,70.88,0.0,0.0,70.44,70.44,70.44,0.0,0.0,70.85,70.85,70.85,0.0,0.0
2019-07-28,69.05,69.05,69.05,0.0,0.0,69.25,69.25,69.25,0.0,0.0,68.48,68.48,68.48,0.0,0.0,68.78,68.78,68.78,0.0,0.0
2019-08-04,69.12,69.12,69.12,0.0,0.0,69.25,69.25,69.25,0.0,0.0,68.46,68.46,68.46,0.0,0.0,68.9,68.9,68.9,0.0,0.0
2019-08-11,67.88,67.88,67.88,0.0,0.0,68.61,68.61,68.61,0.0,0.0,67.88,67.88,67.88,0.0,0.0,68.5,68.5,68.5,0.0,0.0
2019-08-18,69.1,69.1,69.1,0.0,0.0,69.27,69.27,69.27,0.0,0.0,67.38,67.38,67.38,0.0,0.0,67.74,67.74,67.74,0.0,0.0
2019-08-25,69.83,69.83,69.83,0.0,0.0,69.92,69.92,69.92,0.0,0.0,69.4,69.4,69.4,0.0,0.0,69.56,69.56,69.56,0.0,0.0
2019-09-01,70.92,70.92,70.92,0.0,0.0,71.2,71.2,71.2,0.0,0.0,70.82,70.82,70.82,0.0,0.0,71.11,71.11,71.11,0.0,0.0
2019-09-08,72.41,72.41,72.41,0.0,0.0,72.43,72.43,72.43,0.0,0.0,72.05,72.05,72.05,0.0,0.0,72.1,72.1,72.1,0.0,0.0
2019-09-15,71.94,71.94,71.94,0.0,0.0,72.02,72.02,72.02,0.0,0.0,71.36,71.36,71.36,0.0,0.0,71.48,71.48,71.48,0.0,0.0
2019-09-22,71.48,71.48,71.48,0.0,0.0,71.56,71.56,71.56,0.0,0.0,70.83,70.83,70.83,0.0,0.0,71.21,71.21,71.21,0.0,0.0
2019-09-29,69.78,69.78,69.78,0.0,0.0,70.55,70.55,70.55,0.0,0.0,69.61,69.61,69.61,0.0,0.0,70.51,70.51,70.51,0.0,0.0
2019-10-06,70.84,70.84,70.84,0.0,0.0,71.62,71.62,71.62,0.0,0.0,70.79,70.79,70.79,0.0,0.0,71.05,71.05,71.05,0.0,0.0
2019-10-13,71.63,71.63,71.63,0.0,0.0,71.99,71.99,71.99,0.0,0.0,71.55,71.55,71.55,0.0,0.0,71.84,71.84,71.84,0.0,0.0
2019-10-20,71.9,71.9,71.9,0.0,0.0,72.23,72.23,72.23,0.0,0.0,71.8,71.8,71.8,0.0,0.0,72.09,72.09,72.09,0.0,0.0
2019-10-27,72.79,72.79,72.79,0.0,0.0,73.09,73.09,73.09,0.0,0.0,72.75,72.75,72.75,0.0,0.0,73.09,73.09,73.09,0.0,0.0
2019-11-03,73.8,73.8,73.8,0.0,0.0,73.93,73.93,73.93,0.0,0.0,73.58,73.58,73.58,0.0,0.0,73.9,73.9,73.9,0.0,0.0
2019-11-10,74.36,74.36,74.36,0.0,0.0,74.38,74.38,74.38,0.0,0.0,74.1,74.1,74.1,0.0,0.0,74.37,74.37,74.37,0.0,0.0
2019-11-17,74.04,74.04,74.04,0.0,0.0,74.06,74.06,74.06,0.0,0.0,73.73,73.73,73.73,0.0,0.0,74.02,74.02,74.02,0.0,0.0
2019-11-24,74.94,74.94,74.94,0.0,0.0,74.95,74.95,74.95,0.0,0.0,74.56,74.56,74.56,0.0,0.0,74.68,74.68,74.68,0.0,0.0
2019-12-01,74.84,74.84,74.84,0.0,0.0,75.09,75.09,75.09,0.0,0.0,74.84,74.84,74.84,0.0,0.0,74.91,74.91,74.91,0.0,0.0
2019-12-08,75.39,75.39,75.39,0.0,0.0,75.6,75.6,75.6,0.0,0.0,74.89,74.89,74.89,0.0,0.0,75.13,75.13,75.13,0.0,0.0
2019-12-15,75.71,75.71,75.71,0.0,0.0,76.04,76.04,76.04,0.0,0.0,75.71,75.71,75.71,0.0,0.0,75.95,75.95,75.95,0.0,0.0
2019-12-22,75.84,75.84,75.84,0.0,0.0,75.84,75.84,75.84,0.0,0.0,75.62,75.62,75.62,0.0,0.0,75.73,75.73,75.73,0.0,0.0
2019-12-29,75.04,75.04,75.04,0.0,0.0,75.34,75.34,75.34,0.0,0.0,74.93,74.93,74.93,0.0,0.0,75.22,75.22,75.22,0.0,0.0
