Date,iShares Currency Hedged MSCI Italy_Open_average,iShares Currency Hedged MSCI Italy_Open_max,iShares Currency Hedged MSCI Italy_Open_min,iShares Currency Hedged MSCI Italy_Open_volatility,iShares Currency Hedged MSCI Italy_Open_change,iShares Currency Hedged MSCI Italy_High_average,iShares Currency Hedged MSCI Italy_High_max,iShares Currency Hedged MSCI Italy_High_min,iShares Currency Hedged MSCI Italy_High_volatility,iShares Currency Hedged MSCI Italy_High_change,iShares Currency Hedged MSCI Italy_Low_average,iShares Currency Hedged MSCI Italy_Low_max,iShares Currency Hedged MSCI Italy_Low_min,iShares Currency Hedged MSCI Italy_Low_volatility,iShares Currency Hedged MSCI Italy_Low_change,iShares Currency Hedged MSCI Italy_Close_average,iShares Currency Hedged MSCI Italy_Close_max,iShares Currency Hedged MSCI Italy_Close_min,iShares Currency Hedged MSCI Italy_Close_volatility,iShares Currency Hedged MSCI Italy_Close_change
2018-05-27,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0
2018-06-03,16.92,16.92,16.92,0.0,0.0,16.95,16.95,16.95,0.0,0.0,16.92,16.92,16.92,0.0,0.0,16.95,16.95,16.95,0.0,0.0
2018-06-10,17.55,17.55,17.55,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2018-06-17,17.02,17.02,17.02,0.0,0.0,17.05,17.05,17.05,0.0,0.0,17.02,17.02,17.02,0.0,0.0,17.05,17.05,17.05,0.0,0.0
2018-06-24,17.12,17.12,17.12,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.12,17.12,17.12,0.0,0.0
2018-07-01,17.03,17.03,17.03,0.0,0.0,17.03,17.03,17.03,0.0,0.0,17.03,17.03,17.03,0.0,0.0,17.03,17.03,17.03,0.0,0.0
2018-07-08,17.02,17.02,17.02,0.0,0.0,17.02,17.02,17.02,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2018-07-15,16.81,16.81,16.81,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.81,16.81,16.81,0.0,0.0
2018-07-22,16.99,16.99,16.99,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.99,16.99,16.99,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2018-07-29,16.99,16.99,16.99,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0
2018-08-05,16.44,16.44,16.44,0.0,0.0,16.44,16.44,16.44,0.0,0.0,16.44,16.44,16.44,0.0,0.0,16.44,16.44,16.44,0.0,0.0
2018-08-12,16.1,16.1,16.1,0.0,0.0,16.1,16.1,16.1,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.95,15.95,15.95,0.0,0.0
2018-08-19,16.35,16.35,16.35,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.28,16.28,16.28,0.0,0.0
2018-08-26,15.86,15.86,15.86,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2018-09-02,16.42,16.42,16.42,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.42,16.42,16.42,0.0,0.0
2018-09-09,16.33,16.33,16.33,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2018-09-16,16.8,16.8,16.8,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2018-09-23,16.37,16.37,16.37,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2018-09-30,15.67,15.67,15.67,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.75,15.75,15.75,0.0,0.0
2018-10-07,15.16,15.16,15.16,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.27,15.27,15.27,0.0,0.0
2018-10-14,15.1,15.1,15.1,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.1,15.1,15.1,0.0,0.0
2018-10-21,15.28,15.28,15.28,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2018-10-28,15.48,15.48,15.48,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.5,15.5,15.5,0.0,0.0
2018-11-04,15.47,15.47,15.47,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.45,15.45,15.45,0.0,0.0
2018-11-11,15.18,15.18,15.18,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2018-11-18,15.41,15.41,15.41,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.4,15.4,15.4,0.0,0.0
2018-11-25,15.68,15.68,15.68,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.68,15.68,15.68,0.0,0.0
2018-12-02,14.81,14.81,14.81,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.81,14.81,14.81,0.0,0.0,15.01,15.01,15.01,0.0,0.0
2018-12-09,15.04,15.04,15.04,0.0,0.0,15.05,15.05,15.05,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2018-12-16,14.28,14.28,14.28,0.0,0.0,14.28,14.28,14.28,0.0,0.0,14.28,14.28,14.28,0.0,0.0,14.28,14.28,14.28,0.0,0.0
2018-12-23,14.35,14.35,14.35,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.28,14.28,14.28,0.0,0.0,14.37,14.37,14.37,0.0,0.0
2018-12-30,14.91,14.91,14.91,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2019-01-06,15.09,15.09,15.09,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.09,15.09,15.09,0.0,0.0
2019-01-13,15.49,15.49,15.49,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.49,15.49,15.49,0.0,0.0
2019-01-20,15.44,15.44,15.44,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.44,15.44,15.44,0.0,0.0
2019-01-27,15.6,15.6,15.6,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.6,15.6,15.6,0.0,0.0
2019-02-03,15.5,15.5,15.5,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.5,15.5,15.5,0.0,0.0
2019-02-10,15.99,15.99,15.99,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.99,15.99,15.99,0.0,0.0
2019-02-17,16.14,16.14,16.14,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.12,16.12,16.12,0.0,0.0,16.12,16.12,16.12,0.0,0.0
2019-02-24,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2019-03-03,16.33,16.33,16.33,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.43,16.43,16.43,0.0,0.0
2019-03-10,16.8,16.8,16.8,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.83,16.83,16.83,0.0,0.0
2019-03-17,16.72,16.72,16.72,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.72,16.72,16.72,0.0,0.0
2019-03-24,17.13,17.13,17.13,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.13,17.13,17.13,0.0,0.0
2019-03-31,17.25,17.25,17.25,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2019-04-07,17.25,17.25,17.25,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2019-04-14,17.33,17.33,17.33,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.34,17.34,17.34,0.0,0.0
2019-04-21,17.26,17.26,17.26,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2019-04-28,16.98,16.98,16.98,0.0,0.0,17.06,17.06,17.06,0.0,0.0,16.98,16.98,16.98,0.0,0.0,17.06,17.06,17.06,0.0,0.0
2019-05-05,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.39,16.39,16.39,0.0,0.0
2019-05-12,16.68,16.68,16.68,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.68,16.68,16.68,0.0,0.0
2019-05-19,16.56,16.56,16.56,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.57,16.57,16.57,0.0,0.0
2019-05-26,16.1,16.1,16.1,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2019-06-02,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2019-06-09,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2019-06-16,17.42,17.42,17.42,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.42,17.42,17.42,0.0,0.0
2019-06-23,17.36,17.36,17.36,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.36,17.36,17.36,0.0,0.0
2019-06-30,17.36,17.36,17.36,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.36,17.36,17.36,0.0,0.0
2019-07-07,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.56,17.56,17.56,0.0,0.0
2019-07-14,17.19,17.19,17.19,0.0,0.0,17.19,17.19,17.19,0.0,0.0,17.19,17.19,17.19,0.0,0.0,17.19,17.19,17.19,0.0,0.0
2019-07-21,17.23,17.23,17.23,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2019-07-28,16.52,16.52,16.52,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.41,16.41,16.41,0.0,0.0
2019-08-04,16.04,16.04,16.04,0.0,0.0,16.04,16.04,16.04,0.0,0.0,16.04,16.04,16.04,0.0,0.0,16.04,16.04,16.04,0.0,0.0
2019-08-11,16.38,16.38,16.38,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2019-08-18,16.32,16.32,16.32,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.43,16.43,16.43,0.0,0.0
2019-08-25,16.93,16.93,16.93,0.0,0.0,17.03,17.03,17.03,0.0,0.0,16.93,16.93,16.93,0.0,0.0,17.03,17.03,17.03,0.0,0.0
2019-09-01,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.43,17.43,17.43,0.0,0.0
2019-09-08,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0
2019-09-15,17.39,17.39,17.39,0.0,0.0,17.48,17.48,17.48,0.0,0.0,17.39,17.39,17.39,0.0,0.0,17.47,17.47,17.47,0.0,0.0
2019-09-22,17.64,17.64,17.64,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.64,17.64,17.64,0.0,0.0
2019-09-29,17.24,17.24,17.24,0.0,0.0,17.24,17.24,17.24,0.0,0.0,17.24,17.24,17.24,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2019-10-06,17.6,17.6,17.6,0.0,0.0,17.61,17.61,17.61,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2019-10-13,17.91,17.91,17.91,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.91,17.91,17.91,0.0,0.0
2019-10-20,18.09,18.09,18.09,0.0,0.0,18.09,18.09,18.09,0.0,0.0,18.09,18.09,18.09,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2019-10-27,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2019-11-03,18.67,18.67,18.67,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.67,18.67,18.67,0.0,0.0
2019-11-10,18.63,18.63,18.63,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2019-11-17,18.65,18.65,18.65,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2019-11-24,18.07,18.07,18.07,0.0,0.0,18.08,18.08,18.08,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.03,18.03,18.03,0.0,0.0
2019-12-01,18.05,18.05,18.05,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2019-12-08,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2019-12-15,19.05,19.05,19.05,0.0,0.0,19.05,19.05,19.05,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2019-12-22,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2019-12-29,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.56,18.56,18.56,0.0,0.0
