Date,VelocityShares 3x Inverse Crude S&P GSCI ER_Open_average,VelocityShares 3x Inverse Crude S&P GSCI ER_Open_max,VelocityShares 3x Inverse Crude S&P GSCI ER_Open_min,VelocityShares 3x Inverse Crude S&P GSCI ER_Open_volatility,VelocityShares 3x Inverse Crude S&P GSCI ER_Open_change,VelocityShares 3x Inverse Crude S&P GSCI ER_High_average,VelocityShares 3x Inverse Crude S&P GSCI ER_High_max,VelocityShares 3x Inverse Crude S&P GSCI ER_High_min,VelocityShares 3x Inverse Crude S&P GSCI ER_High_volatility,VelocityShares 3x Inverse Crude S&P GSCI ER_High_change,VelocityShares 3x Inverse Crude S&P GSCI ER_Low_average,VelocityShares 3x Inverse Crude S&P GSCI ER_Low_max,VelocityShares 3x Inverse Crude S&P GSCI ER_Low_min,VelocityShares 3x Inverse Crude S&P GSCI ER_Low_volatility,VelocityShares 3x Inverse Crude S&P GSCI ER_Low_change,VelocityShares 3x Inverse Crude S&P GSCI ER_Close_average,VelocityShares 3x Inverse Crude S&P GSCI ER_Close_max,VelocityShares 3x Inverse Crude S&P GSCI ER_Close_min,VelocityShares 3x Inverse Crude S&P GSCI ER_Close_volatility,VelocityShares 3x Inverse Crude S&P GSCI ER_Close_change
2018-03-25,10.46,10.46,10.46,0.0,0.0,11.11,11.11,11.11,0.0,0.0,10.46,10.46,10.46,0.0,0.0,11.01,11.01,11.01,0.0,0.0
2018-04-01,11.07,11.07,11.07,0.0,0.0,11.14,11.14,11.14,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.87,10.87,10.87,0.0,0.0
2018-04-08,9.15,9.15,9.15,0.0,0.0,9.41,9.41,9.41,0.0,0.0,9.13,9.13,9.13,0.0,0.0,9.32,9.32,9.32,0.0,0.0
2018-04-15,8.8,8.8,8.8,0.0,0.0,8.92,8.92,8.92,0.0,0.0,8.22,8.22,8.22,0.0,0.0,8.25,8.25,8.25,0.0,0.0
2018-04-22,8.8,8.8,8.8,0.0,0.0,8.83,8.83,8.83,0.0,0.0,8.09,8.09,8.09,0.0,0.0,8.44,8.44,8.44,0.0,0.0
2018-04-29,7.73,7.73,7.73,0.0,0.0,7.99,7.99,7.99,0.0,0.0,7.56,7.56,7.56,0.0,0.0,7.88,7.88,7.88,0.0,0.0
2018-05-06,7.49,7.49,7.49,0.0,0.0,7.52,7.52,7.52,0.0,0.0,7.34,7.34,7.34,0.0,0.0,7.37,7.37,7.37,0.0,0.0
2018-05-13,7.21,7.21,7.21,0.0,0.0,7.24,7.24,7.24,0.0,0.0,6.94,6.94,6.94,0.0,0.0,6.96,6.96,6.96,0.0,0.0
2018-05-20,8.05,8.05,8.05,0.0,0.0,8.49,8.49,8.49,0.0,0.0,8.05,8.05,8.05,0.0,0.0,8.45,8.45,8.45,0.0,0.0
2018-05-27,9.11,9.11,9.11,0.0,0.0,9.62,9.62,9.62,0.0,0.0,9.05,9.05,9.05,0.0,0.0,9.5,9.5,9.5,0.0,0.0
2018-06-03,9.35,9.35,9.35,0.0,0.0,9.4,9.4,9.4,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.97,8.97,8.97,0.0,0.0
2018-06-10,9.31,9.31,9.31,0.0,0.0,9.42,9.42,9.42,0.0,0.0,8.98,8.98,8.98,0.0,0.0,9.06,9.06,9.06,0.0,0.0
2018-06-17,7.62,7.62,7.62,0.0,0.0,8.08,8.08,8.08,0.0,0.0,7.56,7.56,7.56,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2018-06-24,6.15,6.15,6.15,0.0,0.0,6.26,6.26,6.26,0.0,0.0,6.04,6.04,6.04,0.0,0.0,6.15,6.15,6.15,0.0,0.0
2018-07-01,6.15,6.15,6.15,0.0,0.0,6.36,6.36,6.36,0.0,0.0,6.09,6.09,6.09,0.0,0.0,6.1,6.1,6.1,0.0,0.0
2018-07-08,7.18,7.18,7.18,0.0,0.0,7.64,7.64,7.64,0.0,0.0,7.14,7.14,7.14,0.0,0.0,7.54,7.54,7.54,0.0,0.0
2018-07-15,6.94,6.94,6.94,0.0,0.0,7.36,7.36,7.36,0.0,0.0,6.83,6.83,6.83,0.0,0.0,7.3,7.3,7.3,0.0,0.0
2018-07-22,6.54,6.54,6.54,0.0,0.0,6.64,6.64,6.64,0.0,0.0,6.47,6.47,6.47,0.0,0.0,6.61,6.61,6.61,0.0,0.0
2018-07-29,6.76,6.76,6.76,0.0,0.0,6.92,6.92,6.92,0.0,0.0,6.57,6.57,6.57,0.0,0.0,6.89,6.89,6.89,0.0,0.0
2018-08-05,7.3,7.3,7.3,0.0,0.0,7.81,7.81,7.81,0.0,0.0,7.24,7.24,7.24,0.0,0.0,7.3,7.3,7.3,0.0,0.0
2018-08-12,7.8,7.8,7.8,0.0,0.0,7.86,7.86,7.86,0.0,0.0,7.62,7.62,7.62,0.0,0.0,7.69,7.69,7.69,0.0,0.0
2018-08-19,6.56,6.56,6.56,0.0,0.0,6.66,6.66,6.66,0.0,0.0,6.53,6.53,6.53,0.0,0.0,6.54,6.54,6.54,0.0,0.0
2018-08-26,6.22,6.22,6.22,0.0,0.0,6.31,6.31,6.31,0.0,0.0,6.15,6.15,6.15,0.0,0.0,6.25,6.25,6.25,0.0,0.0
2018-09-02,6.67,6.67,6.67,0.0,0.0,6.96,6.96,6.96,0.0,0.0,6.62,6.62,6.62,0.0,0.0,6.91,6.91,6.91,0.0,0.0
2018-09-09,6.32,6.32,6.32,0.0,0.0,6.55,6.55,6.55,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.5,6.5,6.5,0.0,0.0
2018-09-16,5.56,5.56,5.56,0.0,0.0,5.62,5.62,5.62,0.0,0.0,5.4,5.4,5.4,0.0,0.0,5.51,5.51,5.51,0.0,0.0
2018-09-23,5.25,5.25,5.25,0.0,0.0,5.31,5.31,5.31,0.0,0.0,4.75,4.75,4.75,0.0,0.0,4.8,4.8,4.8,0.0,0.0
2018-09-30,5.13,5.13,5.13,0.0,0.0,5.17,5.17,5.17,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.03,5.03,5.03,0.0,0.0
2018-10-07,5.55,5.55,5.55,0.0,0.0,5.72,5.72,5.72,0.0,0.0,5.49,5.49,5.49,0.0,0.0,5.55,5.55,5.55,0.0,0.0
2018-10-14,6.13,6.13,6.13,0.0,0.0,6.26,6.26,6.26,0.0,0.0,5.96,5.96,5.96,0.0,0.0,5.97,5.97,5.97,0.0,0.0
2018-10-21,6.53,6.53,6.53,0.0,0.0,6.82,6.82,6.82,0.0,0.0,6.49,6.49,6.49,0.0,0.0,6.73,6.73,6.73,0.0,0.0
2018-10-28,7.65,7.65,7.65,0.0,0.0,8.0,8.0,8.0,0.0,0.0,7.48,7.48,7.48,0.0,0.0,7.98,7.98,7.98,0.0,0.0
2018-11-04,8.82,8.82,8.82,0.0,0.0,9.73,9.73,9.73,0.0,0.0,8.59,8.59,8.59,0.0,0.0,9.64,9.64,9.64,0.0,0.0
2018-11-11,10.92,10.92,10.92,0.0,0.0,11.39,11.39,11.39,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.25,10.25,10.25,0.0,0.0
2018-11-18,13.07,13.07,13.07,0.0,0.0,13.31,13.31,13.31,0.0,0.0,12.65,12.65,12.65,0.0,0.0,13.1,13.1,13.1,0.0,0.0
2018-11-25,11.79,11.79,11.79,0.0,0.0,12.72,12.72,12.72,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.82,11.82,11.82,0.0,0.0
2018-12-02,12.98,12.98,12.98,0.0,0.0,13.58,13.58,13.58,0.0,0.0,12.49,12.49,12.49,0.0,0.0,13.39,13.39,13.39,0.0,0.0
2018-12-09,12.79,12.79,12.79,0.0,0.0,14.53,14.53,14.53,0.0,0.0,12.71,12.71,12.71,0.0,0.0,14.4,14.4,14.4,0.0,0.0
2018-12-16,18.34,18.34,18.34,0.0,0.0,19.46,19.46,19.46,0.0,0.0,18.18,18.18,18.18,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2018-12-23,16.15,16.15,16.15,0.0,0.0,17.09,17.09,17.09,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.94,15.94,15.94,0.0,0.0
2018-12-30,13.24,13.24,13.24,0.0,0.0,13.37,13.37,13.37,0.0,0.0,12.24,12.24,12.24,0.0,0.0,13.18,13.18,13.18,0.0,0.0
2019-01-06,11.1,11.1,11.1,0.0,0.0,11.6,11.6,11.6,0.0,0.0,10.71,10.71,10.71,0.0,0.0,11.43,11.43,11.43,0.0,0.0
2019-01-13,10.07,10.07,10.07,0.0,0.0,10.3,10.3,10.3,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.49,9.49,9.49,0.0,0.0
2019-01-20,10.46,10.46,10.46,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.4,10.4,10.4,0.0,0.0
2019-01-27,9.15,9.15,9.15,0.0,0.0,9.58,9.58,9.58,0.0,0.0,8.87,8.87,8.87,0.0,0.0,8.92,8.92,8.92,0.0,0.0
2019-02-03,10.53,10.53,10.53,0.0,0.0,10.73,10.73,10.73,0.0,0.0,9.96,9.96,9.96,0.0,0.0,10.08,10.08,10.08,0.0,0.0
2019-02-10,8.58,8.58,8.58,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.35,8.35,8.35,0.0,0.0
2019-02-17,8.29,8.29,8.29,0.0,0.0,8.73,8.73,8.73,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.61,8.61,8.61,0.0,0.0
2019-02-24,7.96,7.96,7.96,0.0,0.0,8.31,8.31,8.31,0.0,0.0,7.82,7.82,7.82,0.0,0.0,8.04,8.04,8.04,0.0,0.0
2019-03-03,7.91,7.91,7.91,0.0,0.0,8.11,8.11,8.11,0.0,0.0,7.83,7.83,7.83,0.0,0.0,7.9,7.9,7.9,0.0,0.0
2019-03-10,7.2,7.2,7.2,0.0,0.0,7.24,7.24,7.24,0.0,0.0,6.96,6.96,6.96,0.0,0.0,7.04,7.04,7.04,0.0,0.0
2019-03-17,7.26,7.26,7.26,0.0,0.0,7.42,7.42,7.42,0.0,0.0,7.0,7.0,7.0,0.0,0.0,7.15,7.15,7.15,0.0,0.0
2019-03-24,6.52,6.52,6.52,0.0,0.0,6.59,6.59,6.59,0.0,0.0,6.19,6.19,6.19,0.0,0.0,6.21,6.21,6.21,0.0,0.0
2019-03-31,5.61,5.61,5.61,0.0,0.0,5.63,5.63,5.63,0.0,0.0,5.4,5.4,5.4,0.0,0.0,5.42,5.42,5.42,0.0,0.0
2019-04-07,5.6,5.6,5.6,0.0,0.0,5.71,5.71,5.71,0.0,0.0,5.54,5.54,5.54,0.0,0.0,5.6,5.6,5.6,0.0,0.0
2019-04-14,5.14,5.14,5.14,0.0,0.0,5.14,5.14,5.14,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.06,5.06,5.06,0.0,0.0
2019-04-21,5.65,5.65,5.65,0.0,0.0,5.78,5.78,5.78,0.0,0.0,5.53,5.53,5.53,0.0,0.0,5.55,5.55,5.55,0.0,0.0
2019-04-28,6.11,6.11,6.11,0.0,0.0,6.12,6.12,6.12,0.0,0.0,5.69,5.69,5.69,0.0,0.0,5.74,5.74,5.74,0.0,0.0
2019-05-05,5.64,5.64,5.64,0.0,0.0,6.33,6.33,6.33,0.0,0.0,5.55,5.55,5.55,0.0,0.0,6.28,6.28,6.28,0.0,0.0
2019-05-12,5.64,5.64,5.64,0.0,0.0,5.77,5.77,5.77,0.0,0.0,5.54,5.54,5.54,0.0,0.0,5.63,5.63,5.63,0.0,0.0
2019-05-19,6.84,6.84,6.84,0.0,0.0,7.31,7.31,7.31,0.0,0.0,6.81,6.81,6.81,0.0,0.0,6.82,6.82,6.82,0.0,0.0
2019-05-26,8.43,8.43,8.43,0.0,0.0,9.26,9.26,9.26,0.0,0.0,8.39,8.39,8.39,0.0,0.0,9.18,9.18,9.18,0.0,0.0
2019-06-02,8.49,8.49,8.49,0.0,0.0,8.93,8.93,8.93,0.0,0.0,8.24,8.24,8.24,0.0,0.0,8.8,8.8,8.8,0.0,0.0
2019-06-09,9.33,9.33,9.33,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.09,9.09,9.09,0.0,0.0,9.42,9.42,9.42,0.0,0.0
2019-06-16,6.78,6.78,6.78,0.0,0.0,7.08,7.08,7.08,0.0,0.0,6.63,6.63,6.63,0.0,0.0,6.69,6.69,6.69,0.0,0.0
2019-06-23,5.97,5.97,5.97,0.0,0.0,6.48,6.48,6.48,0.0,0.0,5.95,5.95,5.95,0.0,0.0,6.22,6.22,6.22,0.0,0.0
2019-06-30,6.59,6.59,6.59,0.0,0.0,6.71,6.71,6.71,0.0,0.0,6.34,6.34,6.34,0.0,0.0,6.67,6.67,6.67,0.0,0.0
2019-07-07,5.6,5.6,5.6,0.0,0.0,6.01,6.01,6.01,0.0,0.0,5.59,5.59,5.59,0.0,0.0,6.0,6.0,6.0,0.0,0.0
2019-07-14,7.07,7.07,7.07,0.0,0.0,7.14,7.14,7.14,0.0,0.0,6.9,6.9,6.9,0.0,0.0,6.94,6.94,6.94,0.0,0.0
2019-07-21,6.78,6.78,6.78,0.0,0.0,7.12,7.12,7.12,0.0,0.0,6.66,6.66,6.66,0.0,0.0,6.68,6.68,6.68,0.0,0.0
2019-07-28,7.3,7.3,7.3,0.0,0.0,7.33,7.33,7.33,0.0,0.0,6.89,6.89,6.89,0.0,0.0,7.18,7.18,7.18,0.0,0.0
2019-08-04,6.99,6.99,6.99,0.0,0.0,7.2,7.2,7.2,0.0,0.0,6.85,6.85,6.85,0.0,0.0,6.99,6.99,6.99,0.0,0.0
2019-08-11,6.48,6.48,6.48,0.0,0.0,6.64,6.64,6.64,0.0,0.0,6.28,6.28,6.28,0.0,0.0,6.34,6.34,6.34,0.0,0.0
2019-08-18,6.69,6.69,6.69,0.0,0.0,7.25,7.25,7.25,0.0,0.0,6.6,6.6,6.6,0.0,0.0,7.16,7.16,7.16,0.0,0.0
2019-08-25,6.17,6.17,6.17,0.0,0.0,6.76,6.76,6.76,0.0,0.0,6.14,6.14,6.14,0.0,0.0,6.61,6.61,6.61,0.0,0.0
2019-09-01,5.79,5.79,5.79,0.0,0.0,5.83,5.83,5.83,0.0,0.0,5.51,5.51,5.51,0.0,0.0,5.55,5.55,5.55,0.0,0.0
2019-09-08,4.7,4.7,4.7,0.0,0.0,4.76,4.76,4.76,0.0,0.0,3.56,3.56,3.56,0.0,0.0,3.91,3.91,3.91,0.0,0.0
2019-09-15,4.54,4.54,4.54,0.0,0.0,4.65,4.65,4.65,0.0,0.0,4.42,4.42,4.42,0.0,0.0,4.47,4.47,4.47,0.0,0.0
2019-09-22,5.29,5.29,5.29,0.0,0.0,5.62,5.62,5.62,0.0,0.0,5.17,5.17,5.17,0.0,0.0,5.52,5.52,5.52,0.0,0.0
2019-09-29,5.81,5.81,5.81,0.0,0.0,6.06,6.06,6.06,0.0,0.0,5.57,5.57,5.57,0.0,0.0,5.96,5.96,5.96,0.0,0.0
2019-10-06,5.73,5.73,5.73,0.0,0.0,5.9,5.9,5.9,0.0,0.0,5.64,5.64,5.64,0.0,0.0,5.71,5.71,5.71,0.0,0.0
2019-10-13,5.88,5.88,5.88,0.0,0.0,5.89,5.89,5.89,0.0,0.0,5.62,5.62,5.62,0.0,0.0,5.65,5.65,5.65,0.0,0.0
2019-10-20,4.76,4.76,4.76,0.0,0.0,5.05,5.05,5.05,0.0,0.0,4.71,4.71,4.71,0.0,0.0,5.0,5.0,5.0,0.0,0.0
2019-10-27,4.6,4.6,4.6,0.0,0.0,4.78,4.78,4.78,0.0,0.0,4.53,4.53,4.53,0.0,0.0,4.73,4.73,4.73,0.0,0.0
2019-11-03,4.74,4.74,4.74,0.0,0.0,4.76,4.76,4.76,0.0,0.0,4.53,4.53,4.53,0.0,0.0,4.64,4.64,4.64,0.0,0.0
2019-11-10,4.5,4.5,4.5,0.0,0.0,4.68,4.68,4.68,0.0,0.0,4.48,4.48,4.48,0.0,0.0,4.62,4.62,4.62,0.0,0.0
2019-11-17,4.39,4.39,4.39,0.0,0.0,4.45,4.45,4.45,0.0,0.0,4.26,4.26,4.26,0.0,0.0,4.31,4.31,4.31,0.0,0.0
2019-11-24,4.58,4.58,4.58,0.0,0.0,4.8,4.8,4.8,0.0,0.0,4.56,4.56,4.56,0.0,0.0,4.72,4.72,4.72,0.0,0.0
2019-12-01,4.04,4.04,4.04,0.0,0.0,4.04,4.04,4.04,0.0,0.0,3.92,3.92,3.92,0.0,0.0,3.97,3.97,3.97,0.0,0.0
2019-12-08,3.73,3.73,3.73,0.0,0.0,3.75,3.75,3.75,0.0,0.0,3.7,3.7,3.7,0.0,0.0,3.71,3.71,3.71,0.0,0.0
2019-12-15,3.69,3.69,3.69,0.0,0.0,3.71,3.71,3.71,0.0,0.0,3.6,3.6,3.6,0.0,0.0,3.6,3.6,3.6,0.0,0.0
2019-12-22,3.36,3.36,3.36,0.0,0.0,3.54,3.54,3.54,0.0,0.0,3.35,3.35,3.35,0.0,0.0,3.45,3.45,3.45,0.0,0.0
2019-12-29,3.14,3.14,3.14,0.0,0.0,3.34,3.34,3.34,0.0,0.0,3.11,3.11,3.11,0.0,0.0,3.2,3.2,3.2,0.0,0.0
