Date,Oppenheimer ESG Revenue_Open_average,Oppenheimer ESG Revenue_Open_max,Oppenheimer ESG Revenue_Open_min,Oppenheimer ESG Revenue_Open_volatility,Oppenheimer ESG Revenue_Open_change,Oppenheimer ESG Revenue_High_average,Oppenheimer ESG Revenue_High_max,Oppenheimer ESG Revenue_High_min,Oppenheimer ESG Revenue_High_volatility,Oppenheimer ESG Revenue_High_change,Oppenheimer ESG Revenue_Low_average,Oppenheimer ESG Revenue_Low_max,Oppenheimer ESG Revenue_Low_min,Oppenheimer ESG Revenue_Low_volatility,Oppenheimer ESG Revenue_Low_change,Oppenheimer ESG Revenue_Close_average,Oppenheimer ESG Revenue_Close_max,Oppenheimer ESG Revenue_Close_min,Oppenheimer ESG Revenue_Close_volatility,Oppenheimer ESG Revenue_Close_change
2018-03-25,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2018-04-01,30.01,30.01,30.01,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2018-04-08,30.47,30.47,30.47,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2018-04-15,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2018-04-22,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2018-04-29,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2018-05-06,30.83,30.83,30.83,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2018-05-13,30.98,30.98,30.98,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.97,30.97,30.97,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2018-05-20,30.85,30.85,30.85,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2018-05-27,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-06-03,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2018-06-10,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2018-06-17,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2018-06-24,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2018-07-01,30.91,30.91,30.91,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2018-07-08,31.2,31.2,31.2,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2018-07-15,31.16,31.16,31.16,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2018-07-22,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-07-29,31.67,31.67,31.67,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2018-08-05,31.44,31.44,31.44,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2018-08-12,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2018-08-19,32.4,32.4,32.4,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2018-08-26,32.3,32.3,32.3,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2018-09-02,32.35,32.35,32.35,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2018-09-09,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2018-09-16,32.82,32.82,32.82,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2018-09-23,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2018-09-30,32.32,32.32,32.32,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-10-07,31.06,31.06,31.06,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2018-10-14,31.15,31.15,31.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2018-10-21,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2018-10-28,30.81,30.81,30.81,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2018-11-04,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2018-11-11,30.64,30.64,30.64,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2018-11-18,30.32,30.32,30.32,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2018-11-25,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2018-12-02,29.73,29.73,29.73,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2018-12-09,29.21,29.21,29.21,0.0,0.0,29.21,29.21,29.21,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2018-12-16,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2018-12-23,27.85,27.85,27.85,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2018-12-30,28.24,28.24,28.24,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2019-01-06,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-01-13,29.83,29.83,29.83,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2019-01-20,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2019-01-27,30.31,30.31,30.31,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2019-02-03,30.32,30.32,30.32,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2019-02-10,31.17,31.17,31.17,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2019-02-17,31.61,31.61,31.61,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-02-24,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2019-03-03,30.37,30.37,30.37,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2019-03-10,31.31,31.31,31.31,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2019-03-17,30.54,30.54,30.54,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2019-03-24,31.27,31.27,31.27,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2019-03-31,31.61,31.61,31.61,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2019-04-07,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2019-04-14,31.52,31.52,31.52,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2019-04-21,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2019-04-28,31.74,31.74,31.74,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-05-05,30.48,30.48,30.48,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2019-05-12,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2019-05-19,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2019-05-26,29.45,29.45,29.45,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2019-06-02,30.85,30.85,30.85,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2019-06-09,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2019-06-16,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2019-06-23,31.72,31.72,31.72,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2019-06-30,31.73,31.73,31.73,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-07-07,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0,28.71,28.71,28.71,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2019-07-14,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.81,31.81,31.81,0.0,0.0
2019-07-21,32.27,32.27,32.27,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2019-07-28,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-08-04,30.86,30.86,30.86,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2019-08-11,30.96,30.96,30.96,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2019-08-18,30.33,30.33,30.33,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2019-08-25,30.95,30.95,30.95,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2019-09-01,32.03,32.03,32.03,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2019-09-08,32.52,32.52,32.52,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2019-09-15,31.93,31.93,31.93,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.93,31.93,31.93,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2019-09-22,31.9,31.9,31.9,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-09-29,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2019-10-06,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2019-10-13,32.35,32.35,32.35,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2019-10-20,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2019-10-27,33.47,33.47,33.47,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2019-11-03,33.77,33.77,33.77,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2019-11-10,34.06,34.06,34.06,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2019-11-17,34.08,34.08,34.08,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2019-11-24,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2019-12-01,34.15,34.15,34.15,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-12-08,34.78,34.78,34.78,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-12-15,34.77,34.77,34.77,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2019-12-22,34.69,34.69,34.69,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2019-12-29,34.76,34.76,34.76,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.76,34.76,34.76,0.0,0.0
