Date,PowerShares Golden Dragon China Port_Open_average,PowerShares Golden Dragon China Port_Open_max,PowerShares Golden Dragon China Port_Open_min,PowerShares Golden Dragon China Port_Open_volatility,PowerShares Golden Dragon China Port_Open_change,PowerShares Golden Dragon China Port_High_average,PowerShares Golden Dragon China Port_High_max,PowerShares Golden Dragon China Port_High_min,PowerShares Golden Dragon China Port_High_volatility,PowerShares Golden Dragon China Port_High_change,PowerShares Golden Dragon China Port_Low_average,PowerShares Golden Dragon China Port_Low_max,PowerShares Golden Dragon China Port_Low_min,PowerShares Golden Dragon China Port_Low_volatility,PowerShares Golden Dragon China Port_Low_change,PowerShares Golden Dragon China Port_Close_average,PowerShares Golden Dragon China Port_Close_max,PowerShares Golden Dragon China Port_Close_min,PowerShares Golden Dragon China Port_Close_volatility,PowerShares Golden Dragon China Port_Close_change
2018-05-20,47.39,47.39,47.39,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.19,47.19,47.19,0.0,0.0
2018-05-27,48.63,48.63,48.63,0.0,0.0,49.24,49.24,49.24,0.0,0.0,48.63,48.63,48.63,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2018-06-03,50.22,50.22,50.22,0.0,0.0,50.37,50.37,50.37,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2018-06-10,50.5,50.5,50.5,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2018-06-17,48.02,48.02,48.02,0.0,0.0,48.02,48.02,48.02,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2018-06-24,45.17,45.17,45.17,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.86,45.86,45.86,0.0,0.0
2018-07-01,46.89,46.89,46.89,0.0,0.0,47.23,47.23,47.23,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2018-07-08,46.25,46.25,46.25,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2018-07-15,45.25,45.25,45.25,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2018-07-22,44.95,44.95,44.95,0.0,0.0,44.99,44.99,44.99,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2018-07-29,42.45,42.45,42.45,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2018-08-05,41.41,41.41,41.41,0.0,0.0,41.41,41.41,41.41,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2018-08-12,39.83,39.83,39.83,0.0,0.0,40.49,40.49,40.49,0.0,0.0,39.83,39.83,39.83,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2018-08-19,40.54,40.54,40.54,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.54,40.54,40.54,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2018-08-26,39.52,39.52,39.52,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.52,39.52,39.52,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2018-09-02,37.6,37.6,37.6,0.0,0.0,37.6,37.6,37.6,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2018-09-09,37.37,37.37,37.37,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2018-09-16,38.31,38.31,38.31,0.0,0.0,38.31,38.31,38.31,0.0,0.0,37.95,37.95,37.95,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2018-09-23,38.77,38.77,38.77,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2018-09-30,34.78,34.78,34.78,0.0,0.0,35.39,35.39,35.39,0.0,0.0,34.66,34.66,34.66,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2018-10-07,34.63,34.63,34.63,0.0,0.0,35.19,35.19,35.19,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2018-10-14,34.49,34.49,34.49,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2018-10-21,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2018-10-28,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0,34.85,34.85,34.85,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2018-11-04,32.86,32.86,32.86,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2018-11-11,34.09,34.09,34.09,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2018-11-18,33.51,33.51,33.51,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2018-11-25,36.26,36.26,36.26,0.0,0.0,36.38,36.38,36.38,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2018-12-02,33.32,33.32,33.32,0.0,0.0,33.69,33.69,33.69,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2018-12-09,33.4,33.4,33.4,0.0,0.0,33.47,33.47,33.47,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2018-12-16,30.63,30.63,30.63,0.0,0.0,31.4,31.4,31.4,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2018-12-23,32.38,32.38,32.38,0.0,0.0,32.42,32.42,32.42,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2018-12-30,32.7,32.7,32.7,0.0,0.0,33.42,33.42,33.42,0.0,0.0,32.54,32.54,32.54,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-01-06,33.63,33.63,33.63,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2019-01-13,35.32,35.32,35.32,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2019-01-20,35.37,35.37,35.37,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2019-01-27,36.75,36.75,36.75,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2019-02-03,36.65,36.65,36.65,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2019-02-10,37.41,37.41,37.41,0.0,0.0,37.41,37.41,37.41,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2019-02-17,39.93,39.93,39.93,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2019-02-24,39.73,39.73,39.73,0.0,0.0,39.83,39.83,39.83,0.0,0.0,38.88,38.88,38.88,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-03-03,38.93,38.93,38.93,0.0,0.0,39.69,39.69,39.69,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2019-03-10,40.0,40.0,40.0,0.0,0.0,40.3,40.3,40.3,0.0,0.0,39.94,39.94,39.94,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2019-03-17,38.38,38.38,38.38,0.0,0.0,39.02,39.02,39.02,0.0,0.0,37.75,37.75,37.75,0.0,0.0,38.74,38.74,38.74,0.0,0.0
2019-03-24,41.12,41.12,41.12,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2019-03-31,42.42,42.42,42.42,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2019-04-07,42.11,42.11,42.11,0.0,0.0,42.11,42.11,42.11,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2019-04-14,41.21,41.21,41.21,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2019-04-21,41.69,41.69,41.69,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2019-04-28,40.44,40.44,40.44,0.0,0.0,41.3,41.3,41.3,0.0,0.0,40.0,40.0,40.0,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2019-05-05,37.46,37.46,37.46,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2019-05-12,36.4,36.4,36.4,0.0,0.0,36.4,36.4,36.4,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2019-05-19,35.11,35.11,35.11,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-05-26,34.31,34.31,34.31,0.0,0.0,34.45,34.45,34.45,0.0,0.0,33.93,33.93,33.93,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2019-06-02,35.58,35.58,35.58,0.0,0.0,36.2,36.2,36.2,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2019-06-09,35.47,35.47,35.47,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2019-06-16,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2019-06-23,38.72,38.72,38.72,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2019-06-30,37.48,37.48,37.48,0.0,0.0,37.48,37.48,37.48,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2019-07-07,37.03,37.03,37.03,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2019-07-14,36.62,36.62,36.62,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2019-07-21,37.01,37.01,37.01,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2019-07-28,33.13,33.13,33.13,0.0,0.0,33.46,33.46,33.46,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2019-08-04,33.49,33.49,33.49,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-08-11,36.25,36.25,36.25,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2019-08-18,35.35,35.35,35.35,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2019-08-25,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2019-09-01,37.87,37.87,37.87,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-09-08,38.26,38.26,38.26,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2019-09-15,37.76,37.76,37.76,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2019-09-22,35.91,35.91,35.91,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2019-09-29,36.13,36.13,36.13,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.79,35.79,35.79,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2019-10-06,36.49,36.49,36.49,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2019-10-13,37.01,37.01,37.01,0.0,0.0,37.17,37.17,37.17,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2019-10-20,38.34,38.34,38.34,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.74,38.74,38.74,0.0,0.0
2019-10-27,39.35,39.35,39.35,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2019-11-03,39.87,39.87,39.87,0.0,0.0,40.09,40.09,40.09,0.0,0.0,39.81,39.81,39.81,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2019-11-10,39.38,39.38,39.38,0.0,0.0,39.38,39.38,39.38,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2019-11-17,38.44,38.44,38.44,0.0,0.0,39.37,39.37,39.37,0.0,0.0,38.44,38.44,38.44,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-11-24,39.4,39.4,39.4,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2019-12-01,39.52,39.52,39.52,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-12-08,40.72,40.72,40.72,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2019-12-15,41.78,41.78,41.78,0.0,0.0,42.01,42.01,42.01,0.0,0.0,41.63,41.63,41.63,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2019-12-22,42.03,42.03,42.03,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2019-12-29,43.14,43.14,43.14,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.65,43.65,43.65,0.0,0.0
