Date,Global X MSCI China Communication Services_Open_average,Global X MSCI China Communication Services_Open_max,Global X MSCI China Communication Services_Open_min,Global X MSCI China Communication Services_Open_volatility,Global X MSCI China Communication Services_Open_change,Global X MSCI China Communication Services_High_average,Global X MSCI China Communication Services_High_max,Global X MSCI China Communication Services_High_min,Global X MSCI China Communication Services_High_volatility,Global X MSCI China Communication Services_High_change,Global X MSCI China Communication Services_Low_average,Global X MSCI China Communication Services_Low_max,Global X MSCI China Communication Services_Low_min,Global X MSCI China Communication Services_Low_volatility,Global X MSCI China Communication Services_Low_change,Global X MSCI China Communication Services_Close_average,Global X MSCI China Communication Services_Close_max,Global X MSCI China Communication Services_Close_min,Global X MSCI China Communication Services_Close_volatility,Global X MSCI China Communication Services_Close_change
2018-06-03,31.93,31.93,31.93,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2018-06-10,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2018-06-17,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2018-06-24,28.66,28.66,28.66,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2018-07-01,29.63,29.63,29.63,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2018-07-08,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2018-07-15,29.62,29.62,29.62,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2018-07-22,29.1,29.1,29.1,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2018-07-29,27.46,27.46,27.46,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2018-08-05,27.16,27.16,27.16,0.0,0.0,27.2,27.2,27.2,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2018-08-12,25.81,25.81,25.81,0.0,0.0,26.32,26.32,26.32,0.0,0.0,25.66,25.66,25.66,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2018-08-19,27.1,27.1,27.1,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2018-08-26,26.19,26.19,26.19,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2018-09-02,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2018-09-09,25.57,25.57,25.57,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-09-16,26.44,26.44,26.44,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2018-09-23,26.78,26.78,26.78,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2018-09-30,23.6,23.6,23.6,0.0,0.0,24.17,24.17,24.17,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2018-10-07,23.13,23.13,23.13,0.0,0.0,23.16,23.16,23.16,0.0,0.0,22.79,22.79,22.79,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2018-10-14,23.19,23.19,23.19,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2018-10-21,21.81,21.81,21.81,0.0,0.0,21.94,21.94,21.94,0.0,0.0,20.91,20.91,20.91,0.0,0.0,21.08,21.08,21.08,0.0,0.0
2018-10-28,23.6,23.6,23.6,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2018-11-04,22.67,22.67,22.67,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2018-11-11,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2018-11-18,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2018-11-25,24.99,24.99,24.99,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2018-12-02,23.15,23.15,23.15,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-12-09,23.39,23.39,23.39,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2018-12-16,22.19,22.19,22.19,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2018-12-23,22.76,22.76,22.76,0.0,0.0,23.91,23.91,23.91,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2018-12-30,23.42,23.42,23.42,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2019-01-06,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2019-01-13,23.78,23.78,23.78,0.0,0.0,24.34,24.34,24.34,0.0,0.0,23.78,23.78,23.78,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-01-20,24.33,24.33,24.33,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2019-01-27,24.23,24.23,24.23,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2019-02-03,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-02-10,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-02-17,26.63,26.63,26.63,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2019-02-24,26.59,26.59,26.59,0.0,0.0,26.7,26.7,26.7,0.0,0.0,25.59,25.59,25.59,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2019-03-03,25.9,25.9,25.9,0.0,0.0,26.8,26.8,26.8,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-03-10,27.18,27.18,27.18,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2019-03-17,25.99,25.99,25.99,0.0,0.0,26.25,26.25,26.25,0.0,0.0,25.35,25.35,25.35,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-03-24,26.89,26.89,26.89,0.0,0.0,27.49,27.49,27.49,0.0,0.0,26.86,26.86,26.86,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2019-03-31,27.98,27.98,27.98,0.0,0.0,28.27,28.27,28.27,0.0,0.0,27.76,27.76,27.76,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2019-04-07,27.56,27.56,27.56,0.0,0.0,27.65,27.65,27.65,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-04-14,27.51,27.51,27.51,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2019-04-21,27.07,27.07,27.07,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2019-04-28,26.18,26.18,26.18,0.0,0.0,26.77,26.77,26.77,0.0,0.0,25.81,25.81,25.81,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2019-05-05,24.27,24.27,24.27,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-05-12,23.37,23.37,23.37,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2019-05-19,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2019-05-26,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2019-06-02,23.1,23.1,23.1,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2019-06-09,22.85,22.85,22.85,0.0,0.0,23.87,23.87,23.87,0.0,0.0,22.72,22.72,22.72,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2019-06-16,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2019-06-23,24.53,24.53,24.53,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2019-06-30,23.66,23.66,23.66,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2019-07-07,23.01,23.01,23.01,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2019-07-14,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2019-07-21,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2019-07-28,21.01,21.01,21.01,0.0,0.0,21.25,21.25,21.25,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2019-08-04,20.47,20.47,20.47,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2019-08-11,21.88,21.88,21.88,0.0,0.0,22.26,22.26,22.26,0.0,0.0,21.79,21.79,21.79,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2019-08-18,21.65,21.65,21.65,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2019-08-25,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2019-09-01,23.0,23.0,23.0,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.83,22.83,22.83,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2019-09-08,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2019-09-15,22.74,22.74,22.74,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2019-09-22,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2019-09-29,22.09,22.09,22.09,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-10-06,22.43,22.43,22.43,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2019-10-13,22.15,22.15,22.15,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2019-10-20,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2019-10-27,22.6,22.6,22.6,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2019-11-03,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2019-11-10,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0,21.87,21.87,21.87,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2019-11-17,22.55,22.55,22.55,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.95,22.95,22.95,0.0,0.0
2019-11-24,22.38,22.38,22.38,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2019-12-01,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2019-12-08,23.68,23.68,23.68,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2019-12-15,24.13,24.13,24.13,0.0,0.0,24.6,24.6,24.6,0.0,0.0,23.95,23.95,23.95,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-12-22,24.54,24.54,24.54,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-12-29,25.45,25.45,25.45,0.0,0.0,26.14,26.14,26.14,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.5,25.5,25.5,0.0,0.0
