Date,PowerShares DWA Technology Momentum Portfolio_Open_average,PowerShares DWA Technology Momentum Portfolio_Open_max,PowerShares DWA Technology Momentum Portfolio_Open_min,PowerShares DWA Technology Momentum Portfolio_Open_volatility,PowerShares DWA Technology Momentum Portfolio_Open_change,PowerShares DWA Technology Momentum Portfolio_High_average,PowerShares DWA Technology Momentum Portfolio_High_max,PowerShares DWA Technology Momentum Portfolio_High_min,PowerShares DWA Technology Momentum Portfolio_High_volatility,PowerShares DWA Technology Momentum Portfolio_High_change,PowerShares DWA Technology Momentum Portfolio_Low_average,PowerShares DWA Technology Momentum Portfolio_Low_max,PowerShares DWA Technology Momentum Portfolio_Low_min,PowerShares DWA Technology Momentum Portfolio_Low_volatility,PowerShares DWA Technology Momentum Portfolio_Low_change,PowerShares DWA Technology Momentum Portfolio_Close_average,PowerShares DWA Technology Momentum Portfolio_Close_max,PowerShares DWA Technology Momentum Portfolio_Close_min,PowerShares DWA Technology Momentum Portfolio_Close_volatility,PowerShares DWA Technology Momentum Portfolio_Close_change
2019-03-24,67.9,67.9,67.9,0.0,0.0,67.9,67.9,67.9,0.0,0.0,67.23,67.23,67.23,0.0,0.0,67.8,67.8,67.8,0.0,0.0
2019-03-31,67.27,67.27,67.27,0.0,0.0,67.34,67.34,67.34,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.91,66.91,66.91,0.0,0.0
2019-04-07,69.06,69.06,69.06,0.0,0.0,69.06,69.06,69.06,0.0,0.0,68.47,68.47,68.47,0.0,0.0,68.79,68.79,68.79,0.0,0.0
2019-04-14,67.07,67.07,67.07,0.0,0.0,67.09,67.09,67.09,0.0,0.0,66.08,66.08,66.08,0.0,0.0,66.94,66.94,66.94,0.0,0.0
2019-04-21,70.35,70.35,70.35,0.0,0.0,71.19,71.19,71.19,0.0,0.0,69.89,69.89,69.89,0.0,0.0,71.19,71.19,71.19,0.0,0.0
2019-04-28,70.58,70.58,70.58,0.0,0.0,71.37,71.37,71.37,0.0,0.0,69.94,69.94,69.94,0.0,0.0,71.24,71.24,71.24,0.0,0.0
2019-05-05,70.75,70.75,70.75,0.0,0.0,70.98,70.98,70.98,0.0,0.0,68.63,68.63,68.63,0.0,0.0,70.77,70.77,70.77,0.0,0.0
2019-05-12,71.5,71.5,71.5,0.0,0.0,72.33,72.33,72.33,0.0,0.0,71.03,71.03,71.03,0.0,0.0,71.19,71.19,71.19,0.0,0.0
2019-05-19,69.22,69.22,69.22,0.0,0.0,69.94,69.94,69.94,0.0,0.0,69.18,69.18,69.18,0.0,0.0,69.63,69.63,69.63,0.0,0.0
2019-05-26,68.35,68.35,68.35,0.0,0.0,69.49,69.49,69.49,0.0,0.0,68.31,68.31,68.31,0.0,0.0,68.63,68.63,68.63,0.0,0.0
2019-06-02,70.8,70.8,70.8,0.0,0.0,72.51,72.51,72.51,0.0,0.0,70.8,70.8,70.8,0.0,0.0,72.29,72.29,72.29,0.0,0.0
2019-06-09,71.99,71.99,71.99,0.0,0.0,72.39,72.39,72.39,0.0,0.0,71.61,71.61,71.61,0.0,0.0,72.17,72.17,72.17,0.0,0.0
2019-06-16,75.4,75.4,75.4,0.0,0.0,75.41,75.41,75.41,0.0,0.0,74.13,74.13,74.13,0.0,0.0,74.25,74.25,74.25,0.0,0.0
2019-06-23,72.45,72.45,72.45,0.0,0.0,72.98,72.98,72.98,0.0,0.0,71.85,71.85,71.85,0.0,0.0,72.88,72.88,72.88,0.0,0.0
2019-06-30,75.34,75.34,75.34,0.0,0.0,75.98,75.98,75.98,0.0,0.0,74.06,74.06,74.06,0.0,0.0,75.98,75.98,75.98,0.0,0.0
2019-07-07,77.54,77.54,77.54,0.0,0.0,77.74,77.74,77.74,0.0,0.0,76.71,76.71,76.71,0.0,0.0,77.61,77.61,77.61,0.0,0.0
2019-07-14,78.57,78.57,78.57,0.0,0.0,79.02,79.02,79.02,0.0,0.0,77.32,77.32,77.32,0.0,0.0,77.32,77.32,77.32,0.0,0.0
2019-07-21,78.41,78.41,78.41,0.0,0.0,79.39,79.39,79.39,0.0,0.0,78.41,78.41,78.41,0.0,0.0,79.14,79.14,79.14,0.0,0.0
2019-07-28,78.64,78.64,78.64,0.0,0.0,78.64,78.64,78.64,0.0,0.0,76.96,76.96,76.96,0.0,0.0,77.86,77.86,77.86,0.0,0.0
2019-08-04,79.02,79.02,79.02,0.0,0.0,79.43,79.43,79.43,0.0,0.0,78.23,78.23,78.23,0.0,0.0,78.93,78.93,78.93,0.0,0.0
2019-08-11,77.1,77.1,77.1,0.0,0.0,78.2,78.2,78.2,0.0,0.0,76.82,76.82,76.82,0.0,0.0,77.76,77.76,77.76,0.0,0.0
2019-08-18,79.6,79.6,79.6,0.0,0.0,81.31,81.31,81.31,0.0,0.0,78.25,78.25,78.25,0.0,0.0,78.44,78.44,78.44,0.0,0.0
2019-08-25,80.34,80.34,80.34,0.0,0.0,80.34,80.34,80.34,0.0,0.0,77.54,77.54,77.54,0.0,0.0,78.67,78.67,78.67,0.0,0.0
2019-09-01,77.87,77.87,77.87,0.0,0.0,78.13,78.13,78.13,0.0,0.0,76.3,76.3,76.3,0.0,0.0,76.38,76.38,76.38,0.0,0.0
2019-09-08,71.09,71.09,71.09,0.0,0.0,71.09,71.09,71.09,0.0,0.0,69.9,69.9,69.9,0.0,0.0,69.99,69.99,69.99,0.0,0.0
2019-09-15,72.8,72.8,72.8,0.0,0.0,73.3,73.3,73.3,0.0,0.0,71.57,71.57,71.57,0.0,0.0,72.77,72.77,72.77,0.0,0.0
2019-09-22,70.56,70.56,70.56,0.0,0.0,70.56,70.56,70.56,0.0,0.0,66.95,66.95,66.95,0.0,0.0,67.88,67.88,67.88,0.0,0.0
2019-09-29,68.49,68.49,68.49,0.0,0.0,70.07,70.07,70.07,0.0,0.0,68.49,68.49,68.49,0.0,0.0,70.05,70.05,70.05,0.0,0.0
2019-10-06,70.44,70.44,70.44,0.0,0.0,71.52,71.52,71.52,0.0,0.0,70.44,70.44,70.44,0.0,0.0,70.8,70.8,70.8,0.0,0.0
2019-10-13,70.42,70.42,70.42,0.0,0.0,70.42,70.42,70.42,0.0,0.0,68.34,68.34,68.34,0.0,0.0,69.05,69.05,69.05,0.0,0.0
2019-10-20,68.89,68.89,68.89,0.0,0.0,69.89,69.89,69.89,0.0,0.0,68.89,68.89,68.89,0.0,0.0,69.81,69.81,69.81,0.0,0.0
2019-10-27,71.9,71.9,71.9,0.0,0.0,72.14,72.14,72.14,0.0,0.0,71.63,71.63,71.63,0.0,0.0,72.07,72.07,72.07,0.0,0.0
2019-11-03,71.51,71.51,71.51,0.0,0.0,72.21,72.21,72.21,0.0,0.0,71.4,71.4,71.4,0.0,0.0,72.15,72.15,72.15,0.0,0.0
2019-11-10,74.73,74.73,74.73,0.0,0.0,74.76,74.76,74.76,0.0,0.0,74.37,74.37,74.37,0.0,0.0,74.73,74.73,74.73,0.0,0.0
2019-11-17,75.09,75.09,75.09,0.0,0.0,75.09,75.09,75.09,0.0,0.0,74.13,74.13,74.13,0.0,0.0,74.35,74.35,74.35,0.0,0.0
2019-11-24,76.32,76.32,76.32,0.0,0.0,76.36,76.36,76.36,0.0,0.0,75.93,75.93,75.93,0.0,0.0,75.93,75.93,75.93,0.0,0.0
2019-12-01,75.03,75.03,75.03,0.0,0.0,75.08,75.08,75.08,0.0,0.0,74.68,74.68,74.68,0.0,0.0,74.91,74.91,74.91,0.0,0.0
2019-12-08,74.54,74.54,74.54,0.0,0.0,75.19,75.19,75.19,0.0,0.0,74.4,74.4,74.4,0.0,0.0,75.19,75.19,75.19,0.0,0.0
2019-12-15,77.16,77.16,77.16,0.0,0.0,77.66,77.66,77.66,0.0,0.0,77.16,77.16,77.16,0.0,0.0,77.58,77.58,77.58,0.0,0.0
2019-12-22,78.81,78.81,78.81,0.0,0.0,78.81,78.81,78.81,0.0,0.0,77.83,77.83,77.83,0.0,0.0,77.97,77.97,77.97,0.0,0.0
2019-12-29,77.63,77.63,77.63,0.0,0.0,78.71,78.71,78.71,0.0,0.0,77.46,77.46,77.46,0.0,0.0,78.32,78.32,78.32,0.0,0.0
