Date,ProShares Short Real Estate_Open_average,ProShares Short Real Estate_Open_max,ProShares Short Real Estate_Open_min,ProShares Short Real Estate_Open_volatility,ProShares Short Real Estate_Open_change,ProShares Short Real Estate_High_average,ProShares Short Real Estate_High_max,ProShares Short Real Estate_High_min,ProShares Short Real Estate_High_volatility,ProShares Short Real Estate_High_change,ProShares Short Real Estate_Low_average,ProShares Short Real Estate_Low_max,ProShares Short Real Estate_Low_min,ProShares Short Real Estate_Low_volatility,ProShares Short Real Estate_Low_change,ProShares Short Real Estate_Close_average,ProShares Short Real Estate_Close_max,ProShares Short Real Estate_Close_min,ProShares Short Real Estate_Close_volatility,ProShares Short Real Estate_Close_change
2018-07-29,15.38,15.38,15.38,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.39,15.39,15.39,0.0,0.0
2018-08-05,15.44,15.44,15.44,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2018-08-12,15.37,15.37,15.37,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.13,15.13,15.13,0.0,0.0
2018-08-19,15.33,15.33,15.33,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.33,15.33,15.33,0.0,0.0
2018-08-26,15.18,15.18,15.18,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2018-09-02,15.32,15.32,15.32,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.32,15.32,15.32,0.0,0.0
2018-09-09,15.4,15.4,15.4,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2018-09-16,15.36,15.36,15.36,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.36,15.36,15.36,0.0,0.0
2018-09-23,15.74,15.74,15.74,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2018-09-30,16.1,16.1,16.1,0.0,0.0,16.1,16.1,16.1,0.0,0.0,15.96,15.96,15.96,0.0,0.0,16.07,16.07,16.07,0.0,0.0
2018-10-07,16.39,16.39,16.39,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2018-10-14,16.2,16.2,16.2,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2018-10-21,15.99,15.99,15.99,0.0,0.0,16.36,16.36,16.36,0.0,0.0,15.84,15.84,15.84,0.0,0.0,16.2,16.2,16.2,0.0,0.0
2018-10-28,16.09,16.09,16.09,0.0,0.0,16.12,16.12,16.12,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.11,16.11,16.11,0.0,0.0
2018-11-04,15.56,15.56,15.56,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2018-11-11,15.67,15.67,15.67,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.47,15.47,15.47,0.0,0.0
2018-11-18,15.72,15.72,15.72,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2018-11-25,15.49,15.49,15.49,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.32,15.32,15.32,0.0,0.0
2018-12-02,15.18,15.18,15.18,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2018-12-09,15.5,15.5,15.5,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.55,15.55,15.55,0.0,0.0
2018-12-16,16.36,16.36,16.36,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.09,16.09,16.09,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2018-12-23,16.43,16.43,16.43,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.51,16.51,16.51,0.0,0.0
2018-12-30,16.72,16.72,16.72,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.52,16.52,16.52,0.0,0.0
2019-01-06,15.9,15.9,15.9,0.0,0.0,15.96,15.96,15.96,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.85,15.85,15.85,0.0,0.0
2019-01-13,15.55,15.55,15.55,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.54,15.54,15.54,0.0,0.0
2019-01-20,15.48,15.48,15.48,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2019-01-27,14.77,14.77,14.77,0.0,0.0,15.08,15.08,15.08,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2019-02-03,14.8,14.8,14.8,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.72,14.72,14.72,0.0,0.0
2019-02-10,14.59,14.59,14.59,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.58,14.58,14.58,0.0,0.0
2019-02-17,14.66,14.66,14.66,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.59,14.59,14.59,0.0,0.0
2019-02-24,14.77,14.77,14.77,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2019-03-03,14.8,14.8,14.8,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2019-03-10,14.4,14.4,14.4,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.44,14.44,14.44,0.0,0.0
2019-03-17,14.18,14.18,14.18,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.32,14.32,14.32,0.0,0.0
2019-03-24,14.13,14.13,14.13,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.13,14.13,14.13,0.0,0.0,14.16,14.16,14.16,0.0,0.0
2019-03-31,14.1,14.1,14.1,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.02,14.02,14.02,0.0,0.0,14.02,14.02,14.02,0.0,0.0
2019-04-07,14.1,14.1,14.1,0.0,0.0,14.1,14.1,14.1,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.99,13.99,13.99,0.0,0.0
2019-04-14,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.39,14.39,14.39,0.0,0.0
2019-04-21,14.27,14.27,14.27,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2019-04-28,14.12,14.12,14.12,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.07,14.07,14.07,0.0,0.0
2019-05-05,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.14,14.14,14.14,0.0,0.0,14.16,14.16,14.16,0.0,0.0
2019-05-12,14.06,14.06,14.06,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.07,14.07,14.07,0.0,0.0
2019-05-19,14.04,14.04,14.04,0.0,0.0,14.04,14.04,14.04,0.0,0.0,13.95,13.95,13.95,0.0,0.0,14.02,14.02,14.02,0.0,0.0
2019-05-26,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.14,14.14,14.14,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2019-06-02,13.86,13.86,13.86,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.85,13.85,13.85,0.0,0.0
2019-06-09,13.83,13.83,13.83,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.76,13.76,13.76,0.0,0.0
2019-06-16,13.69,13.69,13.69,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.66,13.66,13.66,0.0,0.0
2019-06-23,13.95,13.95,13.95,0.0,0.0,13.96,13.96,13.96,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.9,13.9,13.9,0.0,0.0
2019-06-30,13.6,13.6,13.6,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.57,13.57,13.57,0.0,0.0,13.61,13.61,13.61,0.0,0.0
2019-07-07,13.55,13.55,13.55,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.61,13.61,13.61,0.0,0.0
2019-07-14,13.71,13.71,13.71,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.91,13.91,13.91,0.0,0.0
2019-07-21,13.78,13.78,13.78,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.76,13.76,13.76,0.0,0.0,13.78,13.78,13.78,0.0,0.0
2019-07-28,13.64,13.64,13.64,0.0,0.0,13.68,13.68,13.68,0.0,0.0,13.6,13.6,13.6,0.0,0.0,13.65,13.65,13.65,0.0,0.0
2019-08-04,13.35,13.35,13.35,0.0,0.0,13.49,13.49,13.49,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.38,13.38,13.38,0.0,0.0
2019-08-11,13.44,13.44,13.44,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.34,13.34,13.34,0.0,0.0,13.36,13.36,13.36,0.0,0.0
2019-08-18,13.21,13.21,13.21,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.17,13.17,13.17,0.0,0.0,13.42,13.42,13.42,0.0,0.0
2019-08-25,13.22,13.22,13.22,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.2,13.2,13.2,0.0,0.0
2019-09-01,13.05,13.05,13.05,0.0,0.0,13.06,13.06,13.06,0.0,0.0,13.03,13.03,13.03,0.0,0.0,13.05,13.05,13.05,0.0,0.0
2019-09-08,13.23,13.23,13.23,0.0,0.0,13.38,13.38,13.38,0.0,0.0,13.16,13.16,13.16,0.0,0.0,13.35,13.35,13.35,0.0,0.0
2019-09-15,13.04,13.04,13.04,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.03,13.03,13.03,0.0,0.0,13.06,13.06,13.06,0.0,0.0
2019-09-22,12.87,12.87,12.87,0.0,0.0,13.07,13.07,13.07,0.0,0.0,12.87,12.87,12.87,0.0,0.0,13.0,13.0,13.0,0.0,0.0
2019-09-29,12.98,12.98,12.98,0.0,0.0,12.98,12.98,12.98,0.0,0.0,12.94,12.94,12.94,0.0,0.0,12.95,12.95,12.95,0.0,0.0
2019-10-06,13.0,13.0,13.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.98,12.98,12.98,0.0,0.0
2019-10-13,12.88,12.88,12.88,0.0,0.0,12.88,12.88,12.88,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.8,12.8,12.8,0.0,0.0
2019-10-20,12.87,12.87,12.87,0.0,0.0,12.89,12.89,12.89,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.88,12.88,12.88,0.0,0.0
2019-10-27,12.81,12.81,12.81,0.0,0.0,12.96,12.96,12.96,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.88,12.88,12.88,0.0,0.0
2019-11-03,13.31,13.31,13.31,0.0,0.0,13.31,13.31,13.31,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.3,13.3,13.3,0.0,0.0
2019-11-10,13.16,13.16,13.16,0.0,0.0,13.16,13.16,13.16,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.09,13.09,13.09,0.0,0.0
2019-11-17,13.2,13.2,13.2,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.21,13.21,13.21,0.0,0.0
2019-11-24,12.9,12.9,12.9,0.0,0.0,13.0,13.0,13.0,0.0,0.0,12.9,12.9,12.9,0.0,0.0,13.0,13.0,13.0,0.0,0.0
2019-12-01,12.98,12.98,12.98,0.0,0.0,13.04,13.04,13.04,0.0,0.0,12.98,12.98,12.98,0.0,0.0,13.04,13.04,13.04,0.0,0.0
2019-12-08,13.37,13.37,13.37,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.39,13.39,13.39,0.0,0.0
2019-12-15,13.07,13.07,13.07,0.0,0.0,13.08,13.08,13.08,0.0,0.0,13.01,13.01,13.01,0.0,0.0,13.04,13.04,13.04,0.0,0.0
2019-12-22,13.04,13.04,13.04,0.0,0.0,13.04,13.04,13.04,0.0,0.0,12.95,12.95,12.95,0.0,0.0,12.98,12.98,12.98,0.0,0.0
2019-12-29,13.09,13.09,13.09,0.0,0.0,13.09,13.09,13.09,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.92,12.92,12.92,0.0,0.0
