Date,Deutsche X-trackers High Yield Corporate_Open_average,Deutsche X-trackers High Yield Corporate_Open_max,Deutsche X-trackers High Yield Corporate_Open_min,Deutsche X-trackers High Yield Corporate_Open_volatility,Deutsche X-trackers High Yield Corporate_Open_change,Deutsche X-trackers High Yield Corporate_High_average,Deutsche X-trackers High Yield Corporate_High_max,Deutsche X-trackers High Yield Corporate_High_min,Deutsche X-trackers High Yield Corporate_High_volatility,Deutsche X-trackers High Yield Corporate_High_change,Deutsche X-trackers High Yield Corporate_Low_average,Deutsche X-trackers High Yield Corporate_Low_max,Deutsche X-trackers High Yield Corporate_Low_min,Deutsche X-trackers High Yield Corporate_Low_volatility,Deutsche X-trackers High Yield Corporate_Low_change,Deutsche X-trackers High Yield Corporate_Close_average,Deutsche X-trackers High Yield Corporate_Close_max,Deutsche X-trackers High Yield Corporate_Close_min,Deutsche X-trackers High Yield Corporate_Close_volatility,Deutsche X-trackers High Yield Corporate_Close_change
2018-03-25,49.27,49.27,49.27,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2018-04-01,49.43,49.43,49.43,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2018-04-08,49.9,49.9,49.9,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2018-04-15,49.66,49.66,49.66,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2018-04-22,49.49,49.49,49.49,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2018-04-29,49.36,49.36,49.36,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2018-05-06,49.49,49.49,49.49,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2018-05-13,49.34,49.34,49.34,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2018-05-20,49.37,49.37,49.37,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2018-05-27,49.17,49.17,49.17,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2018-06-03,49.44,49.44,49.44,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2018-06-10,49.65,49.65,49.65,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.66,49.66,49.66,0.0,0.0
2018-06-17,49.5,49.5,49.5,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2018-06-24,49.11,49.11,49.11,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2018-07-01,49.2,49.2,49.2,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2018-07-08,49.36,49.36,49.36,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2018-07-15,49.42,49.42,49.42,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2018-07-22,49.62,49.62,49.62,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2018-07-29,49.57,49.57,49.57,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2018-08-05,49.56,49.56,49.56,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2018-08-12,49.66,49.66,49.66,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2018-08-19,49.83,49.83,49.83,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2018-08-26,49.78,49.78,49.78,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2018-09-02,49.54,49.54,49.54,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2018-09-09,49.78,49.78,49.78,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2018-09-16,49.73,49.73,49.73,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2018-09-23,49.9,49.9,49.9,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2018-09-30,49.27,49.27,49.27,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2018-10-07,49.01,49.01,49.01,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.06,49.06,49.06,0.0,0.0
2018-10-14,49.04,49.04,49.04,0.0,0.0,49.11,49.11,49.11,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2018-10-21,48.73,48.73,48.73,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2018-10-28,48.7,48.7,48.7,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2018-11-04,48.69,48.69,48.69,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2018-11-11,47.91,47.91,47.91,0.0,0.0,48.06,48.06,48.06,0.0,0.0,47.83,47.83,47.83,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-11-18,47.98,47.98,47.98,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2018-11-25,48.27,48.27,48.27,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2018-12-02,47.81,47.81,47.81,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2018-12-09,47.98,47.98,47.98,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2018-12-16,46.32,46.32,46.32,0.0,0.0,46.36,46.36,46.36,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2018-12-23,46.78,46.78,46.78,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2018-12-30,47.5,47.5,47.5,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2019-01-06,48.22,48.22,48.22,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2019-01-13,48.61,48.61,48.61,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2019-01-20,48.55,48.55,48.55,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2019-01-27,48.78,48.78,48.78,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2019-02-03,48.85,48.85,48.85,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2019-02-10,49.13,49.13,49.13,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2019-02-17,49.37,49.37,49.37,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-02-24,49.29,49.29,49.29,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2019-03-03,48.99,48.99,48.99,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2019-03-10,49.39,49.39,49.39,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2019-03-17,49.4,49.4,49.4,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2019-03-24,49.62,49.62,49.62,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2019-03-31,49.68,49.68,49.68,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2019-04-07,50.01,50.01,50.01,0.0,0.0,50.04,50.04,50.04,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2019-04-14,49.89,49.89,49.89,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2019-04-21,50.07,50.07,50.07,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2019-04-28,49.64,49.64,49.64,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2019-05-05,49.36,49.36,49.36,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2019-05-12,49.5,49.5,49.5,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2019-05-19,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2019-05-26,48.8,48.8,48.8,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2019-06-02,49.64,49.64,49.64,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2019-06-09,49.69,49.69,49.69,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2019-06-16,50.28,50.28,50.28,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-06-23,50.16,50.16,50.16,0.0,0.0,50.21,50.21,50.21,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-06-30,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-07-07,50.0,50.0,50.0,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2019-07-14,49.92,49.92,49.92,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2019-07-21,50.18,50.18,50.18,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2019-07-28,49.43,49.43,49.43,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2019-08-04,49.53,49.53,49.53,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2019-08-11,49.64,49.64,49.64,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2019-08-18,49.95,49.95,49.95,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.92,49.92,49.92,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2019-08-25,50.23,50.23,50.23,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2019-09-01,50.09,50.09,50.09,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2019-09-08,50.18,50.18,50.18,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-09-15,50.27,50.27,50.27,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.29,50.29,50.29,0.0,0.0
2019-09-22,50.05,50.05,50.05,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2019-09-29,49.62,49.62,49.62,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2019-10-06,49.81,49.81,49.81,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2019-10-13,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-10-20,50.22,50.22,50.22,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-10-27,49.98,49.98,49.98,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2019-11-03,49.77,49.77,49.77,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2019-11-10,49.79,49.79,49.79,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2019-11-17,49.71,49.71,49.71,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2019-11-24,49.87,49.87,49.87,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2019-12-01,49.81,49.81,49.81,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-12-08,50.27,50.27,50.27,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2019-12-15,50.3,50.3,50.3,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.29,50.29,50.29,0.0,0.0
2019-12-22,50.42,50.42,50.42,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2019-12-29,50.43,50.43,50.43,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.51,50.51,50.51,0.0,0.0
