Date,iShares Global Financials_etf_Open_average,iShares Global Financials_etf_Open_max,iShares Global Financials_etf_Open_min,iShares Global Financials_etf_Open_volatility,iShares Global Financials_etf_Open_change,iShares Global Financials_etf_High_average,iShares Global Financials_etf_High_max,iShares Global Financials_etf_High_min,iShares Global Financials_etf_High_volatility,iShares Global Financials_etf_High_change,iShares Global Financials_etf_Low_average,iShares Global Financials_etf_Low_max,iShares Global Financials_etf_Low_min,iShares Global Financials_etf_Low_volatility,iShares Global Financials_etf_Low_change,iShares Global Financials_etf_Close_average,iShares Global Financials_etf_Close_max,iShares Global Financials_etf_Close_min,iShares Global Financials_etf_Close_volatility,iShares Global Financials_etf_Close_change
2018-06-24,64.59,64.59,64.59,0.0,0.0,64.87,64.87,64.87,0.0,0.0,64.11,64.11,64.11,0.0,0.0,64.11,64.11,64.11,0.0,0.0
2018-07-01,64.21,64.21,64.21,0.0,0.0,64.82,64.82,64.82,0.0,0.0,64.09,64.09,64.09,0.0,0.0,64.71,64.71,64.71,0.0,0.0
2018-07-08,64.87,64.87,64.87,0.0,0.0,64.97,64.97,64.97,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.91,64.91,64.91,0.0,0.0
2018-07-15,65.51,65.51,65.51,0.0,0.0,65.84,65.84,65.84,0.0,0.0,65.51,65.51,65.51,0.0,0.0,65.75,65.75,65.75,0.0,0.0
2018-07-22,67.03,67.03,67.03,0.0,0.0,67.28,67.28,67.28,0.0,0.0,66.81,66.81,66.81,0.0,0.0,67.05,67.05,67.05,0.0,0.0
2018-07-29,66.39,66.39,66.39,0.0,0.0,66.73,66.73,66.73,0.0,0.0,66.39,66.39,66.39,0.0,0.0,66.71,66.71,66.71,0.0,0.0
2018-08-05,65.97,65.97,65.97,0.0,0.0,66.0,66.0,66.0,0.0,0.0,65.63,65.63,65.63,0.0,0.0,65.76,65.76,65.76,0.0,0.0
2018-08-12,65.49,65.49,65.49,0.0,0.0,65.88,65.88,65.88,0.0,0.0,65.47,65.47,65.47,0.0,0.0,65.88,65.88,65.88,0.0,0.0
2018-08-19,66.16,66.16,66.16,0.0,0.0,66.25,66.25,66.25,0.0,0.0,66.02,66.02,66.02,0.0,0.0,66.1,66.1,66.1,0.0,0.0
2018-08-26,66.11,66.11,66.11,0.0,0.0,66.3,66.3,66.3,0.0,0.0,65.8,65.8,65.8,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2018-09-02,65.57,65.57,65.57,0.0,0.0,65.61,65.61,65.61,0.0,0.0,65.16,65.16,65.16,0.0,0.0,65.47,65.47,65.47,0.0,0.0
2018-09-09,65.61,65.61,65.61,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.61,65.61,65.61,0.0,0.0,65.73,65.73,65.73,0.0,0.0
2018-09-16,68.11,68.11,68.11,0.0,0.0,68.19,68.19,68.19,0.0,0.0,67.92,67.92,67.92,0.0,0.0,67.96,67.96,67.96,0.0,0.0
2018-09-23,66.08,66.08,66.08,0.0,0.0,66.3,66.3,66.3,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.85,65.85,65.85,0.0,0.0
2018-09-30,66.22,66.22,66.22,0.0,0.0,66.34,66.34,66.34,0.0,0.0,65.51,65.51,65.51,0.0,0.0,65.86,65.86,65.86,0.0,0.0
2018-10-07,63.5,63.5,63.5,0.0,0.0,63.83,63.83,63.83,0.0,0.0,62.07,62.07,62.07,0.0,0.0,62.86,62.86,62.86,0.0,0.0
2018-10-14,62.67,62.67,62.67,0.0,0.0,63.22,63.22,63.22,0.0,0.0,62.67,62.67,62.67,0.0,0.0,62.99,62.99,62.99,0.0,0.0
2018-10-21,60.12,60.12,60.12,0.0,0.0,60.55,60.55,60.55,0.0,0.0,59.54,59.54,59.54,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2018-10-28,63.23,63.23,63.23,0.0,0.0,63.52,63.52,63.52,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.7,62.7,62.7,0.0,0.0
2018-11-04,63.75,63.75,63.75,0.0,0.0,63.78,63.78,63.78,0.0,0.0,63.32,63.32,63.32,0.0,0.0,63.78,63.78,63.78,0.0,0.0
2018-11-11,62.62,62.62,62.62,0.0,0.0,63.1,63.1,63.1,0.0,0.0,62.62,62.62,62.62,0.0,0.0,63.07,63.07,63.07,0.0,0.0
2018-11-18,61.54,61.54,61.54,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2018-11-25,62.81,62.81,62.81,0.0,0.0,63.28,63.28,63.28,0.0,0.0,62.76,62.76,62.76,0.0,0.0,63.2,63.2,63.2,0.0,0.0
2018-12-02,60.45,60.45,60.45,0.0,0.0,61.1,61.1,61.1,0.0,0.0,59.32,59.32,59.32,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2018-12-09,58.3,58.3,58.3,0.0,0.0,58.83,58.83,58.83,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.34,58.34,58.34,0.0,0.0
2018-12-16,55.76,55.76,55.76,0.0,0.0,56.48,56.48,56.48,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2018-12-23,56.73,56.73,56.73,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.48,56.48,56.48,0.0,0.0
2018-12-30,57.27,57.27,57.27,0.0,0.0,58.17,58.17,58.17,0.0,0.0,57.2,57.2,57.2,0.0,0.0,58.14,58.14,58.14,0.0,0.0
2019-01-06,58.81,58.81,58.81,0.0,0.0,59.23,59.23,59.23,0.0,0.0,58.67,58.67,58.67,0.0,0.0,59.19,59.19,59.19,0.0,0.0
2019-01-13,61.25,61.25,61.25,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.01,61.01,61.01,0.0,0.0,61.67,61.67,61.67,0.0,0.0
2019-01-20,61.65,61.65,61.65,0.0,0.0,62.04,62.04,62.04,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.92,61.92,61.92,0.0,0.0
2019-01-27,61.61,61.61,61.61,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.64,61.64,61.64,0.0,0.0
2019-02-03,61.03,61.03,61.03,0.0,0.0,61.11,61.11,61.11,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2019-02-10,62.25,62.25,62.25,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.13,62.13,62.13,0.0,0.0,62.42,62.42,62.42,0.0,0.0
2019-02-17,62.8,62.8,62.8,0.0,0.0,62.86,62.86,62.86,0.0,0.0,62.56,62.56,62.56,0.0,0.0,62.74,62.74,62.74,0.0,0.0
2019-02-24,63.61,63.61,63.61,0.0,0.0,63.85,63.85,63.85,0.0,0.0,63.26,63.26,63.26,0.0,0.0,63.47,63.47,63.47,0.0,0.0
2019-03-03,61.19,61.19,61.19,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.13,61.13,61.13,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2019-03-10,63.19,63.19,63.19,0.0,0.0,63.72,63.72,63.72,0.0,0.0,63.19,63.19,63.19,0.0,0.0,63.54,63.54,63.54,0.0,0.0
2019-03-17,61.86,61.86,61.86,0.0,0.0,61.91,61.91,61.91,0.0,0.0,60.94,60.94,60.94,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2019-03-24,61.81,61.81,61.81,0.0,0.0,62.0,62.0,62.0,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2019-03-31,63.66,63.66,63.66,0.0,0.0,63.7,63.7,63.7,0.0,0.0,63.49,63.49,63.49,0.0,0.0,63.7,63.7,63.7,0.0,0.0
2019-04-07,64.41,64.41,64.41,0.0,0.0,64.91,64.91,64.91,0.0,0.0,64.28,64.28,64.28,0.0,0.0,64.64,64.64,64.64,0.0,0.0
2019-04-14,65.35,65.35,65.35,0.0,0.0,65.52,65.52,65.52,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.31,65.31,65.31,0.0,0.0
2019-04-21,65.09,65.09,65.09,0.0,0.0,65.53,65.53,65.53,0.0,0.0,65.09,65.09,65.09,0.0,0.0,65.53,65.53,65.53,0.0,0.0
2019-04-28,65.99,65.99,65.99,0.0,0.0,66.32,66.32,66.32,0.0,0.0,65.99,65.99,65.99,0.0,0.0,66.25,66.25,66.25,0.0,0.0
2019-05-05,63.81,63.81,63.81,0.0,0.0,64.35,64.35,64.35,0.0,0.0,63.4,63.4,63.4,0.0,0.0,64.34,64.34,64.34,0.0,0.0
2019-05-12,62.82,62.82,62.82,0.0,0.0,63.28,63.28,63.28,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.92,62.92,62.92,0.0,0.0
2019-05-19,62.6,62.6,62.6,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.88,62.88,62.88,0.0,0.0
2019-05-26,61.4,61.4,61.4,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.47,61.47,61.47,0.0,0.0
2019-06-02,63.51,63.51,63.51,0.0,0.0,63.68,63.68,63.68,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.55,63.55,63.55,0.0,0.0
2019-06-09,63.32,63.32,63.32,0.0,0.0,63.42,63.42,63.42,0.0,0.0,63.0,63.0,63.0,0.0,0.0,63.4,63.4,63.4,0.0,0.0
2019-06-16,63.33,63.33,63.33,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.29,63.29,63.29,0.0,0.0,63.31,63.31,63.31,0.0,0.0
2019-06-23,63.98,63.98,63.98,0.0,0.0,64.09,64.09,64.09,0.0,0.0,63.85,63.85,63.85,0.0,0.0,64.09,64.09,64.09,0.0,0.0
2019-06-30,65.05,65.05,65.05,0.0,0.0,65.16,65.16,65.16,0.0,0.0,64.89,64.89,64.89,0.0,0.0,65.07,65.07,65.07,0.0,0.0
2019-07-07,64.95,64.95,64.95,0.0,0.0,65.03,65.03,65.03,0.0,0.0,64.79,64.79,64.79,0.0,0.0,65.03,65.03,65.03,0.0,0.0
2019-07-14,64.75,64.75,64.75,0.0,0.0,64.77,64.77,64.77,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.42,64.42,64.42,0.0,0.0
2019-07-21,64.88,64.88,64.88,0.0,0.0,65.09,65.09,65.09,0.0,0.0,64.77,64.77,64.77,0.0,0.0,65.05,65.05,65.05,0.0,0.0
2019-07-28,62.63,62.63,62.63,0.0,0.0,62.63,62.63,62.63,0.0,0.0,61.91,61.91,61.91,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2019-08-04,61.45,61.45,61.45,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.02,61.02,61.02,0.0,0.0,61.3,61.3,61.3,0.0,0.0
2019-08-11,59.53,59.53,59.53,0.0,0.0,60.23,60.23,60.23,0.0,0.0,59.53,59.53,59.53,0.0,0.0,60.15,60.15,60.15,0.0,0.0
2019-08-18,60.19,60.19,60.19,0.0,0.0,60.54,60.54,60.54,0.0,0.0,59.03,59.03,59.03,0.0,0.0,59.19,59.19,59.19,0.0,0.0
2019-08-25,60.75,60.75,60.75,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.7,60.7,60.7,0.0,0.0
2019-09-01,62.18,62.18,62.18,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.11,62.11,62.11,0.0,0.0,62.22,62.22,62.22,0.0,0.0
2019-09-08,64.86,64.86,64.86,0.0,0.0,65.06,65.06,65.06,0.0,0.0,64.83,64.83,64.83,0.0,0.0,64.87,64.87,64.87,0.0,0.0
2019-09-15,64.55,64.55,64.55,0.0,0.0,64.61,64.61,64.61,0.0,0.0,64.04,64.04,64.04,0.0,0.0,64.16,64.16,64.16,0.0,0.0
2019-09-22,64.09,64.09,64.09,0.0,0.0,64.13,64.13,64.13,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2019-09-29,61.91,61.91,61.91,0.0,0.0,62.56,62.56,62.56,0.0,0.0,61.78,61.78,61.78,0.0,0.0,62.52,62.52,62.52,0.0,0.0
2019-10-06,63.74,63.74,63.74,0.0,0.0,64.33,64.33,64.33,0.0,0.0,63.74,63.74,63.74,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2019-10-13,64.71,64.71,64.71,0.0,0.0,64.95,64.95,64.95,0.0,0.0,64.69,64.69,64.69,0.0,0.0,64.89,64.89,64.89,0.0,0.0
2019-10-20,65.58,65.58,65.58,0.0,0.0,66.04,66.04,66.04,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.98,65.98,65.98,0.0,0.0
2019-10-27,66.23,66.23,66.23,0.0,0.0,66.54,66.54,66.54,0.0,0.0,66.12,66.12,66.12,0.0,0.0,66.46,66.46,66.46,0.0,0.0
2019-11-03,67.7,67.7,67.7,0.0,0.0,67.74,67.74,67.74,0.0,0.0,67.49,67.49,67.49,0.0,0.0,67.72,67.72,67.72,0.0,0.0
2019-11-10,67.19,67.19,67.19,0.0,0.0,67.31,67.31,67.31,0.0,0.0,67.01,67.01,67.01,0.0,0.0,67.3,67.3,67.3,0.0,0.0
2019-11-17,67.01,67.01,67.01,0.0,0.0,67.18,67.18,67.18,0.0,0.0,67.01,67.01,67.01,0.0,0.0,67.14,67.14,67.14,0.0,0.0
2019-11-24,67.43,67.43,67.43,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.24,67.24,67.24,0.0,0.0,67.28,67.28,67.28,0.0,0.0
2019-12-01,67.62,67.62,67.62,0.0,0.0,67.85,67.85,67.85,0.0,0.0,67.62,67.62,67.62,0.0,0.0,67.67,67.67,67.67,0.0,0.0
2019-12-08,69.09,69.09,69.09,0.0,0.0,69.47,69.47,69.47,0.0,0.0,68.84,68.84,68.84,0.0,0.0,69.03,69.03,69.03,0.0,0.0
2019-12-15,68.85,68.85,68.85,0.0,0.0,68.85,68.85,68.85,0.0,0.0,68.56,68.56,68.56,0.0,0.0,68.6,68.6,68.6,0.0,0.0
2019-12-22,69.06,69.06,69.06,0.0,0.0,69.06,69.06,69.06,0.0,0.0,68.83,68.83,68.83,0.0,0.0,68.86,68.86,68.86,0.0,0.0
2019-12-29,68.7,68.7,68.7,0.0,0.0,69.08,69.08,69.08,0.0,0.0,68.7,68.7,68.7,0.0,0.0,68.89,68.89,68.89,0.0,0.0
