Date,First Trust Hong Kong AlphaDEX_Open_average,First Trust Hong Kong AlphaDEX_Open_max,First Trust Hong Kong AlphaDEX_Open_min,First Trust Hong Kong AlphaDEX_Open_volatility,First Trust Hong Kong AlphaDEX_Open_change,First Trust Hong Kong AlphaDEX_High_average,First Trust Hong Kong AlphaDEX_High_max,First Trust Hong Kong AlphaDEX_High_min,First Trust Hong Kong AlphaDEX_High_volatility,First Trust Hong Kong AlphaDEX_High_change,First Trust Hong Kong AlphaDEX_Low_average,First Trust Hong Kong AlphaDEX_Low_max,First Trust Hong Kong AlphaDEX_Low_min,First Trust Hong Kong AlphaDEX_Low_volatility,First Trust Hong Kong AlphaDEX_Low_change,First Trust Hong Kong AlphaDEX_Close_average,First Trust Hong Kong AlphaDEX_Close_max,First Trust Hong Kong AlphaDEX_Close_min,First Trust Hong Kong AlphaDEX_Close_volatility,First Trust Hong Kong AlphaDEX_Close_change
2016-05-29,31.57,31.57,31.57,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2016-06-05,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2016-06-12,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2016-06-19,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2016-06-26,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2016-07-03,32.61,32.61,32.61,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2016-07-10,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2016-07-17,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2016-07-24,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2016-07-31,34.81,34.81,34.81,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2016-08-07,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2016-08-14,34.63,34.63,34.63,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2016-08-21,34.73,34.73,34.73,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2016-08-28,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2016-09-04,35.34,35.34,35.34,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2016-09-11,36.12,36.12,36.12,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0
2016-09-18,36.09,36.09,36.09,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2016-09-25,35.9,35.9,35.9,0.0,0.0,36.06,36.06,36.06,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2016-10-02,35.99,35.99,35.99,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2016-10-09,34.8,34.8,34.8,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2016-10-16,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2016-10-23,34.57,34.57,34.57,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2016-10-30,33.93,33.93,33.93,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2016-11-06,32.71,32.71,32.71,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2016-11-13,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2016-11-20,33.38,33.38,33.38,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2016-11-27,33.33,33.33,33.33,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2016-12-04,33.13,33.13,33.13,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2016-12-11,32.47,32.47,32.47,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2016-12-18,32.02,32.02,32.02,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2016-12-25,32.3,32.3,32.3,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2017-01-01,33.07,33.07,33.07,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2017-01-08,33.65,33.65,33.65,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2017-01-15,33.48,33.48,33.48,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2017-01-22,34.1,34.1,34.1,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2017-01-29,34.4,34.4,34.4,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2017-02-05,34.56,34.56,34.56,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2017-02-12,34.92,34.92,34.92,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2017-02-19,35.28,35.28,35.28,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2017-02-26,35.07,35.07,35.07,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2017-03-05,35.41,35.41,35.41,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2017-03-12,36.03,36.03,36.03,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2017-03-19,35.94,35.94,35.94,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2017-03-26,36.57,36.57,36.57,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2017-04-02,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2017-04-09,37.35,37.35,37.35,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2017-04-16,36.96,36.96,36.96,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2017-04-23,37.28,37.28,37.28,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2017-04-30,36.89,36.89,36.89,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2017-05-07,37.06,37.06,37.06,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2017-05-14,37.14,37.14,37.14,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2017-05-21,37.92,37.92,37.92,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2017-05-28,38.68,38.68,38.68,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2017-06-04,39.04,39.04,39.04,0.0,0.0,39.04,39.04,39.04,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2017-06-11,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2017-06-18,38.33,38.33,38.33,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2017-06-25,38.23,38.23,38.23,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2017-07-02,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2017-07-09,38.88,38.88,38.88,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2017-07-16,36.4,36.4,36.4,0.0,0.0,39.22,39.22,39.22,0.0,0.0,36.4,36.4,36.4,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2017-07-23,38.92,38.92,38.92,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.92,38.92,38.92,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2017-07-30,39.09,39.09,39.09,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2017-08-06,39.17,39.17,39.17,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2017-08-13,39.35,39.35,39.35,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2017-08-20,40.04,40.04,40.04,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2017-08-27,41.28,41.28,41.28,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2017-09-03,42.59,42.59,42.59,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2017-09-10,43.19,43.19,43.19,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2017-09-17,41.75,41.75,41.75,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2017-09-24,42.82,42.82,42.82,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2017-10-01,43.19,43.19,43.19,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2017-10-08,43.46,43.46,43.46,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.55,43.55,43.55,0.0,0.0
2017-10-15,43.26,43.26,43.26,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2017-10-22,42.22,42.22,42.22,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2017-10-29,43.33,43.33,43.33,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2017-11-05,43.55,43.55,43.55,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2017-11-12,42.7,42.7,42.7,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.7,42.7,42.7,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2017-11-19,43.44,43.44,43.44,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2017-11-26,43.19,43.19,43.19,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2017-12-03,42.92,42.92,42.92,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.92,42.92,42.92,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2017-12-10,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2017-12-17,41.77,41.77,41.77,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2017-12-24,42.48,42.48,42.48,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2017-12-31,43.71,43.71,43.71,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.73,43.73,43.73,0.0,0.0
