Date,iShares Edge MSCI Min Vol Europe_Open_average,iShares Edge MSCI Min Vol Europe_Open_max,iShares Edge MSCI Min Vol Europe_Open_min,iShares Edge MSCI Min Vol Europe_Open_volatility,iShares Edge MSCI Min Vol Europe_Open_change,iShares Edge MSCI Min Vol Europe_High_average,iShares Edge MSCI Min Vol Europe_High_max,iShares Edge MSCI Min Vol Europe_High_min,iShares Edge MSCI Min Vol Europe_High_volatility,iShares Edge MSCI Min Vol Europe_High_change,iShares Edge MSCI Min Vol Europe_Low_average,iShares Edge MSCI Min Vol Europe_Low_max,iShares Edge MSCI Min Vol Europe_Low_min,iShares Edge MSCI Min Vol Europe_Low_volatility,iShares Edge MSCI Min Vol Europe_Low_change,iShares Edge MSCI Min Vol Europe_Close_average,iShares Edge MSCI Min Vol Europe_Close_max,iShares Edge MSCI Min Vol Europe_Close_min,iShares Edge MSCI Min Vol Europe_Close_volatility,iShares Edge MSCI Min Vol Europe_Close_change
2018-05-06,25.88,25.88,25.88,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2018-05-13,25.67,25.67,25.67,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2018-05-20,25.4,25.4,25.4,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2018-05-27,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2018-06-03,25.57,25.57,25.57,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2018-06-10,25.1,25.1,25.1,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2018-06-17,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2018-06-24,24.44,24.44,24.44,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2018-07-01,25.21,25.21,25.21,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2018-07-08,25.15,25.15,25.15,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2018-07-15,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2018-07-22,25.44,25.44,25.44,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2018-07-29,25.14,25.14,25.14,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-08-05,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2018-08-12,24.83,24.83,24.83,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2018-08-19,25.27,25.27,25.27,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2018-08-26,25.14,25.14,25.14,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2018-09-02,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2018-09-09,25.06,25.06,25.06,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2018-09-16,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-09-23,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2018-09-30,24.16,24.16,24.16,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2018-10-07,23.67,23.67,23.67,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2018-10-14,23.79,23.79,23.79,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2018-10-21,23.47,23.47,23.47,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2018-10-28,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-11-04,23.94,23.94,23.94,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2018-11-11,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2018-11-18,23.83,23.83,23.83,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2018-11-25,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-12-02,23.12,23.12,23.12,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2018-12-09,23.28,23.28,23.28,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2018-12-16,22.46,22.46,22.46,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.37,22.37,22.37,0.0,0.0
2018-12-23,22.89,22.89,22.89,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2018-12-30,23.16,23.16,23.16,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2019-01-06,23.36,23.36,23.36,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2019-01-13,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2019-01-20,23.56,23.56,23.56,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2019-01-27,23.91,23.91,23.91,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2019-02-03,23.86,23.86,23.86,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2019-02-10,24.14,24.14,24.14,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2019-02-17,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2019-02-24,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2019-03-03,24.37,24.37,24.37,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2019-03-10,25.2,25.2,25.2,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-03-17,24.86,24.86,24.86,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-03-24,25.02,25.02,25.02,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-03-31,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2019-04-07,25.21,25.21,25.21,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-04-14,25.11,25.11,25.11,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-04-21,25.2,25.2,25.2,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-04-28,25.05,25.05,25.05,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-05-05,24.75,24.75,24.75,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-05-12,24.93,24.93,24.93,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.93,24.93,24.93,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2019-05-19,25.18,25.18,25.18,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-05-26,24.93,24.93,24.93,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.93,24.93,24.93,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2019-06-02,25.83,25.83,25.83,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2019-06-09,25.18,25.18,25.18,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2019-06-16,25.69,25.69,25.69,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-06-23,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2019-06-30,25.54,25.54,25.54,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2019-07-07,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-07-14,25.37,25.37,25.37,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2019-07-21,25.41,25.41,25.41,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2019-07-28,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2019-08-04,24.86,24.86,24.86,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0
2019-08-11,24.95,24.95,24.95,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2019-08-18,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2019-08-25,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-09-01,25.28,25.28,25.28,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2019-09-08,25.16,25.16,25.16,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-09-15,25.4,25.4,25.4,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2019-09-22,25.4,25.4,25.4,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-09-29,25.22,25.22,25.22,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-10-06,25.43,25.43,25.43,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-10-13,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2019-10-20,25.82,25.82,25.82,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-10-27,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-11-03,25.98,25.98,25.98,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-11-10,26.23,26.23,26.23,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2019-11-17,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2019-11-24,26.02,26.02,26.02,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.97,25.97,25.97,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-12-01,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-12-08,26.65,26.65,26.65,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2019-12-15,26.78,26.78,26.78,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-12-22,27.05,27.05,27.05,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2019-12-29,27.01,27.01,27.01,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0
