Date,Legg Mason EM Low Volatility High Dividend_etf_Open_average,Legg Mason EM Low Volatility High Dividend_etf_Open_max,Legg Mason EM Low Volatility High Dividend_etf_Open_min,Legg Mason EM Low Volatility High Dividend_etf_Open_volatility,Legg Mason EM Low Volatility High Dividend_etf_Open_change,Legg Mason EM Low Volatility High Dividend_etf_High_average,Legg Mason EM Low Volatility High Dividend_etf_High_max,Legg Mason EM Low Volatility High Dividend_etf_High_min,Legg Mason EM Low Volatility High Dividend_etf_High_volatility,Legg Mason EM Low Volatility High Dividend_etf_High_change,Legg Mason EM Low Volatility High Dividend_etf_Low_average,Legg Mason EM Low Volatility High Dividend_etf_Low_max,Legg Mason EM Low Volatility High Dividend_etf_Low_min,Legg Mason EM Low Volatility High Dividend_etf_Low_volatility,Legg Mason EM Low Volatility High Dividend_etf_Low_change,Legg Mason EM Low Volatility High Dividend_etf_Close_average,Legg Mason EM Low Volatility High Dividend_etf_Close_max,Legg Mason EM Low Volatility High Dividend_etf_Close_min,Legg Mason EM Low Volatility High Dividend_etf_Close_volatility,Legg Mason EM Low Volatility High Dividend_etf_Close_change
2018-04-22,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2018-04-29,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2018-05-06,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2018-05-13,28.61,28.61,28.61,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2018-05-20,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2018-05-27,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2018-06-03,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2018-06-10,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2018-06-17,27.51,27.51,27.51,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2018-06-24,26.95,26.95,26.95,0.0,0.0,27.59,27.59,27.59,0.0,0.0,26.95,26.95,26.95,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2018-07-01,27.34,27.34,27.34,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2018-07-08,27.34,27.34,27.34,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2018-07-15,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2018-07-22,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0,27.69,27.69,27.69,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2018-07-29,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2018-08-05,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2018-08-12,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2018-08-19,27.76,27.76,27.76,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2018-08-26,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2018-09-02,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2018-09-09,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2018-09-16,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2018-09-23,28.04,28.04,28.04,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-09-30,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2018-10-07,26.82,26.82,26.82,0.0,0.0,27.4,27.4,27.4,0.0,0.0,26.82,26.82,26.82,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2018-10-14,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2018-10-21,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2018-10-28,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2018-11-04,26.36,26.36,26.36,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2018-11-11,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-11-18,25.78,25.78,25.78,0.0,0.0,26.27,26.27,26.27,0.0,0.0,25.78,25.78,25.78,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2018-11-25,26.66,26.66,26.66,0.0,0.0,27.4,27.4,27.4,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-12-02,25.69,25.69,25.69,0.0,0.0,26.5,26.5,26.5,0.0,0.0,25.69,25.69,25.69,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2018-12-09,26.5,26.5,26.5,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2018-12-16,26.32,26.32,26.32,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-12-23,25.94,25.94,25.94,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.94,25.94,25.94,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2018-12-30,25.99,25.99,25.99,0.0,0.0,26.12,26.12,26.12,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-01-06,26.24,26.24,26.24,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-01-13,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-01-20,26.59,26.59,26.59,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2019-01-27,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0,26.84,26.84,26.84,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2019-02-03,26.72,26.72,26.72,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2019-02-10,26.53,26.53,26.53,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-02-17,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2019-02-24,26.87,26.87,26.87,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2019-03-03,26.33,26.33,26.33,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-03-10,26.43,26.43,26.43,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2019-03-17,26.47,26.47,26.47,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2019-03-24,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2019-03-31,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-04-07,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-04-14,26.68,26.68,26.68,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2019-04-21,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2019-04-28,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2019-05-05,25.87,25.87,25.87,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.87,25.87,25.87,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2019-05-12,25.79,25.79,25.79,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2019-05-19,25.88,25.88,25.88,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2019-05-26,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-06-02,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-06-09,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2019-06-16,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-06-23,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2019-06-30,26.49,26.49,26.49,0.0,0.0,26.49,26.49,26.49,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2019-07-07,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,25.82,25.82,25.82,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2019-07-14,26.23,26.23,26.23,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-07-21,26.03,26.03,26.03,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2019-07-28,25.9,25.9,25.9,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2019-08-04,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2019-08-11,24.97,24.97,24.97,0.0,0.0,25.16,25.16,25.16,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-08-18,25.45,25.45,25.45,0.0,0.0,25.48,25.48,25.48,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-08-25,25.47,25.47,25.47,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-09-01,25.5,25.5,25.5,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-09-08,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2019-09-15,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-09-22,25.48,25.48,25.48,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2019-09-29,25.44,25.44,25.44,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2019-10-06,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-10-13,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2019-10-20,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-10-27,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-11-03,25.69,25.69,25.69,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-11-10,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2019-11-17,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2019-11-24,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2019-12-01,25.34,25.34,25.34,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-12-08,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2019-12-15,25.33,25.33,25.33,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-12-22,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2019-12-29,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0
