Date,First Trust NASDAQ ABA Community Bank_etf_Open_average,First Trust NASDAQ ABA Community Bank_etf_Open_max,First Trust NASDAQ ABA Community Bank_etf_Open_min,First Trust NASDAQ ABA Community Bank_etf_Open_volatility,First Trust NASDAQ ABA Community Bank_etf_Open_change,First Trust NASDAQ ABA Community Bank_etf_High_average,First Trust NASDAQ ABA Community Bank_etf_High_max,First Trust NASDAQ ABA Community Bank_etf_High_min,First Trust NASDAQ ABA Community Bank_etf_High_volatility,First Trust NASDAQ ABA Community Bank_etf_High_change,First Trust NASDAQ ABA Community Bank_etf_Low_average,First Trust NASDAQ ABA Community Bank_etf_Low_max,First Trust NASDAQ ABA Community Bank_etf_Low_min,First Trust NASDAQ ABA Community Bank_etf_Low_volatility,First Trust NASDAQ ABA Community Bank_etf_Low_change,First Trust NASDAQ ABA Community Bank_etf_Close_average,First Trust NASDAQ ABA Community Bank_etf_Close_max,First Trust NASDAQ ABA Community Bank_etf_Close_min,First Trust NASDAQ ABA Community Bank_etf_Close_volatility,First Trust NASDAQ ABA Community Bank_etf_Close_change
2018-06-17,57.62,57.62,57.62,0.0,0.0,57.62,57.62,57.62,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.95,56.95,56.95,0.0,0.0
2018-06-24,55.65,55.65,55.65,0.0,0.0,55.73,55.73,55.73,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2018-07-01,55.6,55.6,55.6,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.9,55.9,55.9,0.0,0.0
2018-07-08,55.26,55.26,55.26,0.0,0.0,55.27,55.27,55.27,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.63,54.63,54.63,0.0,0.0
2018-07-15,55.91,55.91,55.91,0.0,0.0,56.44,56.44,56.44,0.0,0.0,55.91,55.91,55.91,0.0,0.0,56.25,56.25,56.25,0.0,0.0
2018-07-22,56.45,56.45,56.45,0.0,0.0,56.52,56.52,56.52,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.8,55.8,55.8,0.0,0.0
2018-07-29,56.11,56.11,56.11,0.0,0.0,56.36,56.36,56.36,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2018-08-05,55.4,55.4,55.4,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2018-08-12,56.15,56.15,56.15,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.51,56.51,56.51,0.0,0.0
2018-08-19,57.02,57.02,57.02,0.0,0.0,57.03,57.03,57.03,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.74,56.74,56.74,0.0,0.0
2018-08-26,56.08,56.08,56.08,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2018-09-02,56.43,56.43,56.43,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.58,56.58,56.58,0.0,0.0
2018-09-09,55.28,55.28,55.28,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2018-09-16,56.07,56.07,56.07,0.0,0.0,56.18,56.18,56.18,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2018-09-23,53.2,53.2,53.2,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2018-09-30,53.89,53.89,53.89,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.05,53.05,53.05,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2018-10-07,52.11,52.11,52.11,0.0,0.0,52.11,52.11,52.11,0.0,0.0,49.14,49.14,49.14,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2018-10-14,49.73,49.73,49.73,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2018-10-21,46.69,46.69,46.69,0.0,0.0,47.38,47.38,47.38,0.0,0.0,46.25,46.25,46.25,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2018-10-28,49.04,49.04,49.04,0.0,0.0,49.52,49.52,49.52,0.0,0.0,48.86,48.86,48.86,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2018-11-04,49.89,49.89,49.89,0.0,0.0,50.21,50.21,50.21,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2018-11-11,49.4,49.4,49.4,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2018-11-18,48.68,48.68,48.68,0.0,0.0,49.34,49.34,49.34,0.0,0.0,48.61,48.61,48.61,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2018-11-25,49.57,49.57,49.57,0.0,0.0,50.42,50.42,50.42,0.0,0.0,49.57,49.57,49.57,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2018-12-02,47.29,47.29,47.29,0.0,0.0,47.81,47.81,47.81,0.0,0.0,46.67,46.67,46.67,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2018-12-09,45.21,45.21,45.21,0.0,0.0,45.85,45.85,45.85,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.78,44.78,44.78,0.0,0.0
2018-12-16,42.37,42.37,42.37,0.0,0.0,42.74,42.74,42.74,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2018-12-23,42.46,42.46,42.46,0.0,0.0,43.37,43.37,43.37,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.86,42.86,42.86,0.0,0.0
2018-12-30,44.33,44.33,44.33,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2019-01-06,45.51,45.51,45.51,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2019-01-13,47.2,47.2,47.2,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2019-01-20,47.56,47.56,47.56,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.74,47.74,47.74,0.0,0.0
2019-01-27,47.45,47.45,47.45,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2019-02-03,48.5,48.5,48.5,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2019-02-10,49.21,49.21,49.21,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.21,49.21,49.21,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2019-02-17,50.84,50.84,50.84,0.0,0.0,51.12,51.12,51.12,0.0,0.0,50.81,50.81,50.81,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2019-02-24,50.84,50.84,50.84,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2019-03-03,47.79,47.79,47.79,0.0,0.0,48.39,48.39,48.39,0.0,0.0,47.71,47.71,47.71,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2019-03-10,48.67,48.67,48.67,0.0,0.0,49.29,49.29,49.29,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2019-03-17,45.83,45.83,45.83,0.0,0.0,45.9,45.9,45.9,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2019-03-24,46.58,46.58,46.58,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2019-03-31,47.89,47.89,47.89,0.0,0.0,48.29,48.29,48.29,0.0,0.0,47.78,47.78,47.78,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2019-04-07,48.64,48.64,48.64,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2019-04-14,48.61,48.61,48.61,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2019-04-21,48.67,48.67,48.67,0.0,0.0,49.07,49.07,49.07,0.0,0.0,48.58,48.58,48.58,0.0,0.0,49.06,49.06,49.06,0.0,0.0
2019-04-28,49.72,49.72,49.72,0.0,0.0,50.38,50.38,50.38,0.0,0.0,49.7,49.7,49.7,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2019-05-05,48.8,48.8,48.8,0.0,0.0,49.28,49.28,49.28,0.0,0.0,48.54,48.54,48.54,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2019-05-12,47.7,47.7,47.7,0.0,0.0,48.49,48.49,48.49,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2019-05-19,46.79,46.79,46.79,0.0,0.0,47.25,47.25,47.25,0.0,0.0,46.79,46.79,46.79,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2019-05-26,45.52,45.52,45.52,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2019-06-02,46.53,46.53,46.53,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.52,46.52,46.52,0.0,0.0
2019-06-09,46.81,46.81,46.81,0.0,0.0,47.14,47.14,47.14,0.0,0.0,46.49,46.49,46.49,0.0,0.0,47.1,47.1,47.1,0.0,0.0
2019-06-16,46.93,46.93,46.93,0.0,0.0,47.24,47.24,47.24,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2019-06-23,47.49,47.49,47.49,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2019-06-30,48.25,48.25,48.25,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2019-07-07,47.72,47.72,47.72,0.0,0.0,48.37,48.37,48.37,0.0,0.0,47.72,47.72,47.72,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2019-07-14,47.3,47.3,47.3,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2019-07-21,48.65,48.65,48.65,0.0,0.0,49.53,49.53,49.53,0.0,0.0,48.62,48.62,48.62,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2019-07-28,47.6,47.6,47.6,0.0,0.0,47.66,47.66,47.66,0.0,0.0,46.76,46.76,46.76,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2019-08-04,46.64,46.64,46.64,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2019-08-11,45.03,45.03,45.03,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2019-08-18,46.29,46.29,46.29,0.0,0.0,46.29,46.29,46.29,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2019-08-25,45.86,45.86,45.86,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.66,45.66,45.66,0.0,0.0
2019-09-01,46.22,46.22,46.22,0.0,0.0,46.22,46.22,46.22,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2019-09-08,49.2,49.2,49.2,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2019-09-15,48.78,48.78,48.78,0.0,0.0,49.16,49.16,49.16,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2019-09-22,47.98,47.98,47.98,0.0,0.0,48.23,48.23,48.23,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2019-09-29,46.44,46.44,46.44,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2019-10-06,47.14,47.14,47.14,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2019-10-13,47.65,47.65,47.65,0.0,0.0,48.27,48.27,48.27,0.0,0.0,47.65,47.65,47.65,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2019-10-20,48.72,48.72,48.72,0.0,0.0,49.4,49.4,49.4,0.0,0.0,48.72,48.72,48.72,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2019-10-27,49.32,49.32,49.32,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-11-03,50.75,50.75,50.75,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2019-11-10,50.42,50.42,50.42,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-11-17,49.98,49.98,49.98,0.0,0.0,50.28,50.28,50.28,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2019-11-24,50.63,50.63,50.63,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-12-01,51.12,51.12,51.12,0.0,0.0,51.12,51.12,51.12,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2019-12-08,51.63,51.63,51.63,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.47,51.47,51.47,0.0,0.0
2019-12-15,52.21,52.21,52.21,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2019-12-22,52.09,52.09,52.09,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2019-12-29,51.18,51.18,51.18,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.62,51.62,51.62,0.0,0.0
