Date,QuantShares US Market Neutral Anti-Beta_Open_average,QuantShares US Market Neutral Anti-Beta_Open_max,QuantShares US Market Neutral Anti-Beta_Open_min,QuantShares US Market Neutral Anti-Beta_Open_volatility,QuantShares US Market Neutral Anti-Beta_Open_change,QuantShares US Market Neutral Anti-Beta_High_average,QuantShares US Market Neutral Anti-Beta_High_max,QuantShares US Market Neutral Anti-Beta_High_min,QuantShares US Market Neutral Anti-Beta_High_volatility,QuantShares US Market Neutral Anti-Beta_High_change,QuantShares US Market Neutral Anti-Beta_Low_average,QuantShares US Market Neutral Anti-Beta_Low_max,QuantShares US Market Neutral Anti-Beta_Low_min,QuantShares US Market Neutral Anti-Beta_Low_volatility,QuantShares US Market Neutral Anti-Beta_Low_change,QuantShares US Market Neutral Anti-Beta_Close_average,QuantShares US Market Neutral Anti-Beta_Close_max,QuantShares US Market Neutral Anti-Beta_Close_min,QuantShares US Market Neutral Anti-Beta_Close_volatility,QuantShares US Market Neutral Anti-Beta_Close_change
2018-03-25,19.41,19.41,19.41,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2018-04-01,19.52,19.52,19.52,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2018-04-08,19.26,19.26,19.26,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2018-04-15,19.11,19.11,19.11,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2018-04-22,19.35,19.35,19.35,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.35,19.35,19.35,0.0,0.0
2018-04-29,19.27,19.27,19.27,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2018-05-06,19.08,19.08,19.08,0.0,0.0,19.08,19.08,19.08,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2018-05-13,18.8,18.8,18.8,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2018-05-20,19.11,19.11,19.11,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2018-05-27,19.22,19.22,19.22,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.22,19.22,19.22,0.0,0.0
2018-06-03,18.98,18.98,18.98,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2018-06-10,19.43,19.43,19.43,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2018-06-17,19.75,19.75,19.75,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2018-06-24,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2018-07-01,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2018-07-08,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2018-07-15,19.85,19.85,19.85,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2018-07-22,19.83,19.83,19.83,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.87,19.87,19.87,0.0,0.0
2018-07-29,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2018-08-05,20.06,20.06,20.06,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2018-08-12,20.24,20.24,20.24,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2018-08-19,19.97,19.97,19.97,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2018-08-26,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2018-09-02,20.39,20.39,20.39,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2018-09-09,20.19,20.19,20.19,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2018-09-16,19.97,19.97,19.97,0.0,0.0,20.04,20.04,20.04,0.0,0.0,19.94,19.94,19.94,0.0,0.0,20.03,20.03,20.03,0.0,0.0
2018-09-23,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2018-09-30,20.33,20.33,20.33,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2018-10-07,20.59,20.59,20.59,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2018-10-14,21.08,21.08,21.08,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2018-10-21,21.34,21.34,21.34,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.57,21.57,21.57,0.0,0.0
2018-10-28,21.03,21.03,21.03,0.0,0.0,21.21,21.21,21.21,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2018-11-04,21.4,21.4,21.4,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2018-11-11,21.33,21.33,21.33,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2018-11-18,21.62,21.62,21.62,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2018-11-25,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2018-12-02,21.95,21.95,21.95,0.0,0.0,22.07,22.07,22.07,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2018-12-09,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0,21.91,21.91,21.91,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2018-12-16,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.26,22.26,22.26,0.0,0.0
2018-12-23,22.06,22.06,22.06,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2018-12-30,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2019-01-06,21.15,21.15,21.15,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2019-01-13,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2019-01-20,21.11,21.11,21.11,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2019-01-27,21.21,21.21,21.21,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2019-02-03,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2019-02-10,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2019-02-17,20.86,20.86,20.86,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.81,20.81,20.81,0.0,0.0
2019-02-24,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2019-03-03,21.45,21.45,21.45,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2019-03-10,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.09,21.09,21.09,0.0,0.0
2019-03-17,21.69,21.69,21.69,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2019-03-24,21.36,21.36,21.36,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.37,21.37,21.37,0.0,0.0
2019-03-31,21.04,21.04,21.04,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2019-04-07,20.9,20.9,20.9,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.9,20.9,20.9,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2019-04-14,21.05,21.05,21.05,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.96,20.96,20.96,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-04-21,21.32,21.32,21.32,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2019-04-28,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2019-05-05,21.84,21.84,21.84,0.0,0.0,22.14,22.14,22.14,0.0,0.0,21.84,21.84,21.84,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2019-05-12,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2019-05-19,22.37,22.37,22.37,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2019-05-26,22.83,22.83,22.83,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2019-06-02,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2019-06-09,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.37,22.37,22.37,0.0,0.0
2019-06-16,22.23,22.23,22.23,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2019-06-23,21.76,21.76,21.76,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2019-06-30,22.01,22.01,22.01,0.0,0.0,22.21,22.21,22.21,0.0,0.0,21.98,21.98,21.98,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2019-07-07,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2019-07-14,22.24,22.24,22.24,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2019-07-21,22.23,22.23,22.23,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2019-07-28,23.25,23.25,23.25,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2019-08-04,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2019-08-11,23.7,23.7,23.7,0.0,0.0,24.14,24.14,24.14,0.0,0.0,23.7,23.7,23.7,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2019-08-18,24.34,24.34,24.34,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2019-08-25,24.37,24.37,24.37,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-09-01,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2019-09-08,22.71,22.71,22.71,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2019-09-15,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2019-09-22,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-09-29,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2019-10-06,23.93,23.93,23.93,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-10-13,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2019-10-20,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2019-10-27,23.15,23.15,23.15,0.0,0.0,23.18,23.18,23.18,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2019-11-03,22.86,22.86,22.86,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2019-11-10,23.29,23.29,23.29,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2019-11-17,23.15,23.15,23.15,0.0,0.0,23.2,23.2,23.2,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2019-11-24,22.81,22.81,22.81,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.75,22.75,22.75,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2019-12-01,22.97,22.97,22.97,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2019-12-08,22.52,22.52,22.52,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2019-12-15,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2019-12-22,22.18,22.18,22.18,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2019-12-29,22.11,22.11,22.11,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.3,22.3,22.3,0.0,0.0
