Date,ProShares DJ Brookfield Global Infr_Open_average,ProShares DJ Brookfield Global Infr_Open_max,ProShares DJ Brookfield Global Infr_Open_min,ProShares DJ Brookfield Global Infr_Open_volatility,ProShares DJ Brookfield Global Infr_Open_change,ProShares DJ Brookfield Global Infr_High_average,ProShares DJ Brookfield Global Infr_High_max,ProShares DJ Brookfield Global Infr_High_min,ProShares DJ Brookfield Global Infr_High_volatility,ProShares DJ Brookfield Global Infr_High_change,ProShares DJ Brookfield Global Infr_Low_average,ProShares DJ Brookfield Global Infr_Low_max,ProShares DJ Brookfield Global Infr_Low_min,ProShares DJ Brookfield Global Infr_Low_volatility,ProShares DJ Brookfield Global Infr_Low_change,ProShares DJ Brookfield Global Infr_Close_average,ProShares DJ Brookfield Global Infr_Close_max,ProShares DJ Brookfield Global Infr_Close_min,ProShares DJ Brookfield Global Infr_Close_volatility,ProShares DJ Brookfield Global Infr_Close_change
2018-04-29,41.46,41.46,41.46,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2018-05-06,41.87,41.87,41.87,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2018-05-13,41.51,41.51,41.51,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2018-05-20,41.23,41.23,41.23,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2018-05-27,41.75,41.75,41.75,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.75,41.75,41.75,0.0,0.0
2018-06-03,41.74,41.74,41.74,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2018-06-10,41.18,41.18,41.18,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2018-06-17,41.19,41.19,41.19,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2018-06-24,41.68,41.68,41.68,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2018-07-01,42.53,42.53,42.53,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2018-07-08,42.35,42.35,42.35,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2018-07-15,42.26,42.26,42.26,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2018-07-22,42.8,42.8,42.8,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2018-07-29,42.82,42.82,42.82,0.0,0.0,43.15,43.15,43.15,0.0,0.0,42.8,42.8,42.8,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2018-08-05,42.71,42.71,42.71,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2018-08-12,42.76,42.76,42.76,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.86,42.86,42.86,0.0,0.0
2018-08-19,42.85,42.85,42.85,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.85,42.85,42.85,0.0,0.0
2018-08-26,42.62,42.62,42.62,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2018-09-02,42.15,42.15,42.15,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2018-09-09,42.4,42.4,42.4,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2018-09-16,42.72,42.72,42.72,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2018-09-23,41.71,41.71,41.71,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2018-09-30,41.85,41.85,41.85,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2018-10-07,40.72,40.72,40.72,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2018-10-14,41.04,41.04,41.04,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2018-10-21,40.04,40.04,40.04,0.0,0.0,40.11,40.11,40.11,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2018-10-28,40.37,40.37,40.37,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2018-11-04,40.65,40.65,40.65,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2018-11-11,40.65,40.65,40.65,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2018-11-18,40.08,40.08,40.08,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2018-11-25,40.77,40.77,40.77,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2018-12-02,39.97,39.97,39.97,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.48,39.48,39.48,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2018-12-09,40.2,40.2,40.2,0.0,0.0,40.2,40.2,40.2,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2018-12-16,37.73,37.73,37.73,0.0,0.0,39.38,39.38,39.38,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2018-12-23,38.5,38.5,38.5,0.0,0.0,38.53,38.53,38.53,0.0,0.0,37.84,37.84,37.84,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-12-30,39.22,39.22,39.22,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2019-01-06,39.98,39.98,39.98,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2019-01-13,40.81,40.81,40.81,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2019-01-20,40.9,40.9,40.9,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.81,40.81,40.81,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2019-01-27,41.78,41.78,41.78,0.0,0.0,42.11,42.11,42.11,0.0,0.0,41.67,41.67,41.67,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2019-02-03,41.66,41.66,41.66,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2019-02-10,42.32,42.32,42.32,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2019-02-17,43.12,43.12,43.12,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2019-02-24,42.76,42.76,42.76,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2019-03-03,43.04,43.04,43.04,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2019-03-10,44.01,44.01,44.01,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2019-03-17,43.79,43.79,43.79,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2019-03-24,43.97,43.97,43.97,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2019-03-31,44.41,44.41,44.41,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2019-04-07,44.36,44.36,44.36,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2019-04-14,43.8,43.8,43.8,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2019-04-21,44.02,44.02,44.02,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2019-04-28,43.77,43.77,43.77,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2019-05-05,43.7,43.7,43.7,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-05-12,44.15,44.15,44.15,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-05-19,44.37,44.37,44.37,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.43,44.43,44.43,0.0,0.0
2019-05-26,44.19,44.19,44.19,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2019-06-02,44.97,44.97,44.97,0.0,0.0,45.12,45.12,45.12,0.0,0.0,44.95,44.95,44.95,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2019-06-09,44.91,44.91,44.91,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2019-06-16,46.15,46.15,46.15,0.0,0.0,46.29,46.29,46.29,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2019-06-23,45.41,45.41,45.41,0.0,0.0,45.41,45.41,45.41,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2019-06-30,45.63,45.63,45.63,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2019-07-07,45.98,45.98,45.98,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.92,45.92,45.92,0.0,0.0
2019-07-14,45.35,45.35,45.35,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2019-07-21,45.02,45.02,45.02,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2019-07-28,44.49,44.49,44.49,0.0,0.0,44.49,44.49,44.49,0.0,0.0,43.87,43.87,43.87,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2019-08-04,44.77,44.77,44.77,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.75,44.75,44.75,0.0,0.0
2019-08-11,45.05,45.05,45.05,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2019-08-18,44.74,44.74,44.74,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2019-08-25,45.43,45.43,45.43,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2019-09-01,45.64,45.64,45.64,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2019-09-08,45.64,45.64,45.64,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2019-09-15,46.06,46.06,46.06,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.04,46.04,46.04,0.0,0.0
2019-09-22,45.52,45.52,45.52,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2019-09-29,45.24,45.24,45.24,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2019-10-06,45.25,45.25,45.25,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.18,45.18,45.18,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2019-10-13,45.81,45.81,45.81,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2019-10-20,45.63,45.63,45.63,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.35,45.35,45.35,0.0,0.0
2019-10-27,45.78,45.78,45.78,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.64,45.64,45.64,0.0,0.0
2019-11-03,44.75,44.75,44.75,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2019-11-10,45.2,45.2,45.2,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2019-11-17,45.1,45.1,45.1,0.0,0.0,45.1,45.1,45.1,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2019-11-24,44.57,44.57,44.57,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2019-12-01,44.82,44.82,44.82,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.82,44.82,44.82,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2019-12-08,45.9,45.9,45.9,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.9,45.9,45.9,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2019-12-15,46.99,46.99,46.99,0.0,0.0,47.07,47.07,47.07,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2019-12-22,46.83,46.83,46.83,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2019-12-29,46.43,46.43,46.43,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.71,46.71,46.71,0.0,0.0
