Date,SPDR S&P Technology Hardware_Open_average,SPDR S&P Technology Hardware_Open_max,SPDR S&P Technology Hardware_Open_min,SPDR S&P Technology Hardware_Open_volatility,SPDR S&P Technology Hardware_Open_change,SPDR S&P Technology Hardware_High_average,SPDR S&P Technology Hardware_High_max,SPDR S&P Technology Hardware_High_min,SPDR S&P Technology Hardware_High_volatility,SPDR S&P Technology Hardware_High_change,SPDR S&P Technology Hardware_Low_average,SPDR S&P Technology Hardware_Low_max,SPDR S&P Technology Hardware_Low_min,SPDR S&P Technology Hardware_Low_volatility,SPDR S&P Technology Hardware_Low_change,SPDR S&P Technology Hardware_Close_average,SPDR S&P Technology Hardware_Close_max,SPDR S&P Technology Hardware_Close_min,SPDR S&P Technology Hardware_Close_volatility,SPDR S&P Technology Hardware_Close_change
2018-06-03,77.19,77.19,77.19,0.0,0.0,77.28,77.28,77.28,0.0,0.0,77.19,77.19,77.19,0.0,0.0,77.28,77.28,77.28,0.0,0.0
2018-06-10,77.5,77.5,77.5,0.0,0.0,77.5,77.5,77.5,0.0,0.0,77.5,77.5,77.5,0.0,0.0,77.5,77.5,77.5,0.0,0.0
2018-06-17,76.91,76.91,76.91,0.0,0.0,76.91,76.91,76.91,0.0,0.0,76.91,76.91,76.91,0.0,0.0,76.91,76.91,76.91,0.0,0.0
2018-06-24,75.19,75.19,75.19,0.0,0.0,75.19,75.19,75.19,0.0,0.0,74.87,74.87,74.87,0.0,0.0,74.87,74.87,74.87,0.0,0.0
2018-07-01,77.73,77.73,77.73,0.0,0.0,77.73,77.73,77.73,0.0,0.0,77.73,77.73,77.73,0.0,0.0,77.73,77.73,77.73,0.0,0.0
2018-07-08,77.5,77.5,77.5,0.0,0.0,77.73,77.73,77.73,0.0,0.0,77.5,77.5,77.5,0.0,0.0,77.73,77.73,77.73,0.0,0.0
2018-07-15,77.16,77.16,77.16,0.0,0.0,77.16,77.16,77.16,0.0,0.0,77.16,77.16,77.16,0.0,0.0,77.16,77.16,77.16,0.0,0.0
2018-07-22,76.72,76.72,76.72,0.0,0.0,77.32,77.32,77.32,0.0,0.0,76.72,76.72,76.72,0.0,0.0,77.32,77.32,77.32,0.0,0.0
2018-07-29,77.32,77.32,77.32,0.0,0.0,77.32,77.32,77.32,0.0,0.0,77.32,77.32,77.32,0.0,0.0,77.32,77.32,77.32,0.0,0.0
2018-08-05,78.61,78.61,78.61,0.0,0.0,78.61,78.61,78.61,0.0,0.0,78.61,78.61,78.61,0.0,0.0,78.61,78.61,78.61,0.0,0.0
2018-08-12,78.78,78.78,78.78,0.0,0.0,78.78,78.78,78.78,0.0,0.0,78.41,78.41,78.41,0.0,0.0,78.41,78.41,78.41,0.0,0.0
2018-08-19,81.91,81.91,81.91,0.0,0.0,82.17,82.17,82.17,0.0,0.0,81.78,81.78,81.78,0.0,0.0,82.17,82.17,82.17,0.0,0.0
2018-08-26,82.1,82.1,82.1,0.0,0.0,82.1,82.1,82.1,0.0,0.0,82.1,82.1,82.1,0.0,0.0,82.1,82.1,82.1,0.0,0.0
2018-09-02,80.24,80.24,80.24,0.0,0.0,80.24,80.24,80.24,0.0,0.0,80.04,80.04,80.04,0.0,0.0,80.04,80.04,80.04,0.0,0.0
2018-09-09,79.39,79.39,79.39,0.0,0.0,79.39,79.39,79.39,0.0,0.0,79.39,79.39,79.39,0.0,0.0,79.39,79.39,79.39,0.0,0.0
2018-09-16,77.65,77.65,77.65,0.0,0.0,77.66,77.66,77.66,0.0,0.0,77.29,77.29,77.29,0.0,0.0,77.29,77.29,77.29,0.0,0.0
2018-09-23,77.29,77.29,77.29,0.0,0.0,78.15,78.15,78.15,0.0,0.0,77.29,77.29,77.29,0.0,0.0,78.15,78.15,78.15,0.0,0.0
2018-09-30,73.16,73.16,73.16,0.0,0.0,73.16,73.16,73.16,0.0,0.0,73.15,73.15,73.15,0.0,0.0,73.15,73.15,73.15,0.0,0.0
2018-10-07,70.51,70.51,70.51,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.51,70.51,70.51,0.0,0.0
2018-10-14,72.5,72.5,72.5,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.5,72.5,72.5,0.0,0.0
2018-10-21,70.26,70.26,70.26,0.0,0.0,70.26,70.26,70.26,0.0,0.0,70.26,70.26,70.26,0.0,0.0,70.26,70.26,70.26,0.0,0.0
2018-10-28,73.49,73.49,73.49,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.49,73.49,73.49,0.0,0.0
2018-11-04,72.85,72.85,72.85,0.0,0.0,72.85,72.85,72.85,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.31,72.31,72.31,0.0,0.0
2018-11-11,68.88,68.88,68.88,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.83,68.83,68.83,0.0,0.0,68.83,68.83,68.83,0.0,0.0
2018-11-18,68.17,68.17,68.17,0.0,0.0,68.17,68.17,68.17,0.0,0.0,67.44,67.44,67.44,0.0,0.0,67.55,67.55,67.55,0.0,0.0
2018-11-25,70.07,70.07,70.07,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.07,70.07,70.07,0.0,0.0,70.59,70.59,70.59,0.0,0.0
2018-12-02,65.92,65.92,65.92,0.0,0.0,66.32,66.32,66.32,0.0,0.0,65.92,65.92,65.92,0.0,0.0,66.32,66.32,66.32,0.0,0.0
2018-12-09,64.21,64.21,64.21,0.0,0.0,64.5,64.5,64.5,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.85,62.85,62.85,0.0,0.0
2018-12-16,57.99,57.99,57.99,0.0,0.0,57.99,57.99,57.99,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2018-12-23,61.48,61.48,61.48,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.63,61.63,61.63,0.0,0.0
2018-12-30,61.82,61.82,61.82,0.0,0.0,62.76,62.76,62.76,0.0,0.0,61.82,61.82,61.82,0.0,0.0,62.76,62.76,62.76,0.0,0.0
2019-01-06,65.32,65.32,65.32,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.32,65.32,65.32,0.0,0.0,65.4,65.4,65.4,0.0,0.0
2019-01-13,67.07,67.07,67.07,0.0,0.0,67.07,67.07,67.07,0.0,0.0,67.07,67.07,67.07,0.0,0.0,67.07,67.07,67.07,0.0,0.0
2019-01-20,68.09,68.09,68.09,0.0,0.0,68.09,68.09,68.09,0.0,0.0,68.09,68.09,68.09,0.0,0.0,68.09,68.09,68.09,0.0,0.0
2019-01-27,71.17,71.17,71.17,0.0,0.0,71.67,71.67,71.67,0.0,0.0,71.17,71.17,71.17,0.0,0.0,71.67,71.67,71.67,0.0,0.0
2019-02-03,71.88,71.88,71.88,0.0,0.0,71.9,71.9,71.9,0.0,0.0,71.88,71.88,71.88,0.0,0.0,71.9,71.9,71.9,0.0,0.0
2019-02-10,73.86,73.86,73.86,0.0,0.0,74.15,74.15,74.15,0.0,0.0,73.86,73.86,73.86,0.0,0.0,74.15,74.15,74.15,0.0,0.0
2019-02-17,77.08,77.08,77.08,0.0,0.0,77.65,77.65,77.65,0.0,0.0,77.08,77.08,77.08,0.0,0.0,77.1,77.1,77.1,0.0,0.0
2019-02-24,76.23,76.23,76.23,0.0,0.0,76.23,76.23,76.23,0.0,0.0,74.43,74.43,74.43,0.0,0.0,75.13,75.13,75.13,0.0,0.0
2019-03-03,72.74,72.74,72.74,0.0,0.0,74.16,74.16,74.16,0.0,0.0,72.74,72.74,72.74,0.0,0.0,74.16,74.16,74.16,0.0,0.0
2019-03-10,74.73,74.73,74.73,0.0,0.0,74.73,74.73,74.73,0.0,0.0,74.73,74.73,74.73,0.0,0.0,74.73,74.73,74.73,0.0,0.0
2019-03-17,72.01,72.01,72.01,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.01,72.01,72.01,0.0,0.0,72.29,72.29,72.29,0.0,0.0
2019-03-24,74.01,74.01,74.01,0.0,0.0,75.46,75.46,75.46,0.0,0.0,74.01,74.01,74.01,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2019-03-31,76.94,76.94,76.94,0.0,0.0,77.46,77.46,77.46,0.0,0.0,76.87,76.87,76.87,0.0,0.0,77.46,77.46,77.46,0.0,0.0
2019-04-07,79.0,79.0,79.0,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.89,78.89,78.89,0.0,0.0,78.89,78.89,78.89,0.0,0.0
2019-04-14,78.33,78.33,78.33,0.0,0.0,78.35,78.35,78.35,0.0,0.0,78.19,78.19,78.19,0.0,0.0,78.35,78.35,78.35,0.0,0.0
2019-04-21,77.77,77.77,77.77,0.0,0.0,77.77,77.77,77.77,0.0,0.0,77.33,77.33,77.33,0.0,0.0,77.33,77.33,77.33,0.0,0.0
2019-04-28,76.83,76.83,76.83,0.0,0.0,77.76,77.76,77.76,0.0,0.0,76.71,76.71,76.71,0.0,0.0,77.76,77.76,77.76,0.0,0.0
2019-05-05,73.92,73.92,73.92,0.0,0.0,73.92,73.92,73.92,0.0,0.0,72.54,72.54,72.54,0.0,0.0,72.54,72.54,72.54,0.0,0.0
2019-05-12,71.71,71.71,71.71,0.0,0.0,71.91,71.91,71.91,0.0,0.0,71.57,71.57,71.57,0.0,0.0,71.57,71.57,71.57,0.0,0.0
2019-05-19,70.59,70.59,70.59,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.59,70.59,70.59,0.0,0.0
2019-05-26,67.99,67.99,67.99,0.0,0.0,68.11,68.11,68.11,0.0,0.0,67.99,67.99,67.99,0.0,0.0,68.11,68.11,68.11,0.0,0.0
2019-06-02,72.28,72.28,72.28,0.0,0.0,72.28,72.28,72.28,0.0,0.0,72.28,72.28,72.28,0.0,0.0,72.28,72.28,72.28,0.0,0.0
2019-06-09,71.74,71.74,71.74,0.0,0.0,71.74,71.74,71.74,0.0,0.0,71.74,71.74,71.74,0.0,0.0,71.74,71.74,71.74,0.0,0.0
2019-06-16,73.77,73.77,73.77,0.0,0.0,73.77,73.77,73.77,0.0,0.0,73.63,73.63,73.63,0.0,0.0,73.63,73.63,73.63,0.0,0.0
2019-06-23,76.43,76.43,76.43,0.0,0.0,76.43,76.43,76.43,0.0,0.0,76.23,76.23,76.23,0.0,0.0,76.23,76.23,76.23,0.0,0.0
2019-06-30,74.44,74.44,74.44,0.0,0.0,74.44,74.44,74.44,0.0,0.0,74.44,74.44,74.44,0.0,0.0,74.44,74.44,74.44,0.0,0.0
2019-07-07,75.1,75.1,75.1,0.0,0.0,75.1,75.1,75.1,0.0,0.0,75.1,75.1,75.1,0.0,0.0,75.1,75.1,75.1,0.0,0.0
2019-07-14,74.76,74.76,74.76,0.0,0.0,74.76,74.76,74.76,0.0,0.0,74.71,74.71,74.71,0.0,0.0,74.71,74.71,74.71,0.0,0.0
2019-07-21,77.5,77.5,77.5,0.0,0.0,77.5,77.5,77.5,0.0,0.0,77.3,77.3,77.3,0.0,0.0,77.3,77.3,77.3,0.0,0.0
2019-07-28,69.53,69.53,69.53,0.0,0.0,69.53,69.53,69.53,0.0,0.0,69.53,69.53,69.53,0.0,0.0,69.53,69.53,69.53,0.0,0.0
2019-08-04,70.56,70.56,70.56,0.0,0.0,70.56,70.56,70.56,0.0,0.0,70.21,70.21,70.21,0.0,0.0,70.21,70.21,70.21,0.0,0.0
2019-08-11,71.51,71.51,71.51,0.0,0.0,71.51,71.51,71.51,0.0,0.0,71.51,71.51,71.51,0.0,0.0,71.51,71.51,71.51,0.0,0.0
2019-08-18,69.69,69.69,69.69,0.0,0.0,69.69,69.69,69.69,0.0,0.0,69.6,69.6,69.6,0.0,0.0,69.6,69.6,69.6,0.0,0.0
2019-08-25,71.73,71.73,71.73,0.0,0.0,71.73,71.73,71.73,0.0,0.0,71.73,71.73,71.73,0.0,0.0,71.73,71.73,71.73,0.0,0.0
2019-09-01,75.86,75.86,75.86,0.0,0.0,76.03,76.03,76.03,0.0,0.0,75.86,75.86,75.86,0.0,0.0,76.03,76.03,76.03,0.0,0.0
2019-09-08,77.87,77.87,77.87,0.0,0.0,78.14,78.14,78.14,0.0,0.0,77.87,77.87,77.87,0.0,0.0,78.14,78.14,78.14,0.0,0.0
2019-09-15,75.96,75.96,75.96,0.0,0.0,75.96,75.96,75.96,0.0,0.0,75.96,75.96,75.96,0.0,0.0,75.96,75.96,75.96,0.0,0.0
2019-09-22,75.45,75.45,75.45,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2019-09-29,74.15,74.15,74.15,0.0,0.0,74.15,74.15,74.15,0.0,0.0,73.72,73.72,73.72,0.0,0.0,73.75,73.75,73.75,0.0,0.0
2019-10-06,74.15,74.15,74.15,0.0,0.0,74.15,74.15,74.15,0.0,0.0,74.15,74.15,74.15,0.0,0.0,74.15,74.15,74.15,0.0,0.0
2019-10-13,77.11,77.11,77.11,0.0,0.0,77.11,77.11,77.11,0.0,0.0,77.11,77.11,77.11,0.0,0.0,77.11,77.11,77.11,0.0,0.0
2019-10-20,78.85,78.85,78.85,0.0,0.0,79.79,79.79,79.79,0.0,0.0,78.85,78.85,78.85,0.0,0.0,79.79,79.79,79.79,0.0,0.0
2019-10-27,81.14,81.14,81.14,0.0,0.0,81.65,81.65,81.65,0.0,0.0,81.14,81.14,81.14,0.0,0.0,81.65,81.65,81.65,0.0,0.0
2019-11-03,81.55,81.55,81.55,0.0,0.0,81.6,81.6,81.6,0.0,0.0,81.48,81.48,81.48,0.0,0.0,81.48,81.48,81.48,0.0,0.0
2019-11-10,81.03,81.03,81.03,0.0,0.0,81.03,81.03,81.03,0.0,0.0,81.03,81.03,81.03,0.0,0.0,81.03,81.03,81.03,0.0,0.0
2019-11-17,80.88,80.88,80.88,0.0,0.0,81.51,81.51,81.51,0.0,0.0,80.88,80.88,80.88,0.0,0.0,81.51,81.51,81.51,0.0,0.0
2019-11-24,79.52,79.52,79.52,0.0,0.0,79.52,79.52,79.52,0.0,0.0,79.52,79.52,79.52,0.0,0.0,79.52,79.52,79.52,0.0,0.0
2019-12-01,79.99,79.99,79.99,0.0,0.0,79.99,79.99,79.99,0.0,0.0,79.93,79.93,79.93,0.0,0.0,79.93,79.93,79.93,0.0,0.0
2019-12-08,82.99,82.99,82.99,0.0,0.0,83.0,83.0,83.0,0.0,0.0,82.58,82.58,82.58,0.0,0.0,82.58,82.58,82.58,0.0,0.0
2019-12-15,83.42,83.42,83.42,0.0,0.0,83.42,83.42,83.42,0.0,0.0,83.42,83.42,83.42,0.0,0.0,83.42,83.42,83.42,0.0,0.0
2019-12-22,82.83,82.83,82.83,0.0,0.0,82.83,82.83,82.83,0.0,0.0,82.83,82.83,82.83,0.0,0.0,82.83,82.83,82.83,0.0,0.0
2019-12-29,83.5,83.5,83.5,0.0,0.0,83.5,83.5,83.5,0.0,0.0,83.5,83.5,83.5,0.0,0.0,83.5,83.5,83.5,0.0,0.0
