Date,SPDR S&P Insurance_Open_average,SPDR S&P Insurance_Open_max,SPDR S&P Insurance_Open_min,SPDR S&P Insurance_Open_volatility,SPDR S&P Insurance_Open_change,SPDR S&P Insurance_High_average,SPDR S&P Insurance_High_max,SPDR S&P Insurance_High_min,SPDR S&P Insurance_High_volatility,SPDR S&P Insurance_High_change,SPDR S&P Insurance_Low_average,SPDR S&P Insurance_Low_max,SPDR S&P Insurance_Low_min,SPDR S&P Insurance_Low_volatility,SPDR S&P Insurance_Low_change,SPDR S&P Insurance_Close_average,SPDR S&P Insurance_Close_max,SPDR S&P Insurance_Close_min,SPDR S&P Insurance_Close_volatility,SPDR S&P Insurance_Close_change
2018-04-22,31.27,31.27,31.27,0.0,0.0,31.36,31.36,31.36,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2018-04-29,30.34,30.34,30.34,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2018-05-06,30.63,30.63,30.63,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2018-05-13,30.77,30.77,30.77,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2018-05-20,30.83,30.83,30.83,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2018-05-27,30.71,30.71,30.71,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-06-03,31.38,31.38,31.38,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-06-10,30.62,30.62,30.62,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2018-06-17,30.27,30.27,30.27,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2018-06-24,29.68,29.68,29.68,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2018-07-01,30.25,30.25,30.25,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-07-08,30.37,30.37,30.37,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2018-07-15,30.77,30.77,30.77,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2018-07-22,31.39,31.39,31.39,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2018-07-29,31.67,31.67,31.67,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2018-08-05,31.38,31.38,31.38,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2018-08-12,31.9,31.9,31.9,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2018-08-19,32.09,32.09,32.09,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2018-08-26,31.92,31.92,31.92,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.85,31.85,31.85,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2018-09-02,32.1,32.1,32.1,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2018-09-09,32.43,32.43,32.43,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2018-09-16,32.69,32.69,32.69,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2018-09-23,32.21,32.21,32.21,0.0,0.0,32.25,32.25,32.25,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-09-30,32.0,32.0,32.0,0.0,0.0,32.42,32.42,32.42,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2018-10-07,30.14,30.14,30.14,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2018-10-14,30.56,30.56,30.56,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2018-10-21,29.59,29.59,29.59,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2018-10-28,30.13,30.13,30.13,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2018-11-04,31.17,31.17,31.17,0.0,0.0,31.24,31.24,31.24,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2018-11-11,30.53,30.53,30.53,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2018-11-18,30.46,30.46,30.46,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2018-11-25,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0,30.71,30.71,30.71,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2018-12-02,29.37,29.37,29.37,0.0,0.0,29.45,29.45,29.45,0.0,0.0,28.7,28.7,28.7,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2018-12-09,28.57,28.57,28.57,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2018-12-16,27.18,27.18,27.18,0.0,0.0,27.29,27.29,27.29,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2018-12-23,28.18,28.18,28.18,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2018-12-30,28.6,28.6,28.6,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2019-01-06,28.9,28.9,28.9,0.0,0.0,29.37,29.37,29.37,0.0,0.0,28.9,28.9,28.9,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2019-01-13,30.08,30.08,30.08,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2019-01-20,29.97,29.97,29.97,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.83,29.83,29.83,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-01-27,30.74,30.74,30.74,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2019-02-03,30.71,30.71,30.71,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-02-10,31.09,31.09,31.09,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2019-02-17,31.85,31.85,31.85,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2019-02-24,31.86,31.86,31.86,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2019-03-03,30.97,30.97,30.97,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.94,30.94,30.94,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-03-10,31.53,31.53,31.53,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2019-03-17,30.57,30.57,30.57,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2019-03-24,31.09,31.09,31.09,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2019-03-31,31.49,31.49,31.49,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-04-07,32.13,32.13,32.13,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2019-04-14,32.2,32.2,32.2,0.0,0.0,32.26,32.26,32.26,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2019-04-21,32.86,32.86,32.86,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.86,32.86,32.86,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2019-04-28,32.88,32.88,32.88,0.0,0.0,33.37,33.37,33.37,0.0,0.0,32.8,32.8,32.8,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2019-05-05,32.76,32.76,32.76,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-05-12,32.87,32.87,32.87,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.87,32.87,32.87,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2019-05-19,33.09,33.09,33.09,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2019-05-26,32.44,32.44,32.44,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.44,32.44,32.44,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-06-02,33.91,33.91,33.91,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2019-06-09,34.01,34.01,34.01,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2019-06-16,34.04,34.04,34.04,0.0,0.0,34.25,34.25,34.25,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-06-23,34.26,34.26,34.26,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2019-06-30,34.85,34.85,34.85,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2019-07-07,35.1,35.1,35.1,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2019-07-14,34.52,34.52,34.52,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2019-07-21,35.1,35.1,35.1,0.0,0.0,35.16,35.16,35.16,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2019-07-28,33.47,33.47,33.47,0.0,0.0,33.51,33.51,33.51,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2019-08-04,34.07,34.07,34.07,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2019-08-11,34.24,34.24,34.24,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2019-08-18,33.38,33.38,33.38,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2019-08-25,33.79,33.79,33.79,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-09-01,34.65,34.65,34.65,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2019-09-08,34.84,34.84,34.84,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2019-09-15,34.91,34.91,34.91,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.91,34.91,34.91,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2019-09-22,35.33,35.33,35.33,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2019-09-29,34.52,34.52,34.52,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2019-10-06,34.3,34.3,34.3,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2019-10-13,34.87,34.87,34.87,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2019-10-20,34.46,34.46,34.46,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2019-10-27,34.79,34.79,34.79,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2019-11-03,34.98,34.98,34.98,0.0,0.0,35.16,35.16,35.16,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2019-11-10,35.04,35.04,35.04,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2019-11-17,35.13,35.13,35.13,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2019-11-24,35.55,35.55,35.55,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.15,35.15,35.15,0.0,0.0
2019-12-01,35.28,35.28,35.28,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2019-12-08,35.89,35.89,35.89,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2019-12-15,35.82,35.82,35.82,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2019-12-22,35.35,35.35,35.35,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2019-12-29,35.35,35.35,35.35,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.58,35.58,35.58,0.0,0.0
