Date,Aptus Behavioral Momentum_Open_average,Aptus Behavioral Momentum_Open_max,Aptus Behavioral Momentum_Open_min,Aptus Behavioral Momentum_Open_volatility,Aptus Behavioral Momentum_Open_change,Aptus Behavioral Momentum_High_average,Aptus Behavioral Momentum_High_max,Aptus Behavioral Momentum_High_min,Aptus Behavioral Momentum_High_volatility,Aptus Behavioral Momentum_High_change,Aptus Behavioral Momentum_Low_average,Aptus Behavioral Momentum_Low_max,Aptus Behavioral Momentum_Low_min,Aptus Behavioral Momentum_Low_volatility,Aptus Behavioral Momentum_Low_change,Aptus Behavioral Momentum_Close_average,Aptus Behavioral Momentum_Close_max,Aptus Behavioral Momentum_Close_min,Aptus Behavioral Momentum_Close_volatility,Aptus Behavioral Momentum_Close_change
2018-03-25,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2018-04-01,31.7,31.7,31.7,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2018-04-08,31.93,31.93,31.93,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.93,31.93,31.93,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2018-04-15,32.7,32.7,32.7,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2018-04-22,32.87,32.87,32.87,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2018-04-29,32.87,32.87,32.87,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2018-05-06,33.83,33.83,33.83,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2018-05-13,33.95,33.95,33.95,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2018-05-20,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2018-05-27,34.76,34.76,34.76,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2018-06-03,35.11,35.11,35.11,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2018-06-10,35.79,35.79,35.79,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2018-06-17,34.84,34.84,34.84,0.0,0.0,34.84,34.84,34.84,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2018-06-24,33.79,33.79,33.79,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.49,33.49,33.49,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2018-07-01,34.96,34.96,34.96,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2018-07-08,35.09,35.09,35.09,0.0,0.0,35.09,35.09,35.09,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2018-07-15,34.69,34.69,34.69,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2018-07-22,34.11,34.11,34.11,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2018-07-29,33.87,33.87,33.87,0.0,0.0,34.35,34.35,34.35,0.0,0.0,33.87,33.87,33.87,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2018-08-05,34.57,34.57,34.57,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2018-08-12,33.84,33.84,33.84,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.8,33.8,33.8,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2018-08-19,36.0,36.0,36.0,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2018-08-26,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2018-09-02,36.09,36.09,36.09,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2018-09-09,36.87,36.87,36.87,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2018-09-16,36.17,36.17,36.17,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2018-09-23,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2018-09-30,35.35,35.35,35.35,0.0,0.0,35.44,35.44,35.44,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2018-10-07,33.28,33.28,33.28,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2018-10-14,32.8,32.8,32.8,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2018-10-21,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2018-10-28,31.76,31.76,31.76,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-11-04,31.96,31.96,31.96,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2018-11-11,30.88,30.88,30.88,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2018-11-18,30.09,30.09,30.09,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2018-11-25,31.1,31.1,31.1,0.0,0.0,31.29,31.29,31.29,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2018-12-02,30.03,30.03,30.03,0.0,0.0,30.43,30.43,30.43,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2018-12-09,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2018-12-16,28.31,28.31,28.31,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2018-12-23,28.13,28.13,28.13,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2018-12-30,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2019-01-06,28.2,28.2,28.2,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2019-01-13,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-01-20,28.14,28.14,28.14,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2019-01-27,28.22,28.22,28.22,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2019-02-03,28.32,28.32,28.32,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2019-02-10,28.32,28.32,28.32,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2019-02-17,28.54,28.54,28.54,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2019-02-24,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2019-03-03,27.97,27.97,27.97,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.97,27.97,27.97,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2019-03-10,28.69,28.69,28.69,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2019-03-17,28.82,28.82,28.82,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2019-03-24,29.36,29.36,29.36,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2019-03-31,29.4,29.4,29.4,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2019-04-07,29.85,29.85,29.85,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2019-04-14,29.39,29.39,29.39,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2019-04-21,29.71,29.71,29.71,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2019-04-28,29.25,29.25,29.25,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2019-05-05,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2019-05-12,28.74,28.74,28.74,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-05-19,28.49,28.49,28.49,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-05-26,28.1,28.1,28.1,0.0,0.0,28.3,28.3,28.3,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2019-06-02,29.9,29.9,29.9,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2019-06-09,29.6,29.6,29.6,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2019-06-16,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2019-06-23,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2019-06-30,30.81,30.81,30.81,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2019-07-07,31.09,31.09,31.09,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-07-14,31.06,31.06,31.06,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2019-07-21,31.03,31.03,31.03,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2019-07-28,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2019-08-04,30.53,30.53,30.53,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2019-08-11,30.87,30.87,30.87,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2019-08-18,30.62,30.62,30.62,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2019-08-25,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-09-01,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2019-09-08,30.2,30.2,30.2,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2019-09-15,30.82,30.82,30.82,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2019-09-22,30.35,30.35,30.35,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2019-09-29,30.34,30.34,30.34,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2019-10-06,30.45,30.45,30.45,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2019-10-13,30.34,30.34,30.34,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2019-10-20,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2019-10-27,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-11-03,30.08,30.08,30.08,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2019-11-10,30.33,30.33,30.33,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2019-11-17,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2019-11-24,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-12-01,30.29,30.29,30.29,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2019-12-08,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-12-15,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2019-12-22,30.61,30.61,30.61,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2019-12-29,30.5,30.5,30.5,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.53,30.53,30.53,0.0,0.0
