Date,ETFS Physical Precious Metal Basket Shares_Open_average,ETFS Physical Precious Metal Basket Shares_Open_max,ETFS Physical Precious Metal Basket Shares_Open_min,ETFS Physical Precious Metal Basket Shares_Open_volatility,ETFS Physical Precious Metal Basket Shares_Open_change,ETFS Physical Precious Metal Basket Shares_High_average,ETFS Physical Precious Metal Basket Shares_High_max,ETFS Physical Precious Metal Basket Shares_High_min,ETFS Physical Precious Metal Basket Shares_High_volatility,ETFS Physical Precious Metal Basket Shares_High_change,ETFS Physical Precious Metal Basket Shares_Low_average,ETFS Physical Precious Metal Basket Shares_Low_max,ETFS Physical Precious Metal Basket Shares_Low_min,ETFS Physical Precious Metal Basket Shares_Low_volatility,ETFS Physical Precious Metal Basket Shares_Low_change,ETFS Physical Precious Metal Basket Shares_Close_average,ETFS Physical Precious Metal Basket Shares_Close_max,ETFS Physical Precious Metal Basket Shares_Close_min,ETFS Physical Precious Metal Basket Shares_Close_volatility,ETFS Physical Precious Metal Basket Shares_Close_change
2018-03-25,64.78,64.78,64.78,0.0,0.0,65.02,65.02,65.02,0.0,0.0,64.7,64.7,64.7,0.0,0.0,64.95,64.95,64.95,0.0,0.0
2018-04-01,64.48,64.48,64.48,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.65,64.65,64.65,0.0,0.0
2018-04-08,65.56,65.56,65.56,0.0,0.0,65.64,65.64,65.64,0.0,0.0,65.42,65.42,65.42,0.0,0.0,65.47,65.47,65.47,0.0,0.0
2018-04-15,64.83,64.83,64.83,0.0,0.0,64.89,64.89,64.89,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.68,64.68,64.68,0.0,0.0
2018-04-22,63.7,63.7,63.7,0.0,0.0,64.07,64.07,64.07,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.86,63.86,63.86,0.0,0.0
2018-04-29,64.07,64.07,64.07,0.0,0.0,64.15,64.15,64.15,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2018-05-06,64.63,64.63,64.63,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.19,64.19,64.19,0.0,0.0,64.25,64.25,64.25,0.0,0.0
2018-05-13,63.31,63.31,63.31,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.16,63.16,63.16,0.0,0.0,63.56,63.56,63.56,0.0,0.0
2018-05-20,63.94,63.94,63.94,0.0,0.0,63.98,63.98,63.98,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.66,63.66,63.66,0.0,0.0
2018-05-27,63.76,63.76,63.76,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.37,63.37,63.37,0.0,0.0,63.37,63.37,63.37,0.0,0.0
2018-06-03,64.27,64.27,64.27,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.27,64.27,64.27,0.0,0.0,64.37,64.37,64.37,0.0,0.0
2018-06-10,63.18,63.18,63.18,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.96,62.96,62.96,0.0,0.0,63.02,63.02,63.02,0.0,0.0
2018-06-17,62.23,62.23,62.23,0.0,0.0,62.23,62.23,62.23,0.0,0.0,62.09,62.09,62.09,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2018-06-24,61.03,61.03,61.03,0.0,0.0,61.04,61.04,61.04,0.0,0.0,60.57,60.57,60.57,0.0,0.0,60.68,60.68,60.68,0.0,0.0
2018-07-01,61.93,61.93,61.93,0.0,0.0,62.0,62.0,62.0,0.0,0.0,61.68,61.68,61.68,0.0,0.0,61.72,61.72,61.72,0.0,0.0
2018-07-08,60.6,60.6,60.6,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.54,60.54,60.54,0.0,0.0
2018-07-15,59.71,59.71,59.71,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2018-07-22,59.76,59.76,59.76,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.71,59.71,59.71,0.0,0.0
2018-07-29,59.1,59.1,59.1,0.0,0.0,59.14,59.14,59.14,0.0,0.0,58.94,58.94,58.94,0.0,0.0,58.97,58.97,58.97,0.0,0.0
2018-08-05,58.7,58.7,58.7,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.04,58.04,58.04,0.0,0.0
2018-08-12,57.78,57.78,57.78,0.0,0.0,57.84,57.84,57.84,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.78,57.78,57.78,0.0,0.0
2018-08-19,58.46,58.46,58.46,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.75,58.75,58.75,0.0,0.0
2018-08-26,58.05,58.05,58.05,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.05,58.05,58.05,0.0,0.0,58.15,58.15,58.15,0.0,0.0
2018-09-02,57.86,57.86,57.86,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.69,57.69,57.69,0.0,0.0
2018-09-09,57.88,57.88,57.88,0.0,0.0,58.09,58.09,58.09,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2018-09-16,58.59,58.59,58.59,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.44,58.44,58.44,0.0,0.0
2018-09-23,58.18,58.18,58.18,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2018-09-30,58.1,58.1,58.1,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2018-10-07,59.91,59.91,59.91,0.0,0.0,60.06,60.06,60.06,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.84,59.84,59.84,0.0,0.0
2018-10-14,59.63,59.63,59.63,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.79,59.79,59.79,0.0,0.0
2018-10-21,60.12,60.12,60.12,0.0,0.0,60.15,60.15,60.15,0.0,0.0,59.61,59.61,59.61,0.0,0.0,59.68,59.68,59.68,0.0,0.0
2018-10-28,60.26,60.26,60.26,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.29,60.29,60.29,0.0,0.0
2018-11-04,58.8,58.8,58.8,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.5,58.5,58.5,0.0,0.0
2018-11-11,59.88,59.88,59.88,0.0,0.0,60.02,60.02,60.02,0.0,0.0,59.79,59.79,59.79,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2018-11-18,59.71,59.71,59.71,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.67,59.67,59.67,0.0,0.0
2018-11-25,60.33,60.33,60.33,0.0,0.0,60.5,60.5,60.5,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2018-12-02,60.83,60.83,60.83,0.0,0.0,60.91,60.91,60.91,0.0,0.0,60.63,60.63,60.63,0.0,0.0,60.82,60.82,60.82,0.0,0.0
2018-12-09,61.04,61.04,61.04,0.0,0.0,61.3,61.3,61.3,0.0,0.0,60.92,60.92,60.92,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2018-12-16,61.71,61.71,61.71,0.0,0.0,61.99,61.99,61.99,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.96,61.96,61.96,0.0,0.0
2018-12-23,62.95,62.95,62.95,0.0,0.0,63.18,63.18,63.18,0.0,0.0,62.87,62.87,62.87,0.0,0.0,63.16,63.16,63.16,0.0,0.0
2018-12-30,63.93,63.93,63.93,0.0,0.0,64.01,64.01,64.01,0.0,0.0,63.7,63.7,63.7,0.0,0.0,63.86,63.86,63.86,0.0,0.0
2019-01-06,63.99,63.99,63.99,0.0,0.0,63.99,63.99,63.99,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.91,63.91,63.91,0.0,0.0
2019-01-13,63.75,63.75,63.75,0.0,0.0,63.75,63.75,63.75,0.0,0.0,63.53,63.53,63.53,0.0,0.0,63.57,63.57,63.57,0.0,0.0
2019-01-20,64.19,64.19,64.19,0.0,0.0,64.46,64.46,64.46,0.0,0.0,64.15,64.15,64.15,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2019-01-27,65.04,65.04,65.04,0.0,0.0,65.1,65.1,65.1,0.0,0.0,64.81,64.81,64.81,0.0,0.0,64.97,64.97,64.97,0.0,0.0
2019-02-03,64.53,64.53,64.53,0.0,0.0,64.73,64.73,64.73,0.0,0.0,64.53,64.53,64.53,0.0,0.0,64.59,64.59,64.59,0.0,0.0
2019-02-10,65.33,65.33,65.33,0.0,0.0,65.53,65.53,65.53,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.47,65.47,65.47,0.0,0.0
2019-02-17,66.63,66.63,66.63,0.0,0.0,66.77,66.77,66.77,0.0,0.0,66.31,66.31,66.31,0.0,0.0,66.59,66.59,66.59,0.0,0.0
2019-02-24,64.43,64.43,64.43,0.0,0.0,64.51,64.51,64.51,0.0,0.0,64.27,64.27,64.27,0.0,0.0,64.37,64.37,64.37,0.0,0.0
2019-03-03,64.79,64.79,64.79,0.0,0.0,64.81,64.81,64.81,0.0,0.0,64.54,64.54,64.54,0.0,0.0,64.81,64.81,64.81,0.0,0.0
2019-03-10,65.32,65.32,65.32,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.24,65.24,65.24,0.0,0.0,65.47,65.47,65.47,0.0,0.0
2019-03-17,66.08,66.08,66.08,0.0,0.0,66.32,66.32,66.32,0.0,0.0,65.89,65.89,65.89,0.0,0.0,66.24,66.24,66.24,0.0,0.0
2019-03-24,64.04,64.04,64.04,0.0,0.0,64.06,64.06,64.06,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.76,63.76,63.76,0.0,0.0
2019-03-31,64.26,64.26,64.26,0.0,0.0,64.45,64.45,64.45,0.0,0.0,64.25,64.25,64.25,0.0,0.0,64.37,64.37,64.37,0.0,0.0
2019-04-07,63.36,63.36,63.36,0.0,0.0,63.69,63.69,63.69,0.0,0.0,63.16,63.16,63.16,0.0,0.0,63.54,63.54,63.54,0.0,0.0
2019-04-14,63.57,63.57,63.57,0.0,0.0,63.68,63.68,63.68,0.0,0.0,63.28,63.28,63.28,0.0,0.0,63.39,63.39,63.39,0.0,0.0
2019-04-21,63.73,63.73,63.73,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.17,63.17,63.17,0.0,0.0,63.29,63.29,63.29,0.0,0.0
2019-04-28,62.93,62.93,62.93,0.0,0.0,63.17,63.17,63.17,0.0,0.0,62.8,62.8,62.8,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2019-05-05,63.31,63.31,63.31,0.0,0.0,63.31,63.31,63.31,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.25,63.25,63.25,0.0,0.0
2019-05-12,61.96,61.96,61.96,0.0,0.0,62.24,62.24,62.24,0.0,0.0,61.96,61.96,61.96,0.0,0.0,62.22,62.22,62.22,0.0,0.0
2019-05-19,62.47,62.47,62.47,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.29,62.29,62.29,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2019-05-26,63.34,63.34,63.34,0.0,0.0,63.95,63.95,63.95,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.88,63.88,63.88,0.0,0.0
2019-06-02,64.07,64.07,64.07,0.0,0.0,64.25,64.25,64.25,0.0,0.0,63.98,63.98,63.98,0.0,0.0,64.13,64.13,64.13,0.0,0.0
2019-06-09,65.09,65.09,65.09,0.0,0.0,65.15,65.15,65.15,0.0,0.0,64.91,64.91,64.91,0.0,0.0,64.95,64.95,64.95,0.0,0.0
2019-06-16,67.82,67.82,67.82,0.0,0.0,68.41,68.41,68.41,0.0,0.0,67.71,67.71,67.71,0.0,0.0,68.38,68.38,68.38,0.0,0.0
2019-06-23,67.49,67.49,67.49,0.0,0.0,67.75,67.75,67.75,0.0,0.0,67.18,67.18,67.18,0.0,0.0,67.19,67.19,67.19,0.0,0.0
2019-06-30,67.7,67.7,67.7,0.0,0.0,67.71,67.71,67.71,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.3,67.3,67.3,0.0,0.0
2019-07-07,68.21,68.21,68.21,0.0,0.0,68.44,68.44,68.44,0.0,0.0,68.2,68.2,68.2,0.0,0.0,68.44,68.44,68.44,0.0,0.0
2019-07-14,69.45,69.45,69.45,0.0,0.0,69.74,69.74,69.74,0.0,0.0,69.45,69.45,69.45,0.0,0.0,69.65,69.65,69.65,0.0,0.0
2019-07-21,69.53,69.53,69.53,0.0,0.0,70.07,70.07,70.07,0.0,0.0,69.31,69.31,69.31,0.0,0.0,70.04,70.04,70.04,0.0,0.0
2019-07-28,70.03,70.03,70.03,0.0,0.0,70.56,70.56,70.56,0.0,0.0,69.74,69.74,69.74,0.0,0.0,70.11,70.11,70.11,0.0,0.0
2019-08-04,72.03,72.03,72.03,0.0,0.0,72.49,72.49,72.49,0.0,0.0,71.79,71.79,71.79,0.0,0.0,72.32,72.32,72.32,0.0,0.0
2019-08-11,71.96,71.96,71.96,0.0,0.0,72.24,72.24,72.24,0.0,0.0,71.69,71.69,71.69,0.0,0.0,71.83,71.83,71.83,0.0,0.0
2019-08-18,73.72,73.72,73.72,0.0,0.0,73.84,73.84,73.84,0.0,0.0,73.47,73.47,73.47,0.0,0.0,73.57,73.57,73.57,0.0,0.0
2019-08-25,74.88,74.88,74.88,0.0,0.0,75.12,75.12,75.12,0.0,0.0,74.37,74.37,74.37,0.0,0.0,74.88,74.88,74.88,0.0,0.0
2019-09-01,74.33,74.33,74.33,0.0,0.0,74.43,74.43,74.43,0.0,0.0,73.74,73.74,73.74,0.0,0.0,73.81,73.81,73.81,0.0,0.0
2019-09-08,73.98,73.98,73.98,0.0,0.0,74.3,74.3,74.3,0.0,0.0,73.7,73.7,73.7,0.0,0.0,73.97,73.97,73.97,0.0,0.0
2019-09-15,75.47,75.47,75.47,0.0,0.0,76.0,76.0,76.0,0.0,0.0,75.47,75.47,75.47,0.0,0.0,76.0,76.0,76.0,0.0,0.0
2019-09-22,73.08,73.08,73.08,0.0,0.0,73.18,73.18,73.18,0.0,0.0,72.24,72.24,72.24,0.0,0.0,72.58,72.58,72.58,0.0,0.0
2019-09-29,73.71,73.71,73.71,0.0,0.0,73.92,73.92,73.92,0.0,0.0,73.31,73.31,73.31,0.0,0.0,73.37,73.37,73.37,0.0,0.0
2019-10-06,73.6,73.6,73.6,0.0,0.0,74.08,74.08,74.08,0.0,0.0,73.6,73.6,73.6,0.0,0.0,74.05,74.05,74.05,0.0,0.0
2019-10-13,74.59,74.59,74.59,0.0,0.0,74.59,74.59,74.59,0.0,0.0,73.76,73.76,73.76,0.0,0.0,73.91,73.91,73.91,0.0,0.0
2019-10-20,74.91,74.91,74.91,0.0,0.0,74.94,74.94,74.94,0.0,0.0,74.58,74.58,74.58,0.0,0.0,74.86,74.86,74.86,0.0,0.0
2019-10-27,75.75,75.75,75.75,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.25,75.25,75.25,0.0,0.0,75.43,75.43,75.43,0.0,0.0
2019-11-03,72.24,72.24,72.24,0.0,0.0,72.25,72.25,72.25,0.0,0.0,71.49,71.49,71.49,0.0,0.0,71.82,71.82,71.82,0.0,0.0
2019-11-10,72.64,72.64,72.64,0.0,0.0,72.98,72.98,72.98,0.0,0.0,72.58,72.58,72.58,0.0,0.0,72.92,72.92,72.92,0.0,0.0
2019-11-17,72.78,72.78,72.78,0.0,0.0,72.96,72.96,72.96,0.0,0.0,72.56,72.56,72.56,0.0,0.0,72.56,72.56,72.56,0.0,0.0
2019-11-24,72.82,72.82,72.82,0.0,0.0,73.24,73.24,73.24,0.0,0.0,72.82,72.82,72.82,0.0,0.0,73.11,73.11,73.11,0.0,0.0
2019-12-01,73.0,73.0,73.0,0.0,0.0,73.09,73.09,73.09,0.0,0.0,72.81,72.81,72.81,0.0,0.0,72.84,72.84,72.84,0.0,0.0
2019-12-08,74.48,74.48,74.48,0.0,0.0,74.54,74.54,74.54,0.0,0.0,74.23,74.23,74.23,0.0,0.0,74.54,74.54,74.54,0.0,0.0
2019-12-15,74.21,74.21,74.21,0.0,0.0,74.68,74.68,74.68,0.0,0.0,74.11,74.11,74.11,0.0,0.0,74.68,74.68,74.68,0.0,0.0
2019-12-22,76.37,76.37,76.37,0.0,0.0,76.39,76.39,76.39,0.0,0.0,76.08,76.08,76.08,0.0,0.0,76.26,76.26,76.26,0.0,0.0
2019-12-29,77.87,77.87,77.87,0.0,0.0,77.98,77.98,77.98,0.0,0.0,77.5,77.5,77.5,0.0,0.0,77.62,77.62,77.62,0.0,0.0
