Date,Reverse Cap Weighted U.S. Large Cap_Open_average,Reverse Cap Weighted U.S. Large Cap_Open_max,Reverse Cap Weighted U.S. Large Cap_Open_min,Reverse Cap Weighted U.S. Large Cap_Open_volatility,Reverse Cap Weighted U.S. Large Cap_Open_change,Reverse Cap Weighted U.S. Large Cap_High_average,Reverse Cap Weighted U.S. Large Cap_High_max,Reverse Cap Weighted U.S. Large Cap_High_min,Reverse Cap Weighted U.S. Large Cap_High_volatility,Reverse Cap Weighted U.S. Large Cap_High_change,Reverse Cap Weighted U.S. Large Cap_Low_average,Reverse Cap Weighted U.S. Large Cap_Low_max,Reverse Cap Weighted U.S. Large Cap_Low_min,Reverse Cap Weighted U.S. Large Cap_Low_volatility,Reverse Cap Weighted U.S. Large Cap_Low_change,Reverse Cap Weighted U.S. Large Cap_Close_average,Reverse Cap Weighted U.S. Large Cap_Close_max,Reverse Cap Weighted U.S. Large Cap_Close_min,Reverse Cap Weighted U.S. Large Cap_Close_volatility,Reverse Cap Weighted U.S. Large Cap_Close_change
2019-10-20,17.13,17.13,17.13,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2019-10-27,17.36,17.36,17.36,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2019-11-03,17.42,17.42,17.42,0.0,0.0,17.47,17.47,17.47,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.44,17.44,17.44,0.0,0.0
2019-11-10,17.49,17.49,17.49,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2019-11-17,17.4,17.4,17.4,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.55,17.55,17.55,0.0,0.0
2019-11-24,17.53,17.53,17.53,0.0,0.0,17.53,17.53,17.53,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.4,17.4,17.4,0.0,0.0
2019-12-01,17.53,17.53,17.53,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.53,17.53,17.53,0.0,0.0,17.54,17.54,17.54,0.0,0.0
2019-12-08,17.81,17.81,17.81,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.77,17.77,17.77,0.0,0.0
2019-12-15,17.99,17.99,17.99,0.0,0.0,18.03,18.03,18.03,0.0,0.0,17.99,17.99,17.99,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2019-12-22,17.66,17.66,17.66,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.63,17.63,17.63,0.0,0.0
2019-12-29,17.59,17.59,17.59,0.0,0.0,17.62,17.62,17.62,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.62,17.62,17.62,0.0,0.0
