Date,ALXN_stock_Open_average,ALXN_stock_Open_max,ALXN_stock_Open_min,ALXN_stock_Open_volatility,ALXN_stock_Open_change,ALXN_stock_High_average,ALXN_stock_High_max,ALXN_stock_High_min,ALXN_stock_High_volatility,ALXN_stock_High_change,ALXN_stock_Low_average,ALXN_stock_Low_max,ALXN_stock_Low_min,ALXN_stock_Low_volatility,ALXN_stock_Low_change,ALXN_stock_Close_average,ALXN_stock_Close_max,ALXN_stock_Close_min,ALXN_stock_Close_volatility,ALXN_stock_Close_change,ALXN_stock_Volume_average,ALXN_stock_Volume_max,ALXN_stock_Volume_min,ALXN_stock_Volume_volatility,ALXN_stock_Volume_change
2019-10-27,106.31,107.49,105.0,2.489999999999995,1.2600000000000051,107.75,109.68,106.42,3.260000000000005,2.8200000000000074,105.16,106.57,104.2,2.3699999999999903,1.4200000000000017,107.016,109.38,105.4,3.9799999999999898,2.819999999999993,1446741,1889115,1053209,835906,409154
2019-11-03,108.112,110.26,106.91,3.3500000000000085,-2.980000000000004,109.862,111.04,108.64,2.4000000000000057,0.04000000000000625,107.126,108.37,106.39,1.980000000000004,-1.3700000000000045,108.246,110.79,106.63,4.160000000000011,2.260000000000005,1411940,1560674,1255688,304986,-54196
2019-11-10,108.656,110.67,106.84,3.8299999999999983,-3.8299999999999983,109.268,110.79,107.78,3.010000000000005,-2.200000000000003,106.81,108.44,104.52,3.9200000000000017,-2.3200000000000074,107.968,109.44,105.89,3.549999999999997,-0.6400000000000006,1487048,1751415,1328102,423313,423313
2019-11-17,109.272,110.55,108.47,2.0799999999999983,1.259999999999991,110.836,112.04,109.0,3.0400000000000063,2.430000000000007,107.808,108.67,106.78,1.8900000000000006,1.8900000000000006,109.542,111.03,107.97,3.0600000000000023,3.0600000000000023,1722990,2519799,1195127,1324672,-234507
2019-11-24,113.255,114.19,110.75,3.4399999999999977,3.3799999999999955,114.5725,115.0,113.95,1.0499999999999972,0.6400000000000006,112.215,113.38,110.01,3.3699999999999903,3.3699999999999903,114.1125,114.65,113.56,1.0900000000000034,-0.35999999999999943,1203360,1781108,609578,1171530,-1171530
2019-12-01,113.84,115.59,112.0,3.5900000000000034,0.5999999999999943,115.294,116.59,114.13,2.460000000000008,-0.1699999999999875,110.658,114.27,106.13,8.14,-2.4200000000000017,112.744,115.45,107.42,8.030000000000001,0.980000000000004,2597766,4297383,1560474,2736909,2736909
2019-12-08,112.208,114.08,109.6,4.480000000000004,-1.2600000000000051,113.848,116.2,112.84,3.3599999999999994,-2.4099999999999966,109.95400000000001,111.4,108.91,2.490000000000009,-1.6800000000000068,111.214,112.48,109.5,2.980000000000004,-2.0600000000000023,1743115,2077744,1566461,511283,-511283
2019-12-15,110.36,111.59,109.43,2.1599999999999966,0.37000000000000455,111.192,112.36,109.74,2.6200000000000045,0.14000000000000057,108.274,110.25,106.76,3.489999999999995,-2.519999999999996,110.276,111.37,109.2,2.1700000000000017,-1.6200000000000045,2465902,4479926,1773859,2706067,2706067
2019-12-22,110.1875,111.1,108.85,2.25,-1.8300000000000125,110.61500000000001,111.23,109.3,1.9300000000000068,-1.6800000000000068,108.8925,109.82,107.81,2.009999999999991,-1.6099999999999994,109.555,110.46,108.55,1.9099999999999966,-1.9099999999999966,996663,1503971,403899,1100072,-336192
2019-12-29,107.8675,109.36,106.36,3.0,-2.5900000000000034,108.6325,109.8,107.38,2.4200000000000017,-1.5700000000000074,106.535,107.16,105.18,1.9799999999999898,-1.9199999999999875,107.435,108.15,106.41,1.740000000000009,-0.9300000000000068,1229506,1402303,1036803,365500,279376
