Date,Direxion Daily MSCI India Bull 3X Shares_etf_Open_average,Direxion Daily MSCI India Bull 3X Shares_etf_Open_max,Direxion Daily MSCI India Bull 3X Shares_etf_Open_min,Direxion Daily MSCI India Bull 3X Shares_etf_Open_volatility,Direxion Daily MSCI India Bull 3X Shares_etf_Open_change,Direxion Daily MSCI India Bull 3X Shares_etf_High_average,Direxion Daily MSCI India Bull 3X Shares_etf_High_max,Direxion Daily MSCI India Bull 3X Shares_etf_High_min,Direxion Daily MSCI India Bull 3X Shares_etf_High_volatility,Direxion Daily MSCI India Bull 3X Shares_etf_High_change,Direxion Daily MSCI India Bull 3X Shares_etf_Low_average,Direxion Daily MSCI India Bull 3X Shares_etf_Low_max,Direxion Daily MSCI India Bull 3X Shares_etf_Low_min,Direxion Daily MSCI India Bull 3X Shares_etf_Low_volatility,Direxion Daily MSCI India Bull 3X Shares_etf_Low_change,Direxion Daily MSCI India Bull 3X Shares_etf_Close_average,Direxion Daily MSCI India Bull 3X Shares_etf_Close_max,Direxion Daily MSCI India Bull 3X Shares_etf_Close_min,Direxion Daily MSCI India Bull 3X Shares_etf_Close_volatility,Direxion Daily MSCI India Bull 3X Shares_etf_Close_change
2019-03-10,74.44,74.44,74.44,0.0,0.0,76.7,76.7,76.7,0.0,0.0,74.15,74.15,74.15,0.0,0.0,76.03,76.03,76.03,0.0,0.0
2019-03-17,74.78,74.78,74.78,0.0,0.0,75.23,75.23,75.23,0.0,0.0,72.77,72.77,72.77,0.0,0.0,72.87,72.87,72.87,0.0,0.0
2019-03-24,76.58,76.58,76.58,0.0,0.0,77.12,77.12,77.12,0.0,0.0,75.61,75.61,75.61,0.0,0.0,76.34,76.34,76.34,0.0,0.0
2019-03-31,78.64,78.64,78.64,0.0,0.0,79.74,79.74,79.74,0.0,0.0,78.62,78.62,78.62,0.0,0.0,79.26,79.26,79.26,0.0,0.0
2019-04-07,77.13,77.13,77.13,0.0,0.0,77.34,77.34,77.34,0.0,0.0,76.79,76.79,76.79,0.0,0.0,77.2,77.2,77.2,0.0,0.0
2019-04-14,78.64,78.64,78.64,0.0,0.0,79.69,79.69,79.69,0.0,0.0,78.53,78.53,78.53,0.0,0.0,79.51,79.51,79.51,0.0,0.0
2019-04-21,75.98,75.98,75.98,0.0,0.0,77.52,77.52,77.52,0.0,0.0,75.98,75.98,75.98,0.0,0.0,77.24,77.24,77.24,0.0,0.0
2019-04-28,77.48,77.48,77.48,0.0,0.0,77.82,77.82,77.82,0.0,0.0,77.27,77.27,77.27,0.0,0.0,77.36,77.36,77.36,0.0,0.0
2019-05-05,64.82,64.82,64.82,0.0,0.0,65.21,65.21,65.21,0.0,0.0,63.27,63.27,63.27,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2019-05-12,65.34,65.34,65.34,0.0,0.0,66.2,66.2,66.2,0.0,0.0,65.21,65.21,65.21,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2019-05-19,75.01,75.01,75.01,0.0,0.0,75.8,75.8,75.8,0.0,0.0,74.77,74.77,74.77,0.0,0.0,75.44,75.44,75.44,0.0,0.0
2019-05-26,75.75,75.75,75.75,0.0,0.0,78.7,78.7,78.7,0.0,0.0,75.67,75.67,75.67,0.0,0.0,78.46,78.46,78.46,0.0,0.0
2019-06-02,76.82,76.82,76.82,0.0,0.0,78.52,78.52,78.52,0.0,0.0,76.82,76.82,76.82,0.0,0.0,77.2,77.2,77.2,0.0,0.0
2019-06-09,74.0,74.0,74.0,0.0,0.0,74.0,74.0,74.0,0.0,0.0,72.96,72.96,72.96,0.0,0.0,73.12,73.12,73.12,0.0,0.0
2019-06-16,72.4,72.4,72.4,0.0,0.0,73.32,73.32,73.32,0.0,0.0,72.27,72.27,72.27,0.0,0.0,73.14,73.14,73.14,0.0,0.0
2019-06-23,75.32,75.32,75.32,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.01,75.01,75.01,0.0,0.0,75.26,75.26,75.26,0.0,0.0
2019-06-30,74.83,74.83,74.83,0.0,0.0,75.52,75.52,75.52,0.0,0.0,74.11,74.11,74.11,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2019-07-07,71.51,71.51,71.51,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.05,71.05,71.05,0.0,0.0,71.49,71.49,71.49,0.0,0.0
2019-07-14,69.37,69.37,69.37,0.0,0.0,69.37,69.37,69.37,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.92,67.92,67.92,0.0,0.0
2019-07-21,66.11,66.11,66.11,0.0,0.0,66.36,66.36,66.36,0.0,0.0,65.62,65.62,65.62,0.0,0.0,66.17,66.17,66.17,0.0,0.0
2019-07-28,58.63,58.63,58.63,0.0,0.0,58.68,58.68,58.68,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2019-08-04,57.5,57.5,57.5,0.0,0.0,57.5,57.5,57.5,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.7,56.7,56.7,0.0,0.0
2019-08-11,55.19,55.19,55.19,0.0,0.0,56.35,56.35,56.35,0.0,0.0,55.19,55.19,55.19,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2019-08-18,53.37,53.37,53.37,0.0,0.0,55.02,55.02,55.02,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2019-08-25,55.07,55.07,55.07,0.0,0.0,55.37,55.37,55.37,0.0,0.0,54.32,54.32,54.32,0.0,0.0,55.24,55.24,55.24,0.0,0.0
2019-09-01,54.08,54.08,54.08,0.0,0.0,54.57,54.57,54.57,0.0,0.0,53.89,53.89,53.89,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2019-09-08,57.5,57.5,57.5,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.67,57.67,57.67,0.0,0.0
2019-09-15,59.41,59.41,59.41,0.0,0.0,60.32,60.32,60.32,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2019-09-22,61.99,61.99,61.99,0.0,0.0,62.41,62.41,62.41,0.0,0.0,60.44,60.44,60.44,0.0,0.0,60.73,60.73,60.73,0.0,0.0
2019-09-29,56.49,56.49,56.49,0.0,0.0,57.21,57.21,57.21,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.83,56.83,56.83,0.0,0.0
2019-10-06,57.7,57.7,57.7,0.0,0.0,58.04,58.04,58.04,0.0,0.0,57.25,57.25,57.25,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2019-10-13,62.71,62.71,62.71,0.0,0.0,63.41,63.41,63.41,0.0,0.0,62.69,62.69,62.69,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2019-10-20,62.34,62.34,62.34,0.0,0.0,63.69,63.69,63.69,0.0,0.0,62.34,62.34,62.34,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2019-10-27,68.16,68.16,68.16,0.0,0.0,69.37,69.37,69.37,0.0,0.0,68.08,68.08,68.08,0.0,0.0,69.06,69.06,69.06,0.0,0.0
2019-11-03,66.0,66.0,66.0,0.0,0.0,66.02,66.02,66.02,0.0,0.0,65.01,65.01,65.01,0.0,0.0,65.26,65.26,65.26,0.0,0.0
2019-11-10,63.86,63.86,63.86,0.0,0.0,64.15,64.15,64.15,0.0,0.0,63.68,63.68,63.68,0.0,0.0,63.68,63.68,63.68,0.0,0.0
2019-11-17,64.08,64.08,64.08,0.0,0.0,64.08,64.08,64.08,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.81,63.81,63.81,0.0,0.0
2019-11-24,65.33,65.33,65.33,0.0,0.0,65.94,65.94,65.94,0.0,0.0,65.03,65.03,65.03,0.0,0.0,65.2,65.2,65.2,0.0,0.0
2019-12-01,65.1,65.1,65.1,0.0,0.0,65.1,65.1,65.1,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.81,64.81,64.81,0.0,0.0
2019-12-08,68.97,68.97,68.97,0.0,0.0,69.31,69.31,69.31,0.0,0.0,68.4,68.4,68.4,0.0,0.0,68.82,68.82,68.82,0.0,0.0
2019-12-15,70.85,70.85,70.85,0.0,0.0,71.05,71.05,71.05,0.0,0.0,70.53,70.53,70.53,0.0,0.0,70.53,70.53,70.53,0.0,0.0
2019-12-22,70.25,70.25,70.25,0.0,0.0,70.25,70.25,70.25,0.0,0.0,69.24,69.24,69.24,0.0,0.0,69.58,69.58,69.58,0.0,0.0
2019-12-29,68.35,68.35,68.35,0.0,0.0,68.43,68.43,68.43,0.0,0.0,67.46,67.46,67.46,0.0,0.0,67.62,67.62,67.62,0.0,0.0
