Date,Vanguard Small-Cap Value_Open_average,Vanguard Small-Cap Value_Open_max,Vanguard Small-Cap Value_Open_min,Vanguard Small-Cap Value_Open_volatility,Vanguard Small-Cap Value_Open_change,Vanguard Small-Cap Value_High_average,Vanguard Small-Cap Value_High_max,Vanguard Small-Cap Value_High_min,Vanguard Small-Cap Value_High_volatility,Vanguard Small-Cap Value_High_change,Vanguard Small-Cap Value_Low_average,Vanguard Small-Cap Value_Low_max,Vanguard Small-Cap Value_Low_min,Vanguard Small-Cap Value_Low_volatility,Vanguard Small-Cap Value_Low_change,Vanguard Small-Cap Value_Close_average,Vanguard Small-Cap Value_Close_max,Vanguard Small-Cap Value_Close_min,Vanguard Small-Cap Value_Close_volatility,Vanguard Small-Cap Value_Close_change
2018-09-02,141.55,141.55,141.55,0.0,0.0,141.88,141.88,141.88,0.0,0.0,141.17,141.17,141.17,0.0,0.0,141.28,141.28,141.28,0.0,0.0
2018-09-09,141.95,141.95,141.95,0.0,0.0,142.15,142.15,142.15,0.0,0.0,140.92,140.92,140.92,0.0,0.0,141.06,141.06,141.06,0.0,0.0
2018-09-16,141.97,141.97,141.97,0.0,0.0,141.97,141.97,141.97,0.0,0.0,140.56,140.56,140.56,0.0,0.0,141.07,141.07,141.07,0.0,0.0
2018-09-23,139.66,139.66,139.66,0.0,0.0,139.7,139.7,139.7,0.0,0.0,137.71,137.71,137.71,0.0,0.0,138.06,138.06,138.06,0.0,0.0
2018-09-30,135.7,135.7,135.7,0.0,0.0,136.69,136.69,136.69,0.0,0.0,135.51,135.51,135.51,0.0,0.0,136.43,136.43,136.43,0.0,0.0
2018-10-07,129.29,129.29,129.29,0.0,0.0,130.85,130.85,130.85,0.0,0.0,129.17,129.17,129.17,0.0,0.0,130.0,130.0,130.0,0.0,0.0
2018-10-14,129.85,129.85,129.85,0.0,0.0,130.19,130.19,130.19,0.0,0.0,128.66,128.66,128.66,0.0,0.0,128.75,128.75,128.75,0.0,0.0
2018-10-21,125.73,125.73,125.73,0.0,0.0,127.12,127.12,127.12,0.0,0.0,123.16,123.16,123.16,0.0,0.0,124.34,124.34,124.34,0.0,0.0
2018-10-28,129.33,129.33,129.33,0.0,0.0,130.27,130.27,130.27,0.0,0.0,128.96,128.96,128.96,0.0,0.0,129.77,129.77,129.77,0.0,0.0
2018-11-04,130.5,130.5,130.5,0.0,0.0,130.66,130.66,130.66,0.0,0.0,128.77,128.77,128.77,0.0,0.0,128.86,128.86,128.86,0.0,0.0
2018-11-11,129.09,129.09,129.09,0.0,0.0,129.6,129.6,129.6,0.0,0.0,127.33,127.33,127.33,0.0,0.0,127.83,127.83,127.83,0.0,0.0
2018-11-18,127.77,127.77,127.77,0.0,0.0,128.52,128.52,128.52,0.0,0.0,127.32,127.32,127.32,0.0,0.0,128.0,128.0,128.0,0.0,0.0
2018-11-25,131.22,131.22,131.22,0.0,0.0,131.71,131.71,131.71,0.0,0.0,129.23,129.23,129.23,0.0,0.0,130.68,130.68,130.68,0.0,0.0
2018-12-02,123.42,123.42,123.42,0.0,0.0,123.83,123.83,123.83,0.0,0.0,120.98,120.98,120.98,0.0,0.0,122.52,122.52,122.52,0.0,0.0
2018-12-09,119.74,119.74,119.74,0.0,0.0,120.55,120.55,120.55,0.0,0.0,116.97,116.97,116.97,0.0,0.0,117.5,117.5,117.5,0.0,0.0
2018-12-16,110.18,110.18,110.18,0.0,0.0,110.65,110.65,110.65,0.0,0.0,107.88,107.88,107.88,0.0,0.0,107.94,107.94,107.94,0.0,0.0
2018-12-23,113.83,113.83,113.83,0.0,0.0,114.08,114.08,114.08,0.0,0.0,112.28,112.28,112.28,0.0,0.0,114.06,114.06,114.06,0.0,0.0
2018-12-30,116.75,116.75,116.75,0.0,0.0,118.91,118.91,118.91,0.0,0.0,116.46,116.46,116.46,0.0,0.0,118.05,118.05,118.05,0.0,0.0
2019-01-06,121.0,121.0,121.0,0.0,0.0,121.8,121.8,121.8,0.0,0.0,120.77,120.77,120.77,0.0,0.0,121.05,121.05,121.05,0.0,0.0
2019-01-13,124.39,124.39,124.39,0.0,0.0,125.54,125.54,125.54,0.0,0.0,124.16,124.16,124.16,0.0,0.0,125.24,125.24,125.24,0.0,0.0
2019-01-20,124.4,124.4,124.4,0.0,0.0,125.34,125.34,125.34,0.0,0.0,124.18,124.18,124.18,0.0,0.0,125.23,125.23,125.23,0.0,0.0
2019-01-27,127.32,127.32,127.32,0.0,0.0,128.29,128.29,128.29,0.0,0.0,126.68,126.68,126.68,0.0,0.0,128.29,128.29,128.29,0.0,0.0
2019-02-03,127.99,127.99,127.99,0.0,0.0,128.51,128.51,128.51,0.0,0.0,127.65,127.65,127.65,0.0,0.0,128.46,128.46,128.46,0.0,0.0
2019-02-10,130.95,130.95,130.95,0.0,0.0,131.94,131.94,131.94,0.0,0.0,130.85,130.85,130.85,0.0,0.0,131.77,131.77,131.77,0.0,0.0
2019-02-17,134.02,134.02,134.02,0.0,0.0,134.15,134.15,134.15,0.0,0.0,132.98,132.98,132.98,0.0,0.0,133.11,133.11,133.11,0.0,0.0
2019-02-24,133.0,133.0,133.0,0.0,0.0,133.22,133.22,133.22,0.0,0.0,131.17,131.17,131.17,0.0,0.0,132.17,132.17,132.17,0.0,0.0
2019-03-03,128.55,128.55,128.55,0.0,0.0,129.87,129.87,129.87,0.0,0.0,128.46,128.46,128.46,0.0,0.0,129.85,129.85,129.85,0.0,0.0
2019-03-10,130.37,130.37,130.37,0.0,0.0,131.32,131.32,131.32,0.0,0.0,130.25,130.25,130.25,0.0,0.0,131.1,131.1,131.1,0.0,0.0
2019-03-17,126.32,126.32,126.32,0.0,0.0,127.44,127.44,127.44,0.0,0.0,125.56,125.56,125.56,0.0,0.0,126.67,126.67,126.67,0.0,0.0
2019-03-24,129.46,129.46,129.46,0.0,0.0,130.68,130.68,130.68,0.0,0.0,129.43,129.43,129.43,0.0,0.0,130.62,130.62,130.62,0.0,0.0
2019-03-31,132.36,132.36,132.36,0.0,0.0,132.56,132.56,132.56,0.0,0.0,131.89,131.89,131.89,0.0,0.0,132.5,132.5,132.5,0.0,0.0
2019-04-07,133.49,133.49,133.49,0.0,0.0,133.66,133.66,133.66,0.0,0.0,132.5,132.5,132.5,0.0,0.0,132.76,132.76,132.76,0.0,0.0
2019-04-14,132.2,132.2,132.2,0.0,0.0,132.2,132.2,132.2,0.0,0.0,131.0,131.0,131.0,0.0,0.0,131.51,131.51,131.51,0.0,0.0
2019-04-21,133.75,133.75,133.75,0.0,0.0,134.37,134.37,134.37,0.0,0.0,133.64,133.64,133.64,0.0,0.0,133.93,133.93,133.93,0.0,0.0
2019-04-28,132.99,132.99,132.99,0.0,0.0,134.91,134.91,134.91,0.0,0.0,132.84,132.84,132.84,0.0,0.0,134.7,134.7,134.7,0.0,0.0
2019-05-05,129.82,129.82,129.82,0.0,0.0,129.88,129.88,129.88,0.0,0.0,127.83,127.83,127.83,0.0,0.0,128.3,128.3,128.3,0.0,0.0
2019-05-12,128.13,128.13,128.13,0.0,0.0,128.75,128.75,128.75,0.0,0.0,127.71,127.71,127.71,0.0,0.0,128.07,128.07,128.07,0.0,0.0
2019-05-19,126.93,126.93,126.93,0.0,0.0,127.18,127.18,127.18,0.0,0.0,126.35,126.35,126.35,0.0,0.0,126.95,126.95,126.95,0.0,0.0
2019-05-26,123.09,123.09,123.09,0.0,0.0,124.64,124.64,124.64,0.0,0.0,123.09,123.09,123.09,0.0,0.0,124.12,124.12,124.12,0.0,0.0
2019-06-02,128.14,128.14,128.14,0.0,0.0,128.96,128.96,128.96,0.0,0.0,127.94,127.94,127.94,0.0,0.0,128.09,128.09,128.09,0.0,0.0
2019-06-09,128.42,128.42,128.42,0.0,0.0,128.69,128.69,128.69,0.0,0.0,128.0,128.0,128.0,0.0,0.0,128.22,128.22,128.22,0.0,0.0
2019-06-16,129.92,129.92,129.92,0.0,0.0,129.92,129.92,129.92,0.0,0.0,128.5,128.5,128.5,0.0,0.0,128.53,128.53,128.53,0.0,0.0
2019-06-23,131.91,131.91,131.91,0.0,0.0,132.44,132.44,132.44,0.0,0.0,130.3,130.3,130.3,0.0,0.0,130.94,130.94,130.94,0.0,0.0
2019-06-30,131.37,131.37,131.37,0.0,0.0,131.66,131.66,131.66,0.0,0.0,130.43,130.43,130.43,0.0,0.0,130.7,130.7,130.7,0.0,0.0
2019-07-07,131.46,131.46,131.46,0.0,0.0,131.46,131.46,131.46,0.0,0.0,130.15,130.15,130.15,0.0,0.0,130.53,130.53,130.53,0.0,0.0
2019-07-14,129.7,129.7,129.7,0.0,0.0,129.95,129.95,129.95,0.0,0.0,128.97,128.97,128.97,0.0,0.0,129.17,129.17,129.17,0.0,0.0
2019-07-21,132.27,132.27,132.27,0.0,0.0,132.39,132.39,132.39,0.0,0.0,131.53,131.53,131.53,0.0,0.0,131.71,131.71,131.71,0.0,0.0
2019-07-28,125.7,125.7,125.7,0.0,0.0,126.0,126.0,126.0,0.0,0.0,122.79,122.79,122.79,0.0,0.0,123.95,123.95,123.95,0.0,0.0
2019-08-04,125.32,125.32,125.32,0.0,0.0,125.42,125.42,125.42,0.0,0.0,123.9,123.9,123.9,0.0,0.0,124.17,124.17,124.17,0.0,0.0
2019-08-11,125.09,125.09,125.09,0.0,0.0,125.49,125.49,125.49,0.0,0.0,124.83,124.83,124.83,0.0,0.0,124.96,124.96,124.96,0.0,0.0
2019-08-18,122.6,122.6,122.6,0.0,0.0,122.73,122.73,122.73,0.0,0.0,121.66,121.66,121.66,0.0,0.0,122.48,122.48,122.48,0.0,0.0
2019-08-25,124.7,124.7,124.7,0.0,0.0,124.96,124.96,124.96,0.0,0.0,123.85,123.85,123.85,0.0,0.0,124.37,124.37,124.37,0.0,0.0
2019-09-01,126.65,126.65,126.65,0.0,0.0,128.25,128.25,128.25,0.0,0.0,126.58,126.58,126.58,0.0,0.0,128.22,128.22,128.22,0.0,0.0
2019-09-08,131.03,131.03,131.03,0.0,0.0,131.85,131.85,131.85,0.0,0.0,130.5,130.5,130.5,0.0,0.0,131.41,131.41,131.41,0.0,0.0
2019-09-15,129.12,129.12,129.12,0.0,0.0,130.23,130.23,130.23,0.0,0.0,128.8,128.8,128.8,0.0,0.0,129.75,129.75,129.75,0.0,0.0
2019-09-22,128.67,128.67,128.67,0.0,0.0,129.33,129.33,129.33,0.0,0.0,128.43,128.43,128.43,0.0,0.0,128.85,128.85,128.85,0.0,0.0
2019-09-29,125.98,125.98,125.98,0.0,0.0,126.7,126.7,126.7,0.0,0.0,125.48,125.48,125.48,0.0,0.0,125.75,125.75,125.75,0.0,0.0
2019-10-06,127.0,127.0,127.0,0.0,0.0,127.01,127.01,127.01,0.0,0.0,126.16,126.16,126.16,0.0,0.0,126.79,126.79,126.79,0.0,0.0
2019-10-13,129.77,129.77,129.77,0.0,0.0,130.49,130.49,130.49,0.0,0.0,129.77,129.77,129.77,0.0,0.0,130.02,130.02,130.02,0.0,0.0
2019-10-20,131.58,131.58,131.58,0.0,0.0,132.53,132.53,132.53,0.0,0.0,131.58,131.58,131.58,0.0,0.0,131.83,131.83,131.83,0.0,0.0
2019-10-27,133.99,133.99,133.99,0.0,0.0,134.42,134.42,134.42,0.0,0.0,133.71,133.71,133.71,0.0,0.0,134.3,134.3,134.3,0.0,0.0
2019-11-03,133.54,133.54,133.54,0.0,0.0,134.26,134.26,134.26,0.0,0.0,133.54,133.54,133.54,0.0,0.0,133.96,133.96,133.96,0.0,0.0
2019-11-10,133.95,133.95,133.95,0.0,0.0,133.95,133.95,133.95,0.0,0.0,133.44,133.44,133.44,0.0,0.0,133.79,133.79,133.79,0.0,0.0
2019-11-17,133.18,133.18,133.18,0.0,0.0,134.66,134.66,134.66,0.0,0.0,133.09,133.09,133.09,0.0,0.0,134.47,134.47,134.47,0.0,0.0
2019-11-24,134.67,134.67,134.67,0.0,0.0,134.67,134.67,134.67,0.0,0.0,133.32,133.32,133.32,0.0,0.0,133.44,133.44,133.44,0.0,0.0
2019-12-01,134.86,134.86,134.86,0.0,0.0,135.12,135.12,135.12,0.0,0.0,134.68,134.68,134.68,0.0,0.0,134.7,134.7,134.7,0.0,0.0
2019-12-08,136.24,136.24,136.24,0.0,0.0,136.82,136.82,136.82,0.0,0.0,136.01,136.01,136.01,0.0,0.0,136.29,136.29,136.29,0.0,0.0
2019-12-15,138.55,138.55,138.55,0.0,0.0,138.75,138.75,138.75,0.0,0.0,137.72,137.72,137.72,0.0,0.0,138.02,138.02,138.02,0.0,0.0
2019-12-22,137.13,137.13,137.13,0.0,0.0,137.18,137.18,137.18,0.0,0.0,136.31,136.31,136.31,0.0,0.0,136.74,136.74,136.74,0.0,0.0
2019-12-29,135.63,135.63,135.63,0.0,0.0,136.57,136.57,136.57,0.0,0.0,135.37,135.37,135.37,0.0,0.0,136.39,136.39,136.39,0.0,0.0
