Date,First Trust Switzerland AlphaDEX_Open_average,First Trust Switzerland AlphaDEX_Open_max,First Trust Switzerland AlphaDEX_Open_min,First Trust Switzerland AlphaDEX_Open_volatility,First Trust Switzerland AlphaDEX_Open_change,First Trust Switzerland AlphaDEX_High_average,First Trust Switzerland AlphaDEX_High_max,First Trust Switzerland AlphaDEX_High_min,First Trust Switzerland AlphaDEX_High_volatility,First Trust Switzerland AlphaDEX_High_change,First Trust Switzerland AlphaDEX_Low_average,First Trust Switzerland AlphaDEX_Low_max,First Trust Switzerland AlphaDEX_Low_min,First Trust Switzerland AlphaDEX_Low_volatility,First Trust Switzerland AlphaDEX_Low_change,First Trust Switzerland AlphaDEX_Close_average,First Trust Switzerland AlphaDEX_Close_max,First Trust Switzerland AlphaDEX_Close_min,First Trust Switzerland AlphaDEX_Close_volatility,First Trust Switzerland AlphaDEX_Close_change
2018-03-25,52.44,52.44,52.44,0.0,0.0,52.44,52.44,52.44,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2018-04-01,51.63,51.63,51.63,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2018-04-08,51.91,51.91,51.91,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.89,51.89,51.89,0.0,0.0
2018-04-15,52.33,52.33,52.33,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-04-22,52.01,52.01,52.01,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2018-04-29,52.23,52.23,52.23,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.28,52.28,52.28,0.0,0.0
2018-05-06,53.05,53.05,53.05,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2018-05-13,53.28,53.28,53.28,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2018-05-20,52.49,52.49,52.49,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2018-05-27,52.61,52.61,52.61,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2018-06-03,53.1,53.1,53.1,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.08,53.08,53.08,0.0,0.0
2018-06-10,52.27,52.27,52.27,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2018-06-17,50.24,50.24,50.24,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2018-06-24,49.61,49.61,49.61,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2018-07-01,50.98,50.98,50.98,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2018-07-08,50.92,50.92,50.92,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2018-07-15,51.12,51.12,51.12,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2018-07-22,51.96,51.96,51.96,0.0,0.0,52.01,52.01,52.01,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2018-07-29,51.38,51.38,51.38,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2018-08-05,51.2,51.2,51.2,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2018-08-12,51.03,51.03,51.03,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2018-08-19,52.5,52.5,52.5,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2018-08-26,52.37,52.37,52.37,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2018-09-02,51.16,51.16,51.16,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2018-09-09,51.67,51.67,51.67,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2018-09-16,51.92,51.92,51.92,0.0,0.0,51.92,51.92,51.92,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2018-09-23,50.86,50.86,50.86,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2018-09-30,47.89,47.89,47.89,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2018-10-07,46.23,46.23,46.23,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2018-10-14,46.38,46.38,46.38,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2018-10-21,45.69,45.69,45.69,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2018-10-28,47.21,47.21,47.21,0.0,0.0,47.57,47.57,47.57,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2018-11-04,45.92,45.92,45.92,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2018-11-11,45.07,45.07,45.07,0.0,0.0,45.07,45.07,45.07,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2018-11-18,45.13,45.13,45.13,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2018-11-25,46.27,46.27,46.27,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2018-12-02,44.49,44.49,44.49,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2018-12-09,43.94,43.94,43.94,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.36,43.36,43.36,0.0,0.0
2018-12-16,42.49,42.49,42.49,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2018-12-23,44.1,44.1,44.1,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2018-12-30,44.85,44.85,44.85,0.0,0.0,45.09,45.09,45.09,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2019-01-06,45.84,45.84,45.84,0.0,0.0,46.21,46.21,46.21,0.0,0.0,45.84,45.84,45.84,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2019-01-13,47.04,47.04,47.04,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.04,47.04,47.04,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2019-01-20,46.75,46.75,46.75,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2019-01-27,46.6,46.6,46.6,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.69,46.69,46.69,0.0,0.0
2019-02-03,46.07,46.07,46.07,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.92,45.92,45.92,0.0,0.0,45.92,45.92,45.92,0.0,0.0
2019-02-10,46.6,46.6,46.6,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2019-02-17,47.68,47.68,47.68,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2019-02-24,48.08,48.08,48.08,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2019-03-03,47.03,47.03,47.03,0.0,0.0,47.08,47.08,47.08,0.0,0.0,46.92,46.92,46.92,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2019-03-10,48.19,48.19,48.19,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2019-03-17,47.5,47.5,47.5,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2019-03-24,48.98,48.98,48.98,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2019-03-31,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2019-04-07,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2019-04-14,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2019-04-21,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2019-04-28,49.08,49.08,49.08,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2019-05-05,48.08,48.08,48.08,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.24,48.24,48.24,0.0,0.0
2019-05-12,48.6,48.6,48.6,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2019-05-19,49.13,49.13,49.13,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2019-05-26,48.74,48.74,48.74,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2019-06-02,50.56,50.56,50.56,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2019-06-09,49.4,49.4,49.4,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2019-06-16,51.12,51.12,51.12,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2019-06-23,51.01,51.01,51.01,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-06-30,50.23,50.23,50.23,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-07-07,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2019-07-14,50.43,50.43,50.43,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-07-21,49.7,49.7,49.7,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2019-07-28,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2019-08-04,47.94,47.94,47.94,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2019-08-11,47.4,47.4,47.4,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2019-08-18,47.16,47.16,47.16,0.0,0.0,47.23,47.23,47.23,0.0,0.0,46.93,46.93,46.93,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2019-08-25,47.41,47.41,47.41,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2019-09-01,49.2,49.2,49.2,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2019-09-08,49.17,49.17,49.17,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.06,49.06,49.06,0.0,0.0
2019-09-15,48.57,48.57,48.57,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2019-09-22,48.66,48.66,48.66,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2019-09-29,48.17,48.17,48.17,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2019-10-06,49.0,49.0,49.0,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2019-10-13,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2019-10-20,50.16,50.16,50.16,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2019-10-27,51.31,51.31,51.31,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2019-11-03,51.4,51.4,51.4,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2019-11-10,51.68,51.68,51.68,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2019-11-17,51.71,51.71,51.71,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2019-11-24,51.47,51.47,51.47,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2019-12-01,52.07,52.07,52.07,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2019-12-08,53.11,53.11,53.11,0.0,0.0,53.16,53.16,53.16,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2019-12-15,53.66,53.66,53.66,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2019-12-22,54.21,54.21,54.21,0.0,0.0,54.21,54.21,54.21,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.87,53.87,53.87,0.0,0.0
2019-12-29,54.03,54.03,54.03,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.06,54.06,54.06,0.0,0.0
