Date,EMQQ Emerging Markets Internet and Ecommerce_Open_average,EMQQ Emerging Markets Internet and Ecommerce_Open_max,EMQQ Emerging Markets Internet and Ecommerce_Open_min,EMQQ Emerging Markets Internet and Ecommerce_Open_volatility,EMQQ Emerging Markets Internet and Ecommerce_Open_change,EMQQ Emerging Markets Internet and Ecommerce_High_average,EMQQ Emerging Markets Internet and Ecommerce_High_max,EMQQ Emerging Markets Internet and Ecommerce_High_min,EMQQ Emerging Markets Internet and Ecommerce_High_volatility,EMQQ Emerging Markets Internet and Ecommerce_High_change,EMQQ Emerging Markets Internet and Ecommerce_Low_average,EMQQ Emerging Markets Internet and Ecommerce_Low_max,EMQQ Emerging Markets Internet and Ecommerce_Low_min,EMQQ Emerging Markets Internet and Ecommerce_Low_volatility,EMQQ Emerging Markets Internet and Ecommerce_Low_change,EMQQ Emerging Markets Internet and Ecommerce_Close_average,EMQQ Emerging Markets Internet and Ecommerce_Close_max,EMQQ Emerging Markets Internet and Ecommerce_Close_min,EMQQ Emerging Markets Internet and Ecommerce_Close_volatility,EMQQ Emerging Markets Internet and Ecommerce_Close_change
2018-06-03,38.26,38.26,38.26,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2018-06-10,38.77,38.77,38.77,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2018-06-17,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2018-06-24,36.72,36.72,36.72,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2018-07-01,36.43,36.43,36.43,0.0,0.0,37.14,37.14,37.14,0.0,0.0,36.4,36.4,36.4,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2018-07-08,37.21,37.21,37.21,0.0,0.0,37.37,37.37,37.37,0.0,0.0,36.92,36.92,36.92,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2018-07-15,36.87,36.87,36.87,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2018-07-22,37.09,37.09,37.09,0.0,0.0,37.19,37.19,37.19,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2018-07-29,34.75,34.75,34.75,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2018-08-05,34.14,34.14,34.14,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2018-08-12,31.92,31.92,31.92,0.0,0.0,32.45,32.45,32.45,0.0,0.0,31.76,31.76,31.76,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2018-08-19,33.5,33.5,33.5,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2018-08-26,32.64,32.64,32.64,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2018-09-02,31.01,31.01,31.01,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2018-09-09,31.9,31.9,31.9,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2018-09-16,32.84,32.84,32.84,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2018-09-23,32.06,32.06,32.06,0.0,0.0,32.22,32.22,32.22,0.0,0.0,31.92,31.92,31.92,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2018-09-30,30.18,30.18,30.18,0.0,0.0,30.29,30.29,30.29,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2018-10-07,29.31,29.31,29.31,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2018-10-14,28.5,28.5,28.5,0.0,0.0,28.54,28.54,28.54,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2018-10-21,26.45,26.45,26.45,0.0,0.0,27.38,27.38,27.38,0.0,0.0,26.39,26.39,26.39,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2018-10-28,30.27,30.27,30.27,0.0,0.0,30.3,30.3,30.3,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2018-11-04,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-11-11,28.71,28.71,28.71,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2018-11-18,27.9,27.9,27.9,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2018-11-25,28.97,28.97,28.97,0.0,0.0,29.42,29.42,29.42,0.0,0.0,28.85,28.85,28.85,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2018-12-02,28.75,28.75,28.75,0.0,0.0,29.17,29.17,29.17,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2018-12-09,28.4,28.4,28.4,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2018-12-16,27.17,27.17,27.17,0.0,0.0,27.29,27.29,27.29,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2018-12-23,27.1,27.1,27.1,0.0,0.0,27.22,27.22,27.22,0.0,0.0,26.8,26.8,26.8,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2018-12-30,26.56,26.56,26.56,0.0,0.0,27.73,27.73,27.73,0.0,0.0,26.56,26.56,26.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2019-01-06,28.74,28.74,28.74,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-01-13,29.5,29.5,29.5,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2019-01-20,29.51,29.51,29.51,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2019-01-27,30.47,30.47,30.47,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2019-02-03,29.53,29.53,29.53,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2019-02-10,30.28,30.28,30.28,0.0,0.0,30.28,30.28,30.28,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2019-02-17,30.37,30.37,30.37,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.37,30.37,30.37,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2019-02-24,32.11,32.11,32.11,0.0,0.0,32.13,32.13,32.13,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2019-03-03,31.0,31.0,31.0,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-03-10,32.47,32.47,32.47,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2019-03-17,32.38,32.38,32.38,0.0,0.0,32.45,32.45,32.45,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.81,31.81,31.81,0.0,0.0
2019-03-24,32.55,32.55,32.55,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2019-03-31,34.08,34.08,34.08,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-04-07,34.48,34.48,34.48,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-04-14,34.21,34.21,34.21,0.0,0.0,34.29,34.29,34.29,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2019-04-21,33.89,33.89,33.89,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2019-04-28,34.73,34.73,34.73,0.0,0.0,35.31,35.31,35.31,0.0,0.0,34.73,34.73,34.73,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2019-05-05,32.98,32.98,32.98,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2019-05-12,31.86,31.86,31.86,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2019-05-19,30.39,30.39,30.39,0.0,0.0,30.42,30.42,30.42,0.0,0.0,29.96,29.96,29.96,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2019-05-26,29.56,29.56,29.56,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2019-06-02,30.06,30.06,30.06,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2019-06-09,30.83,30.83,30.83,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2019-06-16,32.15,32.15,32.15,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2019-06-23,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2019-06-30,32.56,32.56,32.56,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-07-07,32.3,32.3,32.3,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2019-07-14,32.37,32.37,32.37,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2019-07-21,33.02,33.02,33.02,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-07-28,31.34,31.34,31.34,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-08-04,30.94,30.94,30.94,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2019-08-11,30.76,30.76,30.76,0.0,0.0,31.33,31.33,31.33,0.0,0.0,30.76,30.76,30.76,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2019-08-18,31.4,31.4,31.4,0.0,0.0,31.83,31.83,31.83,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2019-08-25,32.14,32.14,32.14,0.0,0.0,32.14,32.14,32.14,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-09-01,33.18,33.18,33.18,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2019-09-08,33.69,33.69,33.69,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2019-09-15,33.19,33.19,33.19,0.0,0.0,33.22,33.22,33.22,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2019-09-22,32.0,32.0,32.0,0.0,0.0,32.15,32.15,32.15,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2019-09-29,31.28,31.28,31.28,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-10-06,31.45,31.45,31.45,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2019-10-13,31.85,31.85,31.85,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2019-10-20,31.96,31.96,31.96,0.0,0.0,32.43,32.43,32.43,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2019-10-27,32.98,32.98,32.98,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2019-11-03,33.68,33.68,33.68,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2019-11-10,33.49,33.49,33.49,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2019-11-17,32.8,32.8,32.8,0.0,0.0,33.29,33.29,33.29,0.0,0.0,32.74,32.74,32.74,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2019-11-24,33.76,33.76,33.76,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2019-12-01,33.93,33.93,33.93,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2019-12-08,34.62,34.62,34.62,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2019-12-15,35.54,35.54,35.54,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2019-12-22,35.79,35.79,35.79,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2019-12-29,36.19,36.19,36.19,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.32,36.32,36.32,0.0,0.0
