Date,First Trust Developed International Equity SelectEtf_Open_average,First Trust Developed International Equity SelectEtf_Open_max,First Trust Developed International Equity SelectEtf_Open_min,First Trust Developed International Equity SelectEtf_Open_volatility,First Trust Developed International Equity SelectEtf_Open_change,First Trust Developed International Equity SelectEtf_High_average,First Trust Developed International Equity SelectEtf_High_max,First Trust Developed International Equity SelectEtf_High_min,First Trust Developed International Equity SelectEtf_High_volatility,First Trust Developed International Equity SelectEtf_High_change,First Trust Developed International Equity SelectEtf_Low_average,First Trust Developed International Equity SelectEtf_Low_max,First Trust Developed International Equity SelectEtf_Low_min,First Trust Developed International Equity SelectEtf_Low_volatility,First Trust Developed International Equity SelectEtf_Low_change,First Trust Developed International Equity SelectEtf_Close_average,First Trust Developed International Equity SelectEtf_Close_max,First Trust Developed International Equity SelectEtf_Close_min,First Trust Developed International Equity SelectEtf_Close_volatility,First Trust Developed International Equity SelectEtf_Close_change
2018-04-22,51.98,51.98,51.98,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2018-04-29,51.93,51.93,51.93,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.93,51.93,51.93,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2018-05-06,52.5,52.5,52.5,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2018-05-13,52.12,52.12,52.12,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.1,52.1,52.1,0.0,0.0
2018-05-20,51.38,51.38,51.38,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2018-05-27,51.15,51.15,51.15,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2018-06-03,51.87,51.87,51.87,0.0,0.0,51.99,51.99,51.99,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2018-06-10,51.62,51.62,51.62,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2018-06-17,50.69,50.69,50.69,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2018-06-24,50.07,50.07,50.07,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2018-07-01,50.48,50.48,50.48,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2018-07-08,50.44,50.44,50.44,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2018-07-15,50.59,50.59,50.59,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2018-07-22,50.9,50.9,50.9,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2018-07-29,50.67,50.67,50.67,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2018-08-05,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2018-08-12,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2018-08-19,50.73,50.73,50.73,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2018-08-26,50.52,50.52,50.52,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2018-09-02,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2018-09-09,50.08,50.08,50.08,0.0,0.0,50.17,50.17,50.17,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2018-09-16,51.05,51.05,51.05,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2018-09-23,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2018-09-30,49.18,49.18,49.18,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2018-10-07,47.45,47.45,47.45,0.0,0.0,47.45,47.45,47.45,0.0,0.0,46.92,46.92,46.92,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2018-10-14,47.59,47.59,47.59,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2018-10-21,46.48,46.48,46.48,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2018-10-28,47.31,47.31,47.31,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.31,47.31,47.31,0.0,0.0
2018-11-04,47.59,47.59,47.59,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2018-11-11,47.57,47.57,47.57,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2018-11-18,46.75,46.75,46.75,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2018-11-25,47.35,47.35,47.35,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.26,47.26,47.26,0.0,0.0
2018-12-02,46.77,46.77,46.77,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2018-12-09,46.11,46.11,46.11,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.26,46.26,46.26,0.0,0.0
2018-12-16,44.8,44.8,44.8,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2018-12-23,45.01,45.01,45.01,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2018-12-30,45.48,45.48,45.48,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2019-01-06,46.69,46.69,46.69,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.72,46.72,46.72,0.0,0.0
2019-01-13,47.42,47.42,47.42,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2019-01-20,47.69,47.69,47.69,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2019-01-27,48.15,48.15,48.15,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2019-02-03,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2019-02-10,48.76,48.76,48.76,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2019-02-17,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2019-02-24,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2019-03-03,48.6,48.6,48.6,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2019-03-10,49.73,49.73,49.73,0.0,0.0,50.07,50.07,50.07,0.0,0.0,49.73,49.73,49.73,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-03-17,49.48,49.48,49.48,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2019-03-24,49.46,49.46,49.46,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2019-03-31,50.24,50.24,50.24,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-04-07,50.19,50.19,50.19,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-04-14,50.39,50.39,50.39,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2019-04-21,50.04,50.04,50.04,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-04-28,50.52,50.52,50.52,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2019-05-05,49.67,49.67,49.67,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2019-05-12,49.68,49.68,49.68,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2019-05-19,49.72,49.72,49.72,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2019-05-26,48.91,48.91,48.91,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2019-06-02,50.09,50.09,50.09,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.29,50.29,50.29,0.0,0.0
2019-06-09,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2019-06-16,50.82,50.82,50.82,0.0,0.0,51.06,51.06,51.06,0.0,0.0,50.82,50.82,50.82,0.0,0.0,51.06,51.06,51.06,0.0,0.0
2019-06-23,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2019-06-30,51.2,51.2,51.2,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2019-07-07,50.69,50.69,50.69,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2019-07-14,50.78,50.78,50.78,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-07-21,50.5,50.5,50.5,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2019-07-28,49.13,49.13,49.13,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2019-08-04,49.04,49.04,49.04,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2019-08-11,48.52,48.52,48.52,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2019-08-18,48.67,48.67,48.67,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2019-08-25,49.38,49.38,49.38,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2019-09-01,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2019-09-08,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2019-09-15,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2019-09-22,50.12,50.12,50.12,0.0,0.0,50.12,50.12,50.12,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2019-09-29,49.16,49.16,49.16,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2019-10-06,50.21,50.21,50.21,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2019-10-13,50.68,50.68,50.68,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2019-10-20,50.66,50.66,50.66,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2019-10-27,51.23,51.23,51.23,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2019-11-03,51.3,51.3,51.3,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2019-11-10,51.44,51.44,51.44,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2019-11-17,51.33,51.33,51.33,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2019-11-24,51.61,51.61,51.61,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-12-01,51.64,51.64,51.64,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2019-12-08,51.69,51.69,51.69,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2019-12-15,51.83,51.83,51.83,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-12-22,52.54,52.54,52.54,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2019-12-29,52.18,52.18,52.18,0.0,0.0,52.21,52.21,52.21,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.88,51.88,51.88,0.0,0.0
