Date,Schwab US Dividend Equity_Open_average,Schwab US Dividend Equity_Open_max,Schwab US Dividend Equity_Open_min,Schwab US Dividend Equity_Open_volatility,Schwab US Dividend Equity_Open_change,Schwab US Dividend Equity_High_average,Schwab US Dividend Equity_High_max,Schwab US Dividend Equity_High_min,Schwab US Dividend Equity_High_volatility,Schwab US Dividend Equity_High_change,Schwab US Dividend Equity_Low_average,Schwab US Dividend Equity_Low_max,Schwab US Dividend Equity_Low_min,Schwab US Dividend Equity_Low_volatility,Schwab US Dividend Equity_Low_change,Schwab US Dividend Equity_Close_average,Schwab US Dividend Equity_Close_max,Schwab US Dividend Equity_Close_min,Schwab US Dividend Equity_Close_volatility,Schwab US Dividend Equity_Close_change
2018-03-25,48.95,48.95,48.95,0.0,0.0,48.96,48.96,48.96,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2018-04-01,48.55,48.55,48.55,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2018-04-08,49.42,49.42,49.42,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2018-04-15,48.76,48.76,48.76,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2018-04-22,49.03,49.03,49.03,0.0,0.0,49.15,49.15,49.15,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2018-04-29,48.37,48.37,48.37,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2018-05-06,49.42,49.42,49.42,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2018-05-13,49.63,49.63,49.63,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2018-05-20,49.54,49.54,49.54,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2018-05-27,49.99,49.99,49.99,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2018-06-03,50.91,50.91,50.91,0.0,0.0,51.11,51.11,51.11,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2018-06-10,50.63,50.63,50.63,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2018-06-17,50.16,50.16,50.16,0.0,0.0,50.21,50.21,50.21,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2018-06-24,48.99,48.99,48.99,0.0,0.0,49.24,49.24,49.24,0.0,0.0,48.85,48.85,48.85,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2018-07-01,50.03,50.03,50.03,0.0,0.0,50.23,50.23,50.23,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2018-07-08,50.58,50.58,50.58,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2018-07-15,50.59,50.59,50.59,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2018-07-22,51.08,51.08,51.08,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2018-07-29,51.71,51.71,51.71,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2018-08-05,51.53,51.53,51.53,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2018-08-12,52.48,52.48,52.48,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2018-08-19,52.73,52.73,52.73,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2018-08-26,52.56,52.56,52.56,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2018-09-02,53.15,53.15,53.15,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2018-09-09,53.48,53.48,53.48,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2018-09-16,54.07,54.07,54.07,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.71,53.71,53.71,0.0,0.0
2018-09-23,53.16,53.16,53.16,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.03,53.03,53.03,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2018-09-30,52.6,52.6,52.6,0.0,0.0,53.02,53.02,53.02,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2018-10-07,50.42,50.42,50.42,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2018-10-14,50.64,50.64,50.64,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2018-10-21,49.43,49.43,49.43,0.0,0.0,49.84,49.84,49.84,0.0,0.0,48.51,48.51,48.51,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2018-10-28,50.39,50.39,50.39,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2018-11-04,51.44,51.44,51.44,0.0,0.0,51.48,51.48,51.48,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2018-11-11,50.98,50.98,50.98,0.0,0.0,51.11,51.11,51.11,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2018-11-18,49.75,49.75,49.75,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2018-11-25,52.07,52.07,52.07,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2018-12-02,49.3,49.3,49.3,0.0,0.0,49.5,49.5,49.5,0.0,0.0,48.38,48.38,48.38,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2018-12-09,48.33,48.33,48.33,0.0,0.0,48.41,48.41,48.41,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2018-12-16,45.21,45.21,45.21,0.0,0.0,45.36,45.36,45.36,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.23,44.23,44.23,0.0,0.0
2018-12-23,46.82,46.82,46.82,0.0,0.0,46.98,46.98,46.98,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2018-12-30,47.38,47.38,47.38,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.64,47.64,47.64,0.0,0.0
2019-01-06,48.15,48.15,48.15,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2019-01-13,48.88,48.88,48.88,0.0,0.0,49.33,49.33,49.33,0.0,0.0,48.83,48.83,48.83,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2019-01-20,48.74,48.74,48.74,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.82,48.82,48.82,0.0,0.0
2019-01-27,49.93,49.93,49.93,0.0,0.0,50.22,50.22,50.22,0.0,0.0,49.74,49.74,49.74,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2019-02-03,50.33,50.33,50.33,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-02-10,51.47,51.47,51.47,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2019-02-17,52.35,52.35,52.35,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2019-02-24,52.22,52.22,52.22,0.0,0.0,52.3,52.3,52.3,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2019-03-03,51.21,51.21,51.21,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2019-03-10,52.33,52.33,52.33,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2019-03-17,51.49,51.49,51.49,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2019-03-24,52.59,52.59,52.59,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2019-03-31,53.23,53.23,53.23,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2019-04-07,53.66,53.66,53.66,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2019-04-14,54.11,54.11,54.11,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2019-04-21,53.73,53.73,53.73,0.0,0.0,53.78,53.78,53.78,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2019-04-28,53.16,53.16,53.16,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.66,53.66,53.66,0.0,0.0
2019-05-05,51.87,51.87,51.87,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-05-12,51.73,51.73,51.73,0.0,0.0,52.01,52.01,52.01,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2019-05-19,51.63,51.63,51.63,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2019-05-26,49.96,49.96,49.96,0.0,0.0,50.56,50.56,50.56,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2019-06-02,52.65,52.65,52.65,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2019-06-09,52.76,52.76,52.76,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.58,52.58,52.58,0.0,0.0
2019-06-16,53.61,53.61,53.61,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.45,53.45,53.45,0.0,0.0
2019-06-23,53.73,53.73,53.73,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2019-06-30,53.56,53.56,53.56,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.54,53.54,53.54,0.0,0.0
2019-07-07,54.15,54.15,54.15,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2019-07-14,53.79,53.79,53.79,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2019-07-21,54.96,54.96,54.96,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.89,54.89,54.89,0.0,0.0,55.02,55.02,55.02,0.0,0.0
2019-07-28,52.27,52.27,52.27,0.0,0.0,52.3,52.3,52.3,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2019-08-04,52.08,52.08,52.08,0.0,0.0,52.14,52.14,52.14,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2019-08-11,52.71,52.71,52.71,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2019-08-18,52.18,52.18,52.18,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.83,51.83,51.83,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2019-08-25,53.4,53.4,53.4,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2019-09-01,54.68,54.68,54.68,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2019-09-08,55.42,55.42,55.42,0.0,0.0,55.46,55.46,55.46,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.31,55.31,55.31,0.0,0.0
2019-09-15,54.77,54.77,54.77,0.0,0.0,55.14,55.14,55.14,0.0,0.0,54.71,54.71,54.71,0.0,0.0,55.01,55.01,55.01,0.0,0.0
2019-09-22,54.61,54.61,54.61,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2019-09-29,54.01,54.01,54.01,0.0,0.0,54.19,54.19,54.19,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2019-10-06,54.4,54.4,54.4,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2019-10-13,55.0,55.0,55.0,0.0,0.0,55.15,55.15,55.15,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-10-20,55.68,55.68,55.68,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.78,55.78,55.78,0.0,0.0
2019-10-27,56.34,56.34,56.34,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2019-11-03,56.66,56.66,56.66,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.65,56.65,56.65,0.0,0.0
2019-11-10,56.97,56.97,56.97,0.0,0.0,57.06,57.06,57.06,0.0,0.0,56.81,56.81,56.81,0.0,0.0,57.01,57.01,57.01,0.0,0.0
2019-11-17,56.8,56.8,56.8,0.0,0.0,56.97,56.97,56.97,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.95,56.95,56.95,0.0,0.0
2019-11-24,57.21,57.21,57.21,0.0,0.0,57.21,57.21,57.21,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.83,56.83,56.83,0.0,0.0
2019-12-01,57.29,57.29,57.29,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.42,57.42,57.42,0.0,0.0
2019-12-08,57.68,57.68,57.68,0.0,0.0,57.84,57.84,57.84,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.58,57.58,57.58,0.0,0.0
2019-12-15,58.16,58.16,58.16,0.0,0.0,58.17,58.17,58.17,0.0,0.0,57.99,57.99,57.99,0.0,0.0,58.01,58.01,58.01,0.0,0.0
2019-12-22,58.15,58.15,58.15,0.0,0.0,58.16,58.16,58.16,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.79,57.79,57.79,0.0,0.0
2019-12-29,57.56,57.56,57.56,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.65,57.65,57.65,0.0,0.0
