Date,iShares MSCI ChinaEtf_Open_average,iShares MSCI ChinaEtf_Open_max,iShares MSCI ChinaEtf_Open_min,iShares MSCI ChinaEtf_Open_volatility,iShares MSCI ChinaEtf_Open_change,iShares MSCI ChinaEtf_High_average,iShares MSCI ChinaEtf_High_max,iShares MSCI ChinaEtf_High_min,iShares MSCI ChinaEtf_High_volatility,iShares MSCI ChinaEtf_High_change,iShares MSCI ChinaEtf_Low_average,iShares MSCI ChinaEtf_Low_max,iShares MSCI ChinaEtf_Low_min,iShares MSCI ChinaEtf_Low_volatility,iShares MSCI ChinaEtf_Low_change,iShares MSCI ChinaEtf_Close_average,iShares MSCI ChinaEtf_Close_max,iShares MSCI ChinaEtf_Close_min,iShares MSCI ChinaEtf_Close_volatility,iShares MSCI ChinaEtf_Close_change
2019-04-07,65.04,65.04,65.04,0.0,0.0,65.22,65.22,65.22,0.0,0.0,64.87,64.87,64.87,0.0,0.0,65.03,65.03,65.03,0.0,0.0
2019-04-14,64.84,64.84,64.84,0.0,0.0,65.01,65.01,65.01,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.89,64.89,64.89,0.0,0.0
2019-04-21,63.46,63.46,63.46,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.12,63.12,63.12,0.0,0.0,63.56,63.56,63.56,0.0,0.0
2019-04-28,64.09,64.09,64.09,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.05,64.05,64.05,0.0,0.0,64.58,64.58,64.58,0.0,0.0
2019-05-05,60.03,60.03,60.03,0.0,0.0,60.42,60.42,60.42,0.0,0.0,59.12,59.12,59.12,0.0,0.0,60.13,60.13,60.13,0.0,0.0
2019-05-12,57.93,57.93,57.93,0.0,0.0,58.16,58.16,58.16,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.68,57.68,57.68,0.0,0.0
2019-05-19,55.44,55.44,55.44,0.0,0.0,55.55,55.55,55.55,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2019-05-26,55.0,55.0,55.0,0.0,0.0,55.44,55.44,55.44,0.0,0.0,54.93,54.93,54.93,0.0,0.0,55.33,55.33,55.33,0.0,0.0
2019-06-02,55.63,55.63,55.63,0.0,0.0,56.4,56.4,56.4,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.82,55.82,55.82,0.0,0.0
2019-06-09,56.27,56.27,56.27,0.0,0.0,56.27,56.27,56.27,0.0,0.0,55.95,55.95,55.95,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2019-06-16,59.03,59.03,59.03,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.92,58.92,58.92,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2019-06-23,59.48,59.48,59.48,0.0,0.0,59.49,59.49,59.49,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2019-06-30,59.88,59.88,59.88,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.49,59.49,59.49,0.0,0.0,59.65,59.65,59.65,0.0,0.0
2019-07-07,58.85,58.85,58.85,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.91,58.91,58.91,0.0,0.0
2019-07-14,59.86,59.86,59.86,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.33,59.33,59.33,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2019-07-21,59.95,59.95,59.95,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2019-07-28,56.57,56.57,56.57,0.0,0.0,56.63,56.63,56.63,0.0,0.0,55.91,55.91,55.91,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2019-08-04,54.81,54.81,54.81,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2019-08-11,54.85,54.85,54.85,0.0,0.0,55.49,55.49,55.49,0.0,0.0,54.76,54.76,54.76,0.0,0.0,55.37,55.37,55.37,0.0,0.0
2019-08-18,55.79,55.79,55.79,0.0,0.0,56.27,56.27,56.27,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2019-08-25,56.51,56.51,56.51,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.07,56.07,56.07,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2019-09-01,58.44,58.44,58.44,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.23,58.23,58.23,0.0,0.0,58.28,58.28,58.28,0.0,0.0
2019-09-08,59.78,59.78,59.78,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.82,59.82,59.82,0.0,0.0
2019-09-15,58.59,58.59,58.59,0.0,0.0,58.74,58.74,58.74,0.0,0.0,57.94,57.94,57.94,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2019-09-22,56.87,56.87,56.87,0.0,0.0,57.04,57.04,57.04,0.0,0.0,55.19,55.19,55.19,0.0,0.0,55.54,55.54,55.54,0.0,0.0
2019-09-29,56.41,56.41,56.41,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2019-10-06,57.96,57.96,57.96,0.0,0.0,58.58,58.58,58.58,0.0,0.0,57.87,57.87,57.87,0.0,0.0,58.01,58.01,58.01,0.0,0.0
2019-10-13,58.45,58.45,58.45,0.0,0.0,58.56,58.56,58.56,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2019-10-20,58.03,58.03,58.03,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.59,58.59,58.59,0.0,0.0
2019-10-27,59.3,59.3,59.3,0.0,0.0,59.66,59.66,59.66,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.37,59.37,59.37,0.0,0.0
2019-11-03,61.19,61.19,61.19,0.0,0.0,61.28,61.28,61.28,0.0,0.0,60.88,60.88,60.88,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2019-11-10,59.08,59.08,59.08,0.0,0.0,59.25,59.25,59.25,0.0,0.0,59.02,59.02,59.02,0.0,0.0,59.17,59.17,59.17,0.0,0.0
2019-11-17,59.42,59.42,59.42,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2019-11-24,59.73,59.73,59.73,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.66,59.66,59.66,0.0,0.0
2019-12-01,60.56,60.56,60.56,0.0,0.0,60.62,60.62,60.62,0.0,0.0,60.38,60.38,60.38,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2019-12-08,62.52,62.52,62.52,0.0,0.0,63.06,63.06,63.06,0.0,0.0,62.05,62.05,62.05,0.0,0.0,62.11,62.11,62.11,0.0,0.0
2019-12-15,63.44,63.44,63.44,0.0,0.0,63.61,63.61,63.61,0.0,0.0,63.31,63.31,63.31,0.0,0.0,63.53,63.53,63.53,0.0,0.0
2019-12-22,64.58,64.58,64.58,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.21,64.21,64.21,0.0,0.0,64.27,64.27,64.27,0.0,0.0
2019-12-29,65.07,65.07,65.07,0.0,0.0,65.46,65.46,65.46,0.0,0.0,64.94,64.94,64.94,0.0,0.0,64.99,64.99,64.99,0.0,0.0
