Date,Arrow Reserve Capital Management_etf_Open_average,Arrow Reserve Capital Management_etf_Open_max,Arrow Reserve Capital Management_etf_Open_min,Arrow Reserve Capital Management_etf_Open_volatility,Arrow Reserve Capital Management_etf_Open_change,Arrow Reserve Capital Management_etf_High_average,Arrow Reserve Capital Management_etf_High_max,Arrow Reserve Capital Management_etf_High_min,Arrow Reserve Capital Management_etf_High_volatility,Arrow Reserve Capital Management_etf_High_change,Arrow Reserve Capital Management_etf_Low_average,Arrow Reserve Capital Management_etf_Low_max,Arrow Reserve Capital Management_etf_Low_min,Arrow Reserve Capital Management_etf_Low_volatility,Arrow Reserve Capital Management_etf_Low_change,Arrow Reserve Capital Management_etf_Close_average,Arrow Reserve Capital Management_etf_Close_max,Arrow Reserve Capital Management_etf_Close_min,Arrow Reserve Capital Management_etf_Close_volatility,Arrow Reserve Capital Management_etf_Close_change
2018-04-01,100.36,100.36,100.36,0.0,0.0,100.36,100.36,100.36,0.0,0.0,100.36,100.36,100.36,0.0,0.0,100.36,100.36,100.36,0.0,0.0
2018-04-08,99.95,99.95,99.95,0.0,0.0,99.95,99.95,99.95,0.0,0.0,99.95,99.95,99.95,0.0,0.0,99.95,99.95,99.95,0.0,0.0
2018-04-15,99.95,99.95,99.95,0.0,0.0,99.95,99.95,99.95,0.0,0.0,99.95,99.95,99.95,0.0,0.0,99.95,99.95,99.95,0.0,0.0
2018-04-22,100.09,100.09,100.09,0.0,0.0,100.09,100.09,100.09,0.0,0.0,100.09,100.09,100.09,0.0,0.0,100.09,100.09,100.09,0.0,0.0
2018-04-29,99.74,99.74,99.74,0.0,0.0,99.74,99.74,99.74,0.0,0.0,99.74,99.74,99.74,0.0,0.0,99.74,99.74,99.74,0.0,0.0
2018-05-06,99.74,99.74,99.74,0.0,0.0,99.74,99.74,99.74,0.0,0.0,99.74,99.74,99.74,0.0,0.0,99.74,99.74,99.74,0.0,0.0
2018-05-13,99.99,99.99,99.99,0.0,0.0,99.99,99.99,99.99,0.0,0.0,99.99,99.99,99.99,0.0,0.0,99.99,99.99,99.99,0.0,0.0
2018-05-20,99.99,99.99,99.99,0.0,0.0,99.99,99.99,99.99,0.0,0.0,99.99,99.99,99.99,0.0,0.0,99.99,99.99,99.99,0.0,0.0
2018-05-27,99.89,99.89,99.89,0.0,0.0,99.89,99.89,99.89,0.0,0.0,99.89,99.89,99.89,0.0,0.0,99.89,99.89,99.89,0.0,0.0
2018-06-03,99.98,99.98,99.98,0.0,0.0,99.98,99.98,99.98,0.0,0.0,99.98,99.98,99.98,0.0,0.0,99.98,99.98,99.98,0.0,0.0
2018-06-10,99.98,99.98,99.98,0.0,0.0,99.98,99.98,99.98,0.0,0.0,99.98,99.98,99.98,0.0,0.0,99.98,99.98,99.98,0.0,0.0
2018-06-17,99.85,99.85,99.85,0.0,0.0,99.85,99.85,99.85,0.0,0.0,99.85,99.85,99.85,0.0,0.0,99.85,99.85,99.85,0.0,0.0
2018-06-24,99.68,99.68,99.68,0.0,0.0,99.79,99.79,99.79,0.0,0.0,99.68,99.68,99.68,0.0,0.0,99.68,99.68,99.68,0.0,0.0
2018-07-01,99.74,99.74,99.74,0.0,0.0,99.74,99.74,99.74,0.0,0.0,99.74,99.74,99.74,0.0,0.0,99.74,99.74,99.74,0.0,0.0
2018-07-08,99.74,99.74,99.74,0.0,0.0,99.74,99.74,99.74,0.0,0.0,99.74,99.74,99.74,0.0,0.0,99.74,99.74,99.74,0.0,0.0
2018-07-15,99.9,99.9,99.9,0.0,0.0,99.9,99.9,99.9,0.0,0.0,99.9,99.9,99.9,0.0,0.0,99.9,99.9,99.9,0.0,0.0
2018-07-22,99.96,99.96,99.96,0.0,0.0,99.96,99.96,99.96,0.0,0.0,99.96,99.96,99.96,0.0,0.0,99.96,99.96,99.96,0.0,0.0
2018-07-29,99.91,99.91,99.91,0.0,0.0,99.91,99.91,99.91,0.0,0.0,99.86,99.86,99.86,0.0,0.0,99.86,99.86,99.86,0.0,0.0
2018-08-05,99.91,99.91,99.91,0.0,0.0,99.91,99.91,99.91,0.0,0.0,99.91,99.91,99.91,0.0,0.0,99.91,99.91,99.91,0.0,0.0
2018-08-12,100.52,100.52,100.52,0.0,0.0,100.52,100.52,100.52,0.0,0.0,100.52,100.52,100.52,0.0,0.0,100.52,100.52,100.52,0.0,0.0
2018-08-19,100.02,100.02,100.02,0.0,0.0,100.02,100.02,100.02,0.0,0.0,99.99,99.99,99.99,0.0,0.0,99.99,99.99,99.99,0.0,0.0
2018-08-26,100.03,100.03,100.03,0.0,0.0,100.03,100.03,100.03,0.0,0.0,100.03,100.03,100.03,0.0,0.0,100.03,100.03,100.03,0.0,0.0
2018-09-02,99.86,99.86,99.86,0.0,0.0,99.86,99.86,99.86,0.0,0.0,99.86,99.86,99.86,0.0,0.0,99.86,99.86,99.86,0.0,0.0
2018-09-09,99.86,99.86,99.86,0.0,0.0,99.86,99.86,99.86,0.0,0.0,99.86,99.86,99.86,0.0,0.0,99.86,99.86,99.86,0.0,0.0
2018-09-16,99.86,99.86,99.86,0.0,0.0,99.86,99.86,99.86,0.0,0.0,99.86,99.86,99.86,0.0,0.0,99.86,99.86,99.86,0.0,0.0
2018-09-23,99.86,99.86,99.86,0.0,0.0,99.86,99.86,99.86,0.0,0.0,99.86,99.86,99.86,0.0,0.0,99.86,99.86,99.86,0.0,0.0
2018-09-30,99.7,99.7,99.7,0.0,0.0,99.7,99.7,99.7,0.0,0.0,99.7,99.7,99.7,0.0,0.0,99.7,99.7,99.7,0.0,0.0
2018-10-07,99.79,99.79,99.79,0.0,0.0,99.79,99.79,99.79,0.0,0.0,99.79,99.79,99.79,0.0,0.0,99.79,99.79,99.79,0.0,0.0
2018-10-14,100.11,100.11,100.11,0.0,0.0,100.11,100.11,100.11,0.0,0.0,100.11,100.11,100.11,0.0,0.0,100.11,100.11,100.11,0.0,0.0
2018-10-21,100.03,100.03,100.03,0.0,0.0,100.03,100.03,100.03,0.0,0.0,100.03,100.03,100.03,0.0,0.0,100.03,100.03,100.03,0.0,0.0
2018-10-28,99.76,99.76,99.76,0.0,0.0,99.76,99.76,99.76,0.0,0.0,99.76,99.76,99.76,0.0,0.0,99.76,99.76,99.76,0.0,0.0
2018-11-04,99.76,99.76,99.76,0.0,0.0,99.76,99.76,99.76,0.0,0.0,99.76,99.76,99.76,0.0,0.0,99.76,99.76,99.76,0.0,0.0
2018-11-11,99.76,99.76,99.76,0.0,0.0,99.76,99.76,99.76,0.0,0.0,99.76,99.76,99.76,0.0,0.0,99.76,99.76,99.76,0.0,0.0
2018-11-18,99.84,99.84,99.84,0.0,0.0,99.84,99.84,99.84,0.0,0.0,99.84,99.84,99.84,0.0,0.0,99.84,99.84,99.84,0.0,0.0
2018-11-25,99.93,99.93,99.93,0.0,0.0,99.93,99.93,99.93,0.0,0.0,99.93,99.93,99.93,0.0,0.0,99.93,99.93,99.93,0.0,0.0
2018-12-02,99.59,99.59,99.59,0.0,0.0,99.59,99.59,99.59,0.0,0.0,99.59,99.59,99.59,0.0,0.0,99.59,99.59,99.59,0.0,0.0
2018-12-09,99.58,99.58,99.58,0.0,0.0,99.58,99.58,99.58,0.0,0.0,99.58,99.58,99.58,0.0,0.0,99.58,99.58,99.58,0.0,0.0
2018-12-16,99.63,99.63,99.63,0.0,0.0,99.63,99.63,99.63,0.0,0.0,99.63,99.63,99.63,0.0,0.0,99.63,99.63,99.63,0.0,0.0
2018-12-23,99.66,99.66,99.66,0.0,0.0,99.66,99.66,99.66,0.0,0.0,99.66,99.66,99.66,0.0,0.0,99.66,99.66,99.66,0.0,0.0
2018-12-30,99.75,99.75,99.75,0.0,0.0,99.75,99.75,99.75,0.0,0.0,99.72,99.72,99.72,0.0,0.0,99.72,99.72,99.72,0.0,0.0
2019-01-06,99.73,99.73,99.73,0.0,0.0,99.77,99.77,99.77,0.0,0.0,99.73,99.73,99.73,0.0,0.0,99.77,99.77,99.77,0.0,0.0
2019-01-13,99.86,99.86,99.86,0.0,0.0,99.92,99.92,99.92,0.0,0.0,99.85,99.85,99.85,0.0,0.0,99.92,99.92,99.92,0.0,0.0
2019-01-20,100.0,100.0,100.0,0.0,0.0,100.03,100.03,100.03,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.03,100.03,100.03,0.0,0.0
2019-01-27,99.93,99.93,99.93,0.0,0.0,99.93,99.93,99.93,0.0,0.0,99.93,99.93,99.93,0.0,0.0,99.93,99.93,99.93,0.0,0.0
2019-02-03,100.01,100.01,100.01,0.0,0.0,100.01,100.01,100.01,0.0,0.0,100.01,100.01,100.01,0.0,0.0,100.01,100.01,100.01,0.0,0.0
2019-02-10,100.06,100.06,100.06,0.0,0.0,100.06,100.06,100.06,0.0,0.0,100.06,100.06,100.06,0.0,0.0,100.06,100.06,100.06,0.0,0.0
2019-02-17,100.12,100.12,100.12,0.0,0.0,100.12,100.12,100.12,0.0,0.0,100.12,100.12,100.12,0.0,0.0,100.12,100.12,100.12,0.0,0.0
2019-02-24,99.99,99.99,99.99,0.0,0.0,99.99,99.99,99.99,0.0,0.0,99.99,99.99,99.99,0.0,0.0,99.99,99.99,99.99,0.0,0.0
2019-03-03,100.06,100.06,100.06,0.0,0.0,100.06,100.06,100.06,0.0,0.0,100.06,100.06,100.06,0.0,0.0,100.06,100.06,100.06,0.0,0.0
2019-03-10,100.14,100.14,100.14,0.0,0.0,100.14,100.14,100.14,0.0,0.0,100.14,100.14,100.14,0.0,0.0,100.14,100.14,100.14,0.0,0.0
2019-03-17,100.19,100.19,100.19,0.0,0.0,100.19,100.19,100.19,0.0,0.0,100.19,100.19,100.19,0.0,0.0,100.19,100.19,100.19,0.0,0.0
2019-03-24,100.25,100.25,100.25,0.0,0.0,100.25,100.25,100.25,0.0,0.0,100.25,100.25,100.25,0.0,0.0,100.25,100.25,100.25,0.0,0.0
2019-03-31,100.1,100.1,100.1,0.0,0.0,100.1,100.1,100.1,0.0,0.0,100.1,100.1,100.1,0.0,0.0,100.1,100.1,100.1,0.0,0.0
2019-04-07,100.15,100.15,100.15,0.0,0.0,100.15,100.15,100.15,0.0,0.0,100.15,100.15,100.15,0.0,0.0,100.15,100.15,100.15,0.0,0.0
2019-04-14,100.2,100.2,100.2,0.0,0.0,100.2,100.2,100.2,0.0,0.0,100.2,100.2,100.2,0.0,0.0,100.2,100.2,100.2,0.0,0.0
2019-04-21,100.27,100.27,100.27,0.0,0.0,100.27,100.27,100.27,0.0,0.0,100.27,100.27,100.27,0.0,0.0,100.27,100.27,100.27,0.0,0.0
2019-04-28,100.12,100.12,100.12,0.0,0.0,100.12,100.12,100.12,0.0,0.0,100.12,100.12,100.12,0.0,0.0,100.12,100.12,100.12,0.0,0.0
2019-05-05,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0
2019-05-12,100.72,100.72,100.72,0.0,0.0,100.72,100.72,100.72,0.0,0.0,100.72,100.72,100.72,0.0,0.0,100.72,100.72,100.72,0.0,0.0
2019-05-19,100.31,100.31,100.31,0.0,0.0,100.31,100.31,100.31,0.0,0.0,100.31,100.31,100.31,0.0,0.0,100.31,100.31,100.31,0.0,0.0
2019-05-26,100.33,100.33,100.33,0.0,0.0,100.33,100.33,100.33,0.0,0.0,100.3,100.3,100.3,0.0,0.0,100.3,100.3,100.3,0.0,0.0
2019-06-02,100.24,100.24,100.24,0.0,0.0,100.24,100.24,100.24,0.0,0.0,100.24,100.24,100.24,0.0,0.0,100.24,100.24,100.24,0.0,0.0
2019-06-09,100.2,100.2,100.2,0.0,0.0,100.2,100.2,100.2,0.0,0.0,100.2,100.2,100.2,0.0,0.0,100.2,100.2,100.2,0.0,0.0
2019-06-16,100.26,100.26,100.26,0.0,0.0,100.26,100.26,100.26,0.0,0.0,100.26,100.26,100.26,0.0,0.0,100.26,100.26,100.26,0.0,0.0
2019-06-23,100.3,100.3,100.3,0.0,0.0,100.3,100.3,100.3,0.0,0.0,100.3,100.3,100.3,0.0,0.0,100.3,100.3,100.3,0.0,0.0
2019-06-30,100.16,100.16,100.16,0.0,0.0,100.16,100.16,100.16,0.0,0.0,100.16,100.16,100.16,0.0,0.0,100.16,100.16,100.16,0.0,0.0
2019-07-07,100.22,100.22,100.22,0.0,0.0,100.22,100.22,100.22,0.0,0.0,100.22,100.22,100.22,0.0,0.0,100.22,100.22,100.22,0.0,0.0
2019-07-14,100.25,100.25,100.25,0.0,0.0,100.25,100.25,100.25,0.0,0.0,100.25,100.25,100.25,0.0,0.0,100.25,100.25,100.25,0.0,0.0
2019-07-21,100.28,100.28,100.28,0.0,0.0,100.28,100.28,100.28,0.0,0.0,100.28,100.28,100.28,0.0,0.0,100.28,100.28,100.28,0.0,0.0
2019-07-28,99.29,99.29,99.29,0.0,0.0,100.12,100.12,100.12,0.0,0.0,99.29,99.29,99.29,0.0,0.0,100.12,100.12,100.12,0.0,0.0
2019-08-04,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0
2019-08-11,100.2,100.2,100.2,0.0,0.0,100.2,100.2,100.2,0.0,0.0,100.2,100.2,100.2,0.0,0.0,100.2,100.2,100.2,0.0,0.0
2019-08-18,100.25,100.25,100.25,0.0,0.0,100.25,100.25,100.25,0.0,0.0,100.25,100.25,100.25,0.0,0.0,100.25,100.25,100.25,0.0,0.0
2019-08-25,100.25,100.25,100.25,0.0,0.0,100.25,100.25,100.25,0.0,0.0,99.92,99.92,99.92,0.0,0.0,100.2,100.2,100.2,0.0,0.0
2019-09-01,100.03,100.03,100.03,0.0,0.0,100.03,100.03,100.03,0.0,0.0,100.03,100.03,100.03,0.0,0.0,100.03,100.03,100.03,0.0,0.0
2019-09-08,100.16,100.16,100.16,0.0,0.0,100.16,100.16,100.16,0.0,0.0,100.16,100.16,100.16,0.0,0.0,100.16,100.16,100.16,0.0,0.0
2019-09-15,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0
2019-09-22,100.22,100.22,100.22,0.0,0.0,100.22,100.22,100.22,0.0,0.0,100.22,100.22,100.22,0.0,0.0,100.22,100.22,100.22,0.0,0.0
2019-09-29,100.09,100.09,100.09,0.0,0.0,100.09,100.09,100.09,0.0,0.0,100.09,100.09,100.09,0.0,0.0,100.09,100.09,100.09,0.0,0.0
2019-10-06,100.15,100.15,100.15,0.0,0.0,100.19,100.19,100.19,0.0,0.0,100.15,100.15,100.15,0.0,0.0,100.19,100.19,100.19,0.0,0.0
2019-10-13,100.24,100.24,100.24,0.0,0.0,100.24,100.24,100.24,0.0,0.0,100.19,100.19,100.19,0.0,0.0,100.19,100.19,100.19,0.0,0.0
2019-10-20,100.33,100.33,100.33,0.0,0.0,100.33,100.33,100.33,0.0,0.0,100.33,100.33,100.33,0.0,0.0,100.33,100.33,100.33,0.0,0.0
2019-10-27,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0
2019-11-03,100.1,100.1,100.1,0.0,0.0,100.1,100.1,100.1,0.0,0.0,100.1,100.1,100.1,0.0,0.0,100.1,100.1,100.1,0.0,0.0
2019-11-10,100.14,100.14,100.14,0.0,0.0,100.14,100.14,100.14,0.0,0.0,100.14,100.14,100.14,0.0,0.0,100.14,100.14,100.14,0.0,0.0
2019-11-17,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0
2019-11-24,100.19,100.19,100.19,0.0,0.0,100.19,100.19,100.19,0.0,0.0,100.19,100.19,100.19,0.0,0.0,100.19,100.19,100.19,0.0,0.0
2019-12-01,100.23,100.23,100.23,0.0,0.0,100.23,100.23,100.23,0.0,0.0,100.23,100.23,100.23,0.0,0.0,100.23,100.23,100.23,0.0,0.0
2019-12-08,100.18,100.18,100.18,0.0,0.0,100.25,100.25,100.25,0.0,0.0,100.18,100.18,100.18,0.0,0.0,100.25,100.25,100.25,0.0,0.0
2019-12-15,99.94,99.94,99.94,0.0,0.0,99.94,99.94,99.94,0.0,0.0,99.94,99.94,99.94,0.0,0.0,99.94,99.94,99.94,0.0,0.0
2019-12-22,99.97,99.97,99.97,0.0,0.0,99.97,99.97,99.97,0.0,0.0,99.97,99.97,99.97,0.0,0.0,99.97,99.97,99.97,0.0,0.0
2019-12-29,100.02,100.02,100.02,0.0,0.0,100.02,100.02,100.02,0.0,0.0,100.02,100.02,100.02,0.0,0.0,100.02,100.02,100.02,0.0,0.0
