Date,ProShares UltraShort Nasdaq Biotechnology_Open_average,ProShares UltraShort Nasdaq Biotechnology_Open_max,ProShares UltraShort Nasdaq Biotechnology_Open_min,ProShares UltraShort Nasdaq Biotechnology_Open_volatility,ProShares UltraShort Nasdaq Biotechnology_Open_change,ProShares UltraShort Nasdaq Biotechnology_High_average,ProShares UltraShort Nasdaq Biotechnology_High_max,ProShares UltraShort Nasdaq Biotechnology_High_min,ProShares UltraShort Nasdaq Biotechnology_High_volatility,ProShares UltraShort Nasdaq Biotechnology_High_change,ProShares UltraShort Nasdaq Biotechnology_Low_average,ProShares UltraShort Nasdaq Biotechnology_Low_max,ProShares UltraShort Nasdaq Biotechnology_Low_min,ProShares UltraShort Nasdaq Biotechnology_Low_volatility,ProShares UltraShort Nasdaq Biotechnology_Low_change,ProShares UltraShort Nasdaq Biotechnology_Close_average,ProShares UltraShort Nasdaq Biotechnology_Close_max,ProShares UltraShort Nasdaq Biotechnology_Close_min,ProShares UltraShort Nasdaq Biotechnology_Close_volatility,ProShares UltraShort Nasdaq Biotechnology_Close_change
2019-05-26,20.31,20.31,20.31,0.0,0.0,20.35,20.35,20.35,0.0,0.0,19.65,19.65,19.65,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2019-06-02,18.9,18.9,18.9,0.0,0.0,19.22,19.22,19.22,0.0,0.0,18.71,18.71,18.71,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2019-06-09,18.87,18.87,18.87,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2019-06-16,17.08,17.08,17.08,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2019-06-23,16.58,16.58,16.58,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2019-06-30,17.17,17.17,17.17,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.47,17.47,17.47,0.0,0.0
2019-07-07,18.13,18.13,18.13,0.0,0.0,18.2,18.2,18.2,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.95,17.95,17.95,0.0,0.0
2019-07-14,18.31,18.31,18.31,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.08,18.08,18.08,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2019-07-21,18.16,18.16,18.16,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.2,18.2,18.2,0.0,0.0
2019-07-28,18.83,18.83,18.83,0.0,0.0,19.5,19.5,19.5,0.0,0.0,18.75,18.75,18.75,0.0,0.0,19.26,19.26,19.26,0.0,0.0
2019-08-04,18.03,18.03,18.03,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.03,18.03,18.03,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2019-08-11,17.79,17.79,17.79,0.0,0.0,18.07,18.07,18.07,0.0,0.0,17.68,17.68,17.68,0.0,0.0,17.77,17.77,17.77,0.0,0.0
2019-08-18,18.76,18.76,18.76,0.0,0.0,19.03,19.03,19.03,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2019-08-25,18.46,18.46,18.46,0.0,0.0,19.07,19.07,19.07,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2019-09-01,19.16,19.16,19.16,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2019-09-08,18.35,18.35,18.35,0.0,0.0,18.52,18.52,18.52,0.0,0.0,17.98,17.98,17.98,0.0,0.0,18.04,18.04,18.04,0.0,0.0
2019-09-15,18.0,18.0,18.0,0.0,0.0,18.27,18.27,18.27,0.0,0.0,17.89,17.89,17.89,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2019-09-22,20.07,20.07,20.07,0.0,0.0,20.19,20.19,20.19,0.0,0.0,19.7,19.7,19.7,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2019-09-29,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0,19.7,19.7,19.7,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2019-10-06,19.73,19.73,19.73,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2019-10-13,18.63,18.63,18.63,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.22,18.22,18.22,0.0,0.0,18.33,18.33,18.33,0.0,0.0
2019-10-20,17.65,17.65,17.65,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.25,17.25,17.25,0.0,0.0
2019-10-27,16.16,16.16,16.16,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.44,16.44,16.44,0.0,0.0
2019-11-03,16.26,16.26,16.26,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.26,16.26,16.26,0.0,0.0
2019-11-10,15.84,15.84,15.84,0.0,0.0,16.08,16.08,16.08,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2019-11-17,14.58,14.58,14.58,0.0,0.0,14.58,14.58,14.58,0.0,0.0,13.99,13.99,13.99,0.0,0.0,14.01,14.01,14.01,0.0,0.0
2019-11-24,13.71,13.71,13.71,0.0,0.0,14.12,14.12,14.12,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.99,13.99,13.99,0.0,0.0
2019-12-01,13.47,13.47,13.47,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.77,13.77,13.77,0.0,0.0
2019-12-08,13.29,13.29,13.29,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.23,13.23,13.23,0.0,0.0
2019-12-15,13.04,13.04,13.04,0.0,0.0,13.2,13.2,13.2,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.97,12.97,12.97,0.0,0.0
2019-12-22,13.23,13.23,13.23,0.0,0.0,13.6,13.6,13.6,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.52,13.52,13.52,0.0,0.0
2019-12-29,13.85,13.85,13.85,0.0,0.0,14.03,14.03,14.03,0.0,0.0,13.74,13.74,13.74,0.0,0.0,13.91,13.91,13.91,0.0,0.0
