Date,Invesco S and P MidCap Value with Momentum_Open_average,Invesco S and P MidCap Value with Momentum_Open_max,Invesco S and P MidCap Value with Momentum_Open_min,Invesco S and P MidCap Value with Momentum_Open_volatility,Invesco S and P MidCap Value with Momentum_Open_change,Invesco S and P MidCap Value with Momentum_High_average,Invesco S and P MidCap Value with Momentum_High_max,Invesco S and P MidCap Value with Momentum_High_min,Invesco S and P MidCap Value with Momentum_High_volatility,Invesco S and P MidCap Value with Momentum_High_change,Invesco S and P MidCap Value with Momentum_Low_average,Invesco S and P MidCap Value with Momentum_Low_max,Invesco S and P MidCap Value with Momentum_Low_min,Invesco S and P MidCap Value with Momentum_Low_volatility,Invesco S and P MidCap Value with Momentum_Low_change,Invesco S and P MidCap Value with Momentum_Close_average,Invesco S and P MidCap Value with Momentum_Close_max,Invesco S and P MidCap Value with Momentum_Close_min,Invesco S and P MidCap Value with Momentum_Close_volatility,Invesco S and P MidCap Value with Momentum_Close_change
2019-06-23,33.25,33.25,33.25,0.0,0.0,33.27,33.27,33.27,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-06-30,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-07-07,32.32,32.32,32.32,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2019-07-14,32.17,32.17,32.17,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2019-07-21,32.79,32.79,32.79,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-07-28,30.53,30.53,30.53,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2019-08-04,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2019-08-11,30.46,30.46,30.46,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-08-18,29.63,29.63,29.63,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2019-08-25,30.24,30.24,30.24,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2019-09-01,31.23,31.23,31.23,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.23,31.23,31.23,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2019-09-08,32.81,32.81,32.81,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2019-09-15,31.93,31.93,31.93,0.0,0.0,32.23,32.23,32.23,0.0,0.0,31.93,31.93,31.93,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2019-09-22,32.29,32.29,32.29,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2019-09-29,31.39,31.39,31.39,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2019-10-06,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2019-10-13,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2019-10-20,34.02,34.02,34.02,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2019-10-27,34.47,34.47,34.47,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2019-11-03,34.38,34.38,34.38,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2019-11-10,34.25,34.25,34.25,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2019-11-17,34.16,34.16,34.16,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2019-11-24,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2019-12-01,34.85,34.85,34.85,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2019-12-08,35.27,35.27,35.27,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2019-12-15,35.72,35.72,35.72,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2019-12-22,35.35,35.35,35.35,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2019-12-29,34.91,34.91,34.91,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.82,34.82,34.82,0.0,0.0,35.03,35.03,35.03,0.0,0.0
