Date,VanEck Vectors ChinaAMC A-Share_Open_average,VanEck Vectors ChinaAMC A-Share_Open_max,VanEck Vectors ChinaAMC A-Share_Open_min,VanEck Vectors ChinaAMC A-Share_Open_volatility,VanEck Vectors ChinaAMC A-Share_Open_change,VanEck Vectors ChinaAMC A-Share_High_average,VanEck Vectors ChinaAMC A-Share_High_max,VanEck Vectors ChinaAMC A-Share_High_min,VanEck Vectors ChinaAMC A-Share_High_volatility,VanEck Vectors ChinaAMC A-Share_High_change,VanEck Vectors ChinaAMC A-Share_Low_average,VanEck Vectors ChinaAMC A-Share_Low_max,VanEck Vectors ChinaAMC A-Share_Low_min,VanEck Vectors ChinaAMC A-Share_Low_volatility,VanEck Vectors ChinaAMC A-Share_Low_change,VanEck Vectors ChinaAMC A-Share_Close_average,VanEck Vectors ChinaAMC A-Share_Close_max,VanEck Vectors ChinaAMC A-Share_Close_min,VanEck Vectors ChinaAMC A-Share_Close_volatility,VanEck Vectors ChinaAMC A-Share_Close_change
2018-03-25,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2018-04-01,47.1,47.1,47.1,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.12,47.12,47.12,0.0,0.0
2018-04-08,46.98,46.98,46.98,0.0,0.0,47.08,47.08,47.08,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2018-04-15,46.1,46.1,46.1,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2018-04-22,46.27,46.27,46.27,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.22,46.22,46.22,0.0,0.0
2018-04-29,46.41,46.41,46.41,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2018-05-06,47.77,47.77,47.77,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.92,47.92,47.92,0.0,0.0
2018-05-13,47.81,47.81,47.81,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2018-05-20,46.38,46.38,46.38,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.29,46.29,46.29,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2018-05-27,46.18,46.18,46.18,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2018-06-03,45.91,45.91,45.91,0.0,0.0,46.01,46.01,46.01,0.0,0.0,45.91,45.91,45.91,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2018-06-10,44.66,44.66,44.66,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2018-06-17,42.32,42.32,42.32,0.0,0.0,42.32,42.32,42.32,0.0,0.0,41.93,41.93,41.93,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2018-06-24,39.51,39.51,39.51,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2018-07-01,40.5,40.5,40.5,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.97,40.97,40.97,0.0,0.0
2018-07-08,40.61,40.61,40.61,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2018-07-15,40.65,40.65,40.65,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2018-07-22,40.66,40.66,40.66,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2018-07-29,37.7,37.7,37.7,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2018-08-05,38.73,38.73,38.73,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2018-08-12,37.76,37.76,37.76,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2018-08-19,39.58,39.58,39.58,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2018-08-26,38.23,38.23,38.23,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2018-09-02,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2018-09-09,36.85,36.85,36.85,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2018-09-16,38.99,38.99,38.99,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2018-09-23,39.43,39.43,39.43,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2018-09-30,37.11,37.11,37.11,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2018-10-07,35.67,35.67,35.67,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2018-10-14,36.61,36.61,36.61,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2018-10-21,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2018-10-28,36.9,36.9,36.9,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.9,36.9,36.9,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2018-11-04,35.88,35.88,35.88,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2018-11-11,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2018-11-18,35.81,35.81,35.81,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2018-11-25,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2018-12-02,35.81,35.81,35.81,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2018-12-09,35.7,35.7,35.7,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2018-12-16,31.53,31.53,31.53,0.0,0.0,32.16,32.16,32.16,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2018-12-23,31.7,31.7,31.7,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-12-30,32.15,32.15,32.15,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2019-01-06,32.74,32.74,32.74,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2019-01-13,33.75,33.75,33.75,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2019-01-20,33.85,33.85,33.85,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.85,33.85,33.85,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2019-01-27,34.6,34.6,34.6,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2019-02-03,35.14,35.14,35.14,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2019-02-10,35.92,35.92,35.92,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2019-02-17,40.46,40.46,40.46,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2019-02-24,41.25,41.25,41.25,0.0,0.0,41.42,41.42,41.42,0.0,0.0,40.82,40.82,40.82,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2019-03-03,39.93,39.93,39.93,0.0,0.0,40.5,40.5,40.5,0.0,0.0,39.93,39.93,39.93,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2019-03-10,41.44,41.44,41.44,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.21,41.21,41.21,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2019-03-17,40.09,40.09,40.09,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2019-03-24,42.7,42.7,42.7,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.85,42.85,42.85,0.0,0.0
2019-03-31,43.49,43.49,43.49,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2019-04-07,42.39,42.39,42.39,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2019-04-14,42.76,42.76,42.76,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.76,42.76,42.76,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2019-04-21,41.44,41.44,41.44,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2019-04-28,38.89,38.89,38.89,0.0,0.0,39.86,39.86,39.86,0.0,0.0,38.89,38.89,38.89,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2019-05-05,37.13,37.13,37.13,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2019-05-12,36.89,36.89,36.89,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.89,36.89,36.89,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2019-05-19,37.2,37.2,37.2,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2019-05-26,37.71,37.71,37.71,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2019-06-02,37.26,37.26,37.26,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2019-06-09,37.78,37.78,37.78,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2019-06-16,40.07,40.07,40.07,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2019-06-23,41.58,41.58,41.58,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2019-06-30,39.97,39.97,39.97,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2019-07-07,40.11,40.11,40.11,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2019-07-14,39.7,39.7,39.7,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2019-07-21,40.61,40.61,40.61,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2019-07-28,37.26,37.26,37.26,0.0,0.0,37.33,37.33,37.33,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2019-08-04,37.15,37.15,37.15,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2019-08-11,38.88,38.88,38.88,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2019-08-18,38.17,38.17,38.17,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2019-08-25,38.63,38.63,38.63,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-09-01,40.31,40.31,40.31,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2019-09-08,40.66,40.66,40.66,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2019-09-15,39.26,39.26,39.26,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2019-09-22,38.61,38.61,38.61,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2019-09-29,38.3,38.3,38.3,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2019-10-06,40.31,40.31,40.31,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2019-10-13,39.63,39.63,39.63,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2019-10-20,40.27,40.27,40.27,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2019-10-27,41.0,41.0,41.0,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2019-11-03,40.31,40.31,40.31,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2019-11-10,40.11,40.11,40.11,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2019-11-17,39.72,39.72,39.72,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2019-11-24,39.3,39.3,39.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2019-12-01,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2019-12-08,41.17,41.17,41.17,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2019-12-15,40.31,40.31,40.31,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-12-22,41.47,41.47,41.47,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2019-12-29,42.13,42.13,42.13,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.2,42.2,42.2,0.0,0.0
