Date,PowerShares S&P 500 Downside Hedged PortfolioEtf_Open_average,PowerShares S&P 500 Downside Hedged PortfolioEtf_Open_max,PowerShares S&P 500 Downside Hedged PortfolioEtf_Open_min,PowerShares S&P 500 Downside Hedged PortfolioEtf_Open_volatility,PowerShares S&P 500 Downside Hedged PortfolioEtf_Open_change,PowerShares S&P 500 Downside Hedged PortfolioEtf_High_average,PowerShares S&P 500 Downside Hedged PortfolioEtf_High_max,PowerShares S&P 500 Downside Hedged PortfolioEtf_High_min,PowerShares S&P 500 Downside Hedged PortfolioEtf_High_volatility,PowerShares S&P 500 Downside Hedged PortfolioEtf_High_change,PowerShares S&P 500 Downside Hedged PortfolioEtf_Low_average,PowerShares S&P 500 Downside Hedged PortfolioEtf_Low_max,PowerShares S&P 500 Downside Hedged PortfolioEtf_Low_min,PowerShares S&P 500 Downside Hedged PortfolioEtf_Low_volatility,PowerShares S&P 500 Downside Hedged PortfolioEtf_Low_change,PowerShares S&P 500 Downside Hedged PortfolioEtf_Close_average,PowerShares S&P 500 Downside Hedged PortfolioEtf_Close_max,PowerShares S&P 500 Downside Hedged PortfolioEtf_Close_min,PowerShares S&P 500 Downside Hedged PortfolioEtf_Close_volatility,PowerShares S&P 500 Downside Hedged PortfolioEtf_Close_change
2018-06-24,27.89,27.89,27.89,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2018-07-01,28.08,28.08,28.08,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2018-07-08,28.59,28.59,28.59,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2018-07-15,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2018-07-22,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2018-07-29,28.83,28.83,28.83,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.83,28.83,28.83,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2018-08-05,29.1,29.1,29.1,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.86,28.86,28.86,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2018-08-12,29.11,29.11,29.11,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2018-08-19,29.41,29.41,29.41,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2018-08-26,29.69,29.69,29.69,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2018-09-02,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2018-09-09,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2018-09-16,29.86,29.86,29.86,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2018-09-23,29.67,29.67,29.67,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2018-09-30,29.36,29.36,29.36,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2018-10-07,27.98,27.98,27.98,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-10-14,28.08,28.08,28.08,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2018-10-21,27.65,27.65,27.65,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2018-10-28,27.79,27.79,27.79,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2018-11-04,27.8,27.8,27.8,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2018-11-11,27.74,27.74,27.74,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2018-11-18,27.05,27.05,27.05,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2018-11-25,27.75,27.75,27.75,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2018-12-02,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-12-09,27.13,27.13,27.13,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2018-12-16,26.25,26.25,26.25,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2018-12-23,26.4,26.4,26.4,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2018-12-30,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-01-06,26.15,26.15,26.15,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-01-13,26.51,26.51,26.51,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-01-20,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2019-01-27,26.91,26.91,26.91,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-02-03,26.83,26.83,26.83,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2019-02-10,27.47,27.47,27.47,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2019-02-17,27.71,27.71,27.71,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2019-02-24,27.76,27.76,27.76,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2019-03-03,27.22,27.22,27.22,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2019-03-10,27.99,27.99,27.99,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-03-17,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2019-03-24,27.78,27.78,27.78,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-03-31,28.12,28.12,28.12,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2019-04-07,28.15,28.15,28.15,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2019-04-14,28.1,28.1,28.1,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-04-21,28.29,28.29,28.29,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2019-04-28,28.4,28.4,28.4,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2019-05-05,27.66,27.66,27.66,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.58,27.58,27.58,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2019-05-12,27.59,27.59,27.59,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2019-05-19,27.39,27.39,27.39,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2019-05-26,26.89,26.89,26.89,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2019-06-02,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-06-09,27.84,27.84,27.84,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2019-06-16,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2019-06-23,28.03,28.03,28.03,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-06-30,28.45,28.45,28.45,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2019-07-07,28.65,28.65,28.65,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2019-07-14,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2019-07-21,28.71,28.71,28.71,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2019-07-28,28.03,28.03,28.03,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-08-04,27.36,27.36,27.36,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2019-08-11,27.05,27.05,27.05,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2019-08-18,26.99,26.99,26.99,0.0,0.0,27.3,27.3,27.3,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-08-25,27.57,27.57,27.57,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2019-09-01,27.76,27.76,27.76,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2019-09-08,27.72,27.72,27.72,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2019-09-15,27.66,27.66,27.66,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2019-09-22,27.28,27.28,27.28,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2019-09-29,26.79,26.79,26.79,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2019-10-06,26.73,26.73,26.73,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2019-10-13,26.4,26.4,26.4,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2019-10-20,26.57,26.57,26.57,0.0,0.0,26.6,26.6,26.6,0.0,0.0,25.58,25.58,25.58,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2019-10-27,26.85,26.85,26.85,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2019-11-03,26.91,26.91,26.91,0.0,0.0,27.19,27.19,27.19,0.0,0.0,26.91,26.91,26.91,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2019-11-10,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-11-17,27.24,27.24,27.24,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2019-11-24,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2019-12-01,27.52,27.52,27.52,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2019-12-08,27.72,27.72,27.72,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2019-12-15,28.09,28.09,28.09,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2019-12-22,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2019-12-29,27.81,27.81,27.81,0.0,0.0,28.1,28.1,28.1,0.0,0.0,27.81,27.81,27.81,0.0,0.0,28.05,28.05,28.05,0.0,0.0
