Date,iShares Select DividendEtf_Open_average,iShares Select DividendEtf_Open_max,iShares Select DividendEtf_Open_min,iShares Select DividendEtf_Open_volatility,iShares Select DividendEtf_Open_change,iShares Select DividendEtf_High_average,iShares Select DividendEtf_High_max,iShares Select DividendEtf_High_min,iShares Select DividendEtf_High_volatility,iShares Select DividendEtf_High_change,iShares Select DividendEtf_Low_average,iShares Select DividendEtf_Low_max,iShares Select DividendEtf_Low_min,iShares Select DividendEtf_Low_volatility,iShares Select DividendEtf_Low_change,iShares Select DividendEtf_Close_average,iShares Select DividendEtf_Close_max,iShares Select DividendEtf_Close_min,iShares Select DividendEtf_Close_volatility,iShares Select DividendEtf_Close_change
2018-03-25,94.19,94.19,94.19,0.0,0.0,95.45,95.45,95.45,0.0,0.0,94.19,94.19,94.19,0.0,0.0,95.12,95.12,95.12,0.0,0.0
2018-04-01,95.66,95.66,95.66,0.0,0.0,96.12,96.12,96.12,0.0,0.0,94.04,94.04,94.04,0.0,0.0,94.7,94.7,94.7,0.0,0.0
2018-04-08,95.66,95.66,95.66,0.0,0.0,96.0,96.0,96.0,0.0,0.0,95.35,95.35,95.35,0.0,0.0,95.58,95.58,95.58,0.0,0.0
2018-04-15,96.29,96.29,96.29,0.0,0.0,96.71,96.71,96.71,0.0,0.0,95.56,95.56,95.56,0.0,0.0,95.88,95.88,95.88,0.0,0.0
2018-04-22,96.65,96.65,96.65,0.0,0.0,97.25,97.25,97.25,0.0,0.0,96.56,96.56,96.56,0.0,0.0,97.0,97.0,97.0,0.0,0.0
2018-04-29,95.39,95.39,95.39,0.0,0.0,96.85,96.85,96.85,0.0,0.0,95.3,95.3,95.3,0.0,0.0,96.49,96.49,96.49,0.0,0.0
2018-05-06,97.04,97.04,97.04,0.0,0.0,97.38,97.38,97.38,0.0,0.0,96.94,96.94,96.94,0.0,0.0,97.13,97.13,97.13,0.0,0.0
2018-05-13,97.34,97.34,97.34,0.0,0.0,97.49,97.49,97.49,0.0,0.0,97.01,97.01,97.01,0.0,0.0,97.19,97.19,97.19,0.0,0.0
2018-05-20,97.67,97.67,97.67,0.0,0.0,97.76,97.76,97.76,0.0,0.0,97.34,97.34,97.34,0.0,0.0,97.62,97.62,97.62,0.0,0.0
2018-05-27,97.95,97.95,97.95,0.0,0.0,98.2,98.2,98.2,0.0,0.0,97.58,97.58,97.58,0.0,0.0,97.74,97.74,97.74,0.0,0.0
2018-06-03,98.28,98.28,98.28,0.0,0.0,98.66,98.66,98.66,0.0,0.0,98.14,98.14,98.14,0.0,0.0,98.63,98.63,98.63,0.0,0.0
2018-06-10,98.13,98.13,98.13,0.0,0.0,98.62,98.62,98.62,0.0,0.0,97.91,97.91,97.91,0.0,0.0,98.53,98.53,98.53,0.0,0.0
2018-06-17,98.75,98.75,98.75,0.0,0.0,99.08,99.08,99.08,0.0,0.0,98.59,98.59,98.59,0.0,0.0,98.59,98.59,98.59,0.0,0.0
2018-06-24,97.93,97.93,97.93,0.0,0.0,98.5,98.5,98.5,0.0,0.0,97.73,97.73,97.73,0.0,0.0,97.74,97.74,97.74,0.0,0.0
2018-07-01,98.56,98.56,98.56,0.0,0.0,99.48,99.48,99.48,0.0,0.0,98.49,98.49,98.49,0.0,0.0,99.26,99.26,99.26,0.0,0.0
2018-07-08,98.84,98.84,98.84,0.0,0.0,99.05,99.05,99.05,0.0,0.0,98.7,98.7,98.7,0.0,0.0,98.92,98.92,98.92,0.0,0.0
2018-07-15,98.45,98.45,98.45,0.0,0.0,98.81,98.81,98.81,0.0,0.0,98.18,98.18,98.18,0.0,0.0,98.39,98.39,98.39,0.0,0.0
2018-07-22,99.32,99.32,99.32,0.0,0.0,99.59,99.59,99.59,0.0,0.0,98.79,98.79,98.79,0.0,0.0,99.03,99.03,99.03,0.0,0.0
2018-07-29,99.54,99.54,99.54,0.0,0.0,100.1,100.1,100.1,0.0,0.0,99.45,99.45,99.45,0.0,0.0,100.02,100.02,100.02,0.0,0.0
2018-08-05,99.74,99.74,99.74,0.0,0.0,100.1,100.1,100.1,0.0,0.0,99.61,99.61,99.61,0.0,0.0,99.76,99.76,99.76,0.0,0.0
2018-08-12,100.76,100.76,100.76,0.0,0.0,101.6,101.6,101.6,0.0,0.0,100.76,100.76,100.76,0.0,0.0,101.4,101.4,101.4,0.0,0.0
2018-08-19,101.32,101.32,101.32,0.0,0.0,101.53,101.53,101.53,0.0,0.0,101.03,101.03,101.03,0.0,0.0,101.42,101.42,101.42,0.0,0.0
2018-08-26,101.11,101.11,101.11,0.0,0.0,101.28,101.28,101.28,0.0,0.0,100.62,100.62,100.62,0.0,0.0,101.01,101.01,101.01,0.0,0.0
2018-09-02,101.28,101.28,101.28,0.0,0.0,101.61,101.61,101.61,0.0,0.0,101.07,101.07,101.07,0.0,0.0,101.29,101.29,101.29,0.0,0.0
2018-09-09,102.01,102.01,102.01,0.0,0.0,102.23,102.23,102.23,0.0,0.0,101.46,101.46,101.46,0.0,0.0,102.19,102.19,102.19,0.0,0.0
2018-09-16,102.14,102.14,102.14,0.0,0.0,102.42,102.42,102.42,0.0,0.0,102.0,102.0,102.0,0.0,0.0,102.23,102.23,102.23,0.0,0.0
2018-09-23,99.14,99.14,99.14,0.0,0.0,99.97,99.97,99.97,0.0,0.0,99.14,99.14,99.14,0.0,0.0,99.76,99.76,99.76,0.0,0.0
2018-09-30,100.22,100.22,100.22,0.0,0.0,100.49,100.49,100.49,0.0,0.0,99.97,99.97,99.97,0.0,0.0,100.24,100.24,100.24,0.0,0.0
2018-10-07,96.97,96.97,96.97,0.0,0.0,97.02,97.02,97.02,0.0,0.0,95.46,95.46,95.46,0.0,0.0,96.37,96.37,96.37,0.0,0.0
2018-10-14,97.26,97.26,97.26,0.0,0.0,98.08,98.08,98.08,0.0,0.0,96.96,96.96,96.96,0.0,0.0,97.51,97.51,97.51,0.0,0.0
2018-10-21,94.94,94.94,94.94,0.0,0.0,95.29,95.29,95.29,0.0,0.0,93.55,93.55,93.55,0.0,0.0,94.09,94.09,94.09,0.0,0.0
2018-10-28,96.9,96.9,96.9,0.0,0.0,97.2,97.2,97.2,0.0,0.0,95.55,95.55,95.55,0.0,0.0,96.25,96.25,96.25,0.0,0.0
2018-11-04,98.22,98.22,98.22,0.0,0.0,98.58,98.58,98.58,0.0,0.0,97.77,97.77,97.77,0.0,0.0,98.21,98.21,98.21,0.0,0.0
2018-11-11,96.97,96.97,96.97,0.0,0.0,97.62,97.62,97.62,0.0,0.0,96.84,96.84,96.84,0.0,0.0,97.43,97.43,97.43,0.0,0.0
2018-11-18,94.77,94.77,94.77,0.0,0.0,95.18,95.18,95.18,0.0,0.0,94.53,94.53,94.53,0.0,0.0,94.75,94.75,94.75,0.0,0.0
2018-11-25,97.22,97.22,97.22,0.0,0.0,98.0,98.0,98.0,0.0,0.0,97.1,97.1,97.1,0.0,0.0,97.85,97.85,97.85,0.0,0.0
2018-12-02,96.44,96.44,96.44,0.0,0.0,96.93,96.93,96.93,0.0,0.0,95.13,95.13,95.13,0.0,0.0,95.41,95.41,95.41,0.0,0.0
2018-12-09,95.18,95.18,95.18,0.0,0.0,95.43,95.43,95.43,0.0,0.0,94.36,94.36,94.36,0.0,0.0,94.63,94.63,94.63,0.0,0.0
2018-12-16,89.39,89.39,89.39,0.0,0.0,90.92,90.92,90.92,0.0,0.0,87.89,87.89,87.89,0.0,0.0,88.14,88.14,88.14,0.0,0.0
2018-12-23,89.1,89.1,89.1,0.0,0.0,89.8,89.8,89.8,0.0,0.0,88.46,88.46,88.46,0.0,0.0,88.7,88.7,88.7,0.0,0.0
2018-12-30,88.83,88.83,88.83,0.0,0.0,90.45,90.45,90.45,0.0,0.0,88.42,88.42,88.42,0.0,0.0,90.32,90.32,90.32,0.0,0.0
2019-01-06,92.32,92.32,92.32,0.0,0.0,92.54,92.54,92.54,0.0,0.0,92.0,92.0,92.0,0.0,0.0,92.39,92.39,92.39,0.0,0.0
2019-01-13,93.37,93.37,93.37,0.0,0.0,94.05,94.05,94.05,0.0,0.0,93.26,93.26,93.26,0.0,0.0,93.87,93.87,93.87,0.0,0.0
2019-01-20,93.7,93.7,93.7,0.0,0.0,93.99,93.99,93.99,0.0,0.0,93.42,93.42,93.42,0.0,0.0,93.57,93.57,93.57,0.0,0.0
2019-01-27,95.54,95.54,95.54,0.0,0.0,95.68,95.68,95.68,0.0,0.0,94.94,94.94,94.94,0.0,0.0,95.4,95.4,95.4,0.0,0.0
2019-02-03,95.09,95.09,95.09,0.0,0.0,95.66,95.66,95.66,0.0,0.0,94.88,94.88,94.88,0.0,0.0,95.65,95.65,95.65,0.0,0.0
2019-02-10,96.89,96.89,96.89,0.0,0.0,97.09,97.09,97.09,0.0,0.0,96.72,96.72,96.72,0.0,0.0,97.04,97.04,97.04,0.0,0.0
2019-02-17,98.11,98.11,98.11,0.0,0.0,98.61,98.61,98.61,0.0,0.0,97.96,97.96,97.96,0.0,0.0,98.56,98.56,98.56,0.0,0.0
2019-02-24,98.56,98.56,98.56,0.0,0.0,98.74,98.74,98.74,0.0,0.0,98.0,98.0,98.0,0.0,0.0,98.57,98.57,98.57,0.0,0.0
2019-03-03,96.91,96.91,96.91,0.0,0.0,97.29,97.29,97.29,0.0,0.0,96.59,96.59,96.59,0.0,0.0,97.28,97.28,97.28,0.0,0.0
2019-03-10,98.9,98.9,98.9,0.0,0.0,99.41,99.41,99.41,0.0,0.0,98.74,98.74,98.74,0.0,0.0,99.18,99.18,99.18,0.0,0.0
2019-03-17,98.25,98.25,98.25,0.0,0.0,98.3,98.3,98.3,0.0,0.0,96.97,96.97,96.97,0.0,0.0,97.08,97.08,97.08,0.0,0.0
2019-03-24,98.22,98.22,98.22,0.0,0.0,98.33,98.33,98.33,0.0,0.0,97.81,97.81,97.81,0.0,0.0,98.18,98.18,98.18,0.0,0.0
2019-03-31,99.68,99.68,99.68,0.0,0.0,100.26,100.26,100.26,0.0,0.0,99.5,99.5,99.5,0.0,0.0,100.22,100.22,100.22,0.0,0.0
2019-04-07,100.37,100.37,100.37,0.0,0.0,100.58,100.58,100.58,0.0,0.0,100.03,100.03,100.03,0.0,0.0,100.57,100.57,100.57,0.0,0.0
2019-04-14,100.5,100.5,100.5,0.0,0.0,100.64,100.64,100.64,0.0,0.0,100.16,100.16,100.16,0.0,0.0,100.28,100.28,100.28,0.0,0.0
2019-04-21,100.05,100.05,100.05,0.0,0.0,100.7,100.7,100.7,0.0,0.0,99.98,99.98,99.98,0.0,0.0,100.64,100.64,100.64,0.0,0.0
2019-04-28,100.26,100.26,100.26,0.0,0.0,101.13,101.13,101.13,0.0,0.0,100.26,100.26,100.26,0.0,0.0,100.96,100.96,100.96,0.0,0.0
2019-05-05,98.11,98.11,98.11,0.0,0.0,99.32,99.32,99.32,0.0,0.0,97.35,97.35,97.35,0.0,0.0,99.14,99.14,99.14,0.0,0.0
2019-05-12,97.95,97.95,97.95,0.0,0.0,98.93,98.93,98.93,0.0,0.0,97.8,97.8,97.8,0.0,0.0,98.16,98.16,98.16,0.0,0.0
2019-05-19,97.34,97.34,97.34,0.0,0.0,97.43,97.43,97.43,0.0,0.0,96.8,96.8,96.8,0.0,0.0,97.08,97.08,97.08,0.0,0.0
2019-05-26,93.95,93.95,93.95,0.0,0.0,94.0,94.0,94.0,0.0,0.0,93.5,93.5,93.5,0.0,0.0,93.61,93.61,93.61,0.0,0.0
2019-06-02,97.96,97.96,97.96,0.0,0.0,98.46,98.46,98.46,0.0,0.0,97.65,97.65,97.65,0.0,0.0,97.65,97.65,97.65,0.0,0.0
2019-06-09,98.56,98.56,98.56,0.0,0.0,98.75,98.75,98.75,0.0,0.0,98.15,98.15,98.15,0.0,0.0,98.48,98.48,98.48,0.0,0.0
2019-06-16,99.19,99.19,99.19,0.0,0.0,99.56,99.56,99.56,0.0,0.0,98.82,98.82,98.82,0.0,0.0,99.39,99.39,99.39,0.0,0.0
2019-06-23,98.82,98.82,98.82,0.0,0.0,99.58,99.58,99.58,0.0,0.0,98.82,98.82,98.82,0.0,0.0,99.56,99.56,99.56,0.0,0.0
2019-06-30,100.27,100.27,100.27,0.0,0.0,100.78,100.78,100.78,0.0,0.0,99.84,99.84,99.84,0.0,0.0,100.71,100.71,100.71,0.0,0.0
2019-07-07,100.59,100.59,100.59,0.0,0.0,101.2,101.2,101.2,0.0,0.0,100.54,100.54,100.54,0.0,0.0,101.14,101.14,101.14,0.0,0.0
2019-07-14,100.86,100.86,100.86,0.0,0.0,100.99,100.99,100.99,0.0,0.0,100.32,100.32,100.32,0.0,0.0,100.32,100.32,100.32,0.0,0.0
2019-07-21,100.96,100.96,100.96,0.0,0.0,101.39,101.39,101.39,0.0,0.0,100.68,100.68,100.68,0.0,0.0,101.27,101.27,101.27,0.0,0.0
2019-07-28,99.02,99.02,99.02,0.0,0.0,99.22,99.22,99.22,0.0,0.0,98.51,98.51,98.51,0.0,0.0,98.76,98.76,98.76,0.0,0.0
2019-08-04,98.23,98.23,98.23,0.0,0.0,98.47,98.47,98.47,0.0,0.0,97.27,97.27,97.27,0.0,0.0,97.66,97.66,97.66,0.0,0.0
2019-08-11,95.63,95.63,95.63,0.0,0.0,96.88,96.88,96.88,0.0,0.0,95.63,95.63,95.63,0.0,0.0,96.69,96.69,96.69,0.0,0.0
2019-08-18,97.72,97.72,97.72,0.0,0.0,98.1,98.1,98.1,0.0,0.0,95.28,95.28,95.28,0.0,0.0,95.77,95.77,95.77,0.0,0.0
2019-08-25,97.91,97.91,97.91,0.0,0.0,98.52,98.52,98.52,0.0,0.0,97.76,97.76,97.76,0.0,0.0,97.95,97.95,97.95,0.0,0.0
2019-09-01,99.84,99.84,99.84,0.0,0.0,100.1,100.1,100.1,0.0,0.0,99.69,99.69,99.69,0.0,0.0,99.86,99.86,99.86,0.0,0.0
2019-09-08,103.28,103.28,103.28,0.0,0.0,103.78,103.78,103.78,0.0,0.0,102.98,102.98,102.98,0.0,0.0,103.05,103.05,103.05,0.0,0.0
2019-09-15,102.36,102.36,102.36,0.0,0.0,102.75,102.75,102.75,0.0,0.0,101.92,101.92,101.92,0.0,0.0,102.04,102.04,102.04,0.0,0.0
2019-09-22,101.93,101.93,101.93,0.0,0.0,102.26,102.26,102.26,0.0,0.0,101.2,101.2,101.2,0.0,0.0,101.66,101.66,101.66,0.0,0.0
2019-09-29,99.37,99.37,99.37,0.0,0.0,100.42,100.42,100.42,0.0,0.0,99.11,99.11,99.11,0.0,0.0,100.41,100.41,100.41,0.0,0.0
2019-10-06,100.71,100.71,100.71,0.0,0.0,101.61,101.61,101.61,0.0,0.0,100.71,100.71,100.71,0.0,0.0,100.8,100.8,100.8,0.0,0.0
2019-10-13,100.88,100.88,100.88,0.0,0.0,101.67,101.67,101.67,0.0,0.0,100.82,100.82,100.82,0.0,0.0,101.41,101.41,101.41,0.0,0.0
2019-10-20,102.46,102.46,102.46,0.0,0.0,102.86,102.86,102.86,0.0,0.0,102.23,102.23,102.23,0.0,0.0,102.71,102.71,102.71,0.0,0.0
2019-10-27,102.51,102.51,102.51,0.0,0.0,103.32,103.32,103.32,0.0,0.0,102.51,102.51,102.51,0.0,0.0,103.28,103.28,103.28,0.0,0.0
2019-11-03,103.76,103.76,103.76,0.0,0.0,104.16,104.16,104.16,0.0,0.0,103.35,103.35,103.35,0.0,0.0,104.16,104.16,104.16,0.0,0.0
2019-11-10,103.92,103.92,103.92,0.0,0.0,103.98,103.98,103.98,0.0,0.0,103.56,103.56,103.56,0.0,0.0,103.96,103.96,103.96,0.0,0.0
2019-11-17,103.17,103.17,103.17,0.0,0.0,103.39,103.39,103.39,0.0,0.0,103.01,103.01,103.01,0.0,0.0,103.32,103.32,103.32,0.0,0.0
2019-11-24,104.05,104.05,104.05,0.0,0.0,104.22,104.22,104.22,0.0,0.0,103.63,103.63,103.63,0.0,0.0,103.74,103.74,103.74,0.0,0.0
2019-12-01,103.56,103.56,103.56,0.0,0.0,104.21,104.21,104.21,0.0,0.0,103.56,103.56,103.56,0.0,0.0,103.87,103.87,103.87,0.0,0.0
2019-12-08,104.92,104.92,104.92,0.0,0.0,105.24,105.24,105.24,0.0,0.0,104.34,104.34,104.34,0.0,0.0,104.67,104.67,104.67,0.0,0.0
2019-12-15,105.54,105.54,105.54,0.0,0.0,105.96,105.96,105.96,0.0,0.0,105.4,105.4,105.4,0.0,0.0,105.76,105.76,105.76,0.0,0.0
2019-12-22,105.75,105.75,105.75,0.0,0.0,105.75,105.75,105.75,0.0,0.0,105.41,105.41,105.41,0.0,0.0,105.55,105.55,105.55,0.0,0.0
2019-12-29,104.44,104.44,104.44,0.0,0.0,104.92,104.92,104.92,0.0,0.0,104.44,104.44,104.44,0.0,0.0,104.67,104.67,104.67,0.0,0.0
