Date,SPDR S&P Global Infrastructure_Open_average,SPDR S&P Global Infrastructure_Open_max,SPDR S&P Global Infrastructure_Open_min,SPDR S&P Global Infrastructure_Open_volatility,SPDR S&P Global Infrastructure_Open_change,SPDR S&P Global Infrastructure_High_average,SPDR S&P Global Infrastructure_High_max,SPDR S&P Global Infrastructure_High_min,SPDR S&P Global Infrastructure_High_volatility,SPDR S&P Global Infrastructure_High_change,SPDR S&P Global Infrastructure_Low_average,SPDR S&P Global Infrastructure_Low_max,SPDR S&P Global Infrastructure_Low_min,SPDR S&P Global Infrastructure_Low_volatility,SPDR S&P Global Infrastructure_Low_change,SPDR S&P Global Infrastructure_Close_average,SPDR S&P Global Infrastructure_Close_max,SPDR S&P Global Infrastructure_Close_min,SPDR S&P Global Infrastructure_Close_volatility,SPDR S&P Global Infrastructure_Close_change
2019-01-20,48.25,48.25,48.25,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2019-01-27,49.05,49.05,49.05,0.0,0.0,49.08,49.08,49.08,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2019-02-03,48.8,48.8,48.8,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.88,48.88,48.88,0.0,0.0
2019-02-10,49.4,49.4,49.4,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2019-02-17,50.24,50.24,50.24,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2019-02-24,50.36,50.36,50.36,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-03-03,49.93,49.93,49.93,0.0,0.0,50.22,50.22,50.22,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2019-03-10,51.15,51.15,51.15,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2019-03-17,51.14,51.14,51.14,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-03-24,51.4,51.4,51.4,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2019-03-31,51.49,51.49,51.49,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2019-04-07,51.88,51.88,51.88,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2019-04-14,51.57,51.57,51.57,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2019-04-21,51.89,51.89,51.89,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2019-04-28,51.72,51.72,51.72,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2019-05-05,51.07,51.07,51.07,0.0,0.0,51.61,51.61,51.61,0.0,0.0,50.89,50.89,50.89,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2019-05-12,51.4,51.4,51.4,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2019-05-19,52.09,52.09,52.09,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2019-05-26,51.0,51.0,51.0,0.0,0.0,51.39,51.39,51.39,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2019-06-02,52.35,52.35,52.35,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2019-06-09,52.14,52.14,52.14,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.11,52.11,52.11,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2019-06-16,53.31,53.31,53.31,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2019-06-23,52.96,52.96,52.96,0.0,0.0,53.13,53.13,53.13,0.0,0.0,52.96,52.96,52.96,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2019-06-30,53.41,53.41,53.41,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2019-07-07,53.8,53.8,53.8,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.64,53.64,53.64,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2019-07-14,53.59,53.59,53.59,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.31,53.31,53.31,0.0,0.0
2019-07-21,52.64,52.64,52.64,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2019-07-28,52.24,52.24,52.24,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2019-08-04,51.95,51.95,51.95,0.0,0.0,52.17,52.17,52.17,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2019-08-11,51.44,51.44,51.44,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2019-08-18,51.71,51.71,51.71,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-08-25,52.38,52.38,52.38,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.09,52.09,52.09,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-09-01,53.18,53.18,53.18,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.01,53.01,53.01,0.0,0.0
2019-09-08,52.94,52.94,52.94,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2019-09-15,53.21,53.21,53.21,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2019-09-22,53.33,53.33,53.33,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2019-09-29,52.77,52.77,52.77,0.0,0.0,53.17,53.17,53.17,0.0,0.0,52.77,52.77,52.77,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2019-10-06,53.8,53.8,53.8,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.46,53.46,53.46,0.0,0.0
2019-10-13,53.57,53.57,53.57,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2019-10-20,54.02,54.02,54.02,0.0,0.0,54.03,54.03,54.03,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2019-10-27,54.68,54.68,54.68,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2019-11-03,53.37,53.37,53.37,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2019-11-10,53.81,53.81,53.81,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.78,53.78,53.78,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2019-11-17,53.88,53.88,53.88,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2019-11-24,53.76,53.76,53.76,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.64,53.64,53.64,0.0,0.0,53.67,53.67,53.67,0.0,0.0
2019-12-01,53.92,53.92,53.92,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2019-12-08,54.59,54.59,54.59,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2019-12-15,54.83,54.83,54.83,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2019-12-22,55.2,55.2,55.2,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.17,55.17,55.17,0.0,0.0
2019-12-29,54.63,54.63,54.63,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.55,54.55,54.55,0.0,0.0
