Date,ProShares MSCI EM Dividend Growers_etf_Open_average,ProShares MSCI EM Dividend Growers_etf_Open_max,ProShares MSCI EM Dividend Growers_etf_Open_min,ProShares MSCI EM Dividend Growers_etf_Open_volatility,ProShares MSCI EM Dividend Growers_etf_Open_change,ProShares MSCI EM Dividend Growers_etf_High_average,ProShares MSCI EM Dividend Growers_etf_High_max,ProShares MSCI EM Dividend Growers_etf_High_min,ProShares MSCI EM Dividend Growers_etf_High_volatility,ProShares MSCI EM Dividend Growers_etf_High_change,ProShares MSCI EM Dividend Growers_etf_Low_average,ProShares MSCI EM Dividend Growers_etf_Low_max,ProShares MSCI EM Dividend Growers_etf_Low_min,ProShares MSCI EM Dividend Growers_etf_Low_volatility,ProShares MSCI EM Dividend Growers_etf_Low_change,ProShares MSCI EM Dividend Growers_etf_Close_average,ProShares MSCI EM Dividend Growers_etf_Close_max,ProShares MSCI EM Dividend Growers_etf_Close_min,ProShares MSCI EM Dividend Growers_etf_Close_volatility,ProShares MSCI EM Dividend Growers_etf_Close_change
2018-05-20,58.18,58.18,58.18,0.0,0.0,58.19,58.19,58.19,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2018-05-27,58.07,58.07,58.07,0.0,0.0,58.07,58.07,58.07,0.0,0.0,58.07,58.07,58.07,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2018-06-03,57.96,57.96,57.96,0.0,0.0,57.96,57.96,57.96,0.0,0.0,57.96,57.96,57.96,0.0,0.0,57.96,57.96,57.96,0.0,0.0
2018-06-10,56.72,56.72,56.72,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2018-06-17,55.57,55.57,55.57,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.53,55.53,55.53,0.0,0.0
2018-06-24,55.0,55.0,55.0,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.35,55.35,55.35,0.0,0.0
2018-07-01,55.77,55.77,55.77,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.94,55.94,55.94,0.0,0.0
2018-07-08,56.45,56.45,56.45,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2018-07-15,56.14,56.14,56.14,0.0,0.0,56.14,56.14,56.14,0.0,0.0,56.14,56.14,56.14,0.0,0.0,56.14,56.14,56.14,0.0,0.0
2018-07-22,58.06,58.06,58.06,0.0,0.0,58.15,58.15,58.15,0.0,0.0,58.06,58.06,58.06,0.0,0.0,58.15,58.15,58.15,0.0,0.0
2018-07-29,57.92,57.92,57.92,0.0,0.0,58.01,58.01,58.01,0.0,0.0,57.87,57.87,57.87,0.0,0.0,58.01,58.01,58.01,0.0,0.0
2018-08-05,56.51,56.51,56.51,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.51,56.51,56.51,0.0,0.0
2018-08-12,54.46,54.46,54.46,0.0,0.0,55.11,55.11,55.11,0.0,0.0,54.46,54.46,54.46,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2018-08-19,57.21,57.21,57.21,0.0,0.0,57.21,57.21,57.21,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2018-08-26,56.44,56.44,56.44,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2018-09-02,54.26,54.26,54.26,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.11,54.11,54.11,0.0,0.0
2018-09-09,55.02,55.02,55.02,0.0,0.0,55.02,55.02,55.02,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2018-09-16,55.16,55.16,55.16,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.16,55.16,55.16,0.0,0.0
2018-09-23,54.87,54.87,54.87,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2018-09-30,51.92,51.92,51.92,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.71,51.71,51.71,0.0,0.0,52.1,52.1,52.1,0.0,0.0
2018-10-07,50.46,50.46,50.46,0.0,0.0,51.67,51.67,51.67,0.0,0.0,50.46,50.46,50.46,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2018-10-14,51.2,51.2,51.2,0.0,0.0,51.21,51.21,51.21,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2018-10-21,50.16,50.16,50.16,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2018-10-28,53.2,53.2,53.2,0.0,0.0,53.2,53.2,53.2,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2018-11-04,52.05,52.05,52.05,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.89,51.89,51.89,0.0,0.0
2018-11-11,53.09,53.09,53.09,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2018-11-18,52.78,52.78,52.78,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2018-11-25,54.36,54.36,54.36,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.4,54.4,54.4,0.0,0.0
2018-12-02,52.82,52.82,52.82,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2018-12-09,53.67,53.67,53.67,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2018-12-16,53.12,53.12,53.12,0.0,0.0,53.38,53.38,53.38,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2018-12-23,53.58,53.58,53.58,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.78,53.78,53.78,0.0,0.0
2018-12-30,53.92,53.92,53.92,0.0,0.0,54.7,54.7,54.7,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2019-01-06,55.42,55.42,55.42,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.29,55.29,55.29,0.0,0.0
2019-01-13,56.34,56.34,56.34,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.6,56.6,56.6,0.0,0.0
2019-01-20,56.58,56.58,56.58,0.0,0.0,57.02,57.02,57.02,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.98,56.98,56.98,0.0,0.0
2019-01-27,57.6,57.6,57.6,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.47,57.47,57.47,0.0,0.0
2019-02-03,56.59,56.59,56.59,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2019-02-10,56.16,56.16,56.16,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.92,55.92,55.92,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2019-02-17,57.44,57.44,57.44,0.0,0.0,57.44,57.44,57.44,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.41,57.41,57.41,0.0,0.0
2019-02-24,57.42,57.42,57.42,0.0,0.0,57.42,57.42,57.42,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2019-03-03,56.05,56.05,56.05,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.94,55.94,55.94,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2019-03-10,57.44,57.44,57.44,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.33,57.33,57.33,0.0,0.0,57.5,57.5,57.5,0.0,0.0
2019-03-17,57.22,57.22,57.22,0.0,0.0,57.22,57.22,57.22,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.88,56.88,56.88,0.0,0.0
2019-03-24,57.61,57.61,57.61,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.65,57.65,57.65,0.0,0.0
2019-03-31,59.28,59.28,59.28,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.42,59.42,59.42,0.0,0.0
2019-04-07,59.77,59.77,59.77,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.53,59.53,59.53,0.0,0.0
2019-04-14,59.28,59.28,59.28,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2019-04-21,57.91,57.91,57.91,0.0,0.0,58.17,58.17,58.17,0.0,0.0,57.91,57.91,57.91,0.0,0.0,58.1,58.1,58.1,0.0,0.0
2019-04-28,58.45,58.45,58.45,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.62,58.62,58.62,0.0,0.0
2019-05-05,56.49,56.49,56.49,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.01,56.01,56.01,0.0,0.0,56.74,56.74,56.74,0.0,0.0
2019-05-12,55.42,55.42,55.42,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.36,55.36,55.36,0.0,0.0
2019-05-19,55.57,55.57,55.57,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2019-05-26,56.54,56.54,56.54,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2019-06-02,56.59,56.59,56.59,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2019-06-09,56.75,56.75,56.75,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.64,56.64,56.64,0.0,0.0
2019-06-16,58.47,58.47,58.47,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.64,58.64,58.64,0.0,0.0
2019-06-23,58.53,58.53,58.53,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2019-06-30,58.98,58.98,58.98,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.59,58.59,58.59,0.0,0.0,58.68,58.68,58.68,0.0,0.0
2019-07-07,58.82,58.82,58.82,0.0,0.0,58.82,58.82,58.82,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.74,58.74,58.74,0.0,0.0
2019-07-14,59.25,59.25,59.25,0.0,0.0,59.25,59.25,59.25,0.0,0.0,58.93,58.93,58.93,0.0,0.0,58.94,58.94,58.94,0.0,0.0
2019-07-21,58.44,58.44,58.44,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.44,58.44,58.44,0.0,0.0
2019-07-28,56.13,56.13,56.13,0.0,0.0,56.13,56.13,56.13,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.84,55.84,55.84,0.0,0.0
2019-08-04,54.74,54.74,54.74,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2019-08-11,53.61,53.61,53.61,0.0,0.0,54.24,54.24,54.24,0.0,0.0,53.61,53.61,53.61,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2019-08-18,54.54,54.54,54.54,0.0,0.0,54.65,54.65,54.65,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2019-08-25,55.04,55.04,55.04,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.35,55.35,55.35,0.0,0.0
2019-09-01,56.23,56.23,56.23,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.39,56.39,56.39,0.0,0.0
2019-09-08,57.48,57.48,57.48,0.0,0.0,57.64,57.64,57.64,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2019-09-15,57.44,57.44,57.44,0.0,0.0,57.44,57.44,57.44,0.0,0.0,57.19,57.19,57.19,0.0,0.0,57.19,57.19,57.19,0.0,0.0
2019-09-22,56.02,56.02,56.02,0.0,0.0,56.02,56.02,56.02,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2019-09-29,55.68,55.68,55.68,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2019-10-06,57.0,57.0,57.0,0.0,0.0,57.02,57.02,57.02,0.0,0.0,56.87,56.87,56.87,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2019-10-13,57.41,57.41,57.41,0.0,0.0,57.41,57.41,57.41,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.4,57.4,57.4,0.0,0.0
2019-10-20,56.76,56.76,56.76,0.0,0.0,58.26,58.26,58.26,0.0,0.0,56.76,56.76,56.76,0.0,0.0,58.26,58.26,58.26,0.0,0.0
2019-10-27,58.42,58.42,58.42,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.58,58.58,58.58,0.0,0.0
2019-11-03,59.37,59.37,59.37,0.0,0.0,59.37,59.37,59.37,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2019-11-10,58.45,58.45,58.45,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.33,58.33,58.33,0.0,0.0
2019-11-17,58.13,58.13,58.13,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.02,58.02,58.02,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2019-11-24,57.4,57.4,57.4,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.33,57.33,57.33,0.0,0.0
2019-12-01,57.8,57.8,57.8,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.72,57.72,57.72,0.0,0.0,57.78,57.78,57.78,0.0,0.0
2019-12-08,59.11,59.11,59.11,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.09,59.09,59.09,0.0,0.0,59.1,59.1,59.1,0.0,0.0
2019-12-15,60.3,60.3,60.3,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2019-12-22,60.12,60.12,60.12,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.28,60.28,60.28,0.0,0.0
2019-12-29,60.16,60.16,60.16,0.0,0.0,60.34,60.34,60.34,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.12,60.12,60.12,0.0,0.0
