Date,VelocityShares Daily Inverse VIX Medium Term_Open_average,VelocityShares Daily Inverse VIX Medium Term_Open_max,VelocityShares Daily Inverse VIX Medium Term_Open_min,VelocityShares Daily Inverse VIX Medium Term_Open_volatility,VelocityShares Daily Inverse VIX Medium Term_Open_change,VelocityShares Daily Inverse VIX Medium Term_High_average,VelocityShares Daily Inverse VIX Medium Term_High_max,VelocityShares Daily Inverse VIX Medium Term_High_min,VelocityShares Daily Inverse VIX Medium Term_High_volatility,VelocityShares Daily Inverse VIX Medium Term_High_change,VelocityShares Daily Inverse VIX Medium Term_Low_average,VelocityShares Daily Inverse VIX Medium Term_Low_max,VelocityShares Daily Inverse VIX Medium Term_Low_min,VelocityShares Daily Inverse VIX Medium Term_Low_volatility,VelocityShares Daily Inverse VIX Medium Term_Low_change,VelocityShares Daily Inverse VIX Medium Term_Close_average,VelocityShares Daily Inverse VIX Medium Term_Close_max,VelocityShares Daily Inverse VIX Medium Term_Close_min,VelocityShares Daily Inverse VIX Medium Term_Close_volatility,VelocityShares Daily Inverse VIX Medium Term_Close_change
2018-04-15,67.42,67.42,67.42,0.0,0.0,68.75,68.75,68.75,0.0,0.0,67.14,67.14,67.14,0.0,0.0,67.83,67.83,67.83,0.0,0.0
2018-04-22,68.67,68.67,68.67,0.0,0.0,69.07,69.07,69.07,0.0,0.0,68.01,68.01,68.01,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2018-04-29,69.96,69.96,69.96,0.0,0.0,70.13,70.13,70.13,0.0,0.0,69.56,69.56,69.56,0.0,0.0,69.86,69.86,69.86,0.0,0.0
2018-05-06,74.4,74.4,74.4,0.0,0.0,75.57,75.57,75.57,0.0,0.0,74.4,74.4,74.4,0.0,0.0,75.42,75.42,75.42,0.0,0.0
2018-05-13,75.4,75.4,75.4,0.0,0.0,76.03,76.03,76.03,0.0,0.0,75.25,75.25,75.25,0.0,0.0,75.64,75.64,75.64,0.0,0.0
2018-05-20,75.0,75.0,75.0,0.0,0.0,76.08,76.08,76.08,0.0,0.0,75.0,75.0,75.0,0.0,0.0,75.23,75.23,75.23,0.0,0.0
2018-05-27,75.05,75.05,75.05,0.0,0.0,75.94,75.94,75.94,0.0,0.0,75.05,75.05,75.05,0.0,0.0,75.83,75.83,75.83,0.0,0.0
2018-06-03,77.65,77.65,77.65,0.0,0.0,77.94,77.94,77.94,0.0,0.0,77.19,77.19,77.19,0.0,0.0,77.66,77.66,77.66,0.0,0.0
2018-06-10,77.14,77.14,77.14,0.0,0.0,78.81,78.81,78.81,0.0,0.0,76.88,76.88,76.88,0.0,0.0,78.69,78.69,78.69,0.0,0.0
2018-06-17,75.8,75.8,75.8,0.0,0.0,75.84,75.84,75.84,0.0,0.0,71.65,71.65,71.65,0.0,0.0,72.47,72.47,72.47,0.0,0.0
2018-06-24,70.83,70.83,70.83,0.0,0.0,72.25,72.25,72.25,0.0,0.0,70.31,70.31,70.31,0.0,0.0,72.19,72.19,72.19,0.0,0.0
2018-07-01,75.45,75.45,75.45,0.0,0.0,77.37,77.37,77.37,0.0,0.0,75.33,75.33,75.33,0.0,0.0,77.24,77.24,77.24,0.0,0.0
2018-07-08,78.36,78.36,78.36,0.0,0.0,78.76,78.76,78.76,0.0,0.0,77.59,77.59,77.59,0.0,0.0,78.42,78.42,78.42,0.0,0.0
2018-07-15,76.73,76.73,76.73,0.0,0.0,77.26,77.26,77.26,0.0,0.0,76.18,76.18,76.18,0.0,0.0,76.91,76.91,76.91,0.0,0.0
2018-07-22,77.03,77.03,77.03,0.0,0.0,77.3,77.3,77.3,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.59,75.59,75.59,0.0,0.0
2018-07-29,77.85,77.85,77.85,0.0,0.0,79.4,79.4,79.4,0.0,0.0,77.77,77.77,77.77,0.0,0.0,79.08,79.08,79.08,0.0,0.0
2018-08-05,77.97,77.97,77.97,0.0,0.0,79.24,79.24,79.24,0.0,0.0,76.4,76.4,76.4,0.0,0.0,76.57,76.57,76.57,0.0,0.0
2018-08-12,79.82,79.82,79.82,0.0,0.0,80.12,80.12,80.12,0.0,0.0,79.48,79.48,79.48,0.0,0.0,79.92,79.92,79.92,0.0,0.0
2018-08-19,79.81,79.81,79.81,0.0,0.0,79.99,79.99,79.99,0.0,0.0,79.13,79.13,79.13,0.0,0.0,79.2,79.2,79.2,0.0,0.0
2018-08-26,76.81,76.81,76.81,0.0,0.0,78.33,78.33,78.33,0.0,0.0,76.78,76.78,76.78,0.0,0.0,77.72,77.72,77.72,0.0,0.0
2018-09-02,76.14,76.14,76.14,0.0,0.0,76.88,76.88,76.88,0.0,0.0,76.0,76.0,76.0,0.0,0.0,76.51,76.51,76.51,0.0,0.0
2018-09-09,80.43,80.43,80.43,0.0,0.0,80.83,80.83,80.83,0.0,0.0,79.5,79.5,79.5,0.0,0.0,79.72,79.72,79.72,0.0,0.0
2018-09-16,79.71,79.71,79.71,0.0,0.0,80.6,80.6,80.6,0.0,0.0,79.12,79.12,79.12,0.0,0.0,80.43,80.43,80.43,0.0,0.0
2018-09-23,81.45,81.45,81.45,0.0,0.0,81.68,81.68,81.68,0.0,0.0,80.2,80.2,80.2,0.0,0.0,80.87,80.87,80.87,0.0,0.0
2018-09-30,77.39,77.39,77.39,0.0,0.0,78.27,78.27,78.27,0.0,0.0,74.76,74.76,74.76,0.0,0.0,77.59,77.59,77.59,0.0,0.0
2018-10-07,70.7,70.7,70.7,0.0,0.0,71.25,71.25,71.25,0.0,0.0,69.41,69.41,69.41,0.0,0.0,70.62,70.62,70.62,0.0,0.0
2018-10-14,70.91,70.91,70.91,0.0,0.0,70.95,70.95,70.95,0.0,0.0,69.05,69.05,69.05,0.0,0.0,70.21,70.21,70.21,0.0,0.0
2018-10-21,66.15,66.15,66.15,0.0,0.0,66.47,66.47,66.47,0.0,0.0,62.57,62.57,62.57,0.0,0.0,64.3,64.3,64.3,0.0,0.0
2018-10-28,66.49,66.49,66.49,0.0,0.0,68.09,68.09,68.09,0.0,0.0,66.49,66.49,66.49,0.0,0.0,67.67,67.67,67.67,0.0,0.0
2018-11-04,70.64,70.64,70.64,0.0,0.0,70.68,70.68,70.68,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.78,67.78,67.78,0.0,0.0
2018-11-11,68.09,68.09,68.09,0.0,0.0,68.2,68.2,68.2,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2018-11-18,64.55,64.55,64.55,0.0,0.0,65.66,65.66,65.66,0.0,0.0,64.35,64.35,64.35,0.0,0.0,65.6,65.6,65.6,0.0,0.0
2018-11-25,70.89,70.89,70.89,0.0,0.0,71.0,71.0,71.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.59,70.59,70.59,0.0,0.0
2018-12-02,63.77,63.77,63.77,0.0,0.0,64.06,64.06,64.06,0.0,0.0,61.61,61.61,61.61,0.0,0.0,63.61,63.61,63.61,0.0,0.0
2018-12-09,62.2,62.2,62.2,0.0,0.0,62.7,62.7,62.7,0.0,0.0,60.67,60.67,60.67,0.0,0.0,61.06,61.06,61.06,0.0,0.0
2018-12-16,58.8,58.8,58.8,0.0,0.0,59.31,59.31,59.31,0.0,0.0,58.2,58.2,58.2,0.0,0.0,59.31,59.31,59.31,0.0,0.0
2018-12-23,60.74,60.74,60.74,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.41,60.41,60.41,0.0,0.0
2018-12-30,61.63,61.63,61.63,0.0,0.0,62.57,62.57,62.57,0.0,0.0,61.41,61.41,61.41,0.0,0.0,62.07,62.07,62.07,0.0,0.0
2019-01-06,63.57,63.57,63.57,0.0,0.0,64.77,64.77,64.77,0.0,0.0,63.15,63.15,63.15,0.0,0.0,64.48,64.48,64.48,0.0,0.0
2019-01-13,66.47,66.47,66.47,0.0,0.0,67.08,67.08,67.08,0.0,0.0,65.87,65.87,65.87,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2019-01-20,66.23,66.23,66.23,0.0,0.0,66.46,66.46,66.46,0.0,0.0,65.28,65.28,65.28,0.0,0.0,66.13,66.13,66.13,0.0,0.0
2019-01-27,69.07,69.07,69.07,0.0,0.0,70.4,70.4,70.4,0.0,0.0,68.86,68.86,68.86,0.0,0.0,70.25,70.25,70.25,0.0,0.0
2019-02-03,71.31,71.31,71.31,0.0,0.0,71.31,71.31,71.31,0.0,0.0,70.35,70.35,70.35,0.0,0.0,70.75,70.75,70.75,0.0,0.0
2019-02-10,71.45,71.45,71.45,0.0,0.0,72.08,72.08,72.08,0.0,0.0,71.24,71.24,71.24,0.0,0.0,72.01,72.01,72.01,0.0,0.0
2019-02-17,75.26,75.26,75.26,0.0,0.0,75.95,75.95,75.95,0.0,0.0,74.51,74.51,74.51,0.0,0.0,74.65,74.65,74.65,0.0,0.0
2019-02-24,76.44,76.44,76.44,0.0,0.0,76.59,76.59,76.59,0.0,0.0,74.0,74.0,74.0,0.0,0.0,74.95,74.95,74.95,0.0,0.0
2019-03-03,72.5,72.5,72.5,0.0,0.0,74.42,74.42,74.42,0.0,0.0,72.35,72.35,72.35,0.0,0.0,74.42,74.42,74.42,0.0,0.0
2019-03-10,76.01,76.01,76.01,0.0,0.0,76.46,76.46,76.46,0.0,0.0,75.72,75.72,75.72,0.0,0.0,76.08,76.08,76.08,0.0,0.0
2019-03-17,72.63,72.63,72.63,0.0,0.0,73.24,73.24,73.24,0.0,0.0,71.72,71.72,71.72,0.0,0.0,71.96,71.96,71.96,0.0,0.0
2019-03-24,74.76,74.76,74.76,0.0,0.0,75.23,75.23,75.23,0.0,0.0,74.45,74.45,74.45,0.0,0.0,75.21,75.21,75.21,0.0,0.0
2019-03-31,75.63,75.63,75.63,0.0,0.0,76.51,76.51,76.51,0.0,0.0,75.49,75.49,75.49,0.0,0.0,76.45,76.45,76.45,0.0,0.0
2019-04-07,76.2,76.2,76.2,0.0,0.0,76.48,76.48,76.48,0.0,0.0,75.28,75.28,75.28,0.0,0.0,76.24,76.24,76.24,0.0,0.0
2019-04-14,75.0,75.0,75.0,0.0,0.0,76.52,76.52,76.52,0.0,0.0,74.97,74.97,74.97,0.0,0.0,76.25,76.25,76.25,0.0,0.0
2019-04-21,75.61,75.61,75.61,0.0,0.0,76.3,76.3,76.3,0.0,0.0,75.37,75.37,75.37,0.0,0.0,75.7,75.7,75.7,0.0,0.0
2019-04-28,73.0,73.0,73.0,0.0,0.0,74.94,74.94,74.94,0.0,0.0,72.54,72.54,72.54,0.0,0.0,74.68,74.68,74.68,0.0,0.0
2019-05-05,70.36,70.36,70.36,0.0,0.0,71.1,71.1,71.1,0.0,0.0,68.98,68.98,68.98,0.0,0.0,69.24,69.24,69.24,0.0,0.0
2019-05-12,72.12,72.12,72.12,0.0,0.0,73.24,73.24,73.24,0.0,0.0,71.64,71.64,71.64,0.0,0.0,72.51,72.51,72.51,0.0,0.0
2019-05-19,72.23,72.23,72.23,0.0,0.0,72.81,72.81,72.81,0.0,0.0,71.24,71.24,71.24,0.0,0.0,71.26,71.26,71.26,0.0,0.0
2019-05-26,69.49,69.49,69.49,0.0,0.0,70.31,70.31,70.31,0.0,0.0,68.54,68.54,68.54,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2019-06-02,73.21,73.21,73.21,0.0,0.0,73.21,73.21,73.21,0.0,0.0,72.49,72.49,72.49,0.0,0.0,73.0,73.0,73.0,0.0,0.0
2019-06-09,72.85,72.85,72.85,0.0,0.0,73.36,73.36,73.36,0.0,0.0,72.74,72.74,72.74,0.0,0.0,73.3,73.3,73.3,0.0,0.0
2019-06-16,72.73,72.73,72.73,0.0,0.0,73.62,73.62,73.62,0.0,0.0,72.73,72.73,72.73,0.0,0.0,72.88,72.88,72.88,0.0,0.0
2019-06-23,74.7,74.7,74.7,0.0,0.0,75.41,75.41,75.41,0.0,0.0,74.7,74.7,74.7,0.0,0.0,75.29,75.29,75.29,0.0,0.0
2019-06-30,75.63,75.63,75.63,0.0,0.0,76.31,76.31,76.31,0.0,0.0,75.12,75.12,75.12,0.0,0.0,75.12,75.12,75.12,0.0,0.0
2019-07-07,76.3,76.3,76.3,0.0,0.0,76.64,76.64,76.64,0.0,0.0,75.75,75.75,75.75,0.0,0.0,76.64,76.64,76.64,0.0,0.0
2019-07-14,74.75,74.75,74.75,0.0,0.0,75.01,75.01,75.01,0.0,0.0,74.24,74.24,74.24,0.0,0.0,74.24,74.24,74.24,0.0,0.0
2019-07-21,76.4,76.4,76.4,0.0,0.0,76.66,76.66,76.66,0.0,0.0,76.05,76.05,76.05,0.0,0.0,76.64,76.64,76.64,0.0,0.0
2019-07-28,70.96,70.96,70.96,0.0,0.0,70.96,70.96,70.96,0.0,0.0,68.6,68.6,68.6,0.0,0.0,69.25,69.25,69.25,0.0,0.0
2019-08-04,70.18,70.18,70.18,0.0,0.0,70.18,70.18,70.18,0.0,0.0,68.14,68.14,68.14,0.0,0.0,68.32,68.32,68.32,0.0,0.0
2019-08-11,68.93,68.93,68.93,0.0,0.0,69.7,69.7,69.7,0.0,0.0,68.72,68.72,68.72,0.0,0.0,69.7,69.7,69.7,0.0,0.0
2019-08-18,65.84,65.84,65.84,0.0,0.0,66.1,66.1,66.1,0.0,0.0,64.85,64.85,64.85,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2019-08-25,67.49,67.49,67.49,0.0,0.0,67.53,67.53,67.53,0.0,0.0,65.62,65.62,65.62,0.0,0.0,66.24,66.24,66.24,0.0,0.0
2019-09-01,68.81,68.81,68.81,0.0,0.0,68.81,68.81,68.81,0.0,0.0,67.59,67.59,67.59,0.0,0.0,68.47,68.47,68.47,0.0,0.0
2019-09-08,68.92,68.92,68.92,0.0,0.0,69.11,69.11,69.11,0.0,0.0,68.03,68.03,68.03,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2019-09-15,66.93,66.93,66.93,0.0,0.0,67.05,67.05,67.05,0.0,0.0,66.01,66.01,66.01,0.0,0.0,66.01,66.01,66.01,0.0,0.0
2019-09-22,65.3,65.3,65.3,0.0,0.0,66.19,66.19,66.19,0.0,0.0,65.3,65.3,65.3,0.0,0.0,65.66,65.66,65.66,0.0,0.0
2019-09-29,64.58,64.58,64.58,0.0,0.0,65.34,65.34,65.34,0.0,0.0,64.42,64.42,64.42,0.0,0.0,65.09,65.09,65.09,0.0,0.0
2019-10-06,65.37,65.37,65.37,0.0,0.0,66.26,66.26,66.26,0.0,0.0,65.37,65.37,65.37,0.0,0.0,66.26,66.26,66.26,0.0,0.0
2019-10-13,67.42,67.42,67.42,0.0,0.0,67.76,67.76,67.76,0.0,0.0,67.16,67.16,67.16,0.0,0.0,67.76,67.76,67.76,0.0,0.0
2019-10-20,68.86,68.86,68.86,0.0,0.0,68.86,68.86,68.86,0.0,0.0,68.18,68.18,68.18,0.0,0.0,68.33,68.33,68.33,0.0,0.0
2019-10-27,69.5,69.5,69.5,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.15,69.15,69.15,0.0,0.0,69.29,69.29,69.29,0.0,0.0
2019-11-03,68.13,68.13,68.13,0.0,0.0,69.04,69.04,69.04,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.9,68.9,68.9,0.0,0.0
2019-11-10,69.71,69.71,69.71,0.0,0.0,70.2,70.2,70.2,0.0,0.0,69.5,69.5,69.5,0.0,0.0,70.08,70.08,70.08,0.0,0.0
2019-11-17,69.28,69.28,69.28,0.0,0.0,70.02,70.02,70.02,0.0,0.0,69.28,69.28,69.28,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2019-11-24,70.08,70.08,70.08,0.0,0.0,70.08,70.08,70.08,0.0,0.0,67.95,67.95,67.95,0.0,0.0,68.1,68.1,68.1,0.0,0.0
2019-12-01,69.49,69.49,69.49,0.0,0.0,69.85,69.85,69.85,0.0,0.0,68.58,68.58,68.58,0.0,0.0,68.71,68.71,68.71,0.0,0.0
2019-12-08,72.68,72.68,72.68,0.0,0.0,73.42,73.42,73.42,0.0,0.0,72.68,72.68,72.68,0.0,0.0,73.19,73.19,73.19,0.0,0.0
2019-12-15,73.05,73.05,73.05,0.0,0.0,73.5,73.5,73.5,0.0,0.0,72.93,72.93,72.93,0.0,0.0,73.18,73.18,73.18,0.0,0.0
2019-12-22,71.63,71.63,71.63,0.0,0.0,71.76,71.76,71.76,0.0,0.0,70.72,70.72,70.72,0.0,0.0,71.01,71.01,71.01,0.0,0.0
2019-12-29,72.0,72.0,72.0,0.0,0.0,73.34,73.34,73.34,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.64,72.64,72.64,0.0,0.0
