Date,UBS ETRACS S&P GSCI Crude Oil TR_Open_average,UBS ETRACS S&P GSCI Crude Oil TR_Open_max,UBS ETRACS S&P GSCI Crude Oil TR_Open_min,UBS ETRACS S&P GSCI Crude Oil TR_Open_volatility,UBS ETRACS S&P GSCI Crude Oil TR_Open_change,UBS ETRACS S&P GSCI Crude Oil TR_High_average,UBS ETRACS S&P GSCI Crude Oil TR_High_max,UBS ETRACS S&P GSCI Crude Oil TR_High_min,UBS ETRACS S&P GSCI Crude Oil TR_High_volatility,UBS ETRACS S&P GSCI Crude Oil TR_High_change,UBS ETRACS S&P GSCI Crude Oil TR_Low_average,UBS ETRACS S&P GSCI Crude Oil TR_Low_max,UBS ETRACS S&P GSCI Crude Oil TR_Low_min,UBS ETRACS S&P GSCI Crude Oil TR_Low_volatility,UBS ETRACS S&P GSCI Crude Oil TR_Low_change,UBS ETRACS S&P GSCI Crude Oil TR_Close_average,UBS ETRACS S&P GSCI Crude Oil TR_Close_max,UBS ETRACS S&P GSCI Crude Oil TR_Close_min,UBS ETRACS S&P GSCI Crude Oil TR_Close_volatility,UBS ETRACS S&P GSCI Crude Oil TR_Close_change
2018-09-09,42.57,42.57,42.57,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2018-09-16,43.32,43.32,43.32,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2018-09-23,44.34,44.34,44.34,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2018-09-30,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2018-10-07,43.15,43.15,43.15,0.0,0.0,43.15,43.15,43.15,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2018-10-14,42.88,42.88,42.88,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.68,42.68,42.68,0.0,0.0
2018-10-21,40.77,40.77,40.77,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2018-10-28,37.91,37.91,37.91,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2018-11-04,35.68,35.68,35.68,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2018-11-11,34.43,34.43,34.43,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2018-11-18,32.89,32.89,32.89,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2018-11-25,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2018-12-02,31.11,31.11,31.11,0.0,0.0,31.23,31.23,31.23,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2018-12-09,30.69,30.69,30.69,0.0,0.0,30.73,30.73,30.73,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2018-12-16,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2018-12-23,27.68,27.68,27.68,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-12-30,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2019-01-06,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2019-01-13,32.18,32.18,32.18,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2019-01-20,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2019-01-27,32.58,32.58,32.58,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2019-02-03,31.02,31.02,31.02,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2019-02-10,33.32,33.32,33.32,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-02-17,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2019-02-24,33.78,33.78,33.78,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2019-03-03,33.99,33.99,33.99,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2019-03-10,35.33,35.33,35.33,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2019-03-17,34.71,34.71,34.71,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.71,34.71,34.71,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2019-03-24,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2019-03-31,38.34,38.34,38.34,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2019-04-07,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2019-04-14,39.07,39.07,39.07,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.16,39.16,39.16,0.0,0.0
2019-04-21,37.91,37.91,37.91,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2019-04-28,37.46,37.46,37.46,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2019-05-05,36.29,36.29,36.29,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2019-05-12,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2019-05-19,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2019-05-26,31.47,31.47,31.47,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2019-06-02,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2019-06-09,30.98,30.98,30.98,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2019-06-16,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2019-06-23,35.15,35.15,35.15,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.15,35.15,35.15,0.0,0.0
2019-06-30,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2019-07-07,35.54,35.54,35.54,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2019-07-14,33.37,33.37,33.37,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2019-07-21,33.38,33.38,33.38,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-07-28,32.38,32.38,32.38,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-08-04,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2019-08-11,33.15,33.15,33.15,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2019-08-18,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2019-08-25,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2019-09-01,34.57,34.57,34.57,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2019-09-08,35.8,35.8,35.8,0.0,0.0,37.34,37.34,37.34,0.0,0.0,35.8,35.8,35.8,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2019-09-15,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2019-09-22,32.41,32.41,32.41,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2019-09-29,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2019-10-06,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2019-10-13,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2019-10-20,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2019-10-27,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-11-03,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-11-10,34.3,34.3,34.3,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-11-17,34.65,34.65,34.65,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2019-11-24,33.44,33.44,33.44,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2019-12-01,35.26,35.26,35.26,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2019-12-08,36.04,36.04,36.04,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2019-12-15,36.37,36.37,36.37,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2019-12-22,37.2,37.2,37.2,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2019-12-29,37.98,37.98,37.98,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.78,37.78,37.78,0.0,0.0
