Date,PowerShares S&P SmallCap Industrials_etf_Open_average,PowerShares S&P SmallCap Industrials_etf_Open_max,PowerShares S&P SmallCap Industrials_etf_Open_min,PowerShares S&P SmallCap Industrials_etf_Open_volatility,PowerShares S&P SmallCap Industrials_etf_Open_change,PowerShares S&P SmallCap Industrials_etf_High_average,PowerShares S&P SmallCap Industrials_etf_High_max,PowerShares S&P SmallCap Industrials_etf_High_min,PowerShares S&P SmallCap Industrials_etf_High_volatility,PowerShares S&P SmallCap Industrials_etf_High_change,PowerShares S&P SmallCap Industrials_etf_Low_average,PowerShares S&P SmallCap Industrials_etf_Low_max,PowerShares S&P SmallCap Industrials_etf_Low_min,PowerShares S&P SmallCap Industrials_etf_Low_volatility,PowerShares S&P SmallCap Industrials_etf_Low_change,PowerShares S&P SmallCap Industrials_etf_Close_average,PowerShares S&P SmallCap Industrials_etf_Close_max,PowerShares S&P SmallCap Industrials_etf_Close_min,PowerShares S&P SmallCap Industrials_etf_Close_volatility,PowerShares S&P SmallCap Industrials_etf_Close_change
2018-05-27,67.91,67.91,67.91,0.0,0.0,68.24,68.24,68.24,0.0,0.0,67.81,67.81,67.81,0.0,0.0,68.02,68.02,68.02,0.0,0.0
2018-06-03,69.78,69.78,69.78,0.0,0.0,69.98,69.98,69.98,0.0,0.0,69.5,69.5,69.5,0.0,0.0,69.98,69.98,69.98,0.0,0.0
2018-06-10,69.06,69.06,69.06,0.0,0.0,69.81,69.81,69.81,0.0,0.0,68.96,68.96,68.96,0.0,0.0,69.81,69.81,69.81,0.0,0.0
2018-06-17,69.86,69.86,69.86,0.0,0.0,69.86,69.86,69.86,0.0,0.0,68.98,68.98,68.98,0.0,0.0,69.33,69.33,69.33,0.0,0.0
2018-06-24,68.2,68.2,68.2,0.0,0.0,68.26,68.26,68.26,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.7,67.7,67.7,0.0,0.0
2018-07-01,69.38,69.38,69.38,0.0,0.0,69.9,69.9,69.9,0.0,0.0,69.38,69.38,69.38,0.0,0.0,69.71,69.71,69.71,0.0,0.0
2018-07-08,69.53,69.53,69.53,0.0,0.0,70.19,70.19,70.19,0.0,0.0,69.53,69.53,69.53,0.0,0.0,70.0,70.0,70.0,0.0,0.0
2018-07-15,70.3,70.3,70.3,0.0,0.0,70.96,70.96,70.96,0.0,0.0,70.3,70.3,70.3,0.0,0.0,70.61,70.61,70.61,0.0,0.0
2018-07-22,71.7,71.7,71.7,0.0,0.0,71.88,71.88,71.88,0.0,0.0,70.26,70.26,70.26,0.0,0.0,70.59,70.59,70.59,0.0,0.0
2018-07-29,73.04,73.04,73.04,0.0,0.0,73.04,73.04,73.04,0.0,0.0,71.49,71.49,71.49,0.0,0.0,72.02,72.02,72.02,0.0,0.0
2018-08-05,72.97,72.97,72.97,0.0,0.0,73.35,73.35,73.35,0.0,0.0,72.75,72.75,72.75,0.0,0.0,73.07,73.07,73.07,0.0,0.0
2018-08-12,72.86,72.86,72.86,0.0,0.0,73.94,73.94,73.94,0.0,0.0,72.86,72.86,72.86,0.0,0.0,73.94,73.94,73.94,0.0,0.0
2018-08-19,74.65,74.65,74.65,0.0,0.0,74.87,74.87,74.87,0.0,0.0,74.46,74.46,74.46,0.0,0.0,74.86,74.86,74.86,0.0,0.0
2018-08-26,74.62,74.62,74.62,0.0,0.0,75.09,75.09,75.09,0.0,0.0,74.59,74.59,74.59,0.0,0.0,75.09,75.09,75.09,0.0,0.0
2018-09-02,75.26,75.26,75.26,0.0,0.0,75.26,75.26,75.26,0.0,0.0,74.36,74.36,74.36,0.0,0.0,74.36,74.36,74.36,0.0,0.0
2018-09-09,74.65,74.65,74.65,0.0,0.0,75.41,75.41,75.41,0.0,0.0,74.65,74.65,74.65,0.0,0.0,75.33,75.33,75.33,0.0,0.0
2018-09-16,74.88,74.88,74.88,0.0,0.0,74.88,74.88,74.88,0.0,0.0,73.8,73.8,73.8,0.0,0.0,73.8,73.8,73.8,0.0,0.0
2018-09-23,73.16,73.16,73.16,0.0,0.0,73.4,73.4,73.4,0.0,0.0,73.16,73.16,73.16,0.0,0.0,73.4,73.4,73.4,0.0,0.0
2018-09-30,70.72,70.72,70.72,0.0,0.0,70.72,70.72,70.72,0.0,0.0,69.62,69.62,69.62,0.0,0.0,70.19,70.19,70.19,0.0,0.0
2018-10-07,66.3,66.3,66.3,0.0,0.0,66.38,66.38,66.38,0.0,0.0,64.48,64.48,64.48,0.0,0.0,65.18,65.18,65.18,0.0,0.0
2018-10-14,65.44,65.44,65.44,0.0,0.0,65.44,65.44,65.44,0.0,0.0,64.13,64.13,64.13,0.0,0.0,64.36,64.36,64.36,0.0,0.0
2018-10-21,61.5,61.5,61.5,0.0,0.0,62.84,62.84,62.84,0.0,0.0,60.76,60.76,60.76,0.0,0.0,62.07,62.07,62.07,0.0,0.0
2018-10-28,65.82,65.82,65.82,0.0,0.0,65.82,65.82,65.82,0.0,0.0,64.94,64.94,64.94,0.0,0.0,64.94,64.94,64.94,0.0,0.0
2018-11-04,66.23,66.23,66.23,0.0,0.0,66.63,66.63,66.63,0.0,0.0,65.13,65.13,65.13,0.0,0.0,65.13,65.13,65.13,0.0,0.0
2018-11-11,63.92,63.92,63.92,0.0,0.0,64.65,64.65,64.65,0.0,0.0,63.92,63.92,63.92,0.0,0.0,64.65,64.65,64.65,0.0,0.0
2018-11-18,61.71,61.71,61.71,0.0,0.0,62.28,62.28,62.28,0.0,0.0,61.71,61.71,61.71,0.0,0.0,62.2,62.2,62.2,0.0,0.0
2018-11-25,63.06,63.06,63.06,0.0,0.0,63.63,63.63,63.63,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.63,63.63,63.63,0.0,0.0
2018-12-02,59.79,59.79,59.79,0.0,0.0,60.44,60.44,60.44,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.55,58.55,58.55,0.0,0.0
2018-12-09,57.0,57.0,57.0,0.0,0.0,58.1,58.1,58.1,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.06,57.06,57.06,0.0,0.0
2018-12-16,54.75,54.75,54.75,0.0,0.0,55.01,55.01,55.01,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.39,53.39,53.39,0.0,0.0
2018-12-23,55.55,55.55,55.55,0.0,0.0,56.09,56.09,56.09,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.24,55.24,55.24,0.0,0.0
2018-12-30,56.5,56.5,56.5,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.66,56.66,56.66,0.0,0.0
2019-01-06,59.66,59.66,59.66,0.0,0.0,60.04,60.04,60.04,0.0,0.0,59.5,59.5,59.5,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2019-01-13,61.55,61.55,61.55,0.0,0.0,62.03,62.03,62.03,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.63,61.63,61.63,0.0,0.0
2019-01-20,61.25,61.25,61.25,0.0,0.0,61.25,61.25,61.25,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.68,60.68,60.68,0.0,0.0
2019-01-27,62.11,62.11,62.11,0.0,0.0,62.13,62.13,62.13,0.0,0.0,61.62,61.62,61.62,0.0,0.0,61.89,61.89,61.89,0.0,0.0
2019-02-03,62.28,62.28,62.28,0.0,0.0,62.34,62.34,62.34,0.0,0.0,61.66,61.66,61.66,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2019-02-10,65.13,65.13,65.13,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.04,65.04,65.04,0.0,0.0,65.68,65.68,65.68,0.0,0.0
2019-02-17,66.78,66.78,66.78,0.0,0.0,66.78,66.78,66.78,0.0,0.0,66.47,66.47,66.47,0.0,0.0,66.6,66.6,66.6,0.0,0.0
2019-02-24,65.7,65.7,65.7,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.5,65.5,65.5,0.0,0.0
2019-03-03,62.2,62.2,62.2,0.0,0.0,62.51,62.51,62.51,0.0,0.0,62.08,62.08,62.08,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2019-03-10,63.09,63.09,63.09,0.0,0.0,63.78,63.78,63.78,0.0,0.0,63.0,63.0,63.0,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2019-03-17,63.11,63.11,63.11,0.0,0.0,63.11,63.11,63.11,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.42,61.42,61.42,0.0,0.0
2019-03-24,63.01,63.01,63.01,0.0,0.0,63.01,63.01,63.01,0.0,0.0,62.75,62.75,62.75,0.0,0.0,62.95,62.95,62.95,0.0,0.0
2019-03-31,64.92,64.92,64.92,0.0,0.0,65.04,65.04,65.04,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.76,64.76,64.76,0.0,0.0
2019-04-07,65.9,65.9,65.9,0.0,0.0,65.9,65.9,65.9,0.0,0.0,65.51,65.51,65.51,0.0,0.0,65.77,65.77,65.77,0.0,0.0
2019-04-14,65.96,65.96,65.96,0.0,0.0,66.29,66.29,66.29,0.0,0.0,65.96,65.96,65.96,0.0,0.0,66.12,66.12,66.12,0.0,0.0
2019-04-21,65.93,65.93,65.93,0.0,0.0,66.13,66.13,66.13,0.0,0.0,65.53,65.53,65.53,0.0,0.0,66.08,66.08,66.08,0.0,0.0
2019-04-28,66.7,66.7,66.7,0.0,0.0,66.94,66.94,66.94,0.0,0.0,66.7,66.7,66.7,0.0,0.0,66.94,66.94,66.94,0.0,0.0
2019-05-05,65.74,65.74,65.74,0.0,0.0,66.03,66.03,66.03,0.0,0.0,64.64,64.64,64.64,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2019-05-12,64.46,64.46,64.46,0.0,0.0,64.95,64.95,64.95,0.0,0.0,64.01,64.01,64.01,0.0,0.0,64.01,64.01,64.01,0.0,0.0
2019-05-19,63.05,63.05,63.05,0.0,0.0,63.05,63.05,63.05,0.0,0.0,62.83,62.83,62.83,0.0,0.0,63.02,63.02,63.02,0.0,0.0
2019-05-26,61.29,61.29,61.29,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.16,61.16,61.16,0.0,0.0
2019-06-02,64.04,64.04,64.04,0.0,0.0,64.43,64.43,64.43,0.0,0.0,64.01,64.01,64.01,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2019-06-09,65.94,65.94,65.94,0.0,0.0,65.94,65.94,65.94,0.0,0.0,64.8,64.8,64.8,0.0,0.0,64.8,64.8,64.8,0.0,0.0
2019-06-16,65.75,65.75,65.75,0.0,0.0,66.15,66.15,66.15,0.0,0.0,65.1,65.1,65.1,0.0,0.0,65.1,65.1,65.1,0.0,0.0
2019-06-23,66.0,66.0,66.0,0.0,0.0,67.11,67.11,67.11,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.63,66.63,66.63,0.0,0.0
2019-06-30,66.44,66.44,66.44,0.0,0.0,66.74,66.74,66.74,0.0,0.0,66.44,66.44,66.44,0.0,0.0,66.74,66.74,66.74,0.0,0.0
2019-07-07,65.49,65.49,65.49,0.0,0.0,66.53,66.53,66.53,0.0,0.0,65.49,65.49,65.49,0.0,0.0,66.53,66.53,66.53,0.0,0.0
2019-07-14,66.75,66.75,66.75,0.0,0.0,66.96,66.96,66.96,0.0,0.0,66.35,66.35,66.35,0.0,0.0,66.35,66.35,66.35,0.0,0.0
2019-07-21,67.15,67.15,67.15,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.15,67.15,67.15,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2019-07-28,65.3,65.3,65.3,0.0,0.0,65.64,65.64,65.64,0.0,0.0,65.14,65.14,65.14,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2019-08-04,65.2,65.2,65.2,0.0,0.0,65.2,65.2,65.2,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.65,64.65,64.65,0.0,0.0
2019-08-11,63.16,63.16,63.16,0.0,0.0,63.98,63.98,63.98,0.0,0.0,63.15,63.15,63.15,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2019-08-18,63.76,63.76,63.76,0.0,0.0,63.99,63.99,63.99,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.06,62.06,62.06,0.0,0.0
2019-08-25,63.96,63.96,63.96,0.0,0.0,64.26,64.26,64.26,0.0,0.0,63.96,63.96,63.96,0.0,0.0,64.26,64.26,64.26,0.0,0.0
2019-09-01,65.32,65.32,65.32,0.0,0.0,65.32,65.32,65.32,0.0,0.0,64.95,64.95,64.95,0.0,0.0,64.96,64.96,64.96,0.0,0.0
2019-09-08,69.76,69.76,69.76,0.0,0.0,69.96,69.96,69.96,0.0,0.0,69.56,69.56,69.56,0.0,0.0,69.6,69.6,69.6,0.0,0.0
2019-09-15,68.29,68.29,68.29,0.0,0.0,68.29,68.29,68.29,0.0,0.0,68.29,68.29,68.29,0.0,0.0,68.29,68.29,68.29,0.0,0.0
2019-09-22,67.48,67.48,67.48,0.0,0.0,67.48,67.48,67.48,0.0,0.0,67.25,67.25,67.25,0.0,0.0,67.25,67.25,67.25,0.0,0.0
2019-09-29,64.57,64.57,64.57,0.0,0.0,65.25,65.25,65.25,0.0,0.0,64.46,64.46,64.46,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2019-10-06,66.75,66.75,66.75,0.0,0.0,67.14,67.14,67.14,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.3,66.3,66.3,0.0,0.0
2019-10-13,67.02,67.02,67.02,0.0,0.0,67.66,67.66,67.66,0.0,0.0,67.02,67.02,67.02,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2019-10-20,68.45,68.45,68.45,0.0,0.0,69.44,69.44,69.44,0.0,0.0,68.45,68.45,68.45,0.0,0.0,69.2,69.2,69.2,0.0,0.0
2019-10-27,69.4,69.4,69.4,0.0,0.0,70.13,70.13,70.13,0.0,0.0,69.4,69.4,69.4,0.0,0.0,70.08,70.08,70.08,0.0,0.0
2019-11-03,71.11,71.11,71.11,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.11,71.11,71.11,0.0,0.0,71.53,71.53,71.53,0.0,0.0
2019-11-10,70.56,70.56,70.56,0.0,0.0,70.56,70.56,70.56,0.0,0.0,70.17,70.17,70.17,0.0,0.0,70.25,70.25,70.25,0.0,0.0
2019-11-17,68.96,68.96,68.96,0.0,0.0,69.52,69.52,69.52,0.0,0.0,68.96,68.96,68.96,0.0,0.0,69.41,69.41,69.41,0.0,0.0
2019-11-24,70.81,70.81,70.81,0.0,0.0,70.81,70.81,70.81,0.0,0.0,70.46,70.46,70.46,0.0,0.0,70.52,70.52,70.52,0.0,0.0
2019-12-01,71.2,71.2,71.2,0.0,0.0,71.59,71.59,71.59,0.0,0.0,71.2,71.2,71.2,0.0,0.0,71.36,71.36,71.36,0.0,0.0
2019-12-08,72.15,72.15,72.15,0.0,0.0,72.15,72.15,72.15,0.0,0.0,71.63,71.63,71.63,0.0,0.0,71.71,71.71,71.71,0.0,0.0
2019-12-15,72.49,72.49,72.49,0.0,0.0,72.49,72.49,72.49,0.0,0.0,72.39,72.39,72.39,0.0,0.0,72.48,72.48,72.48,0.0,0.0
2019-12-22,72.28,72.28,72.28,0.0,0.0,72.39,72.39,72.39,0.0,0.0,71.77,71.77,71.77,0.0,0.0,72.0,72.0,72.0,0.0,0.0
2019-12-29,71.35,71.35,71.35,0.0,0.0,72.05,72.05,72.05,0.0,0.0,71.14,71.14,71.14,0.0,0.0,72.05,72.05,72.05,0.0,0.0
