Date,ProShares VIX Mid Term FuturesEtf_Open_average,ProShares VIX Mid Term FuturesEtf_Open_max,ProShares VIX Mid Term FuturesEtf_Open_min,ProShares VIX Mid Term FuturesEtf_Open_volatility,ProShares VIX Mid Term FuturesEtf_Open_change,ProShares VIX Mid Term FuturesEtf_High_average,ProShares VIX Mid Term FuturesEtf_High_max,ProShares VIX Mid Term FuturesEtf_High_min,ProShares VIX Mid Term FuturesEtf_High_volatility,ProShares VIX Mid Term FuturesEtf_High_change,ProShares VIX Mid Term FuturesEtf_Low_average,ProShares VIX Mid Term FuturesEtf_Low_max,ProShares VIX Mid Term FuturesEtf_Low_min,ProShares VIX Mid Term FuturesEtf_Low_volatility,ProShares VIX Mid Term FuturesEtf_Low_change,ProShares VIX Mid Term FuturesEtf_Close_average,ProShares VIX Mid Term FuturesEtf_Close_max,ProShares VIX Mid Term FuturesEtf_Close_min,ProShares VIX Mid Term FuturesEtf_Close_volatility,ProShares VIX Mid Term FuturesEtf_Close_change
2018-04-22,24.69,24.69,24.69,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2018-04-29,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2018-05-06,22.94,22.94,22.94,0.0,0.0,23.01,23.01,23.01,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2018-05-13,22.55,22.55,22.55,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2018-05-20,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2018-05-27,22.64,22.64,22.64,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2018-06-03,21.7,21.7,21.7,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.52,21.52,21.52,0.0,0.0
2018-06-10,21.6,21.6,21.6,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2018-06-17,21.7,21.7,21.7,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2018-06-24,22.78,22.78,22.78,0.0,0.0,23.08,23.08,23.08,0.0,0.0,22.57,22.57,22.57,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2018-07-01,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2018-07-08,21.3,21.3,21.3,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2018-07-15,21.53,21.53,21.53,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2018-07-22,21.36,21.36,21.36,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2018-07-29,21.36,21.36,21.36,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2018-08-05,21.21,21.21,21.21,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2018-08-12,21.33,21.33,21.33,0.0,0.0,21.37,21.37,21.37,0.0,0.0,20.9,20.9,20.9,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2018-08-19,20.85,20.85,20.85,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2018-08-26,21.48,21.48,21.48,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2018-09-02,21.98,21.98,21.98,0.0,0.0,22.04,22.04,22.04,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2018-09-09,20.62,20.62,20.62,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2018-09-16,20.62,20.62,20.62,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2018-09-23,20.74,20.74,20.74,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2018-09-30,20.88,20.88,20.88,0.0,0.0,21.63,21.63,21.63,0.0,0.0,20.73,20.73,20.73,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2018-10-07,22.81,22.81,22.81,0.0,0.0,23.97,23.97,23.97,0.0,0.0,22.69,22.69,22.69,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2018-10-14,23.28,23.28,23.28,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2018-10-21,25.32,25.32,25.32,0.0,0.0,25.56,25.56,25.56,0.0,0.0,24.8,24.8,24.8,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2018-10-28,24.13,24.13,24.13,0.0,0.0,24.88,24.88,24.88,0.0,0.0,23.89,23.89,23.89,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-11-04,22.87,22.87,22.87,0.0,0.0,23.33,23.33,23.33,0.0,0.0,22.87,22.87,22.87,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2018-11-11,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0,23.9,23.9,23.9,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2018-11-18,25.69,25.69,25.69,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2018-11-25,24.26,24.26,24.26,0.0,0.0,24.34,24.34,24.34,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2018-12-02,24.43,24.43,24.43,0.0,0.0,25.56,25.56,25.56,0.0,0.0,24.21,24.21,24.21,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-12-09,25.73,25.73,25.73,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2018-12-16,26.96,26.96,26.96,0.0,0.0,27.34,27.34,27.34,0.0,0.0,26.45,26.45,26.45,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2018-12-23,27.1,27.1,27.1,0.0,0.0,27.53,27.53,27.53,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2018-12-30,26.84,26.84,26.84,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-01-06,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-01-13,24.26,24.26,24.26,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2019-01-20,24.05,24.05,24.05,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2019-01-27,23.41,23.41,23.41,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2019-02-03,23.02,23.02,23.02,0.0,0.0,23.16,23.16,23.16,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2019-02-10,22.35,22.35,22.35,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2019-02-17,21.96,21.96,21.96,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.67,21.67,21.67,0.0,0.0
2019-02-24,21.33,21.33,21.33,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2019-03-03,22.57,22.57,22.57,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2019-03-10,21.15,21.15,21.15,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2019-03-17,21.5,21.5,21.5,0.0,0.0,22.11,22.11,22.11,0.0,0.0,21.3,21.3,21.3,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2019-03-24,21.87,21.87,21.87,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.59,21.59,21.59,0.0,0.0
2019-03-31,21.32,21.32,21.32,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2019-04-07,20.99,20.99,20.99,0.0,0.0,21.17,21.17,21.17,0.0,0.0,20.78,20.78,20.78,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2019-04-14,21.25,21.25,21.25,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2019-04-21,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-04-28,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2019-05-05,22.37,22.37,22.37,0.0,0.0,22.71,22.71,22.71,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2019-05-12,22.11,22.11,22.11,0.0,0.0,22.11,22.11,22.11,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-05-19,21.97,21.97,21.97,0.0,0.0,22.33,22.33,22.33,0.0,0.0,21.84,21.84,21.84,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2019-05-26,22.85,22.85,22.85,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2019-06-02,21.82,21.82,21.82,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2019-06-09,22.07,22.07,22.07,0.0,0.0,22.09,22.09,22.09,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-06-16,21.46,21.46,21.46,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2019-06-23,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2019-06-30,21.08,21.08,21.08,0.0,0.0,21.2,21.2,21.2,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2019-07-07,20.8,20.8,20.8,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2019-07-14,21.16,21.16,21.16,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2019-07-21,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.81,20.81,20.81,0.0,0.0
2019-07-28,21.94,21.94,21.94,0.0,0.0,22.14,22.14,22.14,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.96,21.96,21.96,0.0,0.0
2019-08-04,22.16,22.16,22.16,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2019-08-11,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2019-08-18,23.03,23.03,23.03,0.0,0.0,24.27,24.27,24.27,0.0,0.0,22.7,22.7,22.7,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2019-08-25,23.5,23.5,23.5,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2019-09-01,22.99,22.99,22.99,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2019-09-08,22.62,22.62,22.62,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2019-09-15,22.64,22.64,22.64,0.0,0.0,23.38,23.38,23.38,0.0,0.0,22.64,22.64,22.64,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2019-09-22,23.59,23.59,23.59,0.0,0.0,24.16,24.16,24.16,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2019-09-29,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2019-10-06,23.66,23.66,23.66,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2019-10-13,23.12,23.12,23.12,0.0,0.0,23.3,23.3,23.3,0.0,0.0,22.85,22.85,22.85,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2019-10-20,22.93,22.93,22.93,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2019-10-27,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2019-11-03,22.65,22.65,22.65,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2019-11-10,22.18,22.18,22.18,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2019-11-17,22.51,22.51,22.51,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2019-11-24,21.97,21.97,21.97,0.0,0.0,22.18,22.18,22.18,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2019-12-01,22.35,22.35,22.35,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2019-12-08,21.75,21.75,21.75,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2019-12-15,21.0,21.0,21.0,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.89,20.89,20.89,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2019-12-22,21.14,21.14,21.14,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.28,21.28,21.28,0.0,0.0
2019-12-29,21.41,21.41,21.41,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.19,21.19,21.19,0.0,0.0
