Date,SPDR S&P Global Dividend_Open_average,SPDR S&P Global Dividend_Open_max,SPDR S&P Global Dividend_Open_min,SPDR S&P Global Dividend_Open_volatility,SPDR S&P Global Dividend_Open_change,SPDR S&P Global Dividend_High_average,SPDR S&P Global Dividend_High_max,SPDR S&P Global Dividend_High_min,SPDR S&P Global Dividend_High_volatility,SPDR S&P Global Dividend_High_change,SPDR S&P Global Dividend_Low_average,SPDR S&P Global Dividend_Low_max,SPDR S&P Global Dividend_Low_min,SPDR S&P Global Dividend_Low_volatility,SPDR S&P Global Dividend_Low_change,SPDR S&P Global Dividend_Close_average,SPDR S&P Global Dividend_Close_max,SPDR S&P Global Dividend_Close_min,SPDR S&P Global Dividend_Close_volatility,SPDR S&P Global Dividend_Close_change
2018-08-12,68.24,68.24,68.24,0.0,0.0,68.48,68.48,68.48,0.0,0.0,68.24,68.24,68.24,0.0,0.0,68.4,68.4,68.4,0.0,0.0
2018-08-19,68.83,68.83,68.83,0.0,0.0,69.11,69.11,69.11,0.0,0.0,68.83,68.83,68.83,0.0,0.0,69.08,69.08,69.08,0.0,0.0
2018-08-26,68.37,68.37,68.37,0.0,0.0,68.59,68.59,68.59,0.0,0.0,67.98,67.98,67.98,0.0,0.0,68.19,68.19,68.19,0.0,0.0
2018-09-02,67.78,67.78,67.78,0.0,0.0,67.8,67.8,67.8,0.0,0.0,67.65,67.65,67.65,0.0,0.0,67.73,67.73,67.73,0.0,0.0
2018-09-09,68.68,68.68,68.68,0.0,0.0,68.72,68.72,68.72,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.55,68.55,68.55,0.0,0.0
2018-09-16,68.78,68.78,68.78,0.0,0.0,68.78,68.78,68.78,0.0,0.0,68.39,68.39,68.39,0.0,0.0,68.41,68.41,68.41,0.0,0.0
2018-09-23,68.22,68.22,68.22,0.0,0.0,68.28,68.28,68.28,0.0,0.0,67.88,67.88,67.88,0.0,0.0,67.9,67.9,67.9,0.0,0.0
2018-09-30,66.58,66.58,66.58,0.0,0.0,67.13,67.13,67.13,0.0,0.0,66.58,66.58,66.58,0.0,0.0,67.02,67.02,67.02,0.0,0.0
2018-10-07,65.33,65.33,65.33,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.17,65.17,65.17,0.0,0.0,65.29,65.29,65.29,0.0,0.0
2018-10-14,65.94,65.94,65.94,0.0,0.0,65.94,65.94,65.94,0.0,0.0,65.43,65.43,65.43,0.0,0.0,65.48,65.48,65.48,0.0,0.0
2018-10-21,64.59,64.59,64.59,0.0,0.0,64.79,64.79,64.79,0.0,0.0,63.54,63.54,63.54,0.0,0.0,63.99,63.99,63.99,0.0,0.0
2018-10-28,65.32,65.32,65.32,0.0,0.0,65.53,65.53,65.53,0.0,0.0,65.3,65.3,65.3,0.0,0.0,65.35,65.35,65.35,0.0,0.0
2018-11-04,65.5,65.5,65.5,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.02,65.02,65.02,0.0,0.0,65.02,65.02,65.02,0.0,0.0
2018-11-11,65.87,65.87,65.87,0.0,0.0,65.97,65.97,65.97,0.0,0.0,65.45,65.45,65.45,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2018-11-18,65.99,65.99,65.99,0.0,0.0,66.19,66.19,66.19,0.0,0.0,65.79,65.79,65.79,0.0,0.0,65.94,65.94,65.94,0.0,0.0
2018-11-25,66.73,66.73,66.73,0.0,0.0,66.73,66.73,66.73,0.0,0.0,66.1,66.1,66.1,0.0,0.0,66.44,66.44,66.44,0.0,0.0
2018-12-02,64.74,64.74,64.74,0.0,0.0,64.85,64.85,64.85,0.0,0.0,64.1,64.1,64.1,0.0,0.0,64.74,64.74,64.74,0.0,0.0
2018-12-09,64.6,64.6,64.6,0.0,0.0,64.6,64.6,64.6,0.0,0.0,63.67,63.67,63.67,0.0,0.0,63.85,63.85,63.85,0.0,0.0
2018-12-16,60.94,60.94,60.94,0.0,0.0,61.08,61.08,61.08,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2018-12-23,62.01,62.01,62.01,0.0,0.0,62.1,62.1,62.1,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.99,61.99,61.99,0.0,0.0
2018-12-30,63.29,63.29,63.29,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.29,63.29,63.29,0.0,0.0,63.54,63.54,63.54,0.0,0.0
2019-01-06,64.51,64.51,64.51,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.51,64.51,64.51,0.0,0.0,64.66,64.66,64.66,0.0,0.0
2019-01-13,65.5,65.5,65.5,0.0,0.0,65.57,65.57,65.57,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2019-01-20,65.16,65.16,65.16,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.16,65.16,65.16,0.0,0.0,65.44,65.44,65.44,0.0,0.0
2019-01-27,65.75,65.75,65.75,0.0,0.0,65.97,65.97,65.97,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.93,65.93,65.93,0.0,0.0
2019-02-03,65.16,65.16,65.16,0.0,0.0,65.16,65.16,65.16,0.0,0.0,64.84,64.84,64.84,0.0,0.0,65.05,65.05,65.05,0.0,0.0
2019-02-10,65.61,65.61,65.61,0.0,0.0,65.89,65.89,65.89,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.89,65.89,65.89,0.0,0.0
2019-02-17,66.77,66.77,66.77,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.6,66.6,66.6,0.0,0.0
2019-02-24,66.71,66.71,66.71,0.0,0.0,66.71,66.71,66.71,0.0,0.0,66.2,66.2,66.2,0.0,0.0,66.46,66.46,66.46,0.0,0.0
2019-03-03,65.73,65.73,65.73,0.0,0.0,66.2,66.2,66.2,0.0,0.0,65.5,65.5,65.5,0.0,0.0,66.2,66.2,66.2,0.0,0.0
2019-03-10,66.93,66.93,66.93,0.0,0.0,67.2,67.2,67.2,0.0,0.0,66.85,66.85,66.85,0.0,0.0,67.14,67.14,67.14,0.0,0.0
2019-03-17,65.85,65.85,65.85,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.65,65.65,65.65,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2019-03-24,66.8,66.8,66.8,0.0,0.0,67.4,67.4,67.4,0.0,0.0,66.8,66.8,66.8,0.0,0.0,67.39,67.39,67.39,0.0,0.0
2019-03-31,67.84,67.84,67.84,0.0,0.0,67.88,67.88,67.88,0.0,0.0,67.66,67.66,67.66,0.0,0.0,67.86,67.86,67.86,0.0,0.0
2019-04-07,68.3,68.3,68.3,0.0,0.0,68.32,68.32,68.32,0.0,0.0,68.19,68.19,68.19,0.0,0.0,68.22,68.22,68.22,0.0,0.0
2019-04-14,68.33,68.33,68.33,0.0,0.0,68.39,68.39,68.39,0.0,0.0,68.21,68.21,68.21,0.0,0.0,68.28,68.28,68.28,0.0,0.0
2019-04-21,67.95,67.95,67.95,0.0,0.0,68.21,68.21,68.21,0.0,0.0,67.95,67.95,67.95,0.0,0.0,68.13,68.13,68.13,0.0,0.0
2019-04-28,66.81,66.81,66.81,0.0,0.0,67.68,67.68,67.68,0.0,0.0,66.81,66.81,66.81,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2019-05-05,66.25,66.25,66.25,0.0,0.0,66.33,66.33,66.33,0.0,0.0,65.9,65.9,65.9,0.0,0.0,66.09,66.09,66.09,0.0,0.0
2019-05-12,66.08,66.08,66.08,0.0,0.0,66.21,66.21,66.21,0.0,0.0,66.02,66.02,66.02,0.0,0.0,66.12,66.12,66.12,0.0,0.0
2019-05-19,66.18,66.18,66.18,0.0,0.0,66.25,66.25,66.25,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.24,66.24,66.24,0.0,0.0
2019-05-26,64.98,64.98,64.98,0.0,0.0,65.36,65.36,65.36,0.0,0.0,64.98,64.98,64.98,0.0,0.0,65.36,65.36,65.36,0.0,0.0
2019-06-02,67.42,67.42,67.42,0.0,0.0,67.49,67.49,67.49,0.0,0.0,67.28,67.28,67.28,0.0,0.0,67.41,67.41,67.41,0.0,0.0
2019-06-09,67.1,67.1,67.1,0.0,0.0,67.16,67.16,67.16,0.0,0.0,66.97,66.97,66.97,0.0,0.0,67.01,67.01,67.01,0.0,0.0
2019-06-16,67.3,67.3,67.3,0.0,0.0,67.35,67.35,67.35,0.0,0.0,67.13,67.13,67.13,0.0,0.0,67.17,67.17,67.17,0.0,0.0
2019-06-23,68.09,68.09,68.09,0.0,0.0,68.09,68.09,68.09,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2019-06-30,67.54,67.54,67.54,0.0,0.0,67.63,67.63,67.63,0.0,0.0,67.44,67.44,67.44,0.0,0.0,67.52,67.52,67.52,0.0,0.0
2019-07-07,67.81,67.81,67.81,0.0,0.0,67.81,67.81,67.81,0.0,0.0,67.53,67.53,67.53,0.0,0.0,67.58,67.58,67.58,0.0,0.0
2019-07-14,67.4,67.4,67.4,0.0,0.0,67.4,67.4,67.4,0.0,0.0,67.13,67.13,67.13,0.0,0.0,67.14,67.14,67.14,0.0,0.0
2019-07-21,67.03,67.03,67.03,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.92,66.92,66.92,0.0,0.0,67.03,67.03,67.03,0.0,0.0
2019-07-28,64.67,64.67,64.67,0.0,0.0,64.67,64.67,64.67,0.0,0.0,63.91,63.91,63.91,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2019-08-04,64.33,64.33,64.33,0.0,0.0,64.4,64.4,64.4,0.0,0.0,63.9,63.9,63.9,0.0,0.0,64.01,64.01,64.01,0.0,0.0
2019-08-11,64.42,64.42,64.42,0.0,0.0,64.83,64.83,64.83,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.78,64.78,64.78,0.0,0.0
2019-08-18,64.3,64.3,64.3,0.0,0.0,64.3,64.3,64.3,0.0,0.0,64.08,64.08,64.08,0.0,0.0,64.24,64.24,64.24,0.0,0.0
2019-08-25,64.92,64.92,64.92,0.0,0.0,64.94,64.94,64.94,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.9,64.9,64.9,0.0,0.0
2019-09-01,66.46,66.46,66.46,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.44,66.44,66.44,0.0,0.0,66.53,66.53,66.53,0.0,0.0
2019-09-08,67.8,67.8,67.8,0.0,0.0,67.91,67.91,67.91,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2019-09-15,67.21,67.21,67.21,0.0,0.0,67.47,67.47,67.47,0.0,0.0,67.02,67.02,67.02,0.0,0.0,67.47,67.47,67.47,0.0,0.0
2019-09-22,67.58,67.58,67.58,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.44,67.44,67.44,0.0,0.0,67.52,67.52,67.52,0.0,0.0
2019-09-29,66.56,66.56,66.56,0.0,0.0,66.7,66.7,66.7,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.52,66.52,66.52,0.0,0.0
2019-10-06,67.59,67.59,67.59,0.0,0.0,67.63,67.63,67.63,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.59,67.59,67.59,0.0,0.0
2019-10-13,69.15,69.15,69.15,0.0,0.0,69.23,69.23,69.23,0.0,0.0,69.07,69.07,69.07,0.0,0.0,69.21,69.21,69.21,0.0,0.0
2019-10-20,69.53,69.53,69.53,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.53,69.53,69.53,0.0,0.0,69.59,69.59,69.59,0.0,0.0
2019-10-27,70.14,70.14,70.14,0.0,0.0,70.26,70.26,70.26,0.0,0.0,70.06,70.06,70.06,0.0,0.0,70.16,70.16,70.16,0.0,0.0
2019-11-03,69.67,69.67,69.67,0.0,0.0,69.95,69.95,69.95,0.0,0.0,69.67,69.67,69.67,0.0,0.0,69.94,69.94,69.94,0.0,0.0
2019-11-10,69.74,69.74,69.74,0.0,0.0,69.96,69.96,69.96,0.0,0.0,69.72,69.72,69.72,0.0,0.0,69.93,69.93,69.93,0.0,0.0
2019-11-17,69.42,69.42,69.42,0.0,0.0,69.58,69.58,69.58,0.0,0.0,69.42,69.42,69.42,0.0,0.0,69.5,69.5,69.5,0.0,0.0
2019-11-24,69.44,69.44,69.44,0.0,0.0,69.48,69.48,69.48,0.0,0.0,69.09,69.09,69.09,0.0,0.0,69.17,69.17,69.17,0.0,0.0
2019-12-01,70.05,70.05,70.05,0.0,0.0,70.22,70.22,70.22,0.0,0.0,70.01,70.01,70.01,0.0,0.0,70.05,70.05,70.05,0.0,0.0
2019-12-08,71.85,71.85,71.85,0.0,0.0,72.01,72.01,72.01,0.0,0.0,71.85,71.85,71.85,0.0,0.0,71.89,71.89,71.89,0.0,0.0
2019-12-15,71.1,71.1,71.1,0.0,0.0,71.1,71.1,71.1,0.0,0.0,70.91,70.91,70.91,0.0,0.0,71.04,71.04,71.04,0.0,0.0
2019-12-22,71.55,71.55,71.55,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.23,71.23,71.23,0.0,0.0,71.23,71.23,71.23,0.0,0.0
2019-12-29,70.91,70.91,70.91,0.0,0.0,71.35,71.35,71.35,0.0,0.0,70.91,70.91,70.91,0.0,0.0,71.09,71.09,71.09,0.0,0.0
