Date,iShares MSCI China_Open_average,iShares MSCI China_Open_max,iShares MSCI China_Open_min,iShares MSCI China_Open_volatility,iShares MSCI China_Open_change,iShares MSCI China_High_average,iShares MSCI China_High_max,iShares MSCI China_High_min,iShares MSCI China_High_volatility,iShares MSCI China_High_change,iShares MSCI China_Low_average,iShares MSCI China_Low_max,iShares MSCI China_Low_min,iShares MSCI China_Low_volatility,iShares MSCI China_Low_change,iShares MSCI China_Close_average,iShares MSCI China_Close_max,iShares MSCI China_Close_min,iShares MSCI China_Close_volatility,iShares MSCI China_Close_change
2018-05-27,70.57,70.57,70.57,0.0,0.0,71.16,71.16,71.16,0.0,0.0,70.46,70.46,70.46,0.0,0.0,71.06,71.06,71.06,0.0,0.0
2018-06-03,71.12,71.12,71.12,0.0,0.0,71.31,71.31,71.31,0.0,0.0,71.02,71.02,71.02,0.0,0.0,71.12,71.12,71.12,0.0,0.0
2018-06-10,69.19,69.19,69.19,0.0,0.0,69.53,69.53,69.53,0.0,0.0,68.72,68.72,68.72,0.0,0.0,69.47,69.47,69.47,0.0,0.0
2018-06-17,66.0,66.0,66.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,64.62,64.62,64.62,0.0,0.0,65.29,65.29,65.29,0.0,0.0
2018-06-24,63.43,63.43,63.43,0.0,0.0,63.78,63.78,63.78,0.0,0.0,63.09,63.09,63.09,0.0,0.0,63.68,63.68,63.68,0.0,0.0
2018-07-01,65.09,65.09,65.09,0.0,0.0,65.44,65.44,65.44,0.0,0.0,64.83,64.83,64.83,0.0,0.0,65.4,65.4,65.4,0.0,0.0
2018-07-08,64.28,64.28,64.28,0.0,0.0,64.33,64.33,64.33,0.0,0.0,63.99,63.99,63.99,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2018-07-15,63.4,63.4,63.4,0.0,0.0,63.47,63.47,63.47,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2018-07-22,64.3,64.3,64.3,0.0,0.0,64.36,64.36,64.36,0.0,0.0,63.29,63.29,63.29,0.0,0.0,63.62,63.62,63.62,0.0,0.0
2018-07-29,61.19,61.19,61.19,0.0,0.0,61.34,61.34,61.34,0.0,0.0,60.97,60.97,60.97,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2018-08-05,61.74,61.74,61.74,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2018-08-12,59.86,59.86,59.86,0.0,0.0,60.14,60.14,60.14,0.0,0.0,59.72,59.72,59.72,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2018-08-19,62.2,62.2,62.2,0.0,0.0,62.82,62.82,62.82,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.44,62.44,62.44,0.0,0.0
2018-08-26,60.28,60.28,60.28,0.0,0.0,60.98,60.98,60.98,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.74,60.74,60.74,0.0,0.0
2018-09-02,57.62,57.62,57.62,0.0,0.0,57.62,57.62,57.62,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.88,56.88,56.88,0.0,0.0
2018-09-09,57.65,57.65,57.65,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.4,57.4,57.4,0.0,0.0
2018-09-16,59.68,59.68,59.68,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.33,59.33,59.33,0.0,0.0,59.68,59.68,59.68,0.0,0.0
2018-09-23,60.2,60.2,60.2,0.0,0.0,60.3,60.3,60.3,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.9,59.9,59.9,0.0,0.0
2018-09-30,55.39,55.39,55.39,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.93,55.93,55.93,0.0,0.0
2018-10-07,54.12,54.12,54.12,0.0,0.0,54.46,54.46,54.46,0.0,0.0,53.75,53.75,53.75,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2018-10-14,55.47,55.47,55.47,0.0,0.0,55.62,55.62,55.62,0.0,0.0,54.93,54.93,54.93,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2018-10-21,52.5,52.5,52.5,0.0,0.0,52.58,52.58,52.58,0.0,0.0,50.45,50.45,50.45,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2018-10-28,55.77,55.77,55.77,0.0,0.0,56.2,56.2,56.2,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.93,55.93,55.93,0.0,0.0
2018-11-04,53.91,53.91,53.91,0.0,0.0,53.94,53.94,53.94,0.0,0.0,52.98,52.98,52.98,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2018-11-11,55.97,55.97,55.97,0.0,0.0,56.02,56.02,56.02,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2018-11-18,55.81,55.81,55.81,0.0,0.0,56.25,56.25,56.25,0.0,0.0,55.77,55.77,55.77,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2018-11-25,59.09,59.09,59.09,0.0,0.0,59.16,59.16,59.16,0.0,0.0,58.3,58.3,58.3,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2018-12-02,54.85,54.85,54.85,0.0,0.0,55.23,55.23,55.23,0.0,0.0,54.01,54.01,54.01,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2018-12-09,55.16,55.16,55.16,0.0,0.0,55.35,55.35,55.35,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2018-12-16,51.64,51.64,51.64,0.0,0.0,52.42,52.42,52.42,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2018-12-23,53.54,53.54,53.54,0.0,0.0,53.54,53.54,53.54,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2018-12-30,53.05,53.05,53.05,0.0,0.0,53.72,53.72,53.72,0.0,0.0,52.86,52.86,52.86,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2019-01-06,54.35,54.35,54.35,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2019-01-13,56.98,56.98,56.98,0.0,0.0,57.4,57.4,57.4,0.0,0.0,56.71,56.71,56.71,0.0,0.0,57.15,57.15,57.15,0.0,0.0
2019-01-20,57.13,57.13,57.13,0.0,0.0,57.41,57.41,57.41,0.0,0.0,56.81,56.81,56.81,0.0,0.0,57.39,57.39,57.39,0.0,0.0
2019-01-27,58.81,58.81,58.81,0.0,0.0,59.24,59.24,59.24,0.0,0.0,58.79,58.79,58.79,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2019-02-03,59.27,59.27,59.27,0.0,0.0,59.39,59.39,59.39,0.0,0.0,58.92,58.92,58.92,0.0,0.0,58.95,58.95,58.95,0.0,0.0
2019-02-10,58.98,58.98,58.98,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.8,58.8,58.8,0.0,0.0
2019-02-17,62.05,62.05,62.05,0.0,0.0,62.32,62.32,62.32,0.0,0.0,61.91,61.91,61.91,0.0,0.0,62.05,62.05,62.05,0.0,0.0
2019-02-24,62.08,62.08,62.08,0.0,0.0,62.23,62.23,62.23,0.0,0.0,61.15,61.15,61.15,0.0,0.0,61.86,61.86,61.86,0.0,0.0
2019-03-03,60.56,60.56,60.56,0.0,0.0,61.27,61.27,61.27,0.0,0.0,60.49,60.49,60.49,0.0,0.0,61.14,61.14,61.14,0.0,0.0
2019-03-10,62.68,62.68,62.68,0.0,0.0,62.82,62.82,62.82,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2019-03-17,60.46,60.46,60.46,0.0,0.0,61.11,61.11,61.11,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2019-03-24,63.27,63.27,63.27,0.0,0.0,63.5,63.5,63.5,0.0,0.0,62.99,62.99,62.99,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2019-03-31,64.74,64.74,64.74,0.0,0.0,64.99,64.99,64.99,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.85,64.85,64.85,0.0,0.0
2019-04-07,64.57,64.57,64.57,0.0,0.0,64.57,64.57,64.57,0.0,0.0,63.72,63.72,63.72,0.0,0.0,63.99,63.99,63.99,0.0,0.0
2019-04-14,64.15,64.15,64.15,0.0,0.0,64.42,64.42,64.42,0.0,0.0,63.91,63.91,63.91,0.0,0.0,64.38,64.38,64.38,0.0,0.0
2019-04-21,63.66,63.66,63.66,0.0,0.0,63.81,63.81,63.81,0.0,0.0,63.59,63.59,63.59,0.0,0.0,63.72,63.72,63.72,0.0,0.0
2019-04-28,61.63,61.63,61.63,0.0,0.0,62.86,62.86,62.86,0.0,0.0,61.59,61.59,61.59,0.0,0.0,62.72,62.72,62.72,0.0,0.0
2019-05-05,58.05,58.05,58.05,0.0,0.0,58.32,58.32,58.32,0.0,0.0,57.46,57.46,57.46,0.0,0.0,57.84,57.84,57.84,0.0,0.0
2019-05-12,56.49,56.49,56.49,0.0,0.0,56.5,56.5,56.5,0.0,0.0,55.92,55.92,55.92,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2019-05-19,55.44,55.44,55.44,0.0,0.0,55.55,55.55,55.55,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2019-05-26,55.66,55.66,55.66,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2019-06-02,56.65,56.65,56.65,0.0,0.0,57.15,57.15,57.15,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2019-06-09,55.81,55.81,55.81,0.0,0.0,56.2,56.2,56.2,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2019-06-16,59.2,59.2,59.2,0.0,0.0,59.23,59.23,59.23,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.99,58.99,58.99,0.0,0.0
2019-06-23,61.12,61.12,61.12,0.0,0.0,61.41,61.41,61.41,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2019-06-30,59.12,59.12,59.12,0.0,0.0,59.13,59.13,59.13,0.0,0.0,58.79,58.79,58.79,0.0,0.0,58.91,58.91,58.91,0.0,0.0
2019-07-07,59.27,59.27,59.27,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.1,59.1,59.1,0.0,0.0,59.46,59.46,59.46,0.0,0.0
2019-07-14,59.25,59.25,59.25,0.0,0.0,59.37,59.37,59.37,0.0,0.0,59.04,59.04,59.04,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2019-07-21,59.72,59.72,59.72,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.37,59.37,59.37,0.0,0.0,59.56,59.56,59.56,0.0,0.0
2019-07-28,54.24,54.24,54.24,0.0,0.0,54.32,54.32,54.32,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2019-08-04,53.98,53.98,53.98,0.0,0.0,54.23,54.23,54.23,0.0,0.0,53.77,53.77,53.77,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2019-08-11,56.62,56.62,56.62,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.29,56.29,56.29,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2019-08-18,55.44,55.44,55.44,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.19,55.19,55.19,0.0,0.0,55.35,55.35,55.35,0.0,0.0
2019-08-25,56.51,56.51,56.51,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.07,56.07,56.07,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2019-09-01,58.42,58.42,58.42,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.58,58.58,58.58,0.0,0.0
2019-09-08,59.26,59.26,59.26,0.0,0.0,59.37,59.37,59.37,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.19,59.19,59.19,0.0,0.0
2019-09-15,57.83,57.83,57.83,0.0,0.0,57.93,57.93,57.93,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2019-09-22,56.3,56.3,56.3,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2019-09-29,56.3,56.3,56.3,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.28,56.28,56.28,0.0,0.0
2019-10-06,58.11,58.11,58.11,0.0,0.0,58.18,58.18,58.18,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2019-10-13,58.19,58.19,58.19,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.38,58.38,58.38,0.0,0.0
2019-10-20,59.07,59.07,59.07,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.32,59.32,59.32,0.0,0.0
2019-10-27,60.39,60.39,60.39,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.13,60.13,60.13,0.0,0.0,60.36,60.36,60.36,0.0,0.0
2019-11-03,59.99,59.99,59.99,0.0,0.0,60.41,60.41,60.41,0.0,0.0,59.89,59.89,59.89,0.0,0.0,60.39,60.39,60.39,0.0,0.0
2019-11-10,59.52,59.52,59.52,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.24,59.24,59.24,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2019-11-17,60.05,60.05,60.05,0.0,0.0,60.48,60.48,60.48,0.0,0.0,59.93,59.93,59.93,0.0,0.0,60.47,60.47,60.47,0.0,0.0
2019-11-24,59.75,59.75,59.75,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.24,59.24,59.24,0.0,0.0,59.49,59.49,59.49,0.0,0.0
2019-12-01,60.31,60.31,60.31,0.0,0.0,60.57,60.57,60.57,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2019-12-08,62.31,62.31,62.31,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.27,62.27,62.27,0.0,0.0,62.43,62.43,62.43,0.0,0.0
2019-12-15,63.57,63.57,63.57,0.0,0.0,63.63,63.63,63.63,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.58,63.58,63.58,0.0,0.0
2019-12-22,64.58,64.58,64.58,0.0,0.0,64.59,64.59,64.59,0.0,0.0,63.92,63.92,63.92,0.0,0.0,64.0,64.0,64.0,0.0,0.0
2019-12-29,65.07,65.07,65.07,0.0,0.0,65.46,65.46,65.46,0.0,0.0,64.94,64.94,64.94,0.0,0.0,64.99,64.99,64.99,0.0,0.0
