Date,iShares International Treasury BondEtf_Open_average,iShares International Treasury BondEtf_Open_max,iShares International Treasury BondEtf_Open_min,iShares International Treasury BondEtf_Open_volatility,iShares International Treasury BondEtf_Open_change,iShares International Treasury BondEtf_High_average,iShares International Treasury BondEtf_High_max,iShares International Treasury BondEtf_High_min,iShares International Treasury BondEtf_High_volatility,iShares International Treasury BondEtf_High_change,iShares International Treasury BondEtf_Low_average,iShares International Treasury BondEtf_Low_max,iShares International Treasury BondEtf_Low_min,iShares International Treasury BondEtf_Low_volatility,iShares International Treasury BondEtf_Low_change,iShares International Treasury BondEtf_Close_average,iShares International Treasury BondEtf_Close_max,iShares International Treasury BondEtf_Close_min,iShares International Treasury BondEtf_Close_volatility,iShares International Treasury BondEtf_Close_change
2018-06-17,49.1,49.1,49.1,0.0,0.0,49.16,49.16,49.16,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2018-06-24,49.01,49.01,49.01,0.0,0.0,49.26,49.26,49.26,0.0,0.0,48.97,48.97,48.97,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2018-07-01,49.49,49.49,49.49,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2018-07-08,49.02,49.02,49.02,0.0,0.0,49.22,49.22,49.22,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2018-07-15,49.21,49.21,49.21,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2018-07-22,48.94,48.94,48.94,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2018-07-29,48.45,48.45,48.45,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2018-08-05,48.26,48.26,48.26,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2018-08-12,48.23,48.23,48.23,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2018-08-19,48.54,48.54,48.54,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2018-08-26,48.72,48.72,48.72,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2018-09-02,48.5,48.5,48.5,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2018-09-09,48.51,48.51,48.51,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2018-09-16,48.69,48.69,48.69,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2018-09-23,48.14,48.14,48.14,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2018-09-30,47.64,47.64,47.64,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2018-10-07,47.82,47.82,47.82,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.8,47.8,47.8,0.0,0.0
2018-10-14,47.67,47.67,47.67,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2018-10-21,47.51,47.51,47.51,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2018-10-28,47.62,47.62,47.62,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2018-11-04,47.33,47.33,47.33,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2018-11-11,47.64,47.64,47.64,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2018-11-18,47.57,47.57,47.57,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2018-11-25,47.74,47.74,47.74,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2018-12-02,48.05,48.05,48.05,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.17,48.17,48.17,0.0,0.0
2018-12-09,47.6,47.6,47.6,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.8,47.8,47.8,0.0,0.0
2018-12-16,48.17,48.17,48.17,0.0,0.0,48.17,48.17,48.17,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2018-12-23,48.46,48.46,48.46,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2018-12-30,48.42,48.42,48.42,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2019-01-06,48.91,48.91,48.91,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2019-01-13,48.52,48.52,48.52,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2019-01-20,48.73,48.73,48.73,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2019-01-27,49.18,49.18,49.18,0.0,0.0,49.19,49.19,49.19,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2019-02-03,48.66,48.66,48.66,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2019-02-10,48.44,48.44,48.44,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2019-02-17,48.67,48.67,48.67,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2019-02-24,48.5,48.5,48.5,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2019-03-03,48.5,48.5,48.5,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2019-03-10,48.76,48.76,48.76,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2019-03-17,49.21,49.21,49.21,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2019-03-24,49.02,49.02,49.02,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.93,48.93,48.93,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2019-03-31,48.69,48.69,48.69,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2019-04-07,48.99,48.99,48.99,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2019-04-14,48.72,48.72,48.72,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2019-04-21,48.42,48.42,48.42,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2019-04-28,48.5,48.5,48.5,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.54,48.54,48.54,0.0,0.0
2019-05-05,48.84,48.84,48.84,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2019-05-12,48.79,48.79,48.79,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2019-05-19,49.0,49.0,49.0,0.0,0.0,49.15,49.15,49.15,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.06,49.06,49.06,0.0,0.0
2019-05-26,49.2,49.2,49.2,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2019-06-02,50.25,50.25,50.25,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2019-06-09,49.98,49.98,49.98,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-06-16,50.57,50.57,50.57,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2019-06-23,50.74,50.74,50.74,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-06-30,50.47,50.47,50.47,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-07-07,50.21,50.21,50.21,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-07-14,50.46,50.46,50.46,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2019-07-21,50.29,50.29,50.29,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2019-07-28,50.49,50.49,50.49,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2019-08-04,51.17,51.17,51.17,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2019-08-11,51.34,51.34,51.34,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2019-08-18,51.01,51.01,51.01,0.0,0.0,51.45,51.45,51.45,0.0,0.0,50.89,50.89,50.89,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2019-08-25,51.28,51.28,51.28,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-09-01,51.1,51.1,51.1,0.0,0.0,51.18,51.18,51.18,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2019-09-08,50.51,50.51,50.51,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2019-09-15,50.53,50.53,50.53,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-09-22,50.52,50.52,50.52,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-09-29,50.72,50.72,50.72,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2019-10-06,50.24,50.24,50.24,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2019-10-13,50.61,50.61,50.61,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2019-10-20,50.48,50.48,50.48,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-10-27,50.9,50.9,50.9,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2019-11-03,49.92,49.92,49.92,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2019-11-10,49.94,49.94,49.94,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.91,49.91,49.91,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2019-11-17,50.1,50.1,50.1,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2019-11-24,49.85,49.85,49.85,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2019-12-01,49.9,49.9,49.9,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2019-12-08,50.26,50.26,50.26,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-12-15,49.76,49.76,49.76,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2019-12-22,50.06,50.06,50.06,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-12-29,50.3,50.3,50.3,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.34,50.34,50.34,0.0,0.0
