Date,iShares Select Dividend_Open_average,iShares Select Dividend_Open_max,iShares Select Dividend_Open_min,iShares Select Dividend_Open_volatility,iShares Select Dividend_Open_change,iShares Select Dividend_High_average,iShares Select Dividend_High_max,iShares Select Dividend_High_min,iShares Select Dividend_High_volatility,iShares Select Dividend_High_change,iShares Select Dividend_Low_average,iShares Select Dividend_Low_max,iShares Select Dividend_Low_min,iShares Select Dividend_Low_volatility,iShares Select Dividend_Low_change,iShares Select Dividend_Close_average,iShares Select Dividend_Close_max,iShares Select Dividend_Close_min,iShares Select Dividend_Close_volatility,iShares Select Dividend_Close_change
2018-04-15,95.9,95.9,95.9,0.0,0.0,96.37,96.37,96.37,0.0,0.0,95.76,95.76,95.76,0.0,0.0,96.2,96.2,96.2,0.0,0.0
2018-04-22,97.03,97.03,97.03,0.0,0.0,97.49,97.49,97.49,0.0,0.0,96.32,96.32,96.32,0.0,0.0,96.32,96.32,96.32,0.0,0.0
2018-04-29,96.63,96.63,96.63,0.0,0.0,96.8,96.8,96.8,0.0,0.0,96.13,96.13,96.13,0.0,0.0,96.32,96.32,96.32,0.0,0.0
2018-05-06,97.45,97.45,97.45,0.0,0.0,97.57,97.57,97.57,0.0,0.0,96.98,96.98,96.98,0.0,0.0,97.25,97.25,97.25,0.0,0.0
2018-05-13,97.53,97.53,97.53,0.0,0.0,97.94,97.94,97.94,0.0,0.0,97.36,97.36,97.36,0.0,0.0,97.84,97.84,97.84,0.0,0.0
2018-05-20,97.67,97.67,97.67,0.0,0.0,97.76,97.76,97.76,0.0,0.0,97.34,97.34,97.34,0.0,0.0,97.62,97.62,97.62,0.0,0.0
2018-05-27,98.03,98.03,98.03,0.0,0.0,98.45,98.45,98.45,0.0,0.0,97.69,97.69,97.69,0.0,0.0,97.89,97.89,97.89,0.0,0.0
2018-06-03,98.77,98.77,98.77,0.0,0.0,98.99,98.99,98.99,0.0,0.0,98.61,98.61,98.61,0.0,0.0,98.74,98.74,98.74,0.0,0.0
2018-06-10,98.12,98.12,98.12,0.0,0.0,98.79,98.79,98.79,0.0,0.0,98.12,98.12,98.12,0.0,0.0,98.63,98.63,98.63,0.0,0.0
2018-06-17,98.33,98.33,98.33,0.0,0.0,98.68,98.68,98.68,0.0,0.0,97.89,97.89,97.89,0.0,0.0,98.46,98.46,98.46,0.0,0.0
2018-06-24,97.54,97.54,97.54,0.0,0.0,97.73,97.73,97.73,0.0,0.0,97.02,97.02,97.02,0.0,0.0,97.69,97.69,97.69,0.0,0.0
2018-07-01,99.69,99.69,99.69,0.0,0.0,99.69,99.69,99.69,0.0,0.0,98.9,98.9,98.9,0.0,0.0,99.01,99.01,99.01,0.0,0.0
2018-07-08,98.95,98.95,98.95,0.0,0.0,98.95,98.95,98.95,0.0,0.0,98.32,98.32,98.32,0.0,0.0,98.57,98.57,98.57,0.0,0.0
2018-07-15,98.26,98.26,98.26,0.0,0.0,98.46,98.46,98.46,0.0,0.0,97.97,97.97,97.97,0.0,0.0,98.25,98.25,98.25,0.0,0.0
2018-07-22,99.02,99.02,99.02,0.0,0.0,99.39,99.39,99.39,0.0,0.0,98.98,98.98,98.98,0.0,0.0,99.15,99.15,99.15,0.0,0.0
2018-07-29,99.85,99.85,99.85,0.0,0.0,100.24,100.24,100.24,0.0,0.0,99.85,99.85,99.85,0.0,0.0,100.06,100.06,100.06,0.0,0.0
2018-08-05,99.76,99.76,99.76,0.0,0.0,99.94,99.94,99.94,0.0,0.0,99.32,99.32,99.32,0.0,0.0,99.55,99.55,99.55,0.0,0.0
2018-08-12,101.57,101.57,101.57,0.0,0.0,101.98,101.98,101.98,0.0,0.0,101.51,101.51,101.51,0.0,0.0,101.89,101.89,101.89,0.0,0.0
2018-08-19,101.65,101.65,101.65,0.0,0.0,101.86,101.86,101.86,0.0,0.0,101.44,101.44,101.44,0.0,0.0,101.57,101.57,101.57,0.0,0.0
2018-08-26,101.11,101.11,101.11,0.0,0.0,101.28,101.28,101.28,0.0,0.0,100.62,100.62,100.62,0.0,0.0,101.01,101.01,101.01,0.0,0.0
2018-09-02,101.81,101.81,101.81,0.0,0.0,102.16,102.16,102.16,0.0,0.0,101.61,101.61,101.61,0.0,0.0,101.67,101.67,101.67,0.0,0.0
2018-09-09,102.12,102.12,102.12,0.0,0.0,102.47,102.47,102.47,0.0,0.0,102.02,102.02,102.02,0.0,0.0,102.13,102.13,102.13,0.0,0.0
2018-09-16,102.14,102.14,102.14,0.0,0.0,102.33,102.33,102.33,0.0,0.0,101.41,101.41,101.41,0.0,0.0,101.41,101.41,101.41,0.0,0.0
2018-09-23,100.11,100.11,100.11,0.0,0.0,100.31,100.31,100.31,0.0,0.0,99.73,99.73,99.73,0.0,0.0,100.01,100.01,100.01,0.0,0.0
2018-09-30,99.97,99.97,99.97,0.0,0.0,100.79,100.79,100.79,0.0,0.0,99.97,99.97,99.97,0.0,0.0,100.65,100.65,100.65,0.0,0.0
2018-10-07,96.35,96.35,96.35,0.0,0.0,97.02,97.02,97.02,0.0,0.0,96.27,96.27,96.27,0.0,0.0,96.34,96.34,96.34,0.0,0.0
2018-10-14,97.6,97.6,97.6,0.0,0.0,97.84,97.84,97.84,0.0,0.0,96.64,96.64,96.64,0.0,0.0,96.75,96.75,96.75,0.0,0.0
2018-10-21,94.74,94.74,94.74,0.0,0.0,95.86,95.86,95.86,0.0,0.0,93.89,93.89,93.89,0.0,0.0,94.75,94.75,94.75,0.0,0.0
2018-10-28,96.38,96.38,96.38,0.0,0.0,97.5,97.5,97.5,0.0,0.0,96.38,96.38,96.38,0.0,0.0,97.33,97.33,97.33,0.0,0.0
2018-11-04,98.09,98.09,98.09,0.0,0.0,98.54,98.54,98.54,0.0,0.0,97.43,97.43,97.43,0.0,0.0,97.57,97.57,97.57,0.0,0.0
2018-11-11,97.4,97.4,97.4,0.0,0.0,97.74,97.74,97.74,0.0,0.0,96.77,96.77,96.77,0.0,0.0,97.21,97.21,97.21,0.0,0.0
2018-11-18,95.28,95.28,95.28,0.0,0.0,95.97,95.97,95.97,0.0,0.0,95.28,95.28,95.28,0.0,0.0,95.96,95.96,95.96,0.0,0.0
2018-11-25,99.1,99.1,99.1,0.0,0.0,99.23,99.23,99.23,0.0,0.0,97.81,97.81,97.81,0.0,0.0,98.81,98.81,98.81,0.0,0.0
2018-12-02,95.47,95.47,95.47,0.0,0.0,95.5,95.5,95.5,0.0,0.0,93.39,93.39,93.39,0.0,0.0,95.13,95.13,95.13,0.0,0.0
2018-12-09,93.76,93.76,93.76,0.0,0.0,93.77,93.77,93.77,0.0,0.0,91.11,91.11,91.11,0.0,0.0,91.59,91.59,91.59,0.0,0.0
2018-12-16,87.9,87.9,87.9,0.0,0.0,87.97,87.97,87.97,0.0,0.0,85.2,85.2,85.2,0.0,0.0,85.2,85.2,85.2,0.0,0.0
2018-12-23,89.06,89.06,89.06,0.0,0.0,89.33,89.33,89.33,0.0,0.0,88.3,88.3,88.3,0.0,0.0,89.31,89.31,89.31,0.0,0.0
2018-12-30,90.41,90.41,90.41,0.0,0.0,91.56,91.56,91.56,0.0,0.0,89.95,89.95,89.95,0.0,0.0,90.85,90.85,90.85,0.0,0.0
2019-01-06,91.77,91.77,91.77,0.0,0.0,91.99,91.99,91.99,0.0,0.0,91.3,91.3,91.3,0.0,0.0,91.58,91.58,91.58,0.0,0.0
2019-01-13,93.37,93.37,93.37,0.0,0.0,94.05,94.05,94.05,0.0,0.0,93.26,93.26,93.26,0.0,0.0,93.87,93.87,93.87,0.0,0.0
2019-01-20,93.25,93.25,93.25,0.0,0.0,93.25,93.25,93.25,0.0,0.0,92.52,92.52,92.52,0.0,0.0,93.24,93.24,93.24,0.0,0.0
2019-01-27,95.26,95.26,95.26,0.0,0.0,95.61,95.61,95.61,0.0,0.0,94.66,94.66,94.66,0.0,0.0,95.59,95.59,95.59,0.0,0.0
2019-02-03,95.73,95.73,95.73,0.0,0.0,95.79,95.79,95.79,0.0,0.0,95.31,95.31,95.31,0.0,0.0,95.64,95.64,95.64,0.0,0.0
2019-02-10,96.89,96.89,96.89,0.0,0.0,97.09,97.09,97.09,0.0,0.0,96.72,96.72,96.72,0.0,0.0,97.04,97.04,97.04,0.0,0.0
2019-02-17,98.79,98.79,98.79,0.0,0.0,98.95,98.95,98.95,0.0,0.0,98.2,98.2,98.2,0.0,0.0,98.31,98.31,98.31,0.0,0.0
2019-02-24,98.87,98.87,98.87,0.0,0.0,98.91,98.91,98.91,0.0,0.0,97.35,97.35,97.35,0.0,0.0,98.29,98.29,98.29,0.0,0.0
2019-03-03,97.42,97.42,97.42,0.0,0.0,98.42,98.42,98.42,0.0,0.0,97.42,97.42,97.42,0.0,0.0,98.39,98.39,98.39,0.0,0.0
2019-03-10,99.28,99.28,99.28,0.0,0.0,99.71,99.71,99.71,0.0,0.0,99.13,99.13,99.13,0.0,0.0,99.71,99.71,99.71,0.0,0.0
2019-03-17,96.89,96.89,96.89,0.0,0.0,97.45,97.45,97.45,0.0,0.0,96.56,96.56,96.56,0.0,0.0,97.07,97.07,97.07,0.0,0.0
2019-03-24,98.68,98.68,98.68,0.0,0.0,99.35,99.35,99.35,0.0,0.0,98.59,98.59,98.59,0.0,0.0,99.28,99.28,99.28,0.0,0.0
2019-03-31,100.1,100.1,100.1,0.0,0.0,100.2,100.2,100.2,0.0,0.0,99.89,99.89,99.89,0.0,0.0,100.1,100.1,100.1,0.0,0.0
2019-04-07,100.6,100.6,100.6,0.0,0.0,100.69,100.69,100.69,0.0,0.0,100.01,100.01,100.01,0.0,0.0,100.17,100.17,100.17,0.0,0.0
2019-04-14,100.21,100.21,100.21,0.0,0.0,100.39,100.39,100.39,0.0,0.0,99.88,99.88,99.88,0.0,0.0,100.06,100.06,100.06,0.0,0.0
2019-04-21,100.66,100.66,100.66,0.0,0.0,100.89,100.89,100.89,0.0,0.0,100.48,100.48,100.48,0.0,0.0,100.6,100.6,100.6,0.0,0.0
2019-04-28,99.76,99.76,99.76,0.0,0.0,100.66,100.66,100.66,0.0,0.0,99.62,99.62,99.62,0.0,0.0,100.43,100.43,100.43,0.0,0.0
2019-05-05,97.83,97.83,97.83,0.0,0.0,97.92,97.92,97.92,0.0,0.0,96.92,96.92,96.92,0.0,0.0,97.44,97.44,97.44,0.0,0.0
2019-05-12,97.85,97.85,97.85,0.0,0.0,98.21,98.21,98.21,0.0,0.0,97.43,97.43,97.43,0.0,0.0,97.69,97.69,97.69,0.0,0.0
2019-05-19,97.34,97.34,97.34,0.0,0.0,97.43,97.43,97.43,0.0,0.0,96.8,96.8,96.8,0.0,0.0,97.08,97.08,97.08,0.0,0.0
2019-05-26,93.76,93.76,93.76,0.0,0.0,94.98,94.98,94.98,0.0,0.0,93.76,93.76,93.76,0.0,0.0,94.96,94.96,94.96,0.0,0.0
2019-06-02,98.11,98.11,98.11,0.0,0.0,98.35,98.35,98.35,0.0,0.0,97.5,97.5,97.5,0.0,0.0,97.63,97.63,97.63,0.0,0.0
2019-06-09,97.67,97.67,97.67,0.0,0.0,97.97,97.97,97.97,0.0,0.0,97.25,97.25,97.25,0.0,0.0,97.28,97.28,97.28,0.0,0.0
2019-06-16,99.42,99.42,99.42,0.0,0.0,99.45,99.45,99.45,0.0,0.0,98.88,98.88,98.88,0.0,0.0,98.9,98.9,98.9,0.0,0.0
2019-06-23,100.25,100.25,100.25,0.0,0.0,100.6,100.6,100.6,0.0,0.0,99.27,99.27,99.27,0.0,0.0,99.74,99.74,99.74,0.0,0.0
2019-06-30,100.52,100.52,100.52,0.0,0.0,100.83,100.83,100.83,0.0,0.0,100.19,100.19,100.19,0.0,0.0,100.41,100.41,100.41,0.0,0.0
2019-07-07,101.47,101.47,101.47,0.0,0.0,101.47,101.47,101.47,0.0,0.0,100.76,100.76,100.76,0.0,0.0,101.02,101.02,101.02,0.0,0.0
2019-07-14,100.48,100.48,100.48,0.0,0.0,100.73,100.73,100.73,0.0,0.0,99.77,99.77,99.77,0.0,0.0,100.03,100.03,100.03,0.0,0.0
2019-07-21,101.28,101.28,101.28,0.0,0.0,101.45,101.45,101.45,0.0,0.0,100.97,100.97,100.97,0.0,0.0,101.14,101.14,101.14,0.0,0.0
2019-07-28,97.62,97.62,97.62,0.0,0.0,97.85,97.85,97.85,0.0,0.0,95.68,95.68,95.68,0.0,0.0,96.43,96.43,96.43,0.0,0.0
2019-08-04,97.3,97.3,97.3,0.0,0.0,97.35,97.35,97.35,0.0,0.0,96.26,96.26,96.26,0.0,0.0,96.53,96.53,96.53,0.0,0.0
2019-08-11,97.54,97.54,97.54,0.0,0.0,98.09,98.09,98.09,0.0,0.0,97.11,97.11,97.11,0.0,0.0,97.76,97.76,97.76,0.0,0.0
2019-08-18,96.34,96.34,96.34,0.0,0.0,96.58,96.58,96.58,0.0,0.0,95.97,95.97,95.97,0.0,0.0,96.49,96.49,96.49,0.0,0.0
2019-08-25,97.91,97.91,97.91,0.0,0.0,98.52,98.52,98.52,0.0,0.0,97.76,97.76,97.76,0.0,0.0,97.95,97.95,97.95,0.0,0.0
2019-09-01,100.31,100.31,100.31,0.0,0.0,100.91,100.91,100.91,0.0,0.0,100.11,100.11,100.11,0.0,0.0,100.87,100.87,100.87,0.0,0.0
2019-09-08,102.97,102.97,102.97,0.0,0.0,103.03,103.03,103.03,0.0,0.0,102.52,102.52,102.52,0.0,0.0,102.93,102.93,102.93,0.0,0.0
2019-09-15,101.69,101.69,101.69,0.0,0.0,102.62,102.62,102.62,0.0,0.0,101.67,101.67,101.67,0.0,0.0,102.37,102.37,102.37,0.0,0.0
2019-09-22,101.87,101.87,101.87,0.0,0.0,102.18,102.18,102.18,0.0,0.0,101.87,101.87,101.87,0.0,0.0,101.95,101.95,101.95,0.0,0.0
2019-09-29,100.24,100.24,100.24,0.0,0.0,100.58,100.58,100.58,0.0,0.0,99.81,99.81,99.81,0.0,0.0,99.89,99.89,99.89,0.0,0.0
2019-10-06,100.75,100.75,100.75,0.0,0.0,100.78,100.78,100.78,0.0,0.0,100.42,100.42,100.42,0.0,0.0,100.42,100.42,100.42,0.0,0.0
2019-10-13,101.8,101.8,101.8,0.0,0.0,102.35,102.35,102.35,0.0,0.0,101.8,101.8,101.8,0.0,0.0,102.06,102.06,102.06,0.0,0.0
2019-10-20,102.92,102.92,102.92,0.0,0.0,103.4,103.4,103.4,0.0,0.0,102.78,102.78,102.78,0.0,0.0,102.81,102.81,102.81,0.0,0.0
2019-10-27,103.7,103.7,103.7,0.0,0.0,104.04,104.04,104.04,0.0,0.0,103.66,103.66,103.66,0.0,0.0,103.91,103.91,103.91,0.0,0.0
2019-11-03,103.72,103.72,103.72,0.0,0.0,103.75,103.75,103.75,0.0,0.0,103.49,103.49,103.49,0.0,0.0,103.6,103.6,103.6,0.0,0.0
2019-11-10,103.96,103.96,103.96,0.0,0.0,104.12,104.12,104.12,0.0,0.0,103.71,103.71,103.71,0.0,0.0,103.85,103.85,103.85,0.0,0.0
2019-11-17,103.64,103.64,103.64,0.0,0.0,103.83,103.83,103.83,0.0,0.0,103.49,103.49,103.49,0.0,0.0,103.75,103.75,103.75,0.0,0.0
2019-11-24,103.86,103.86,103.86,0.0,0.0,104.0,104.0,104.0,0.0,0.0,103.12,103.12,103.12,0.0,0.0,103.19,103.19,103.19,0.0,0.0
2019-12-01,103.81,103.81,103.81,0.0,0.0,104.0,104.0,104.0,0.0,0.0,103.61,103.61,103.61,0.0,0.0,103.62,103.62,103.62,0.0,0.0
2019-12-08,104.39,104.39,104.39,0.0,0.0,104.72,104.72,104.72,0.0,0.0,104.15,104.15,104.15,0.0,0.0,104.61,104.61,104.61,0.0,0.0
2019-12-15,105.99,105.99,105.99,0.0,0.0,106.0,106.0,106.0,0.0,0.0,105.43,105.43,105.43,0.0,0.0,105.57,105.57,105.57,0.0,0.0
2019-12-22,105.58,105.58,105.58,0.0,0.0,105.58,105.58,105.58,0.0,0.0,105.08,105.08,105.08,0.0,0.0,105.24,105.24,105.24,0.0,0.0
2019-12-29,104.44,104.44,104.44,0.0,0.0,104.92,104.92,104.92,0.0,0.0,104.44,104.44,104.44,0.0,0.0,104.67,104.67,104.67,0.0,0.0
